s,m3/s,m/s,kg/m/s,kg/m3
Time,null,null,null,null
 0.000E+00, 2.541E-21, 1.016E-03, 2.966E-05, 1.195E+00
 1.009E-01, 4.468E+00, 4.475E+00, 3.850E-05, 1.195E+00
 2.007E-01, 1.263E+01, 1.271E+01, 2.178E-04, 1.195E+00
 3.008E-01, 2.073E+01, 2.109E+01, 2.907E-03, 1.195E+00
 4.002E-01, 2.867E+01, 2.904E+01, 6.705E-03, 1.195E+00
 5.002E-01, 3.638E+01, 3.735E+01, 1.182E-02, 1.195E+00
 6.001E-01, 4.385E+01, 4.576E+01, 1.258E-02, 1.195E+00
 7.003E-01, 5.105E+01, 5.358E+01, 1.186E-02, 1.195E+00
 8.000E-01, 5.796E+01, 6.416E+01, 1.437E-02, 1.195E+00
 9.000E-01, 6.456E+01, 7.082E+01, 1.687E-02, 1.195E+00
 1.000E+00, 7.085E+01, 8.164E+01, 1.819E-02, 1.195E+00
 1.100E+00, 7.680E+01, 9.048E+01, 2.384E-02, 1.195E+00
 1.200E+00, 8.241E+01, 9.906E+01, 2.712E-02, 1.195E+00
 1.300E+00, 8.766E+01, 1.041E+02, 2.396E-02, 1.195E+00
 1.400E+00, 9.255E+01, 1.119E+02, 2.944E-02, 1.195E+00
 1.500E+00, 9.709E+01, 1.177E+02, 3.392E-02, 1.195E+00
 1.600E+00, 1.013E+02, 1.229E+02, 3.540E-02, 1.195E+00
 1.700E+00, 1.052E+02, 1.285E+02, 3.328E-02, 1.195E+00
 1.800E+00, 1.089E+02, 1.304E+02, 3.569E-02, 1.195E+00
 1.900E+00, 1.122E+02, 1.335E+02, 3.378E-02, 1.195E+00
 2.000E+00, 1.153E+02, 1.388E+02, 4.199E-02, 1.195E+00
 2.100E+00, 1.180E+02, 1.427E+02, 3.350E-02, 1.195E+00
 2.200E+00, 1.206E+02, 1.428E+02, 3.923E-02, 1.195E+00
 2.300E+00, 1.229E+02, 1.478E+02, 4.192E-02, 1.195E+00
 2.400E+00, 1.250E+02, 1.507E+02, 3.942E-02, 1.195E+00
 2.500E+00, 1.270E+02, 1.533E+02, 3.935E-02, 1.195E+00
 2.600E+00, 1.288E+02, 1.555E+02, 4.294E-02, 1.195E+00
 2.700E+00, 1.304E+02, 1.575E+02, 4.530E-02, 1.195E+00
 2.800E+00, 1.318E+02, 1.583E+02, 4.231E-02, 1.195E+00
 2.900E+00, 1.332E+02, 1.573E+02, 3.704E-02, 1.195E+00
 3.000E+00, 1.344E+02, 1.611E+02, 4.087E-02, 1.195E+00
 3.100E+00, 1.355E+02, 1.632E+02, 4.714E-02, 1.195E+00
 3.200E+00, 1.364E+02, 1.664E+02, 4.691E-02, 1.195E+00
 3.300E+00, 1.373E+02, 1.627E+02, 4.117E-02, 1.195E+00
 3.400E+00, 1.381E+02, 1.656E+02, 4.604E-02, 1.195E+00
 3.500E+00, 1.388E+02, 1.667E+02, 4.615E-02, 1.195E+00
 3.600E+00, 1.395E+02, 1.668E+02, 4.890E-02, 1.195E+00
 3.700E+00, 1.401E+02, 1.670E+02, 4.584E-02, 1.195E+00
 3.800E+00, 1.406E+02, 1.663E+02, 4.460E-02, 1.195E+00
 3.900E+00, 1.410E+02, 1.712E+02, 4.230E-02, 1.195E+00
 4.000E+00, 1.415E+02, 1.720E+02, 4.672E-02, 1.195E+00
 4.100E+00, 1.419E+02, 1.700E+02, 4.374E-02, 1.195E+00
 4.200E+00, 1.423E+02, 1.735E+02, 4.546E-02, 1.195E+00
 4.300E+00, 1.426E+02, 1.748E+02, 3.974E-02, 1.195E+00
 4.400E+00, 1.429E+02, 1.711E+02, 4.557E-02, 1.195E+00
 4.500E+00, 1.431E+02, 1.742E+02, 4.428E-02, 1.195E+00
 4.600E+00, 1.433E+02, 1.704E+02, 4.385E-02, 1.195E+00
 4.700E+00, 1.436E+02, 1.731E+02, 4.365E-02, 1.195E+00
 4.800E+00, 1.437E+02, 1.782E+02, 4.651E-02, 1.195E+00
 4.900E+00, 1.439E+02, 1.722E+02, 4.202E-02, 1.195E+00
 5.000E+00, 1.441E+02, 1.721E+02, 4.446E-02, 1.195E+00
 5.100E+00, 1.442E+02, 1.753E+02, 4.860E-02, 1.195E+00
 5.200E+00, 1.443E+02, 1.719E+02, 4.262E-02, 1.195E+00
 5.300E+00, 1.444E+02, 1.677E+02, 4.200E-02, 1.195E+00
 5.400E+00, 1.445E+02, 1.725E+02, 4.993E-02, 1.195E+00
 5.500E+00, 1.446E+02, 1.730E+02, 4.644E-02, 1.195E+00
 5.600E+00, 1.448E+02, 1.763E+02, 4.771E-02, 1.195E+00
 5.700E+00, 1.449E+02, 1.709E+02, 4.394E-02, 1.195E+00
 5.800E+00, 1.449E+02, 1.764E+02, 4.971E-02, 1.195E+00
 5.900E+00, 1.449E+02, 1.743E+02, 4.703E-02, 1.195E+00
 6.000E+00, 1.450E+02, 1.743E+02, 4.256E-02, 1.195E+00
 6.100E+00, 1.450E+02, 1.731E+02, 4.324E-02, 1.195E+00
 6.200E+00, 1.450E+02, 1.711E+02, 4.402E-02, 1.195E+00
 6.300E+00, 1.450E+02, 1.737E+02, 4.368E-02, 1.195E+00
 6.400E+00, 1.450E+02, 1.759E+02, 4.139E-02, 1.195E+00
 6.500E+00, 1.451E+02, 1.754E+02, 4.528E-02, 1.195E+00
 6.600E+00, 1.452E+02, 1.747E+02, 4.209E-02, 1.195E+00
 6.700E+00, 1.452E+02, 1.778E+02, 4.777E-02, 1.195E+00
 6.800E+00, 1.452E+02, 1.753E+02, 4.732E-02, 1.195E+00
 6.900E+00, 1.452E+02, 1.773E+02, 4.571E-02, 1.195E+00
 7.000E+00, 1.452E+02, 1.722E+02, 4.687E-02, 1.195E+00
 7.100E+00, 1.453E+02, 1.725E+02, 4.370E-02, 1.195E+00
 7.200E+00, 1.452E+02, 1.741E+02, 4.690E-02, 1.195E+00
