s,kg/s,kg/s,m3/s,m3/s
 2.7800954E+002, 2.3891230E+002, 2.5528934E+002, 2.0000000E+002, 2.2868741E+002
 2.7900754E+002, 2.3891231E+002, 2.5300810E+002, 2.0000000E+002, 2.2666385E+002
 2.8000193E+002, 2.3891230E+002, 2.5578883E+002, 2.0000000E+002, 2.2916412E+002
 2.8100188E+002, 2.3891230E+002, 2.5529469E+002, 2.0000000E+002, 2.2887356E+002
 2.8200402E+002, 2.3891231E+002, 2.5680381E+002, 2.0000000E+002, 2.3022723E+002
 2.8300209E+002, 2.3891230E+002, 2.5465329E+002, 2.0000000E+002, 2.2840053E+002
 2.8400068E+002, 2.3891231E+002, 2.5964343E+002, 2.0000000E+002, 2.3286204E+002
 2.8500673E+002, 2.3891230E+002, 2.5319859E+002, 2.0000000E+002, 2.2722612E+002
 2.8601051E+002, 2.3891231E+002, 2.5574408E+002, 2.0000000E+002, 2.2945052E+002
 2.8700614E+002, 2.3891230E+002, 2.5515797E+002, 2.0000000E+002, 2.2902638E+002
 2.8801289E+002, 2.3891230E+002, 2.5007963E+002, 2.0000000E+002, 2.2465488E+002
 2.8901060E+002, 2.3891231E+002, 2.5687647E+002, 2.0000000E+002, 2.3087488E+002
 2.9001448E+002, 2.3891230E+002, 2.5885253E+002, 2.0000000E+002, 2.3255920E+002
 2.9100050E+002, 2.3891230E+002, 2.5508922E+002, 2.0000000E+002, 2.2933340E+002
 2.9200994E+002, 2.3891231E+002, 2.5705338E+002, 2.0000000E+002, 2.3131554E+002
 2.9301461E+002, 2.3891231E+002, 2.5549490E+002, 2.0000000E+002, 2.3000431E+002
 2.9401325E+002, 2.3891230E+002, 2.4900785E+002, 2.0000000E+002, 2.2418339E+002
 2.9500094E+002, 2.3891231E+002, 2.5461790E+002, 2.0000000E+002, 2.2911077E+002
 2.9600801E+002, 2.3891231E+002, 2.5224254E+002, 2.0000000E+002, 2.2702366E+002
 2.9701380E+002, 2.3891230E+002, 2.5285921E+002, 2.0000000E+002, 2.2756599E+002
 2.9801273E+002, 2.3891230E+002, 2.5081039E+002, 2.0000000E+002, 2.2572467E+002
 2.9900823E+002, 2.3891231E+002, 2.5306042E+002, 2.0000000E+002, 2.2770083E+002
 3.0001055E+002, 2.3891230E+002, 2.5738777E+002, 2.0000001E+002, 2.3166102E+002
 3.0101195E+002, 2.3891231E+002, 2.5548562E+002, 2.0000000E+002, 2.3011310E+002
 3.0200598E+002, 2.3891231E+002, 2.5094233E+002, 2.0000000E+002, 2.2611599E+002
 3.0300254E+002, 2.3891231E+002, 2.5403770E+002, 2.0000000E+002, 2.2896938E+002
 3.0400275E+002, 2.3891231E+002, 2.5678842E+002, 2.0000000E+002, 2.3148514E+002
 3.0500251E+002, 2.3891231E+002, 2.5265861E+002, 2.0000000E+002, 2.2792880E+002
 3.0600746E+002, 2.3891231E+002, 2.4959678E+002, 2.0000000E+002, 2.2533127E+002
 3.0700417E+002, 2.3891230E+002, 2.5280562E+002, 2.0000000E+002, 2.2844509E+002
 3.0800482E+002, 2.3891231E+002, 2.5004654E+002, 2.0000000E+002, 2.2597002E+002
 3.0900883E+002, 2.3891230E+002, 2.5002813E+002, 2.0000000E+002, 2.2596196E+002
 3.1000980E+002, 2.3891231E+002, 2.5418507E+002, 2.0000000E+002, 2.2969557E+002
 3.1101393E+002, 2.3891231E+002, 2.5465435E+002, 2.0000000E+002, 2.3006619E+002
 3.1200343E+002, 2.3891230E+002, 2.5385248E+002, 2.0000000E+002, 2.2922231E+002
 3.1300259E+002, 2.3891231E+002, 2.5169709E+002, 2.0000000E+002, 2.2724423E+002
 3.1400386E+002, 2.3891230E+002, 2.5518231E+002, 2.0000000E+002, 2.3022147E+002
 3.1500235E+002, 2.3891231E+002, 2.5054572E+002, 2.0000000E+002, 2.2621256E+002
 3.1601429E+002, 2.3891230E+002, 2.5126710E+002, 2.0000000E+002, 2.2700953E+002
 3.1700371E+002, 2.3891231E+002, 2.5471151E+002, 2.0000001E+002, 2.3030545E+002
 3.1800476E+002, 2.3891231E+002, 2.4705816E+002, 2.0000000E+002, 2.2350896E+002
 3.1900329E+002, 2.3891230E+002, 2.5369421E+002, 2.0000000E+002, 2.2944228E+002
 3.2000765E+002, 2.3891230E+002, 2.5097233E+002, 2.0000001E+002, 2.2703789E+002
 3.2101182E+002, 2.3891231E+002, 2.4958579E+002, 2.0000000E+002, 2.2589107E+002
 3.2200184E+002, 2.3891231E+002, 2.5169629E+002, 2.0000000E+002, 2.2782506E+002
 3.2300293E+002, 2.3891230E+002, 2.5617224E+002, 2.0000000E+002, 2.3189581E+002
 3.2400624E+002, 2.3891231E+002, 2.4678466E+002, 2.0000000E+002, 2.2352569E+002
 3.2500436E+002, 2.3891231E+002, 2.5236760E+002, 2.0000000E+002, 2.2845711E+002
 3.2601153E+002, 2.3891230E+002, 2.4918005E+002, 2.0000000E+002, 2.2577321E+002
 3.2701493E+002, 2.3891231E+002, 2.5127579E+002, 2.0000000E+002, 2.2772833E+002
 3.2800976E+002, 2.3891231E+002, 2.5088168E+002, 2.0000000E+002, 2.2737697E+002
 3.2900808E+002, 2.3891230E+002, 2.5061647E+002, 2.0000000E+002, 2.2718649E+002
 3.3001217E+002, 2.3891230E+002, 2.5671208E+002, 2.0000000E+002, 2.3274743E+002
 3.3101607E+002, 2.3891231E+002, 2.4935168E+002, 2.0000000E+002, 2.2615317E+002
 3.3201047E+002, 2.3891231E+002, 2.4835596E+002, 2.0000000E+002, 2.2518044E+002
 3.3300996E+002, 2.3891230E+002, 2.4882360E+002, 2.0000000E+002, 2.2572878E+002
 3.3400437E+002, 2.3891230E+002, 2.4693375E+002, 2.0000000E+002, 2.2409461E+002
 3.3501169E+002, 2.3891231E+002, 2.5391883E+002, 2.0000000E+002, 2.3032879E+002
 3.3600854E+002, 2.3891230E+002, 2.5130790E+002, 2.0000000E+002, 2.2802141E+002
 3.3700598E+002, 2.3891231E+002, 2.5245962E+002, 2.0000000E+002, 2.2902148E+002
 3.3800587E+002, 2.3891230E+002, 2.4799149E+002, 2.0000000E+002, 2.2504456E+002
 3.3900355E+002, 2.3891231E+002, 2.5054492E+002, 2.0000000E+002, 2.2744790E+002
 3.4000038E+002, 2.3891231E+002, 2.5120301E+002, 2.0000000E+002, 2.2816500E+002
 3.4100751E+002, 2.3891230E+002, 2.4854278E+002, 2.0000000E+002, 2.2581023E+002
 3.4200132E+002, 2.3891231E+002, 2.4788695E+002, 2.0000000E+002, 2.2515916E+002
 3.4301501E+002, 2.3891231E+002, 2.5451690E+002, 2.0000000E+002, 2.3105472E+002
 3.4400652E+002, 2.3891231E+002, 2.4421013E+002, 2.0000000E+002, 2.2188843E+002
 3.4501358E+002, 2.3891230E+002, 2.4839112E+002, 2.0000000E+002, 2.2567458E+002
 3.4600603E+002, 2.3891230E+002, 2.5202654E+002, 2.0000000E+002, 2.2887320E+002
 3.4700343E+002, 2.3891231E+002, 2.5084338E+002, 2.0000000E+002, 2.2789569E+002
 3.4800864E+002, 2.3891230E+002, 2.4811649E+002, 2.0000000E+002, 2.2562369E+002
 3.4900989E+002, 2.3891231E+002, 2.4906937E+002, 2.0000000E+002, 2.2646591E+002
 3.5001398E+002, 2.3891231E+002, 2.5030757E+002, 2.0000000E+002, 2.2768635E+002
 3.5100801E+002, 2.3891231E+002, 2.5140339E+002, 2.0000000E+002, 2.2877764E+002
 3.5201423E+002, 2.3891230E+002, 2.4362156E+002, 2.0000000E+002, 2.2177854E+002
 3.5300702E+002, 2.3891231E+002, 2.4913529E+002, 2.0000000E+002, 2.2673387E+002
 3.5400701E+002, 2.3891231E+002, 2.4988235E+002, 2.0000000E+002, 2.2733183E+002
 3.5500722E+002, 2.3891230E+002, 2.5061544E+002, 2.0000000E+002, 2.2792491E+002
 3.5601211E+002, 2.3891230E+002, 2.5277220E+002, 2.0000000E+002, 2.2988854E+002
 3.5701032E+002, 2.3891230E+002, 2.4370521E+002, 2.0000000E+002, 2.2178968E+002
 3.5801151E+002, 2.3891231E+002, 2.5061182E+002, 2.0000000E+002, 2.2803377E+002
 3.5901156E+002, 2.3891230E+002, 2.4450600E+002, 2.0000000E+002, 2.2261965E+002
 3.6000927E+002, 2.3891230E+002, 2.4428332E+002, 2.0000001E+002, 2.2252186E+002
 3.6100716E+002, 2.3891231E+002, 2.5318831E+002, 2.0000000E+002, 2.3046462E+002
 3.6201555E+002, 2.3891230E+002, 2.4854553E+002, 2.0000000E+002, 2.2630730E+002
 3.6301101E+002, 2.3891231E+002, 2.4955899E+002, 2.0000001E+002, 2.2726249E+002
 3.6401355E+002, 2.3891230E+002, 2.5238306E+002, 2.0000000E+002, 2.2976895E+002
 3.6500910E+002, 2.3891231E+002, 2.4773675E+002, 2.0000001E+002, 2.2560281E+002
 3.6600308E+002, 2.3891231E+002, 2.5059697E+002, 2.0000000E+002, 2.2827782E+002
 3.6700010E+002, 2.3891230E+002, 2.4600846E+002, 2.0000000E+002, 2.2417522E+002
 3.6800704E+002, 2.3891231E+002, 2.4261964E+002, 2.0000000E+002, 2.2104493E+002
 3.6900073E+002, 2.3891231E+002, 2.4641751E+002, 2.0000000E+002, 2.2450097E+002
 3.7000095E+002, 2.3891230E+002, 2.4267523E+002, 2.0000000E+002, 2.2126424E+002
 3.7100777E+002, 2.3891230E+002, 2.5134146E+002, 1.9999999E+002, 2.2897265E+002
 3.7201444E+002, 2.3891230E+002, 2.5369833E+002, 2.0000000E+002, 2.3106271E+002
 3.7301242E+002, 2.3891231E+002, 2.4542030E+002, 1.9999999E+002, 2.2360171E+002
 3.7400414E+002, 2.3891231E+002, 2.5138630E+002, 2.0000000E+002, 2.2896672E+002
 3.7500824E+002, 2.3891230E+002, 2.4841428E+002, 2.0000000E+002, 2.2630684E+002
 3.7600851E+002, 2.3891230E+002, 2.5272211E+002, 2.0000000E+002, 2.3031593E+002
 3.7701045E+002, 2.3891231E+002, 2.4200034E+002, 2.0000000E+002, 2.2063574E+002
 3.7800423E+002, 2.3891230E+002, 2.4726474E+002, 2.0000000E+002, 2.2535353E+002
 3.7900991E+002, 2.3891230E+002, 2.5116173E+002, 2.0000001E+002, 2.2883441E+002
 3.8000417E+002, 2.3891231E+002, 2.4886368E+002, 2.0000000E+002, 2.2686676E+002
 3.8100407E+002, 2.3891230E+002, 2.4135574E+002, 2.0000000E+002, 2.2034987E+002
 3.8200239E+002, 2.3891232E+002, 2.4887177E+002, 2.0000000E+002, 2.2721378E+002
 3.8301339E+002, 2.3891231E+002, 2.5226426E+002, 2.0000000E+002, 2.3013052E+002
 3.8400163E+002, 2.3891230E+002, 2.4564470E+002, 2.0000000E+002, 2.2418249E+002
 3.8500236E+002, 2.3891231E+002, 2.4983291E+002, 2.0000000E+002, 2.2792770E+002
 3.8600858E+002, 2.3891230E+002, 2.4857065E+002, 2.0000000E+002, 2.2682350E+002
 3.8700406E+002, 2.3891230E+002, 2.4120720E+002, 2.0000000E+002, 2.2031353E+002
 3.8801228E+002, 2.3891230E+002, 2.5007893E+002, 2.0000000E+002, 2.2828736E+002
 3.8900211E+002, 2.3891231E+002, 2.4315915E+002, 2.0000000E+002, 2.2211614E+002
 3.9000048E+002, 2.3891231E+002, 2.4968406E+002, 2.0000000E+002, 2.2805629E+002
 3.9101394E+002, 2.3891230E+002, 2.4748272E+002, 2.0000000E+002, 2.2614851E+002
 3.9200239E+002, 2.3891231E+002, 2.4683330E+002, 2.0000000E+002, 2.2553320E+002
 3.9301365E+002, 2.3891230E+002, 2.4769650E+002, 2.0000000E+002, 2.2620207E+002
 3.9400549E+002, 2.3891231E+002, 2.4447209E+002, 2.0000000E+002, 2.2331022E+002
 3.9501601E+002, 2.3891230E+002, 2.4541526E+002, 2.0000000E+002, 2.2425540E+002
 3.9601396E+002, 2.3891231E+002, 2.5177741E+002, 2.0000000E+002, 2.3013594E+002
 3.9701025E+002, 2.3891231E+002, 2.4514852E+002, 2.0000000E+002, 2.2423728E+002
 3.9801160E+002, 2.3891231E+002, 2.4792204E+002, 2.0000000E+002, 2.2670515E+002
 3.9901224E+002, 2.3891230E+002, 2.4876223E+002, 2.0000000E+002, 2.2740214E+002
 4.0000359E+002, 2.3891231E+002, 2.4592475E+002, 2.0000000E+002, 2.2480828E+002
 4.0100722E+002, 2.3891231E+002, 2.4499376E+002, 2.0000000E+002, 2.2398589E+002
 4.0201205E+002, 2.3891230E+002, 2.4838864E+002, 2.0000000E+002, 2.2707331E+002
 4.0301535E+002, 2.3891230E+002, 2.4620581E+002, 2.0000000E+002, 2.2510735E+002
 4.0400182E+002, 2.3891231E+002, 2.4555361E+002, 2.0000000E+002, 2.2445880E+002
 4.0501283E+002, 2.3891230E+002, 2.4608667E+002, 2.0000000E+002, 2.2502027E+002
 4.0601632E+002, 2.3891231E+002, 2.4576556E+002, 2.0000000E+002, 2.2477328E+002
 4.0700728E+002, 2.3891231E+002, 2.4554247E+002, 2.0000000E+002, 2.2458607E+002
 4.0801433E+002, 2.3891230E+002, 2.4589646E+002, 2.0000000E+002, 2.2501920E+002
 4.0900098E+002, 2.3891230E+002, 2.4624704E+002, 2.0000000E+002, 2.2536182E+002
 4.1000526E+002, 2.3891231E+002, 2.4175747E+002, 2.0000000E+002, 2.2127901E+002
 4.1100404E+002, 2.3891231E+002, 2.5048954E+002, 2.0000000E+002, 2.2917920E+002
 4.1200889E+002, 2.3891230E+002, 2.4758230E+002, 2.0000000E+002, 2.2645578E+002
 4.1301189E+002, 2.3891231E+002, 2.4066882E+002, 2.0000000E+002, 2.2024029E+002
 4.1400162E+002, 2.3891231E+002, 2.4766667E+002, 2.0000000E+002, 2.2652881E+002
 4.1500978E+002, 2.3891230E+002, 2.4347690E+002, 2.0000000E+002, 2.2281264E+002
 4.1601370E+002, 2.3891230E+002, 2.4629452E+002, 2.0000000E+002, 2.2537585E+002
 4.1701574E+002, 2.3891230E+002, 2.4870079E+002, 2.0000000E+002, 2.2734712E+002
 4.1801293E+002, 2.3891231E+002, 2.4839874E+002, 2.0000000E+002, 2.2694101E+002
 4.1900713E+002, 2.3891230E+002, 2.4722565E+002, 2.0000000E+002, 2.2601941E+002
 4.2000977E+002, 2.3891231E+002, 2.4540350E+002, 2.0000000E+002, 2.2447991E+002
 4.2101043E+002, 2.3891231E+002, 2.4301053E+002, 2.0000000E+002, 2.2240548E+002
 4.2201110E+002, 2.3891229E+002, 2.4387065E+002, 2.0000000E+002, 2.2319701E+002
 4.2300324E+002, 2.3891231E+002, 2.4661304E+002, 2.0000000E+002, 2.2579993E+002
 4.2400073E+002, 2.3891231E+002, 2.4269849E+002, 2.0000000E+002, 2.2234563E+002
 4.2500574E+002, 2.3891230E+002, 2.4709752E+002, 2.0000000E+002, 2.2633175E+002
 4.2600310E+002, 2.3891230E+002, 2.4661658E+002, 2.0000000E+002, 2.2598991E+002
 4.2700520E+002, 2.3891231E+002, 2.4220994E+002, 2.0000000E+002, 2.2210720E+002
 4.2800772E+002, 2.3891231E+002, 2.4578497E+002, 2.0000000E+002, 2.2532352E+002
 4.2901512E+002, 2.3891230E+002, 2.4594092E+002, 2.0000000E+002, 2.2545697E+002
 4.3000113E+002, 2.3891231E+002, 2.4821228E+002, 2.0000000E+002, 2.2745723E+002
 4.3100122E+002, 2.3891231E+002, 2.4540088E+002, 2.0000000E+002, 2.2488372E+002
 4.3201200E+002, 2.3891230E+002, 2.3984084E+002, 2.0000000E+002, 2.1989663E+002
 4.3300150E+002, 2.3891231E+002, 2.4537004E+002, 2.0000000E+002, 2.2494525E+002
 4.3400692E+002, 2.3891231E+002, 2.4767256E+002, 2.0000000E+002, 2.2700990E+002
 4.3501344E+002, 2.3891231E+002, 2.4160279E+002, 2.0000000E+002, 2.2152699E+002
 4.3600292E+002, 2.3891230E+002, 2.4557724E+002, 2.0000000E+002, 2.2517762E+002
 4.3700903E+002, 2.3891231E+002, 2.4529483E+002, 2.0000000E+002, 2.2486996E+002
 4.3800931E+002, 2.3891230E+002, 2.4429801E+002, 2.0000000E+002, 2.2397469E+002
 4.3901151E+002, 2.3891230E+002, 2.4936445E+002, 2.0000000E+002, 2.2857823E+002
 4.4001008E+002, 2.3891230E+002, 2.4157026E+002, 2.0000000E+002, 2.2166025E+002
 4.4100705E+002, 2.3891231E+002, 2.4522654E+002, 2.0000000E+002, 2.2499988E+002
 4.4200894E+002, 2.3891230E+002, 2.4873822E+002, 2.0000000E+002, 2.2810550E+002
 4.4300307E+002, 2.3891230E+002, 2.4838163E+002, 2.0000000E+002, 2.2778598E+002
 4.4400222E+002, 2.3891231E+002, 2.4175231E+002, 2.0000000E+002, 2.2182111E+002
 4.4500525E+002, 2.3891231E+002, 2.4621387E+002, 1.9999999E+002, 2.2590948E+002
 4.4601343E+002, 2.3891230E+002, 2.4330654E+002, 2.0000000E+002, 2.2321549E+002
 4.4701051E+002, 2.3891231E+002, 2.4595576E+002, 2.0000000E+002, 2.2561776E+002
 4.4800279E+002, 2.3891231E+002, 2.4029705E+002, 2.0000000E+002, 2.2047254E+002
 4.4901309E+002, 2.3891230E+002, 2.4647148E+002, 2.0000000E+002, 2.2601618E+002
 4.5000434E+002, 2.3891230E+002, 2.4305676E+002, 2.0000000E+002, 2.2283216E+002
 4.5100231E+002, 2.3891231E+002, 2.3899882E+002, 2.0000000E+002, 2.1928265E+002
 4.5200283E+002, 2.3891231E+002, 2.5218086E+002, 2.0000000E+002, 2.3125780E+002
 4.5300688E+002, 2.3891230E+002, 2.4697934E+002, 2.0000000E+002, 2.2649390E+002
 4.5401577E+002, 2.3891230E+002, 2.4330613E+002, 2.0000000E+002, 2.2325551E+002
 4.5500951E+002, 2.3891231E+002, 2.4012338E+002, 2.0000000E+002, 2.2046556E+002
 4.5600839E+002, 2.3891230E+002, 2.4706892E+002, 2.0000000E+002, 2.2669842E+002
 4.5701268E+002, 2.3891231E+002, 2.4276705E+002, 2.0000000E+002, 2.2272187E+002
 4.5800683E+002, 2.3891230E+002, 2.4591741E+002, 2.0000000E+002, 2.2554683E+002
 4.5900645E+002, 2.3891231E+002, 2.3945588E+002, 2.0000001E+002, 2.1968489E+002
 4.6000497E+002, 2.3891230E+002, 2.4583944E+002, 2.0000000E+002, 2.2549173E+002
 4.6100569E+002, 2.3891231E+002, 2.4456820E+002, 2.0000001E+002, 2.2438146E+002
 4.6200805E+002, 2.3891231E+002, 2.4244236E+002, 2.0000000E+002, 2.2240809E+002
 4.6301360E+002, 2.3891230E+002, 2.4722910E+002, 2.0000000E+002, 2.2688390E+002
 4.6400887E+002, 2.3891232E+002, 2.4760652E+002, 2.0000000E+002, 2.2722757E+002
 4.6500196E+002, 2.3891231E+002, 2.3616864E+002, 1.9999999E+002, 2.1686411E+002
 4.6600922E+002, 2.3891230E+002, 2.4492860E+002, 2.0000000E+002, 2.2480414E+002
 4.6700973E+002, 2.3891231E+002, 2.4412094E+002, 2.0000000E+002, 2.2414974E+002
 4.6800709E+002, 2.3891231E+002, 2.4776755E+002, 2.0000000E+002, 2.2752112E+002
 4.6901325E+002, 2.3891230E+002, 2.4396609E+002, 2.0000000E+002, 2.2405727E+002
 4.7001247E+002, 2.3891230E+002, 2.4795499E+002, 2.0000000E+002, 2.2770033E+002
 4.7101115E+002, 2.3891231E+002, 2.4757381E+002, 2.0000000E+002, 2.2721926E+002
 4.7201117E+002, 2.3891230E+002, 2.4271719E+002, 2.0000000E+002, 2.2271400E+002
 4.7300749E+002, 2.3891230E+002, 2.4099567E+002, 2.0000001E+002, 2.2122170E+002
 4.7401020E+002, 2.3891231E+002, 2.4560188E+002, 2.0000000E+002, 2.2538181E+002
 4.7500181E+002, 2.3891231E+002, 2.4229090E+002, 2.0000001E+002, 2.2231592E+002
 4.7600333E+002, 2.3891230E+002, 2.4203789E+002, 2.0000000E+002, 2.2213458E+002
 4.7701068E+002, 2.3891231E+002, 2.4122612E+002, 2.0000000E+002, 2.2146458E+002
 4.7801201E+002, 2.3891231E+002, 2.4916966E+002, 2.0000000E+002, 2.2865765E+002
 4.7900805E+002, 2.3891230E+002, 2.4197337E+002, 2.0000000E+002, 2.2216013E+002
 4.8000314E+002, 2.3891231E+002, 2.4440250E+002, 2.0000001E+002, 2.2438214E+002
 4.8100415E+002, 2.3891231E+002, 2.4731193E+002, 2.0000000E+002, 2.2702901E+002
 4.8201076E+002, 2.3891230E+002, 2.3740655E+002, 2.0000000E+002, 2.1807340E+002
 4.8300199E+002, 2.3891231E+002, 2.4416433E+002, 2.0000000E+002, 2.2421113E+002
 4.8401063E+002, 2.3891231E+002, 2.4623579E+002, 2.0000000E+002, 2.2609856E+002
 4.8500205E+002, 2.3891230E+002, 2.4661541E+002, 2.0000000E+002, 2.2642952E+002
 4.8600478E+002, 2.3891231E+002, 2.4198752E+002, 2.0000000E+002, 2.2232764E+002
 4.8701404E+002, 2.3891231E+002, 2.4206035E+002, 2.0000000E+002, 2.2245745E+002
 4.8800041E+002, 2.3891231E+002, 2.4333787E+002, 2.0000000E+002, 2.2377201E+002
 4.8901373E+002, 2.3891230E+002, 2.4430523E+002, 2.0000000E+002, 2.2462870E+002
 4.9000473E+002, 2.3891231E+002, 2.4668543E+002, 2.0000000E+002, 2.2676123E+002
 4.9100086E+002, 2.3891231E+002, 2.4500935E+002, 1.9999999E+002, 2.2521209E+002
 4.9201331E+002, 2.3891230E+002, 2.4274957E+002, 2.0000000E+002, 2.2309761E+002
 4.9300142E+002, 2.3891231E+002, 2.4117001E+002, 2.0000000E+002, 2.2180164E+002
 4.9400153E+002, 2.3891230E+002, 2.4638363E+002, 2.0000000E+002, 2.2652323E+002
 4.9500745E+002, 2.3891231E+002, 2.3878736E+002, 2.0000000E+002, 2.1958776E+002
 4.9600293E+002, 2.3891230E+002, 2.4314539E+002, 2.0000000E+002, 2.2353030E+002
 4.9700687E+002, 2.3891231E+002, 2.4173977E+002, 2.0000000E+002, 2.2219522E+002
 4.9801566E+002, 2.3891231E+002, 2.4573094E+002, 2.0000000E+002, 2.2576634E+002
 4.9900385E+002, 2.3891230E+002, 2.4643314E+002, 2.0000000E+002, 2.2650027E+002
 5.0000274E+002, 2.3891232E+002, 2.4347710E+002, 2.0000000E+002, 2.2377619E+002
 5.0100739E+002, 2.3891230E+002, 2.4279810E+002, 2.0000000E+002, 2.2317124E+002
 5.0200304E+002, 2.3891230E+002, 2.4219424E+002, 2.0000000E+002, 2.2270900E+002
 5.0301329E+002, 2.3891230E+002, 2.4793672E+002, 2.0000000E+002, 2.2778470E+002
 5.0401419E+002, 2.3891231E+002, 2.3834043E+002, 2.0000000E+002, 2.1905374E+002
 5.0500634E+002, 2.3891230E+002, 2.3667646E+002, 2.0000000E+002, 2.1755495E+002
 5.0600651E+002, 2.3891230E+002, 2.4706511E+002, 2.0000000E+002, 2.2696834E+002
 5.0701292E+002, 2.3891231E+002, 2.4575263E+002, 2.0000000E+002, 2.2578545E+002
 5.0800208E+002, 2.3891230E+002, 2.4296323E+002, 2.0000000E+002, 2.2330809E+002
 5.0900360E+002, 2.3891231E+002, 2.4269764E+002, 2.0000001E+002, 2.2318788E+002
 5.1000568E+002, 2.3891230E+002, 2.4346579E+002, 2.0000000E+002, 2.2391709E+002
 5.1100498E+002, 2.3891231E+002, 2.4675430E+002, 2.0000000E+002, 2.2689870E+002
 5.1200049E+002, 2.3891230E+002, 2.4288031E+002, 2.0000000E+002, 2.2344540E+002
 5.1300073E+002, 2.3891231E+002, 2.4650915E+002, 2.0000000E+002, 2.2676449E+002
 5.1400720E+002, 2.3891231E+002, 2.3847439E+002, 2.0000000E+002, 2.1952471E+002
 5.1501205E+002, 2.3891230E+002, 2.3896362E+002, 2.0000000E+002, 2.1992906E+002
 5.1601113E+002, 2.3891231E+002, 2.4315438E+002, 2.0000000E+002, 2.2367459E+002
 5.1701225E+002, 2.3891230E+002, 2.4224600E+002, 2.0000000E+002, 2.2289245E+002
 5.1800347E+002, 2.3891230E+002, 2.4595683E+002, 2.0000000E+002, 2.2626212E+002
 5.1900892E+002, 2.3891231E+002, 2.4381118E+002, 2.0000000E+002, 2.2436864E+002
 5.2000628E+002, 2.3891231E+002, 2.3867308E+002, 2.0000000E+002, 2.1969375E+002
 5.2100874E+002, 2.3891230E+002, 2.4195578E+002, 2.0000000E+002, 2.2259626E+002
 5.2200154E+002, 2.3891232E+002, 2.4471535E+002, 2.0000000E+002, 2.2511779E+002
 5.2301005E+002, 2.3891230E+002, 2.4506413E+002, 2.0000000E+002, 2.2545226E+002
 5.2400375E+002, 2.3891231E+002, 2.4358561E+002, 2.0000000E+002, 2.2417202E+002
 5.2500402E+002, 2.3891230E+002, 2.4064442E+002, 2.0000000E+002, 2.2155596E+002
 5.2600933E+002, 2.3891230E+002, 2.4148283E+002, 2.0000001E+002, 2.2226576E+002
 5.2700591E+002, 2.3891231E+002, 2.4146803E+002, 2.0000000E+002, 2.2219994E+002
 5.2800547E+002, 2.3891230E+002, 2.4806866E+002, 2.0000001E+002, 2.2807592E+002
 5.2900629E+002, 2.3891231E+002, 2.3704501E+002, 2.0000000E+002, 2.1809602E+002
 5.3000735E+002, 2.3891230E+002, 2.4462658E+002, 2.0000000E+002, 2.2496602E+002
 5.3100108E+002, 2.3891230E+002, 2.4364761E+002, 2.0000000E+002, 2.2407913E+002
 5.3201643E+002, 2.3891230E+002, 2.4280884E+002, 2.0000000E+002, 2.2334612E+002
 5.3300430E+002, 2.3891231E+002, 2.4113032E+002, 2.0000000E+002, 2.2192624E+002
 5.3401181E+002, 2.3891230E+002, 2.4509594E+002, 2.0000000E+002, 2.2559483E+002
 5.3501082E+002, 2.3891231E+002, 2.4450901E+002, 2.0000000E+002, 2.2505206E+002
 5.3600097E+002, 2.3891231E+002, 2.4243769E+002, 2.0000000E+002, 2.2307205E+002
 5.3700568E+002, 2.3891230E+002, 2.3678742E+002, 2.0000000E+002, 2.1806109E+002
 5.3800947E+002, 2.3891231E+002, 2.4452310E+002, 2.0000000E+002, 2.2511263E+002
 5.3901369E+002, 2.3891230E+002, 2.4343374E+002, 2.0000000E+002, 2.2410671E+002
 5.4001728E+002, 2.3891230E+002, 2.4232308E+002, 2.0000000E+002, 2.2302749E+002
 5.4101405E+002, 2.3891231E+002, 2.4277364E+002, 2.0000000E+002, 2.2338260E+002
 5.4200573E+002, 2.3891230E+002, 2.4155564E+002, 2.0000000E+002, 2.2236591E+002
 5.4300742E+002, 2.3891230E+002, 2.4177804E+002, 2.0000000E+002, 2.2259521E+002
 5.4400759E+002, 2.3891231E+002, 2.4442441E+002, 2.0000000E+002, 2.2497774E+002
 5.4501018E+002, 2.3891230E+002, 2.4334081E+002, 2.0000000E+002, 2.2393287E+002
 5.4600689E+002, 2.3891230E+002, 2.4255807E+002, 2.0000000E+002, 2.2321607E+002
 5.4701336E+002, 2.3891231E+002, 2.4648491E+002, 2.0000001E+002, 2.2670400E+002
 5.4801321E+002, 2.3891230E+002, 2.4367902E+002, 2.0000000E+002, 2.2421483E+002
 5.4900954E+002, 2.3891231E+002, 2.4237390E+002, 2.0000000E+002, 2.2307821E+002
 5.5000621E+002, 2.3891230E+002, 2.4033121E+002, 2.0000000E+002, 2.2129485E+002
 5.5101139E+002, 2.3891231E+002, 2.4371553E+002, 2.0000000E+002, 2.2440769E+002
 5.5200834E+002, 2.3891230E+002, 2.4496201E+002, 2.0000001E+002, 2.2549810E+002
 5.5300511E+002, 2.3891231E+002, 2.4153547E+002, 2.0000000E+002, 2.2241089E+002
 5.5401025E+002, 2.3891230E+002, 2.4161676E+002, 2.0000000E+002, 2.2250556E+002
 5.5500759E+002, 2.3891231E+002, 2.3589134E+002, 2.0000000E+002, 2.1733006E+002
 5.5600185E+002, 2.3891231E+002, 2.4868378E+002, 2.0000000E+002, 2.2897472E+002
