s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-1.355E-19,-4.730E-03, 6.760E-05, 1.196E+00
 5.139E+00, 2.226E-02, 1.647E-02, 7.938E-05, 1.196E+00
 1.008E+01, 6.410E-02, 5.548E-02, 9.575E-05, 1.196E+00
 1.502E+01, 1.046E-01, 1.018E-01, 5.778E-05, 1.196E+00
 2.016E+01, 1.451E-01, 1.492E-01, 4.871E-05, 1.196E+00
 2.510E+01, 1.848E-01, 1.901E-01, 4.410E-05, 1.196E+00
 3.004E+01, 2.227E-01, 2.336E-01, 6.406E-05, 1.196E+00
 3.518E+01, 2.603E-01, 2.724E-01, 4.714E-05, 1.196E+00
 4.012E+01, 2.967E-01, 3.171E-01, 5.924E-05, 1.196E+00
 4.506E+01, 3.312E-01, 3.558E-01, 4.816E-05, 1.196E+00
 5.000E+01, 3.646E-01, 3.971E-01, 5.838E-05, 1.196E+00
 5.514E+01, 3.974E-01, 4.403E-01, 8.231E-05, 1.196E+00
 6.008E+01, 4.290E-01, 4.802E-01, 1.572E-04, 1.196E+00
 6.502E+01, 4.587E-01, 5.168E-01, 3.106E-04, 1.196E+00
 7.010E+01, 4.875E-01, 5.383E-01, 5.946E-04, 1.196E+00
 7.510E+01, 5.153E-01, 5.811E-01, 7.922E-04, 1.196E+00
 8.002E+01, 5.415E-01, 6.525E-01, 7.586E-04, 1.196E+00
 8.509E+01, 5.665E-01, 6.532E-01, 8.959E-04, 1.196E+00
 9.000E+01, 5.901E-01, 6.688E-01, 7.913E-04, 1.196E+00
 9.510E+01, 6.124E-01, 6.852E-01, 5.083E-04, 1.196E+00
 1.001E+02, 6.336E-01, 7.263E-01, 8.627E-04, 1.196E+00
 1.050E+02, 6.534E-01, 7.406E-01, 6.738E-04, 1.196E+00
 1.100E+02, 6.719E-01, 7.633E-01, 6.125E-04, 1.196E+00
 1.150E+02, 6.893E-01, 7.826E-01, 4.883E-04, 1.196E+00
 1.201E+02, 7.057E-01, 7.991E-01, 6.203E-04, 1.196E+00
 1.251E+02, 7.209E-01, 8.412E-01, 7.308E-04, 1.196E+00
 1.300E+02, 7.349E-01, 8.008E-01, 8.835E-04, 1.196E+00
 1.351E+02, 7.482E-01, 8.442E-01, 1.162E-03, 1.196E+00
 1.401E+02, 7.606E-01, 8.849E-01, 1.340E-03, 1.196E+00
 1.451E+02, 7.721E-01, 8.719E-01, 9.904E-04, 1.196E+00
 1.501E+02, 7.828E-01, 8.771E-01, 1.069E-03, 1.196E+00
 1.550E+02, 7.928E-01, 8.811E-01, 8.728E-04, 1.196E+00
 1.600E+02, 8.021E-01, 8.623E-01, 9.229E-04, 1.196E+00
 1.650E+02, 8.110E-01, 9.400E-01, 9.840E-04, 1.196E+00
 1.700E+02, 8.194E-01, 9.536E-01, 9.575E-04, 1.196E+00
 1.750E+02, 8.270E-01, 9.322E-01, 1.082E-03, 1.196E+00
 1.800E+02, 8.341E-01, 9.187E-01, 8.797E-04, 1.196E+00
 1.851E+02, 8.407E-01, 9.679E-01, 9.855E-04, 1.196E+00
 1.900E+02, 8.467E-01, 9.799E-01, 1.116E-03, 1.196E+00
 1.950E+02, 8.522E-01, 9.584E-01, 1.002E-03, 1.196E+00
 2.000E+02, 8.574E-01, 9.877E-01, 1.045E-03, 1.196E+00
 2.051E+02, 8.625E-01, 9.927E-01, 1.155E-03, 1.196E+00
 2.101E+02, 8.674E-01, 1.002E+00, 1.060E-03, 1.196E+00
 2.151E+02, 8.720E-01, 9.729E-01, 1.193E-03, 1.196E+00
 2.200E+02, 8.762E-01, 1.008E+00, 1.375E-03, 1.196E+00
 2.250E+02, 8.800E-01, 1.044E+00, 1.430E-03, 1.196E+00
 2.300E+02, 8.836E-01, 9.998E-01, 1.123E-03, 1.196E+00
 2.351E+02, 8.869E-01, 9.920E-01, 8.637E-04, 1.196E+00
 2.401E+02, 8.899E-01, 9.996E-01, 1.267E-03, 1.196E+00
 2.450E+02, 8.927E-01, 1.027E+00, 1.140E-03, 1.196E+00
 2.500E+02, 8.953E-01, 1.032E+00, 1.167E-03, 1.196E+00
 2.550E+02, 8.977E-01, 1.016E+00, 1.393E-03, 1.196E+00
 2.600E+02, 8.997E-01, 1.034E+00, 1.005E-03, 1.196E+00
 2.651E+02, 9.013E-01, 1.060E+00, 1.377E-03, 1.196E+00
 2.701E+02, 9.029E-01, 1.032E+00, 9.136E-04, 1.196E+00
 2.750E+02, 9.041E-01, 9.907E-01, 9.942E-04, 1.196E+00
 2.800E+02, 9.053E-01, 1.015E+00, 1.230E-03, 1.196E+00
 2.850E+02, 9.065E-01, 1.051E+00, 1.406E-03, 1.196E+00
 2.901E+02, 9.076E-01, 9.747E-01, 1.429E-03, 1.196E+00
 2.951E+02, 9.087E-01, 9.908E-01, 8.565E-04, 1.196E+00
