s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-1.355E-19,-4.730E-03, 1.796E-05, 1.196E+00
 2.019E-01, 8.746E+00, 8.861E+00, 9.373E-05, 1.196E+00
 4.001E-01, 2.396E+01, 2.538E+01, 1.047E-03, 1.196E+00
 6.003E-01, 3.707E+01, 4.109E+01, 3.174E-02, 1.196E+00
 8.009E-01, 4.807E+01, 5.522E+01, 6.139E-02, 1.196E+00
 1.001E+00, 5.578E+01, 6.368E+01, 6.925E-02, 1.196E+00
 1.201E+00, 5.941E+01, 6.548E+01, 8.425E-02, 1.196E+00
 1.400E+00, 6.155E+01, 6.939E+01, 6.096E-02, 1.196E+00
 1.601E+00, 6.291E+01, 7.267E+01, 7.224E-02, 1.196E+00
 1.800E+00, 6.365E+01, 7.231E+01, 6.886E-02, 1.196E+00
 2.001E+00, 6.403E+01, 7.213E+01, 5.708E-02, 1.196E+00
 2.201E+00, 6.439E+01, 7.315E+01, 5.757E-02, 1.196E+00
 2.400E+00, 6.458E+01, 7.399E+01, 5.110E-02, 1.196E+00
 2.601E+00, 6.477E+01, 7.495E+01, 7.473E-02, 1.196E+00
 2.800E+00, 6.477E+01, 7.387E+01, 6.880E-02, 1.196E+00
 3.001E+00, 6.475E+01, 7.364E+01, 7.952E-02, 1.196E+00
 3.200E+00, 6.482E+01, 7.428E+01, 5.698E-02, 1.196E+00
 3.401E+00, 6.506E+01, 7.551E+01, 6.353E-02, 1.196E+00
 3.601E+00, 6.520E+01, 7.431E+01, 7.107E-02, 1.196E+00
 3.800E+00, 6.534E+01, 7.345E+01, 6.962E-02, 1.196E+00
 4.001E+00, 6.531E+01, 7.390E+01, 6.537E-02, 1.196E+00
 4.200E+00, 6.522E+01, 7.507E+01, 6.662E-02, 1.196E+00
 4.401E+00, 6.529E+01, 7.641E+01, 7.709E-02, 1.196E+00
 4.601E+00, 6.528E+01, 7.472E+01, 6.508E-02, 1.196E+00
