s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-3.512E-05,-5.504E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.517E-05, 0.000E+00, 0.000E+00
 1.001E+01, 2.929E+01,-5.342E-01, 5.373E-01,-9.985E-01, 4.365E-02, 0.000E+00, 0.000E+00, 2.789E+01, 2.834E+01, 1.017E-03, 1.017E-03
 2.001E+01, 8.784E+01,-5.099E+00, 1.563E+00,-5.636E+00, 1.266E-01, 0.000E+00, 0.000E+00, 7.858E+01, 7.880E+01, 3.028E-03, 3.028E-03
 3.001E+01, 1.468E+02,-1.358E+01,-1.844E+00,-1.012E+01, 2.015E-01, 0.000E+00, 0.000E+00, 1.212E+02, 1.214E+02, 5.045E-03, 5.045E-03
 4.002E+01, 2.069E+02,-2.930E+01,-2.206E+01,-1.449E+01, 2.688E-01, 0.000E+00, 0.000E+00, 1.411E+02, 1.413E+02, 7.061E-03, 7.061E-03
 5.000E+01, 2.681E+02,-5.440E+01,-5.360E+01,-1.914E+01, 3.262E-01, 0.000E+00, 0.000E+00, 1.411E+02, 1.413E+02, 9.077E-03, 9.077E-03
 6.002E+01, 3.355E+02,-8.942E+01,-8.465E+01,-2.285E+01, 3.831E-01, 0.000E+00, 0.000E+00, 1.385E+02, 1.389E+02, 1.109E-02, 1.109E-02
 7.001E+01, 3.883E+02,-1.330E+02,-1.242E+02,-2.226E+01, 4.180E-01, 0.000E+00, 0.000E+00, 1.091E+02, 1.093E+02, 1.311E-02, 1.311E-02
 8.001E+01, 4.512E+02,-1.794E+02,-1.551E+02,-1.993E+01, 4.489E-01, 0.000E+00, 0.000E+00, 9.744E+01, 9.723E+01, 1.512E-02, 1.512E-02
 9.001E+01, 5.085E+02,-2.289E+02,-1.792E+02,-1.569E+01, 4.543E-01, 0.000E+00, 0.000E+00, 8.502E+01, 8.513E+01, 1.714E-02, 1.714E-02
 1.000E+02, 5.701E+02,-2.760E+02,-1.981E+02,-1.196E+01, 4.479E-01, 0.000E+00, 0.000E+00, 8.490E+01, 8.461E+01, 1.916E-02, 1.916E-02
 1.100E+02, 6.245E+02,-3.246E+02,-2.225E+02,-9.962E+00, 4.252E-01, 0.000E+00, 0.000E+00, 6.813E+01, 6.784E+01, 2.117E-02, 2.117E-02
 1.200E+02, 7.015E+02,-3.855E+02,-2.492E+02,-7.749E+00, 4.134E-01, 0.000E+00, 0.000E+00, 5.999E+01, 5.945E+01, 2.319E-02, 2.319E-02
 1.300E+02, 7.607E+02,-4.312E+02,-2.717E+02,-4.013E+00, 4.669E-01, 0.000E+00, 0.000E+00, 5.482E+01, 5.428E+01, 2.520E-02, 2.520E-02
 1.400E+02, 7.560E+02,-4.333E+02,-2.861E+02, 7.629E-01, 4.827E-01, 0.000E+00, 0.000E+00, 3.833E+01, 3.776E+01, 2.722E-02, 2.722E-02
 1.500E+02, 8.444E+02,-4.874E+02,-3.159E+02, 3.373E+00, 4.495E-01, 0.000E+00, 0.000E+00, 4.527E+01, 4.496E+01, 2.923E-02, 2.923E-02
 1.600E+02, 8.742E+02,-5.050E+02,-3.320E+02, 7.768E+00, 4.921E-01, 0.000E+00, 0.000E+00, 4.605E+01, 4.552E+01, 3.125E-02, 3.125E-02
 1.700E+02, 8.633E+02,-4.959E+02,-3.484E+02, 1.024E+01, 5.141E-01, 0.000E+00, 0.000E+00, 3.038E+01, 2.980E+01, 3.326E-02, 3.326E-02
 1.800E+02, 9.749E+02,-5.428E+02,-4.100E+02, 1.145E+01, 4.895E-01, 0.000E+00, 0.000E+00, 3.662E+01, 3.407E+01, 3.528E-02, 3.528E-02
 1.900E+02, 1.034E+03,-5.506E+02,-4.740E+02, 1.192E+01, 5.197E-01, 0.000E+00, 0.000E+00, 2.283E+01, 2.141E+01, 3.730E-02, 3.730E-02
 2.000E+02, 1.112E+03,-5.555E+02,-5.300E+02, 1.343E+01, 5.609E-01, 0.000E+00, 0.000E+00, 4.249E+01, 4.074E+01, 3.931E-02, 3.931E-02
 2.100E+02, 1.084E+03,-5.604E+02,-5.175E+02, 1.303E+01, 5.648E-01, 0.000E+00, 0.000E+00, 2.093E+01, 1.920E+01, 4.133E-02, 4.133E-02
