s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-3.470E-05,-5.504E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.476E-05, 0.000E+00, 0.000E+00
 1.002E+01, 9.862E+01,-1.219E+01, 1.591E+00,-3.132E+00, 4.326E-02, 0.000E+00, 0.000E+00, 8.387E+01, 8.493E+01, 2.731E-03, 2.731E-03
 2.000E+01, 3.045E+02,-5.828E+01,-4.636E+00,-1.054E+01, 1.136E-01, 0.000E+00, 0.000E+00, 2.306E+02, 2.312E+02, 8.148E-03, 8.148E-03
 3.000E+01, 5.166E+02,-1.256E+02,-7.946E+01,-1.700E+01, 1.645E-01, 0.000E+00, 0.000E+00, 2.944E+02, 2.947E+02, 1.357E-02, 1.357E-02
 4.001E+01, 7.016E+02,-2.516E+02,-1.988E+02,-1.968E+01, 1.935E-01, 0.000E+00, 0.000E+00, 2.318E+02, 2.317E+02, 1.900E-02, 1.900E-02
 5.000E+01, 9.144E+02,-4.185E+02,-2.858E+02,-9.265E+00, 1.894E-01, 0.000E+00, 0.000E+00, 2.026E+02, 2.010E+02, 2.442E-02, 2.442E-02
 6.001E+01, 1.093E+03,-5.871E+02,-3.373E+02, 7.900E-02, 1.504E-01, 0.000E+00, 0.000E+00, 1.693E+02, 1.687E+02, 2.984E-02, 2.984E-02
 7.001E+01, 1.195E+03,-7.114E+02,-3.692E+02,-1.086E+00, 1.223E-01, 0.000E+00, 0.000E+00, 1.150E+02, 1.136E+02, 3.263E-02, 3.263E-02
 8.001E+01, 1.093E+03,-7.034E+02,-3.396E+02, 7.239E+00, 1.581E-01, 0.000E+00, 0.000E+00, 5.812E+01, 5.792E+01, 3.281E-02, 3.281E-02
 9.001E+01, 1.135E+03,-6.835E+02,-4.219E+02, 1.073E+01, 1.826E-01, 0.000E+00, 0.000E+00, 4.196E+01, 4.037E+01, 3.298E-02, 3.298E-02
 1.000E+02, 1.142E+03,-6.447E+02,-4.728E+02, 1.088E+01, 2.622E-01, 0.000E+00, 0.000E+00, 3.685E+01, 3.573E+01, 3.315E-02, 3.315E-02
 1.100E+02, 1.198E+03,-5.865E+02,-6.135E+02, 9.911E+00, 2.604E-01, 0.000E+00, 0.000E+00, 9.765E+00, 8.000E+00, 3.332E-02, 3.332E-02
 1.200E+02, 1.246E+03,-6.078E+02,-6.371E+02, 1.241E+01, 2.595E-01, 0.000E+00, 0.000E+00, 1.764E+01, 1.344E+01, 3.349E-02, 3.349E-02
