s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-3.470E-05,-5.504E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.476E-05, 0.000E+00, 0.000E+00
 1.005E+01, 5.678E+00, 5.979E-04, 1.044E-01, 5.241E-02,-8.430E-03, 0.000E+00, 0.000E+00, 5.711E+00, 5.827E+00, 1.576E-04, 1.576E-04
 2.002E+01, 1.660E+01,-1.986E-01, 2.972E-01,-9.967E-01,-2.535E-02, 0.000E+00, 0.000E+00, 1.563E+01, 1.568E+01, 4.671E-04, 4.671E-04
 3.002E+01, 2.888E+01,-7.014E-01, 4.962E-01,-2.352E+00,-4.181E-02, 0.000E+00, 0.000E+00, 2.623E+01, 2.628E+01, 7.766E-04, 7.766E-04
 4.001E+01, 4.117E+01,-1.581E+00,-2.669E-01,-3.813E+00,-5.792E-02, 0.000E+00, 0.000E+00, 3.542E+01, 3.545E+01, 1.086E-03, 1.086E-03
 5.000E+01, 5.354E+01,-3.320E+00,-2.667E+00,-5.301E+00,-7.364E-02, 0.000E+00, 0.000E+00, 4.215E+01, 4.217E+01, 1.396E-03, 1.396E-03
 6.003E+01, 6.608E+01,-6.038E+00,-6.806E+00,-6.568E+00,-8.945E-02, 0.000E+00, 0.000E+00, 4.653E+01, 4.658E+01, 1.706E-03, 1.706E-03
 7.001E+01, 7.824E+01,-8.530E+00,-1.177E+01,-8.139E+00,-1.050E-01, 0.000E+00, 0.000E+00, 4.967E+01, 4.969E+01, 2.017E-03, 2.017E-03
 8.001E+01, 9.064E+01,-1.090E+01,-1.802E+01,-9.659E+00,-1.206E-01, 0.000E+00, 0.000E+00, 5.189E+01, 5.195E+01, 2.327E-03, 2.327E-03
 9.002E+01, 1.023E+02,-1.439E+01,-2.585E+01,-1.123E+01,-1.358E-01, 0.000E+00, 0.000E+00, 5.065E+01, 5.067E+01, 2.637E-03, 2.637E-03
 1.000E+02, 1.150E+02,-1.826E+01,-3.317E+01,-1.224E+01,-1.514E-01, 0.000E+00, 0.000E+00, 5.110E+01, 5.114E+01, 2.947E-03, 2.947E-03
 1.100E+02, 1.270E+02,-2.279E+01,-4.203E+01,-1.373E+01,-1.662E-01, 0.000E+00, 0.000E+00, 4.826E+01, 4.827E+01, 3.257E-03, 3.257E-03
 1.200E+02, 1.398E+02,-2.994E+01,-4.690E+01,-1.468E+01,-1.819E-01, 0.000E+00, 0.000E+00, 4.808E+01, 4.809E+01, 3.567E-03, 3.567E-03
