s,mol/mol,mol/mol,mol/mol,mol/mol,C,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,kg/kg,kg/kg,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"O2Rear","CO2Rear","CORear","UHRear","TRSampPtRh","O2Front","CO2Front","COFront","UHFront","TFSampPtRh","TRSampA","TFSampA","YsootR","YsootF","HFRFL","HFFFL","HFOFL","HFRCE","HFCCE","HFFCE","TSHFRFL","TSHFFFL","TSHFOFL","TSHFRCE","TSHFCCE","TSHFFCE","TSXHFRFL","TSXHFFFL","TSXHFRCE","TSXHFCCE","TSXHFFCE","TR3","TR30","TR60","TR90","TR105","TR120","TR135","TR150","TR180","TR210","TR237","TF3","TF30","TF60","TF90","TF105","TF120","TF135","TF150","TF180","TF210","TF237"
 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00, 0.000E+00, 2.000E+01, 2.095E-01, 3.901E-04, 0.000E+00, 0.000E+00, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00,-2.521E-06,-3.797E-06,-2.590E-05,-1.477E-06,-1.833E-06,-2.629E-06, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01
 2.008E+01, 2.095E-01, 3.902E-04, 2.647E-27, 1.136E-14, 2.002E+01, 2.095E-01, 3.901E-04, 2.012E-30, 7.326E-20, 2.002E+01, 2.001E+01, 2.000E+01, 5.560E-28, 4.226E-31, 1.473E-03, 1.441E-03, 1.805E-04, 1.121E-02, 3.210E-02, 1.090E-02, 2.004E+01, 2.004E+01, 2.000E+01, 2.028E+01, 2.079E+01, 2.028E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.024E+01, 2.000E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.003E+01, 2.003E+01, 2.004E+01, 2.027E+01
 4.006E+01, 2.095E-01, 4.394E-04, 6.266E-26, 6.027E-12, 2.049E+01, 2.093E-01, 5.668E-04, 8.968E-26, 1.892E-11, 2.221E+01, 2.111E+01, 2.382E+01, 1.316E-26, 1.883E-26, 5.988E-03, 5.921E-03, 1.040E-03, 4.920E-02, 1.321E-01, 5.361E-02, 2.023E+01, 2.023E+01, 2.004E+01, 2.178E+01, 2.470E+01, 2.191E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.003E+01, 2.010E+01, 2.011E+01, 2.011E+01, 2.011E+01, 2.010E+01, 2.010E+01, 2.011E+01, 2.010E+01, 2.042E+01, 2.588E+01, 2.003E+01, 2.010E+01, 2.011E+01, 2.011E+01, 2.011E+01, 2.010E+01, 2.010E+01, 2.010E+01, 2.011E+01, 2.045E+01, 2.634E+01
 6.004E+01, 2.092E-01, 6.485E-04, 9.047E-26, 2.477E-11, 2.372E+01, 2.089E-01, 8.619E-04, 1.013E-25, 4.026E-11, 2.802E+01, 2.528E+01, 2.981E+01, 1.900E-26, 2.127E-26, 1.359E-02, 1.331E-02, 2.512E-03, 1.014E-01, 2.247E-01, 8.569E-02, 2.059E+01, 2.058E+01, 2.011E+01, 2.399E+01, 2.937E+01, 2.374E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.009E+01, 2.017E+01, 2.018E+01, 2.028E+01, 2.074E+01, 2.174E+01, 2.227E+01, 2.319E+01, 2.308E+01, 2.415E+01, 3.245E+01, 2.008E+01, 2.017E+01, 2.018E+01, 2.021E+01, 2.048E+01, 2.121E+01, 2.187E+01, 2.280E+01, 2.362E+01, 2.428E+01, 3.192E+01
 8.004E+01, 2.087E-01, 9.853E-04, 1.034E-25, 4.472E-11, 2.963E+01, 2.084E-01, 1.208E-03, 1.041E-25, 5.195E-11, 3.382E+01, 3.214E+01, 3.614E+01, 2.172E-26, 2.186E-26, 2.498E-02, 2.428E-02, 4.688E-03, 1.572E-01, 3.155E-01, 1.467E-01, 2.118E+01, 2.115E+01, 2.023E+01, 2.691E+01, 3.411E+01, 2.646E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.020E+01, 2.027E+01, 2.038E+01, 2.074E+01, 2.135E+01, 2.377E+01, 2.553E+01, 2.835E+01, 2.797E+01, 2.982E+01, 4.020E+01, 2.016E+01, 2.022E+01, 2.032E+01, 2.080E+01, 2.120E+01, 2.387E+01, 2.456E+01, 2.757E+01, 2.916E+01, 2.980E+01, 3.923E+01
 1.000E+02, 2.081E-01, 1.434E-03, 1.006E-25, 5.818E-11, 3.816E+01, 2.078E-01, 1.620E-03, 9.931E-26, 5.952E-11, 4.100E+01, 4.076E+01, 4.347E+01, 2.113E-26, 2.085E-26, 4.026E-02, 3.895E-02, 7.578E-03, 2.137E-01, 3.524E-01, 2.101E-01, 2.201E+01, 2.195E+01, 2.039E+01, 3.010E+01, 3.747E+01, 2.969E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.035E+01, 2.040E+01, 2.145E+01, 2.361E+01, 2.526E+01, 2.870E+01, 3.037E+01, 3.338E+01, 3.595E+01, 3.650E+01, 4.683E+01, 2.024E+01, 2.032E+01, 2.176E+01, 2.334E+01, 2.465E+01, 2.833E+01, 2.978E+01, 3.302E+01, 3.664E+01, 3.713E+01, 4.658E+01
 1.200E+02, 2.076E-01, 1.794E-03, 9.235E-26, 6.234E-11, 4.472E+01, 2.073E-01, 2.014E-03, 9.065E-26, 6.272E-11, 4.833E+01, 4.719E+01, 5.102E+01, 1.939E-26, 1.903E-26, 6.036E-02, 5.696E-02, 1.111E-02, 3.115E-01, 3.998E-01, 2.708E-01, 2.313E+01, 2.297E+01, 2.061E+01, 3.433E+01, 4.053E+01, 3.342E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.060E+01, 2.069E+01, 2.219E+01, 2.803E+01, 3.090E+01, 3.634E+01, 3.792E+01, 4.124E+01, 4.336E+01, 4.338E+01, 5.561E+01, 2.034E+01, 2.072E+01, 2.283E+01, 2.783E+01, 3.123E+01, 3.513E+01, 3.651E+01, 4.002E+01, 4.354E+01, 4.481E+01, 5.506E+01
 1.400E+02, 2.070E-01, 2.234E-03, 7.960E-26, 6.390E-11, 5.234E+01, 2.069E-01, 2.317E-03, 8.643E-26, 6.390E-11, 5.416E+01, 5.486E+01, 5.650E+01, 1.671E-26, 1.814E-26, 8.435E-02, 7.587E-02, 1.483E-02, 3.901E-01, 4.147E-01, 2.815E-01, 2.451E+01, 2.404E+01, 2.085E+01, 3.848E+01, 4.215E+01, 3.520E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.096E+01, 2.142E+01, 2.640E+01, 3.635E+01, 3.888E+01, 4.283E+01, 4.426E+01, 4.821E+01, 5.029E+01, 5.040E+01, 6.186E+01, 2.046E+01, 2.108E+01, 2.529E+01, 3.570E+01, 3.841E+01, 4.215E+01, 4.324E+01, 4.709E+01, 5.063E+01, 5.111E+01, 5.590E+01
 1.600E+02, 2.067E-01, 2.460E-03, 6.342E-26, 6.392E-11, 5.681E+01, 2.065E-01, 2.607E-03, 6.793E-26, 6.398E-11, 5.964E+01, 5.908E+01, 6.211E+01, 1.331E-26, 1.426E-26, 1.134E-01, 1.021E-01, 1.955E-02, 4.662E-01, 4.923E-01, 3.695E-01, 2.620E+01, 2.534E+01, 2.113E+01, 4.278E+01, 4.579E+01, 3.915E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.165E+01, 2.236E+01, 3.508E+01, 4.450E+01, 4.616E+01, 4.999E+01, 5.205E+01, 5.471E+01, 5.459E+01, 5.761E+01, 6.884E+01, 2.067E+01, 2.490E+01, 3.425E+01, 4.549E+01, 4.819E+01, 5.150E+01, 5.257E+01, 5.437E+01, 5.553E+01, 5.611E+01, 6.359E+01
