s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
 3.600E+02, 1.713E+03,-5.775E+02,-1.176E+03, 2.232E+01, 6.162E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.700E+01,-1.728E+01, 4.018E-02, 4.018E-02
 3.700E+02, 1.784E+03,-5.897E+02,-1.207E+03, 2.155E+01, 6.121E-01, 0.000E+00, 0.000E+00, 0.000E+00, 7.965E+00, 9.576E+00, 4.016E-02, 4.016E-02
 3.800E+02, 1.824E+03,-6.029E+02,-1.243E+03, 2.451E+01, 6.003E-01, 0.000E+00, 0.000E+00, 0.000E+00, 4.663E+00, 3.850E+00, 4.015E-02, 4.015E-02
 3.900E+02, 1.696E+03,-5.676E+02,-1.152E+03, 2.208E+01, 6.208E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.290E+00,-1.653E-01, 4.014E-02, 4.014E-02
 4.000E+02, 1.682E+03,-5.605E+02,-1.138E+03, 2.287E+01, 6.584E-01, 0.000E+00, 0.000E+00, 0.000E+00, 6.383E+00, 6.597E+00, 4.012E-02, 4.012E-02
 4.100E+02, 1.892E+03,-6.259E+02,-1.293E+03, 2.448E+01, 6.809E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.058E+00,-1.274E+00, 4.011E-02, 4.011E-02
 4.200E+02, 1.776E+03,-5.903E+02,-1.210E+03, 2.327E+01, 6.566E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.894E-01,-2.920E-02, 3.967E-02, 3.967E-02
 4.300E+02, 1.805E+03,-5.982E+02,-1.208E+03, 2.314E+01, 6.068E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.281E+01, 2.245E+01, 3.666E-02, 3.666E-02
 4.400E+02, 1.774E+03,-5.924E+02,-1.239E+03, 2.438E+01, 5.730E-01, 0.000E+00, 0.000E+00, 0.000E+00,-3.218E+01,-3.245E+01, 3.323E-02, 3.323E-02
 4.500E+02, 1.664E+03,-5.714E+02,-1.143E+03, 2.324E+01, 5.414E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.776E+01,-2.709E+01, 2.980E-02, 2.980E-02
 4.600E+02, 1.547E+03,-5.424E+02,-1.037E+03, 2.307E+01, 5.155E-01, 0.000E+00, 0.000E+00, 0.000E+00,-6.651E+00,-8.425E+00, 2.638E-02, 2.638E-02
 4.700E+02, 1.413E+03,-5.076E+02,-9.741E+02, 2.192E+01, 4.775E-01, 0.000E+00, 0.000E+00, 0.000E+00,-4.535E+01,-4.674E+01, 2.331E-02, 2.331E-02
 4.800E+02, 1.407E+03,-5.155E+02,-9.366E+02, 2.296E+01, 4.789E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.065E+01,-2.132E+01, 2.241E-02, 2.241E-02
 4.900E+02, 1.333E+03,-4.925E+02,-8.803E+02, 2.072E+01, 4.694E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.760E+01,-1.892E+01, 2.187E-02, 2.187E-02
 5.000E+02, 1.266E+03,-4.752E+02,-8.463E+02, 2.658E+01, 4.745E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.664E+01,-2.833E+01, 2.133E-02, 2.133E-02
 5.100E+02, 1.155E+03,-4.598E+02,-7.256E+02, 2.424E+01, 4.562E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.755E+00,-5.549E+00, 2.079E-02, 2.079E-02
 5.200E+02, 1.114E+03,-4.574E+02,-7.020E+02, 2.629E+01, 4.516E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.761E+01,-1.883E+01, 1.939E-02, 1.939E-02
 5.300E+02, 1.118E+03,-4.735E+02,-7.082E+02, 2.618E+01, 3.592E-01, 0.000E+00, 0.000E+00, 0.000E+00,-3.506E+01,-3.698E+01, 1.286E-02, 1.286E-02
 5.400E+02, 9.489E+02,-4.514E+02,-5.828E+02, 2.977E+01, 1.992E-01, 0.000E+00, 0.000E+00, 0.000E+00,-5.385E+01,-5.540E+01, 5.481E-03, 5.481E-03
 5.500E+02, 5.511E+02,-2.852E+02,-3.930E+02, 4.215E+01, 8.861E-02, 0.000E+00, 0.000E+00, 0.000E+00,-8.332E+01,-8.475E+01, 1.744E-03, 1.744E-03
 5.600E+02, 1.516E+02, 7.049E+00,-3.228E+02, 5.295E+01, 8.598E-02, 0.000E+00, 0.000E+00, 0.000E+00,-1.103E+02,-1.111E+02, 1.631E-03, 1.631E-03
 5.700E+02, 6.792E+01, 7.848E+01,-2.681E+02, 5.173E+01, 7.966E-02, 0.000E+00, 0.000E+00, 0.000E+00,-6.874E+01,-6.992E+01, 1.519E-03, 1.519E-03
 5.800E+02, 6.436E+01, 7.761E+01,-2.486E+02, 5.783E+01, 7.499E-02, 0.000E+00, 0.000E+00, 0.000E+00,-4.830E+01,-4.877E+01, 1.406E-03, 1.406E-03
 5.900E+02, 5.878E+01, 7.466E+01,-2.406E+02, 5.774E+01, 7.036E-02, 0.000E+00, 0.000E+00, 0.000E+00,-4.813E+01,-4.936E+01, 1.293E-03, 1.293E-03
 6.000E+02, 5.283E+01, 6.288E+01,-2.232E+02, 6.119E+01, 6.504E-02, 0.000E+00, 0.000E+00, 0.000E+00,-4.571E+01,-4.624E+01, 1.181E-03, 1.181E-03
 6.100E+02, 4.778E+01, 5.553E+01,-2.052E+02, 6.558E+01, 6.025E-02, 0.000E+00, 0.000E+00, 0.000E+00,-3.557E+01,-3.623E+01, 1.069E-03, 1.069E-03
 6.200E+02, 4.264E+01, 5.106E+01,-1.972E+02, 6.743E+01, 5.447E-02, 0.000E+00, 0.000E+00, 0.000E+00,-3.554E+01,-3.604E+01, 9.560E-04, 9.560E-04
 6.300E+02, 3.762E+01, 4.858E+01,-1.891E+02, 6.893E+01, 4.842E-02, 0.000E+00, 0.000E+00, 0.000E+00,-3.319E+01,-3.388E+01, 8.434E-04, 8.434E-04
 6.400E+02, 3.263E+01, 4.639E+01,-1.791E+02, 6.868E+01, 4.241E-02, 0.000E+00, 0.000E+00, 0.000E+00,-3.062E+01,-3.140E+01, 7.310E-04, 7.310E-04
 6.500E+02, 2.763E+01, 4.353E+01,-1.697E+02, 6.906E+01, 3.600E-02, 0.000E+00, 0.000E+00, 0.000E+00,-2.881E+01,-2.947E+01, 6.186E-04, 6.186E-04
 6.600E+02, 2.262E+01, 4.112E+01,-1.628E+02, 6.874E+01, 2.960E-02, 0.000E+00, 0.000E+00, 0.000E+00,-2.934E+01,-3.030E+01, 5.060E-04, 5.060E-04
 6.700E+02, 1.763E+01, 3.835E+01,-1.519E+02, 6.877E+01, 2.311E-02, 0.000E+00, 0.000E+00, 0.000E+00,-2.661E+01,-2.709E+01, 3.934E-04, 3.934E-04
 6.800E+02, 1.263E+01, 3.518E+01,-1.419E+02, 6.859E+01, 1.662E-02, 0.000E+00, 0.000E+00, 0.000E+00,-2.495E+01,-2.553E+01, 2.809E-04, 2.809E-04
 6.900E+02, 7.629E+00, 3.206E+01,-1.340E+02, 6.834E+01, 1.001E-02, 0.000E+00, 0.000E+00, 0.000E+00,-2.549E+01,-2.600E+01, 1.685E-04, 1.685E-04
 7.000E+02, 2.628E+00, 2.877E+01,-1.247E+02, 6.859E+01, 3.346E-03, 0.000E+00, 0.000E+00, 0.000E+00,-2.432E+01,-2.475E+01, 5.596E-05, 5.596E-05
 7.100E+02, 3.513E-03, 2.343E+01,-1.198E+02, 6.920E+01, 8.457E-18, 0.000E+00, 0.000E+00, 0.000E+00,-2.690E+01,-2.718E+01, 0.000E+00, 0.000E+00
 7.200E+02, 0.000E+00, 1.806E+01,-1.103E+02, 6.987E+01, 3.809E-17, 0.000E+00, 0.000E+00, 0.000E+00,-2.212E+01,-2.235E+01, 0.000E+00, 0.000E+00
 7.300E+02, 4.645E-10, 1.389E+01,-1.059E+02, 7.042E+01,-7.496E-19, 0.000E+00, 0.000E+00, 0.000E+00,-2.118E+01,-2.158E+01, 0.000E+00, 0.000E+00
 7.400E+02, 0.000E+00, 1.070E+01,-1.006E+02, 6.998E+01, 3.025E-17, 0.000E+00, 0.000E+00, 0.000E+00,-1.958E+01,-1.988E+01, 0.000E+00, 0.000E+00
 7.500E+02, 0.000E+00, 8.195E+00,-9.624E+01, 7.002E+01,-1.051E-17, 0.000E+00, 0.000E+00, 0.000E+00,-1.783E+01,-1.802E+01, 0.000E+00, 0.000E+00
 7.600E+02, 0.000E+00, 6.368E+00,-9.067E+01, 6.913E+01, 3.166E-17, 0.000E+00, 0.000E+00, 0.000E+00,-1.504E+01,-1.517E+01, 0.000E+00, 0.000E+00
 7.700E+02, 0.000E+00, 5.056E+00,-8.647E+01, 6.835E+01,-3.281E-18, 0.000E+00, 0.000E+00, 0.000E+00,-1.277E+01,-1.306E+01, 0.000E+00, 0.000E+00
 7.800E+02, 0.000E+00, 4.052E+00,-8.439E+01, 6.709E+01,-1.560E-17, 0.000E+00, 0.000E+00, 0.000E+00,-1.274E+01,-1.324E+01, 0.000E+00, 0.000E+00
 7.900E+02, 0.000E+00, 3.268E+00,-8.096E+01, 6.611E+01, 2.593E-17, 0.000E+00, 0.000E+00, 0.000E+00,-1.146E+01,-1.159E+01, 0.000E+00, 0.000E+00
 8.000E+02, 0.000E+00, 2.684E+00,-7.830E+01, 6.487E+01, 2.809E-17, 0.000E+00, 0.000E+00, 0.000E+00,-1.050E+01,-1.075E+01, 0.000E+00, 0.000E+00
