Time, Height, T_lower, T_upper
0.000000, 2.289063, 20.000000, 20.000000
20.000000, 1.685729, 24.205000, 45.104328
40.010000, 0.617382, 61.555000, 210.836592
60.010000, 0.326423, 201.950000, 517.457956
80.010000, 0.199882, 534.800000, 824.003817
100.000000, 0.167992, 688.500000, 993.501027
120.000000, 0.166525, 715.650000, 1011.200513
140.000000, 0.166972, 738.700000, 1031.665916
160.000000, 0.166883, 776.900000, 1058.425631
180.000000, 0.166156, 802.600000, 1072.618144
200.000000, 0.165525, 817.150000, 1087.762566
220.000000, 0.165928, 840.300000, 1098.944974
240.000000, 0.166169, 846.100000, 1108.574739
260.000000, 0.165890, 859.800000, 1117.125832
280.000000, 0.165841, 870.600000, 1128.174605
300.000000, 0.166391, 887.350000, 1141.712734
320.000000, 0.166355, 891.550000, 1148.253396
340.000000, 0.166210, 897.500000, 1152.459729
360.000000, 0.166735, 909.450000, 1158.979621
380.000000, 0.167943, 910.750000, 1164.282796
400.000000, 0.167628, 923.650000, 1164.688699
420.000000, 0.168185, 919.900000, 1163.106752
440.000000, 0.167752, 927.200000, 1164.618226
460.000000, 0.167450, 942.600000, 1165.912805
480.000000, 0.167354, 944.850000, 1174.015026
500.000000, 0.167025, 965.250000, 1192.765752
520.000000, 0.166693, 964.450000, 1215.884876
540.000000, 0.168824, 910.650000, 1148.412340
560.000000, 0.169313, 743.200000, 979.419660
580.000000, 0.169223, 607.350000, 850.571558
600.000000, 0.169216, 525.450000, 759.316694
620.000000, 0.182332, 456.050000, 685.261744
640.000000, 0.215089, 382.450000, 622.856084
660.000000, 0.256028, 335.650000, 566.382584
680.000000, 0.300483, 295.000000, 517.564109
700.000000, 0.330941, 243.500000, 472.806209
720.000000, 0.337462, 187.900000, 430.587970
740.000000, 0.375521, 173.080000, 397.866880
760.000000, 0.388994, 161.555000, 370.536750
780.000000, 0.409511, 151.275000, 348.243721
