s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-3.470E-05,-5.504E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.476E-05, 0.000E+00, 0.000E+00
 1.003E+01, 3.512E+01,-1.580E+00, 6.511E-01,-1.138E+00, 5.202E-02, 0.000E+00, 0.000E+00, 3.262E+01, 3.310E+01, 1.244E-03, 1.244E-03
 2.001E+01, 1.079E+02,-1.166E+01, 1.870E+00,-6.356E+00, 1.472E-01, 0.000E+00, 0.000E+00, 9.168E+01, 9.187E+01, 3.702E-03, 3.702E-03
 3.001E+01, 1.788E+02,-2.698E+01,-7.722E+00,-1.045E+01, 2.270E-01, 0.000E+00, 0.000E+00, 1.336E+02, 1.339E+02, 6.162E-03, 6.162E-03
 4.001E+01, 2.531E+02,-4.798E+01,-3.576E+01,-1.414E+01, 2.959E-01, 0.000E+00, 0.000E+00, 1.552E+02, 1.556E+02, 8.624E-03, 8.624E-03
 5.002E+01, 3.304E+02,-7.989E+01,-7.515E+01,-1.911E+01, 3.593E-01, 0.000E+00, 0.000E+00, 1.564E+02, 1.566E+02, 1.109E-02, 1.109E-02
 6.000E+01, 4.018E+02,-1.240E+02,-1.223E+02,-1.921E+01, 4.034E-01, 0.000E+00, 0.000E+00, 1.363E+02, 1.366E+02, 1.355E-02, 1.355E-02
 7.002E+01, 4.743E+02,-1.804E+02,-1.640E+02,-1.725E+01, 4.205E-01, 0.000E+00, 0.000E+00, 1.127E+02, 1.131E+02, 1.601E-02, 1.601E-02
 8.001E+01, 5.464E+02,-2.366E+02,-1.999E+02,-1.046E+01, 4.324E-01, 0.000E+00, 0.000E+00, 1.010E+02, 9.991E+01, 1.847E-02, 1.847E-02
 9.002E+01, 6.168E+02,-2.891E+02,-2.259E+02,-5.498E+00, 3.962E-01, 0.000E+00, 0.000E+00, 9.681E+01, 9.671E+01, 2.094E-02, 2.094E-02
 1.000E+02, 7.337E+02,-3.681E+02,-2.661E+02,-2.016E+00, 4.028E-01, 0.000E+00, 0.000E+00, 9.789E+01, 9.795E+01, 2.340E-02, 2.340E-02
 1.100E+02, 7.760E+02,-4.169E+02,-2.844E+02,-3.088E-01, 4.350E-01, 0.000E+00, 0.000E+00, 7.525E+01, 7.481E+01, 2.586E-02, 2.586E-02
 1.200E+02, 8.026E+02,-4.539E+02,-2.886E+02, 3.564E+00, 3.750E-01, 0.000E+00, 0.000E+00, 6.424E+01, 6.400E+01, 2.832E-02, 2.832E-02
