Time, Height, T_lower, T_upper
0.000000, 2.289063, 20.000000, 20.000000
20.020000, 1.403849, 26.420000, 63.419680
40.000000, 0.729570, 38.110000, 170.814706
60.010000, 0.536073, 53.510000, 245.668793
80.010000, 0.446838, 72.650000, 290.793800
100.000000, 0.417612, 94.780000, 322.353203
120.000000, 0.378988, 105.340000, 342.861870
140.000000, 0.365076, 118.750000, 364.541555
160.000000, 0.356390, 154.565000, 425.237817
180.000000, 0.308411, 226.000000, 528.000141
200.000000, 0.248907, 307.650000, 621.263321
220.000000, 0.206863, 384.500000, 687.617198
240.000000, 0.200066, 432.750000, 732.675654
260.000000, 0.193085, 465.850000, 760.806065
280.000000, 0.185338, 506.200000, 791.019593
300.000000, 0.182291, 524.500000, 816.989381
320.000000, 0.180357, 541.550000, 832.349916
340.000000, 0.166950, 613.450000, 873.532210
360.000000, 0.165685, 636.800000, 906.279780
380.000000, 0.168862, 653.500000, 923.899188
400.000000, 0.171815, 656.250000, 937.779102
420.000000, 0.169588, 668.350000, 948.239533
440.000000, 0.168297, 679.000000, 958.704028
460.000000, 0.170776, 690.150000, 968.680320
480.000000, 0.168477, 699.300000, 973.766242
500.000000, 0.171480, 700.900000, 983.954351
520.000000, 0.171647, 706.850000, 985.782069
540.000000, 0.170267, 725.100000, 998.566401
560.000000, 0.167656, 732.100000, 1004.766840
580.000000, 0.169153, 735.850000, 1009.843640
600.000000, 0.168519, 747.600000, 1017.835692
620.000000, 0.169474, 757.300000, 1022.413256
640.000000, 0.169452, 762.750000, 1031.187087
660.000000, 0.168209, 771.350000, 1039.510193
680.000000, 0.168455, 766.350000, 1038.362113
700.000000, 0.168469, 773.300000, 1046.721208
720.000000, 0.170242, 787.550000, 1054.518627
740.000000, 0.167907, 803.550000, 1069.796732
760.000000, 0.167996, 795.550000, 1064.766339
780.000000, 0.167913, 794.250000, 1068.142690
800.000000, 0.167113, 810.750000, 1079.369774
820.000000, 0.168072, 810.000000, 1079.038791
840.000000, 0.167493, 822.950000, 1085.869586
860.000000, 0.167737, 823.900000, 1083.955663
880.000000, 0.168203, 830.100000, 1094.340452
900.000000, 0.168342, 836.500000, 1097.055915
920.000000, 0.168841, 836.700000, 1102.977664
940.000000, 0.169641, 844.950000, 1108.652696
960.000000, 0.169087, 844.950000, 1111.101834
980.000000, 0.169752, 856.450000, 1116.159760
1000.000000, 0.169299, 856.450000, 1116.493269
1020.000000, 0.169401, 865.250000, 1122.725288
1040.000000, 0.168395, 868.150000, 1123.479339
1060.000000, 0.169598, 879.950000, 1132.647928
1080.000000, 0.169642, 872.550000, 1134.333214
1100.000000, 0.170579, 896.750000, 1160.209502
1120.000000, 0.176481, 964.050000, 1234.656852
1140.000000, 0.178370, 1014.350000, 1273.686349
1160.000000, 0.178128, 1035.150000, 1283.285145
1180.000000, 0.176690, 1036.450000, 1285.926904
1200.000000, 0.173407, 1048.500000, 1288.893924
1220.000000, 0.174408, 1042.150000, 1291.361318
1240.000000, 0.171357, 1047.150000, 1293.621367
1260.000000, 0.172611, 1050.050000, 1302.862370
1280.000000, 0.171463, 1062.500000, 1310.551103
1300.000000, 0.169970, 1062.100000, 1308.367360
1320.000000, 0.168996, 1071.900000, 1313.466559
1340.000000, 0.168120, 1079.600000, 1313.432605
1360.000000, 0.168008, 1080.900000, 1313.591475
1380.000000, 0.167413, 1100.350000, 1317.951151
1400.000000, 0.167635, 1103.250000, 1315.141665
1420.000000, 0.167441, 1100.050000, 1318.048248
1440.000000, 0.167028, 1098.400000, 1318.990809
1460.000000, 0.167103, 1104.600000, 1320.273053
1480.000000, 0.167283, 1100.200000, 1321.880678
1500.000000, 0.167432, 1104.100000, 1324.516249
1520.000000, 0.167592, 1112.100000, 1326.553376
1540.000000, 0.167235, 1109.300000, 1327.996241
1560.000000, 0.167423, 1120.650000, 1329.393037
1580.000000, 0.167327, 1117.200000, 1330.043472
1600.000000, 0.167109, 1119.300000, 1330.451763
1620.000000, 0.167441, 1122.550000, 1330.527544
1640.000000, 0.167831, 1131.450000, 1331.107950
1660.000000, 0.167152, 1129.850000, 1331.547408
1680.000000, 0.167125, 1117.900000, 1331.172448
1700.000000, 0.167304, 1114.850000, 1334.965431
1720.000000, 0.168534, 1116.600000, 1334.405208
1740.000000, 0.167310, 1116.650000, 1331.375385
1760.000000, 0.167102, 1107.550000, 1325.869986
1780.000000, 0.166620, 1109.500000, 1322.355285
1800.000000, 0.166819, 1104.150000, 1318.129763
1820.000000, 0.166676, 1113.550000, 1317.566474
1840.000000, 0.166947, 1113.450000, 1317.441424
1860.000000, 0.166782, 1113.850000, 1315.268648
1880.000000, 0.166284, 1110.650000, 1310.549426
1900.000000, 0.166359, 1102.000000, 1309.655653
1920.000000, 0.166939, 1098.800000, 1308.409343
1940.000000, 0.166365, 1102.950000, 1307.070314
1960.000000, 0.166650, 1101.150000, 1306.230493
1980.000000, 0.166543, 1100.950000, 1306.377241
2000.000000, 0.167097, 1095.350000, 1305.966880
2020.000000, 0.166472, 1098.650000, 1306.257055
2040.000000, 0.165882, 1110.900000, 1309.365192
2060.000000, 0.165818, 1117.800000, 1321.932048
2080.000000, 0.170073, 1115.700000, 1341.194721
2100.000000, 0.176374, 1109.350000, 1346.259244
2120.000000, 0.176717, 1104.450000, 1331.530681
2140.000000, 0.173946, 1089.100000, 1311.866569
2160.000000, 0.170792, 1075.450000, 1305.621034
2180.000000, 0.169699, 1063.050000, 1292.014961
2200.000000, 0.170686, 1061.550000, 1291.831627
2220.000000, 0.170240, 1052.800000, 1280.389346
2240.000000, 0.173288, 856.100000, 1125.693380
2260.000000, 0.173659, 677.500000, 963.482041
2280.000000, 0.181615, 582.300000, 869.661930
2300.000000, 0.216222, 500.350000, 795.877639
2320.000000, 0.251698, 443.350000, 730.374996
2340.000000, 0.270607, 405.000000, 683.944450
2360.000000, 0.290405, 374.600000, 638.966190
2380.000000, 0.294458, 343.050000, 602.932154
2400.000000, 0.305666, 317.550000, 570.863051
