s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-8.618E-05,-2.681E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.621E-05, 0.000E+00, 0.000E+00
 1.000E+01, 6.437E+02,-1.287E+02,-7.165E+00,-1.154E+01, 1.026E+00, 0.000E+00, 0.000E+00, 4.918E+02, 4.973E+02, 1.414E-02, 1.414E-02
 2.000E+01, 7.144E+02,-1.742E+02,-2.770E+02,-2.394E+01, 1.163E+00, 0.000E+00, 0.000E+00, 2.412E+02, 2.405E+02, 1.480E-02, 1.480E-02
 3.000E+01, 7.303E+02,-2.010E+02,-4.017E+02,-1.590E+01, 1.146E+00, 0.000E+00, 0.000E+00, 1.137E+02, 1.129E+02, 1.480E-02, 1.480E-02
 4.000E+01, 7.258E+02,-2.074E+02,-4.679E+02,-9.640E+00, 1.158E+00, 0.000E+00, 0.000E+00, 4.459E+01, 4.201E+01, 1.480E-02, 1.480E-02
 5.001E+01, 7.261E+02,-2.110E+02,-4.923E+02,-3.634E+00, 1.152E+00, 0.000E+00, 0.000E+00, 2.408E+01, 2.027E+01, 1.480E-02, 1.480E-02
 6.001E+01, 7.299E+02,-2.150E+02,-5.083E+02, 2.350E+00, 1.154E+00, 0.000E+00, 0.000E+00, 1.409E+01, 1.008E+01, 1.480E-02, 1.480E-02
 7.002E+01, 7.286E+02,-2.100E+02,-5.215E+02, 5.921E+00, 1.158E+00, 0.000E+00, 0.000E+00, 6.971E+00, 4.202E+00, 1.480E-02, 1.480E-02
 8.001E+01, 7.230E+02,-1.999E+02,-5.284E+02, 8.874E+00, 1.153E+00, 0.000E+00, 0.000E+00, 7.211E+00, 4.730E+00, 1.480E-02, 1.480E-02
 9.001E+01, 7.351E+02,-2.006E+02,-5.439E+02, 1.255E+01, 1.176E+00, 0.000E+00, 0.000E+00, 1.084E+01, 4.323E+00, 1.480E-02, 1.480E-02
 1.000E+02, 7.250E+02,-1.946E+02,-5.454E+02, 1.302E+01, 1.162E+00, 0.000E+00, 0.000E+00, 1.395E+00,-8.584E-01, 1.480E-02, 1.480E-02
 1.100E+02, 7.312E+02,-1.942E+02,-5.534E+02, 1.467E+01, 1.162E+00, 0.000E+00, 0.000E+00, 3.354E+00,-5.821E-01, 1.480E-02, 1.480E-02
 1.200E+02, 7.272E+02,-1.918E+02,-5.569E+02, 1.570E+01, 1.166E+00, 0.000E+00, 0.000E+00,-2.051E+00,-4.598E+00, 1.480E-02, 1.480E-02
 1.300E+02, 7.238E+02,-1.971E+02,-5.530E+02, 1.825E+01, 1.185E+00, 0.000E+00, 0.000E+00,-2.244E+00,-6.851E+00, 1.480E-02, 1.480E-02
 1.400E+02, 7.325E+02,-1.995E+02,-5.543E+02, 1.969E+01, 1.188E+00, 0.000E+00, 0.000E+00, 4.917E+00,-4.982E-01, 1.480E-02, 1.480E-02
 1.500E+02, 7.222E+02,-1.964E+02,-5.537E+02, 2.132E+01, 1.185E+00, 0.000E+00, 0.000E+00, 2.366E+00,-5.347E+00, 1.480E-02, 1.480E-02
 1.600E+02, 7.367E+02,-1.905E+02,-5.610E+02, 2.185E+01, 1.177E+00, 0.000E+00, 0.000E+00, 1.074E+01, 8.279E+00, 1.480E-02, 1.480E-02
 1.700E+02, 7.234E+02,-1.865E+02,-5.690E+02, 2.246E+01, 1.198E+00, 0.000E+00, 0.000E+00,-6.406E+00,-8.466E+00, 1.480E-02, 1.480E-02
 1.800E+02, 7.266E+02,-1.930E+02,-5.591E+02, 2.440E+01, 1.195E+00, 0.000E+00, 0.000E+00, 3.699E+00, 1.651E-01, 1.480E-02, 1.480E-02
 1.900E+02, 7.365E+02,-1.892E+02,-5.782E+02, 2.512E+01, 1.168E+00, 0.000E+00, 0.000E+00,-6.444E-01,-4.592E+00, 1.480E-02, 1.480E-02
 2.000E+02, 7.238E+02,-1.805E+02,-5.660E+02, 2.526E+01, 1.194E+00, 0.000E+00, 0.000E+00, 6.483E+00, 3.745E+00, 1.480E-02, 1.480E-02
 2.100E+02, 7.273E+02,-1.797E+02,-5.756E+02, 2.341E+01, 1.178E+00, 0.000E+00, 0.000E+00, 2.229E-01,-3.331E+00, 1.480E-02, 1.480E-02
 2.200E+02, 7.355E+02,-1.785E+02,-5.807E+02, 2.373E+01, 1.186E+00, 0.000E+00, 0.000E+00, 5.663E+00, 1.251E+00, 1.480E-02, 1.480E-02
 2.300E+02, 7.170E+02,-1.682E+02,-5.863E+02, 2.456E+01, 1.171E+00, 0.000E+00, 0.000E+00,-4.799E+00,-1.175E+01, 1.480E-02, 1.480E-02
 2.400E+02, 7.372E+02,-1.708E+02,-5.889E+02, 2.180E+01, 1.162E+00, 0.000E+00, 0.000E+00, 5.588E+00, 4.842E-01, 1.480E-02, 1.480E-02
 2.500E+02, 7.295E+02,-1.749E+02,-5.755E+02, 2.399E+01, 1.169E+00, 0.000E+00, 0.000E+00, 9.910E+00, 4.188E+00, 1.480E-02, 1.480E-02
 2.600E+02, 7.187E+02,-1.728E+02,-5.808E+02, 2.514E+01, 1.158E+00, 0.000E+00, 0.000E+00,-6.628E+00,-8.628E+00, 1.480E-02, 1.480E-02
