s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-3.995E-05,-5.504E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.000E-05, 0.000E+00, 0.000E+00
 1.001E+01, 3.029E+02,-5.471E+01, 3.769E+00,-6.643E+00, 0.000E+00, 0.000E+00,-9.622E+00, 2.330E+02, 2.357E+02, 1.047E-02, 1.047E-02
 2.001E+01, 3.677E+02,-7.290E+01,-4.011E+01,-1.641E+01, 0.000E+00, 0.000E+00,-1.108E+01, 2.271E+02, 2.272E+02, 1.207E-02, 1.207E-02
 3.002E+01, 3.690E+02,-1.011E+02,-9.394E+01,-2.022E+01, 0.000E+00, 0.000E+00,-1.117E+01, 1.424E+02, 1.426E+02, 1.215E-02, 1.215E-02
 4.001E+01, 3.831E+02,-1.309E+02,-1.264E+02,-1.770E+01, 0.000E+00, 0.000E+00,-1.146E+01, 9.626E+01, 9.660E+01, 1.242E-02, 1.242E-02
 5.002E+01, 3.806E+02,-1.492E+02,-1.419E+02,-1.315E+01, 0.000E+00, 0.000E+00,-1.161E+01, 6.451E+01, 6.478E+01, 1.248E-02, 1.248E-02
 6.001E+01, 3.891E+02,-1.626E+02,-1.533E+02,-8.509E+00, 0.000E+00, 0.000E+00,-1.170E+01, 5.244E+01, 5.287E+01, 1.260E-02, 1.260E-02
 7.002E+01, 3.942E+02,-1.705E+02,-1.665E+02,-5.214E+00, 0.000E+00, 0.000E+00,-1.194E+01, 4.005E+01, 4.007E+01, 1.296E-02, 1.296E-02
 8.002E+01, 4.186E+02,-1.846E+02,-1.730E+02,-1.815E+00, 0.000E+00, 0.000E+00,-1.233E+01, 4.680E+01, 4.695E+01, 1.350E-02, 1.350E-02
 9.002E+01, 4.339E+02,-1.979E+02,-1.837E+02, 5.001E-02, 0.000E+00, 0.000E+00,-1.295E+01, 3.875E+01, 3.943E+01, 1.437E-02, 1.437E-02
 1.000E+02, 4.550E+02,-2.085E+02,-2.010E+02, 1.537E+00, 0.000E+00, 0.000E+00,-1.322E+01, 3.357E+01, 3.378E+01, 1.487E-02, 1.487E-02
 1.100E+02, 4.789E+02,-2.225E+02,-2.076E+02, 3.695E+00, 0.000E+00, 0.000E+00,-1.374E+01, 3.947E+01, 3.873E+01, 1.561E-02, 1.561E-02
