Time, Height, T_lower, T_upper
0.000000, 2.289062, 20.000000, 20.000000
20.010000, 1.633730, 20.280000, 28.026562
40.020000, 0.684948, 24.270000, 69.121848
60.010000, 0.413693, 45.700000, 163.957866
80.000000, 0.293529, 95.135000, 293.653173
100.000000, 0.251229, 184.190000, 448.890653
120.000000, 0.177020, 364.100000, 639.969259
140.000000, 0.188413, 503.700000, 748.926773
160.000000, 0.187568, 532.500000, 839.130810
180.000000, 0.180323, 590.650000, 919.367935
200.000000, 0.174271, 634.050000, 980.228637
220.000000, 0.172212, 671.700000, 1022.625884
240.000000, 0.169133, 719.650000, 1051.516456
260.000000, 0.169590, 719.300000, 1057.869232
280.000000, 0.171359, 701.050000, 1053.922389
300.000000, 0.172238, 704.050000, 1056.205477
320.000000, 0.172128, 703.050000, 1063.007751
340.000000, 0.172717, 693.100000, 1061.143414
360.000000, 0.172453, 694.400000, 1061.915914
380.000000, 0.172586, 697.100000, 1067.273423
400.000000, 0.172866, 701.850000, 1074.254845
420.000000, 0.173735, 729.050000, 1079.962564
440.000000, 0.174557, 725.350000, 1081.208570
460.000000, 0.173375, 732.700000, 1083.172803
480.000000, 0.172507, 751.450000, 1086.728942
500.000000, 0.172138, 782.150000, 1099.896085
520.000000, 0.172161, 812.950000, 1118.469254
540.000000, 0.173175, 843.050000, 1138.469256
560.000000, 0.173637, 853.850000, 1141.373023
580.000000, 0.174567, 835.050000, 1134.487275
600.000000, 0.175974, 833.750000, 1138.921903
620.000000, 0.174955, 848.550000, 1149.558728
640.000000, 0.176191, 864.600000, 1167.401138
660.000000, 0.176232, 880.950000, 1176.623846
680.000000, 0.175391, 892.200000, 1181.799396
700.000000, 0.171761, 832.150000, 1090.923067
720.000000, 0.174496, 579.550000, 884.543886
740.000000, 0.198059, 439.400000, 736.640391
760.000000, 0.245653, 357.550000, 647.632117
780.000000, 0.296340, 304.500000, 580.125909
800.000000, 0.337192, 269.950000, 523.676694
820.000000, 0.366500, 242.300000, 479.184530
840.000000, 0.387593, 221.450000, 443.223825
860.000000, 0.386414, 198.650000, 412.725343
880.000000, 0.420576, 190.550000, 389.787887
900.000000, 0.406646, 169.260000, 365.411310
