s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-1.070E-15, 5.135E-19, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.070E-15, 0.000E+00, 0.000E+00
 5.002E+00, 9.845E+02,-4.668E+02,-3.653E+02,-1.000E+01, 2.417E-03, 0.000E+00, 0.000E+00, 1.425E+02, 1.424E+02, 3.412E-02, 3.412E-02
 1.000E+01, 1.599E+03,-7.493E+02,-8.118E+02,-1.400E+01, 1.111E-02, 0.000E+00, 0.000E+00, 2.596E+01, 2.380E+01, 4.958E-02, 4.958E-02
 1.500E+01, 1.891E+03,-8.747E+02,-9.946E+02,-1.658E+01, 2.046E-02, 0.000E+00, 0.000E+00, 8.431E+00, 5.114E+00, 5.781E-02, 5.781E-02
 2.000E+01, 2.074E+03,-9.502E+02,-1.124E+03,-1.777E+01, 3.063E-02, 0.000E+00, 0.000E+00,-1.337E+01,-1.759E+01, 6.459E-02, 6.459E-02
 2.500E+01, 2.200E+03,-1.010E+03,-1.148E+03,-1.708E+01, 3.835E-02, 0.000E+00, 0.000E+00, 2.875E+01, 2.446E+01, 6.836E-02, 6.836E-02
 3.000E+01, 2.341E+03,-1.060E+03,-1.279E+03,-1.642E+01, 4.518E-02, 0.000E+00, 0.000E+00,-1.097E+01,-1.440E+01, 7.271E-02, 7.271E-02
 3.500E+01, 2.429E+03,-1.101E+03,-1.289E+03,-1.553E+01, 4.929E-02, 0.000E+00, 0.000E+00, 2.716E+01, 2.370E+01, 7.400E-02, 7.400E-02
 4.000E+01, 2.526E+03,-1.137E+03,-1.346E+03,-1.583E+01, 5.655E-02, 0.000E+00, 0.000E+00, 3.131E+01, 2.805E+01, 7.911E-02, 7.911E-02
 4.500E+01, 2.684E+03,-1.207E+03,-1.487E+03,-2.010E+01, 6.091E-02, 0.000E+00, 0.000E+00,-2.417E+01,-3.026E+01, 8.301E-02, 8.301E-02
 5.000E+01, 2.694E+03,-1.205E+03,-1.473E+03,-1.404E+01, 6.257E-02, 0.000E+00, 0.000E+00, 4.761E+00, 2.110E+00, 8.413E-02, 8.413E-02
 5.500E+01, 2.736E+03,-1.231E+03,-1.493E+03,-1.813E+01, 6.242E-02, 0.000E+00, 0.000E+00,-8.886E-01,-5.450E+00, 8.661E-02, 8.661E-02
 6.000E+01, 2.799E+03,-1.252E+03,-1.537E+03,-1.853E+01, 6.197E-02, 0.000E+00, 0.000E+00,-3.817E+00,-9.153E+00, 8.752E-02, 8.752E-02
 6.500E+01, 2.852E+03,-1.281E+03,-1.559E+03,-1.772E+01, 6.128E-02, 0.000E+00, 0.000E+00, 7.341E-02,-5.366E+00, 8.780E-02, 8.780E-02
 7.000E+01, 2.912E+03,-1.301E+03,-1.584E+03,-1.607E+01, 6.071E-02, 0.000E+00, 0.000E+00, 1.530E+01, 1.106E+01, 8.939E-02, 8.939E-02
 7.500E+01, 2.917E+03,-1.302E+03,-1.616E+03,-1.953E+01, 6.418E-02, 0.000E+00, 0.000E+00,-1.433E+01,-1.991E+01, 9.103E-02, 9.103E-02
 8.000E+01, 2.892E+03,-1.295E+03,-1.588E+03,-1.690E+01, 5.516E-02, 0.000E+00, 0.000E+00,-3.539E+00,-8.094E+00, 8.865E-02, 8.865E-02
 8.500E+01, 2.991E+03,-1.343E+03,-1.642E+03,-1.961E+01, 5.738E-02, 0.000E+00, 0.000E+00,-7.324E+00,-1.319E+01, 9.139E-02, 9.139E-02
 9.000E+01, 2.968E+03,-1.329E+03,-1.592E+03,-1.674E+01, 5.725E-02, 0.000E+00, 0.000E+00, 3.531E+01, 3.085E+01, 9.171E-02, 9.171E-02
 9.500E+01, 2.913E+03,-1.300E+03,-1.606E+03,-1.793E+01, 5.432E-02, 0.000E+00, 0.000E+00,-6.512E+00,-1.124E+01, 9.191E-02, 9.191E-02
 1.000E+02, 3.204E+03,-1.426E+03,-1.743E+03,-2.093E+01, 6.765E-02, 0.000E+00, 0.000E+00, 2.016E+01, 1.376E+01, 9.733E-02, 9.733E-02
 1.050E+02, 3.048E+03,-1.363E+03,-1.687E+03,-2.061E+01, 5.930E-02, 0.000E+00, 0.000E+00,-1.643E+01,-2.289E+01, 9.506E-02, 9.506E-02
 1.100E+02, 3.109E+03,-1.381E+03,-1.739E+03,-1.951E+01, 6.115E-02, 0.000E+00, 0.000E+00,-2.486E+01,-3.044E+01, 9.612E-02, 9.612E-02
 1.150E+02, 3.084E+03,-1.374E+03,-1.666E+03,-1.860E+01, 5.512E-02, 0.000E+00, 0.000E+00, 3.137E+01, 2.567E+01, 9.466E-02, 9.466E-02
 1.200E+02, 3.078E+03,-1.368E+03,-1.689E+03,-1.855E+01, 5.948E-02, 0.000E+00, 0.000E+00, 7.513E+00, 2.127E+00, 9.641E-02, 9.641E-02
 1.250E+02, 3.066E+03,-1.362E+03,-1.725E+03,-1.615E+01, 6.004E-02, 0.000E+00, 0.000E+00,-3.284E+01,-3.714E+01, 9.590E-02, 9.590E-02
 1.300E+02, 3.090E+03,-1.376E+03,-1.697E+03,-1.841E+01, 6.148E-02, 0.000E+00, 0.000E+00, 3.874E+00,-1.276E+00, 9.759E-02, 9.759E-02
 1.350E+02, 3.098E+03,-1.380E+03,-1.689E+03,-1.766E+01, 5.706E-02, 0.000E+00, 0.000E+00, 1.639E+01, 1.126E+01, 9.546E-02, 9.546E-02
