s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-1.070E-15, 5.135E-19, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.070E-15, 0.000E+00, 0.000E+00
 5.001E+00, 1.236E+03,-4.561E+02,-5.994E+02,-1.193E+01, 1.882E-01, 0.000E+00, 0.000E+00, 1.687E+02, 1.691E+02, 3.650E-02, 3.650E-02
 1.000E+01, 2.135E+03,-7.957E+02,-1.288E+03,-1.827E+01, 4.368E-01, 0.000E+00, 0.000E+00, 3.703E+01, 3.385E+01, 5.400E-02, 5.400E-02
 1.500E+01, 2.515E+03,-9.258E+02,-1.573E+03,-2.528E+01, 5.570E-01, 0.000E+00, 0.000E+00,-1.931E+00,-8.325E+00, 6.286E-02, 6.286E-02
 2.000E+01, 2.720E+03,-1.001E+03,-1.692E+03,-2.116E+01, 6.015E-01, 0.000E+00, 0.000E+00, 1.075E+01, 6.459E+00, 6.671E-02, 6.671E-02
 2.500E+01, 2.699E+03,-9.963E+02,-1.677E+03,-1.766E+01, 5.588E-01, 0.000E+00, 0.000E+00, 1.261E+01, 9.007E+00, 6.637E-02, 6.637E-02
 3.000E+01, 2.781E+03,-1.024E+03,-1.728E+03,-2.093E+01, 5.385E-01, 0.000E+00, 0.000E+00, 1.330E+01, 8.500E+00, 6.827E-02, 6.827E-02
 3.500E+01, 3.077E+03,-1.138E+03,-1.903E+03,-2.240E+01, 5.840E-01, 0.000E+00, 0.000E+00, 1.956E+01, 1.407E+01, 7.227E-02, 7.227E-02
 4.000E+01, 2.976E+03,-1.091E+03,-1.903E+03,-2.088E+01, 5.648E-01, 0.000E+00, 0.000E+00,-3.352E+01,-3.895E+01, 7.290E-02, 7.290E-02
 4.500E+01, 3.048E+03,-1.119E+03,-1.906E+03,-1.824E+01, 5.569E-01, 0.000E+00, 0.000E+00, 9.353E+00, 6.130E+00, 7.428E-02, 7.428E-02
 5.000E+01, 3.025E+03,-1.111E+03,-1.903E+03,-2.023E+01, 5.321E-01, 0.000E+00, 0.000E+00,-4.796E+00,-9.395E+00, 7.470E-02, 7.470E-02
 5.500E+01, 3.124E+03,-1.155E+03,-1.938E+03,-2.289E+01, 5.305E-01, 0.000E+00, 0.000E+00, 1.392E+01, 8.750E+00, 7.572E-02, 7.572E-02
 6.000E+01, 3.107E+03,-1.155E+03,-1.952E+03,-2.468E+01, 5.175E-01, 0.000E+00, 0.000E+00,-1.827E+01,-2.397E+01, 7.596E-02, 7.596E-02
 6.500E+01, 3.117E+03,-1.148E+03,-1.931E+03,-2.111E+01, 4.958E-01, 0.000E+00, 0.000E+00, 2.055E+01, 1.642E+01, 7.578E-02, 7.578E-02
 7.000E+01, 3.282E+03,-1.205E+03,-2.039E+03,-2.374E+01, 5.295E-01, 0.000E+00, 0.000E+00, 2.100E+01, 1.527E+01, 7.855E-02, 7.855E-02
 7.500E+01, 3.259E+03,-1.197E+03,-2.056E+03,-2.544E+01, 5.218E-01, 0.000E+00, 0.000E+00,-1.200E+01,-1.852E+01, 7.836E-02, 7.836E-02
 8.000E+01, 3.366E+03,-1.238E+03,-2.104E+03,-2.589E+01, 6.006E-01, 0.000E+00, 0.000E+00, 5.551E+00,-8.975E-01, 8.101E-02, 8.101E-02
 8.500E+01, 3.265E+03,-1.208E+03,-2.025E+03,-2.365E+01, 5.825E-01, 0.000E+00, 0.000E+00, 1.458E+01, 9.481E+00, 7.929E-02, 7.929E-02
 9.000E+01, 3.228E+03,-1.183E+03,-2.053E+03,-2.330E+01, 5.376E-01, 0.000E+00, 0.000E+00,-2.457E+01,-3.063E+01, 7.843E-02, 7.843E-02
 9.500E+01, 3.274E+03,-1.205E+03,-2.038E+03,-2.520E+01, 5.432E-01, 0.000E+00, 0.000E+00, 1.272E+01, 6.706E+00, 7.873E-02, 7.873E-02
 1.000E+02, 3.241E+03,-1.196E+03,-2.012E+03,-2.561E+01, 5.285E-01, 0.000E+00, 0.000E+00, 1.263E+01, 7.325E+00, 7.810E-02, 7.810E-02
 1.050E+02, 3.184E+03,-1.171E+03,-2.029E+03,-2.155E+01, 5.222E-01, 0.000E+00, 0.000E+00,-3.271E+01,-3.764E+01, 7.786E-02, 7.786E-02
 1.100E+02, 3.246E+03,-1.189E+03,-2.021E+03,-1.966E+01, 5.189E-01, 0.000E+00, 0.000E+00, 2.098E+01, 1.674E+01, 7.780E-02, 7.780E-02
 1.150E+02, 3.208E+03,-1.191E+03,-1.992E+03,-2.463E+01, 5.416E-01, 0.000E+00, 0.000E+00, 6.449E+00, 1.423E+00, 8.000E-02, 8.000E-02
 1.200E+02, 3.286E+03,-1.212E+03,-2.080E+03,-2.440E+01, 5.353E-01, 0.000E+00, 0.000E+00,-2.448E+01,-2.960E+01, 7.861E-02, 7.861E-02
 1.250E+02, 3.197E+03,-1.183E+03,-1.995E+03,-2.019E+01, 5.148E-01, 0.000E+00, 0.000E+00, 2.588E+00,-6.205E-01, 7.934E-02, 7.934E-02
 1.300E+02, 3.277E+03,-1.208E+03,-2.041E+03,-2.231E+01, 5.131E-01, 0.000E+00, 0.000E+00, 1.016E+01, 5.517E+00, 7.970E-02, 7.970E-02
 1.350E+02, 3.354E+03,-1.234E+03,-2.112E+03,-2.396E+01, 5.386E-01, 0.000E+00, 0.000E+00,-9.193E+00,-1.524E+01, 8.028E-02, 8.028E-02
