s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-1.070E-15, 5.135E-19, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.070E-15, 0.000E+00, 0.000E+00
 5.002E+00, 9.245E+02,-2.470E+02,-4.990E+02,-1.525E+01,-5.833E-02, 0.000E+00, 0.000E+00, 1.622E+02, 1.632E+02, 3.582E-02, 3.582E-02
 1.000E+01, 1.099E+03,-2.965E+02,-7.939E+02,-1.964E+01,-7.253E-02, 0.000E+00, 0.000E+00,-8.272E+00,-1.082E+01, 3.835E-02, 3.835E-02
 1.500E+01, 1.144E+03,-3.099E+02,-8.019E+02,-1.964E+01,-6.976E-02, 0.000E+00, 0.000E+00, 1.488E+01, 1.240E+01, 4.022E-02, 4.022E-02
 2.000E+01, 1.222E+03,-3.280E+02,-8.641E+02,-1.933E+01,-6.914E-02, 0.000E+00, 0.000E+00, 1.300E+01, 1.050E+01, 4.288E-02, 4.288E-02
 2.500E+01, 1.251E+03,-3.382E+02,-9.118E+02,-1.929E+01,-6.468E-02, 0.000E+00, 0.000E+00,-1.588E+01,-1.838E+01, 4.458E-02, 4.458E-02
 3.000E+01, 1.304E+03,-3.531E+02,-9.289E+02,-2.076E+01,-5.899E-02, 0.000E+00, 0.000E+00, 3.696E+00, 6.946E-01, 4.586E-02, 4.586E-02
 3.500E+01, 1.344E+03,-3.619E+02,-9.659E+02,-2.112E+01,-5.498E-02, 0.000E+00, 0.000E+00,-2.316E+00,-4.983E+00, 4.775E-02, 4.775E-02
 4.000E+01, 1.405E+03,-3.746E+02,-9.949E+02,-2.155E+01,-5.114E-02, 0.000E+00, 0.000E+00, 1.714E+01, 1.349E+01, 4.910E-02, 4.910E-02
 4.500E+01, 1.452E+03,-3.852E+02,-1.041E+03,-2.090E+01,-5.097E-02, 0.000E+00, 0.000E+00, 8.199E+00, 4.791E+00, 5.126E-02, 5.126E-02
 5.000E+01, 1.465E+03,-3.913E+02,-1.058E+03,-2.000E+01,-4.466E-02, 0.000E+00, 0.000E+00,-1.566E+00,-4.486E+00, 5.167E-02, 5.167E-02
 5.500E+01, 1.513E+03,-4.012E+02,-1.108E+03,-2.402E+01,-4.117E-02, 0.000E+00, 0.000E+00,-1.534E+01,-2.026E+01, 5.339E-02, 5.339E-02
 6.000E+01, 1.527E+03,-4.081E+02,-1.078E+03,-2.140E+01,-3.608E-02, 0.000E+00, 0.000E+00, 2.136E+01, 1.860E+01, 5.334E-02, 5.334E-02
 6.500E+01, 1.548E+03,-4.165E+02,-1.109E+03,-2.376E+01,-3.386E-02, 0.000E+00, 0.000E+00, 2.738E+00,-1.704E+00, 5.426E-02, 5.426E-02
 7.000E+01, 1.565E+03,-4.196E+02,-1.155E+03,-2.075E+01,-3.112E-02, 0.000E+00, 0.000E+00,-2.760E+01,-3.057E+01, 5.590E-02, 5.590E-02
 7.500E+01, 1.580E+03,-4.219E+02,-1.133E+03,-2.192E+01,-2.615E-02, 0.000E+00, 0.000E+00, 7.546E+00, 3.873E+00, 5.556E-02, 5.556E-02
 8.000E+01, 1.639E+03,-4.366E+02,-1.185E+03,-2.170E+01,-2.755E-02, 0.000E+00, 0.000E+00,-1.878E+00,-4.816E+00, 5.795E-02, 5.795E-02
 8.500E+01, 1.667E+03,-4.481E+02,-1.192E+03,-1.989E+01,-2.507E-02, 0.000E+00, 0.000E+00, 9.797E+00, 7.462E+00, 5.820E-02, 5.820E-02
 9.000E+01, 1.658E+03,-4.403E+02,-1.189E+03,-2.139E+01,-2.224E-02, 0.000E+00, 0.000E+00, 1.016E+01, 7.043E+00, 5.871E-02, 5.871E-02
 9.500E+01, 1.716E+03,-4.558E+02,-1.246E+03,-2.062E+01,-2.271E-02, 0.000E+00, 0.000E+00,-3.193E+00,-6.285E+00, 6.026E-02, 6.026E-02
 1.000E+02, 1.704E+03,-4.554E+02,-1.219E+03,-2.230E+01,-1.840E-02, 0.000E+00, 0.000E+00, 9.931E+00, 6.652E+00, 5.995E-02, 5.995E-02
 1.050E+02, 1.737E+03,-4.605E+02,-1.265E+03,-2.293E+01,-1.812E-02, 0.000E+00, 0.000E+00,-7.437E+00,-1.158E+01, 6.176E-02, 6.176E-02
 1.100E+02, 1.754E+03,-4.665E+02,-1.276E+03,-2.316E+01,-1.504E-02, 0.000E+00, 0.000E+00,-6.918E+00,-1.124E+01, 6.161E-02, 6.161E-02
 1.150E+02, 1.804E+03,-4.785E+02,-1.298E+03,-2.177E+01,-1.450E-02, 0.000E+00, 0.000E+00, 8.300E+00, 5.185E+00, 6.303E-02, 6.303E-02
 1.200E+02, 1.804E+03,-4.828E+02,-1.286E+03,-2.355E+01,-1.281E-02, 0.000E+00, 0.000E+00, 1.660E+01, 1.192E+01, 6.304E-02, 6.304E-02
 1.250E+02, 1.765E+03,-4.756E+02,-1.281E+03,-2.415E+01,-9.197E-03, 0.000E+00, 0.000E+00,-1.105E+01,-1.534E+01, 6.328E-02, 6.328E-02
 1.300E+02, 1.838E+03,-4.869E+02,-1.340E+03,-2.262E+01,-8.828E-03, 0.000E+00, 0.000E+00,-7.680E+00,-1.166E+01, 6.435E-02, 6.435E-02
 1.350E+02, 1.847E+03,-4.900E+02,-1.325E+03,-2.523E+01,-9.067E-03, 0.000E+00, 0.000E+00, 1.318E+01, 7.715E+00, 6.457E-02, 6.457E-02
