s,kg/s,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,kW/m2,kW/m2,kW/m2,kW/m2
 2.3100200E+002, 7.0221884E-002, 2.6891046E-001, 2.7793789E-001, 4.1953062E+001, 3.0595508E+001, 7.2972125E-001, 5.3000660E-001, 4.8680394E+001, 6.5453362E+001, 8.2164093E+001, 9.8410937E+001
 2.3200126E+002, 7.0982846E-002, 2.6174970E-001, 2.9404789E-001, 4.2124988E+001, 3.0446617E+001, 7.3995406E-001, 6.4034463E-001, 4.8842488E+001, 6.6156038E+001, 8.3632021E+001, 8.2277078E+001
 2.3300050E+002, 7.0079160E-002, 3.5575461E-001, 3.4467685E-001, 4.0851549E+001, 3.2697043E+001, 6.8648004E-001, 6.1247663E-001, 4.7470059E+001, 6.4421046E+001, 8.0082868E+001, 9.4046918E+001
 2.3400223E+002, 6.9896459E-002, 3.5593368E-001, 2.0259587E-001, 3.8235502E+001, 3.1375067E+001, 7.0123985E-001, 7.1994091E-001, 4.4001071E+001, 5.8103524E+001, 7.5862657E+001, 9.7978931E+001
 2.3500091E+002, 6.8531677E-002, 3.2111844E-001, 2.6186161E-001, 3.6426429E+001, 3.2098471E+001, 7.2317064E-001, 6.9756336E-001, 4.1837823E+001, 5.3908364E+001, 6.6426595E+001, 7.9924705E+001
 2.3600125E+002, 6.8424200E-002, 2.9947047E-001, 3.1533010E-001, 3.8251125E+001, 3.5729700E+001, 7.4289465E-001, 6.3913273E-001, 4.4103460E+001, 5.8802449E+001, 7.6311601E+001, 8.4270693E+001
 2.3700060E+002, 7.0821186E-002, 4.2872791E-001, 3.3536916E-001, 4.0749266E+001, 3.4532577E+001, 6.8937976E-001, 6.7663448E-001, 4.6864419E+001, 6.0808632E+001, 7.7835828E+001, 9.7525038E+001
 2.3800056E+002, 7.1390644E-002, 2.1780021E-001, 4.1430155E-001, 3.5322254E+001, 3.0691164E+001, 8.0168356E-001, 6.2953454E-001, 4.0129755E+001, 5.0901489E+001, 6.0940357E+001, 7.0259591E+001
 2.3900107E+002, 6.5189245E-002, 3.3884234E-001, 2.4410650E-001, 3.0129043E+001, 2.4868318E+001, 7.2355108E-001, 5.1986587E-001, 3.4182028E+001, 4.2404791E+001, 4.9765185E+001, 5.7282252E+001
 2.4000065E+002, 6.7477115E-002, 4.0591911E-001, 3.5611206E-001, 3.7455113E+001, 2.8214792E+001, 6.8711996E-001, 4.6933047E-001, 4.3122876E+001, 5.6342152E+001, 7.2863640E+001, 8.6033471E+001
 2.4100063E+002, 6.5988840E-002, 3.8585596E-001, 3.0188764E-001, 3.5764289E+001, 2.3046675E+001, 7.0353755E-001, 5.1527816E-001, 4.1515445E+001, 5.6058937E+001, 7.3765897E+001, 8.9381544E+001
 2.4200194E+002, 6.7436196E-002, 4.4342383E-001, 2.1591856E-001, 3.8184938E+001, 2.7266646E+001, 6.8494301E-001, 6.3498725E-001, 4.4243769E+001, 5.8571322E+001, 7.6892142E+001, 9.6859318E+001
 2.4300184E+002, 6.9527127E-002, 3.0599079E-001, 2.8208392E-001, 4.0816447E+001, 3.4406003E+001, 7.4284310E-001, 6.2579157E-001, 4.7216646E+001, 6.2515198E+001, 7.8849431E+001, 9.7769129E+001
 2.4400094E+002, 6.8245105E-002, 2.7069419E-001, 2.2513608E-001, 3.6444607E+001, 3.0704113E+001, 7.5274353E-001, 6.1726372E-001, 4.1538783E+001, 5.3320676E+001, 6.5989314E+001, 7.6973917E+001
 2.4500041E+002, 6.8322292E-002, 3.8171363E-001, 2.8804120E-001, 3.7359260E+001, 3.2405965E+001, 6.9069096E-001, 6.4853716E-001, 4.2564347E+001, 5.4090778E+001, 6.4785405E+001, 7.5714906E+001
 2.4600179E+002, 6.6857726E-002, 2.7668290E-001, 2.5493454E-001, 3.7455458E+001, 3.1434887E+001, 7.4918342E-001, 7.1174007E-001, 4.3267098E+001, 5.7326997E+001, 7.3005611E+001, 8.4543802E+001
 2.4700000E+002, 6.7354004E-002, 2.4176758E-001, 1.9538038E-001, 3.3300475E+001, 2.8719944E+001, 7.6725201E-001, 7.4633770E-001, 3.8087509E+001, 4.8103581E+001, 5.7471518E+001, 6.7679272E+001
 2.4800020E+002, 6.8746636E-002, 3.2039592E-001, 3.5059881E-001, 3.9622405E+001, 3.4993119E+001, 7.2159410E-001, 6.6171034E-001, 4.6005267E+001, 6.1522468E+001, 7.8559047E+001, 8.8068629E+001
 2.4900203E+002, 6.7432102E-002, 2.3194487E-001, 2.9881399E-001, 3.7653177E+001, 3.0112349E+001, 7.8837974E-001, 6.5912877E-001, 4.3276019E+001, 5.6616765E+001, 7.1476827E+001, 8.0462734E+001
 2.5000050E+002, 6.7761825E-002, 3.9322495E-001, 2.3819869E-001, 3.6275304E+001, 2.5931690E+001, 7.2557826E-001, 5.8651737E-001, 4.1554767E+001, 5.2398506E+001, 6.3557532E+001, 7.5055388E+001
 2.5100174E+002, 6.7025060E-002, 3.4123948E-001, 2.4100227E-001, 3.7125177E+001, 2.6554654E+001, 7.3688690E-001, 5.6282604E-001, 4.2661739E+001, 5.5502877E+001, 6.9713218E+001, 8.0440562E+001
 2.5200196E+002, 6.6142564E-002, 2.7409484E-001, 2.5229179E-001, 3.5660603E+001, 2.3756904E+001, 7.7161311E-001, 5.6103551E-001, 4.1145593E+001, 5.4168433E+001, 6.9834335E+001, 8.8970602E+001
 2.5300172E+002, 6.8794451E-002, 3.7936587E-001, 5.0933891E-001, 4.2056629E+001, 3.1659877E+001, 6.8271378E-001, 4.7523372E-001, 4.8850608E+001, 6.4776817E+001, 8.0646708E+001, 9.2797111E+001
 2.5400052E+002, 6.7962832E-002, 2.8818157E-001, 3.6306265E-001, 4.1346885E+001, 2.9958816E+001, 7.2106429E-001, 6.0196232E-001, 4.8649868E+001, 6.9051396E+001, 7.8758835E+001, 8.0647454E+001
 2.5500211E+002, 6.6597860E-002, 3.8847084E-001, 2.8032938E-001, 3.6175317E+001, 2.9214388E+001, 6.7937188E-001, 6.9285529E-001, 4.1764194E+001, 5.5304462E+001, 7.1666309E+001, 7.4898050E+001
 2.5600193E+002, 6.9717949E-002, 2.7974981E-001, 1.9682139E-001, 4.0953438E+001, 3.6230107E+001, 7.4273834E-001, 7.3791966E-001, 4.7253999E+001, 6.2319925E+001, 7.9260061E+001, 9.2664011E+001
 2.5700159E+002, 6.8164566E-002, 3.8405760E-001, 1.8164869E-001, 3.7046585E+001, 3.0573795E+001, 6.9869392E-001, 6.9804423E-001, 4.2648104E+001, 5.5369724E+001, 7.0244062E+001, 8.5888069E+001
 2.5800237E+002, 6.4811517E-002, 2.7471863E-001, 3.6333248E-001, 3.1875767E+001, 2.4656077E+001, 7.5809188E-001, 5.5060004E-001, 3.6146585E+001, 4.5309473E+001, 5.4104199E+001, 6.3658476E+001
 2.5900070E+002, 6.6090259E-002, 3.7965938E-001, 3.2104505E-001, 3.5739367E+001, 2.8068781E+001, 7.0458880E-001, 5.9896810E-001, 4.0802012E+001, 5.1285329E+001, 6.0959915E+001, 7.0428289E+001
 2.6000193E+002, 6.6480353E-002, 3.0960113E-001, 2.8618723E-001, 3.8036537E+001, 3.3501452E+001, 7.5099931E-001, 5.9931496E-001, 4.3801932E+001, 5.7374624E+001, 7.0550444E+001, 8.3779008E+001
 2.6100068E+002, 6.3882776E-002, 4.5043431E-001, 2.5737361E-001, 3.4652982E+001, 2.8963968E+001, 6.5486465E-001, 7.0953422E-001, 3.9717106E+001, 5.0965170E+001, 6.3002777E+001, 7.8744812E+001
 2.6200072E+002, 6.6487783E-002, 2.6743375E-001, 2.5313391E-001, 3.9065545E+001, 3.4429960E+001, 7.2056177E-001, 7.1864711E-001, 4.5140684E+001, 6.0381909E+001, 7.9489267E+001, 9.3616951E+001
 2.6300152E+002, 6.7718624E-002, 3.9187809E-001, 2.8826894E-001, 4.0673077E+001, 3.2198961E+001, 6.6672537E-001, 7.0284032E-001, 4.6917363E+001, 6.1682642E+001, 7.4734342E+001, 8.3227127E+001
 2.6400255E+002, 6.2466934E-002, 2.8791078E-001, 2.0806783E-001, 3.0407363E+001, 2.6451277E+001, 7.2707206E-001, 7.4714209E-001, 3.4713850E+001, 4.4535550E+001, 5.4042106E+001, 6.5393258E+001
 2.6500128E+002, 6.4870793E-002, 3.5363447E-001, 3.4034741E-001, 3.4676475E+001, 3.0413011E+001, 7.0682216E-001, 6.2571944E-001, 3.9604869E+001, 5.0635388E+001, 6.1777359E+001, 7.4482259E+001
 2.6600187E+002, 6.5507822E-002, 4.2107466E-001, 4.1849546E-001, 3.9409188E+001, 3.3899772E+001, 6.5700174E-001, 5.7376321E-001, 4.5487799E+001, 5.9363035E+001, 7.3312759E+001, 8.6984923E+001
 2.6700024E+002, 6.3352162E-002, 2.7111729E-001, 2.5753928E-001, 3.2536480E+001, 2.2591715E+001, 7.3243271E-001, 6.1001785E-001, 3.7143175E+001, 4.8012399E+001, 5.9316506E+001, 7.3411821E+001
 2.6800026E+002, 6.2998045E-002, 5.6393365E-001, 2.7231540E-001, 3.3533829E+001, 2.6388069E+001, 6.1284919E-001, 5.8140821E-001, 3.8155984E+001, 4.7592031E+001, 5.6884924E+001, 6.6178624E+001
 2.6900181E+002, 6.0834214E-002, 2.6616083E-001, 2.5226169E-001, 3.2810676E+001, 2.7993078E+001, 7.2788651E-001, 6.4646484E-001, 3.7414947E+001, 4.7492393E+001, 5.7592790E+001, 6.8054756E+001
 2.7000267E+002, 6.4212798E-002, 3.0551025E-001, 2.8688025E-001, 3.6117494E+001, 2.9488845E+001, 7.0837350E-001, 5.7782496E-001, 4.1025305E+001, 5.1188231E+001, 5.9843698E+001, 6.7557408E+001
 2.7100106E+002, 6.4819822E-002, 2.9869492E-001, 2.8829971E-001, 3.8377550E+001, 3.4250740E+001, 7.2362628E-001, 6.0929033E-001, 4.3776045E+001, 5.5330471E+001, 6.6957495E+001, 7.9058446E+001
 2.7200088E+002, 6.4034991E-002, 5.0107327E-001, 3.7122262E-001, 3.5536865E+001, 2.8816972E+001, 6.4380822E-001, 6.6031454E-001, 4.0479265E+001, 5.0332962E+001, 5.9296270E+001, 6.7291847E+001
 2.7300106E+002, 6.3850942E-002, 3.8815046E-001, 2.9736009E-001, 3.5615929E+001, 3.3065823E+001, 6.8685087E-001, 7.0606060E-001, 4.0378876E+001, 5.0618771E+001, 5.9704404E+001, 6.8561965E+001
 2.7400160E+002, 6.0029939E-002, 2.3114333E-001, 4.0550585E-001, 3.3316922E+001, 3.0958303E+001, 7.6455347E-001, 6.4850580E-001, 3.8305707E+001, 5.0162510E+001, 6.2723207E+001, 7.6562452E+001
 2.7500073E+002, 6.2122018E-002, 3.0940142E-001, 3.1180732E-001, 4.2046426E+001, 3.5903942E+001, 7.1992746E-001, 6.4868306E-001, 4.9416509E+001, 6.9232807E+001, 9.5310377E+001, 9.3673920E+001
 2.7600179E+002, 6.1755731E-002, 2.4086898E-001, 2.5337464E-001, 3.9747904E+001, 3.0096516E+001, 7.5808052E-001, 6.8144564E-001, 4.6397340E+001, 6.3339010E+001, 7.7319441E+001, 8.2549539E+001
 2.7700123E+002, 5.8921879E-002, 3.2635438E-001, 2.8697774E-001, 3.3830601E+001, 3.3188382E+001, 6.9896761E-001, 6.8000349E-001, 3.9224450E+001, 5.2582147E+001, 6.7926084E+001, 8.0941060E+001
 2.7800181E+002, 5.9509258E-002, 4.2638253E-001, 3.4582770E-001, 3.8355395E+001, 3.4101311E+001, 6.4838564E-001, 6.0816806E-001, 4.4649477E+001, 6.0542780E+001, 8.1530504E+001, 8.6341470E+001
 2.7900269E+002, 5.9941986E-002, 3.5798324E-001, 2.7566666E-001, 4.0263392E+001, 3.2265984E+001, 6.8616795E-001, 5.7192350E-001, 4.7366527E+001, 6.6953391E+001, 9.2705460E+001, 7.5892580E+001
 2.8000147E+002, 5.8938945E-002, 3.4914360E-001, 3.3393603E-001, 3.5815053E+001, 3.0717624E+001, 7.0766080E-001, 6.3276213E-001, 4.1386976E+001, 5.4963243E+001, 7.2229044E+001, 8.5673836E+001
 2.8100128E+002, 5.9652457E-002, 2.7520012E-001, 2.4268912E-001, 3.4973309E+001, 3.1801745E+001, 7.4930368E-001, 6.9534967E-001, 4.0119123E+001, 5.1984450E+001, 6.5710572E+001, 8.3955079E+001
 2.8200172E+002, 6.1058284E-002, 3.4806270E-001, 3.1816959E-001, 3.7980850E+001, 3.5238312E+001, 7.1402933E-001, 6.2967990E-001, 4.3452056E+001, 5.5802012E+001, 6.8435573E+001, 8.0334995E+001
 2.8300098E+002, 5.8438100E-002, 4.0252492E-001, 3.4337367E-001, 3.6960460E+001, 3.2131384E+001, 6.5276279E-001, 6.5453581E-001, 4.2547916E+001, 5.4921012E+001, 6.7106667E+001, 7.8501931E+001
 2.8400151E+002, 6.0119956E-002, 2.8570964E-001, 2.1361467E-001, 4.2946145E+001, 3.0192296E+001, 7.2620891E-001, 7.3112572E-001, 5.0570484E+001, 7.0957032E+001, 9.6792463E+001, 1.0800308E+002
 2.8500112E+002, 6.2766345E-002, 3.8126257E-001, 3.6585189E-001, 4.1637001E+001, 3.4759702E+001, 6.9983242E-001, 6.2482422E-001, 4.7826969E+001, 6.1221036E+001, 7.5063222E+001, 8.6771775E+001
 2.8600232E+002, 6.0169353E-002, 3.8577607E-001, 2.5969068E-001, 3.4543307E+001, 2.5513351E+001, 7.0737688E-001, 5.6998531E-001, 3.9325534E+001, 4.9298094E+001, 5.8027897E+001, 6.6473092E+001
 2.8700018E+002, 5.3854010E-002, 3.6615932E-001, 1.9249670E-001, 2.8822629E+001, 2.0613809E+001, 7.1514344E-001, 5.6208490E-001, 3.2797742E+001, 4.1456372E+001, 4.8988885E+001, 5.6571456E+001
 2.8800182E+002, 5.3910072E-002, 3.9929468E-001, 1.9653945E-001, 3.1982531E+001, 2.3289137E+001, 6.7390250E-001, 5.4444646E-001, 3.6603819E+001, 4.7337160E+001, 5.8846442E+001, 6.5840908E+001
 2.8900126E+002, 5.4685093E-002, 4.7603700E-001, 1.2898587E-001, 3.6312060E+001, 2.1855866E+001, 6.3463830E-001, 5.9527035E-001, 4.2202525E+001, 5.6817048E+001, 7.5298418E+001, 8.0160831E+001
 2.9000235E+002, 5.3469591E-002, 3.7765372E-001, 2.0157734E-001, 3.3834800E+001, 1.9968936E+001, 6.6042133E-001, 5.5930280E-001, 3.9116046E+001, 5.1892338E+001, 6.6119122E+001, 7.0685885E+001
 2.9100018E+002, 5.4361479E-002, 4.9824527E-001, 1.7841249E-001, 3.7453148E+001, 2.3865024E+001, 5.9929076E-001, 5.3784662E-001, 4.3368769E+001, 5.8226173E+001, 7.6629058E+001, 8.6369849E+001
 2.9200093E+002, 5.0534797E-002, 3.1188616E-001, 1.1483860E-001, 3.3141421E+001, 1.8859652E+001, 6.6564141E-001, 5.6245715E-001, 3.8661470E+001, 5.2944333E+001, 7.1679948E+001, 8.1240999E+001
 2.9300110E+002, 5.1483677E-002, 3.3676854E-001, 9.1782360E-002, 3.6230436E+001, 2.0349326E+001, 6.4508173E-001, 5.9636727E-001, 4.1914634E+001, 5.5565221E+001, 7.0110330E+001, 8.4188739E+001
 2.9400041E+002, 5.2835325E-002, 3.3360790E-001, 2.3751269E-001, 3.5843710E+001, 2.2021060E+001, 6.6879280E-001, 4.8062760E-001, 4.1709547E+001, 5.6398101E+001, 7.2195993E+001, 7.2528095E+001
 2.9500228E+002, 5.3197704E-002, 3.4554384E-001, 2.0237658E-001, 4.0415383E+001, 2.2609941E+001, 6.5625467E-001, 4.7986834E-001, 4.7506925E+001, 6.5996056E+001, 7.9539110E+001, 7.4149034E+001
 2.9600143E+002, 5.2374512E-002, 4.0461742E-001, 1.8614563E-001, 3.8164381E+001, 2.1552879E+001, 6.2851982E-001, 5.3986936E-001, 4.4948328E+001, 6.3130643E+001, 8.4282295E+001, 6.7664361E+001
 2.9700236E+002, 5.0127749E-002, 5.3741335E-001, 1.9752518E-001, 3.4161530E+001, 1.8934713E+001, 5.8007197E-001, 5.6314939E-001, 3.9774145E+001, 5.4227107E+001, 7.3510903E+001, 7.8351871E+001
 2.9800128E+002, 4.8363203E-002, 3.8750787E-001, 2.5600773E-001, 3.3426590E+001, 2.1123742E+001, 6.5245518E-001, 5.3319852E-001, 3.8873121E+001, 5.2447408E+001, 6.8163312E+001, 8.6707115E+001
 2.9900196E+002, 4.6731714E-002, 5.1071865E-001, 2.5273221E-001, 3.1329711E+001, 1.8051500E+001, 6.0492794E-001, 4.9727111E-001, 3.6273022E+001, 4.8382726E+001, 6.2870120E+001, 7.2679456E+001
 3.0000076E+002, 4.4418505E-002, 4.1548836E-001, 2.4183759E-001, 2.9237890E+001, 1.7455552E+001, 6.4065247E-001, 4.8106798E-001, 3.3606638E+001, 4.4182542E+001, 5.6155350E+001, 6.9195762E+001
 3.0100104E+002, 4.5690005E-002, 5.0124047E-001, 4.0430917E-001, 3.5068931E+001, 2.0889521E+001, 5.8773255E-001, 3.4747756E-001, 4.1178464E+001, 5.7489036E+001, 7.4161264E+001, 7.4145927E+001
 3.0200255E+002, 4.4553062E-002, 5.0574645E-001, 2.4889845E-001, 3.3033791E+001, 1.8304761E+001, 5.7164533E-001, 4.6621725E-001, 3.8534171E+001, 5.2407198E+001, 6.8970288E+001, 6.7236748E+001
 3.0300191E+002, 4.4767021E-002, 5.5117727E-001, 1.3181448E-001, 3.2984385E+001, 1.7801590E+001, 5.6823554E-001, 5.5742235E-001, 3.8541990E+001, 5.2735415E+001, 7.0194567E+001, 7.0022017E+001
 3.0400188E+002, 4.2404941E-002, 4.0555088E-001, 1.3157009E-001, 3.1081004E+001, 1.8029343E+001, 6.3195631E-001, 5.5641852E-001, 3.6311520E+001, 4.9214133E+001, 6.5060310E+001, 7.5498679E+001
 3.0500098E+002, 4.2539805E-002, 3.5642185E-001, 2.2821704E-001, 2.9038937E+001, 1.8269658E+001, 6.4358895E-001, 4.9829462E-001, 3.3507852E+001, 4.3613376E+001, 5.4483554E+001, 6.5827495E+001
 3.0600145E+002, 4.2874410E-002, 6.8296198E-001, 1.5756833E-001, 3.0737538E+001, 1.7614880E+001, 5.3196893E-001, 5.4931123E-001, 3.5414993E+001, 4.5817638E+001, 5.6551481E+001, 6.6202709E+001
 3.0700149E+002, 4.1345630E-002, 6.8342201E-001, 2.2947743E-001, 3.1137184E+001, 2.0105625E+001, 4.8119527E-001, 4.5194558E-001, 3.6004677E+001, 4.7451829E+001, 6.0090198E+001, 6.9719986E+001
 3.0800084E+002, 4.0173007E-002, 4.4250640E-001, 1.5647197E-001, 2.7784929E+001, 1.7362398E+001, 5.7477530E-001, 5.0992888E-001, 3.2181769E+001, 4.3090211E+001, 5.5944139E+001, 7.0580730E+001
 3.0900261E+002, 3.9319920E-002, 5.5579244E-001, 1.9422818E-001, 2.7896874E+001, 1.8358112E+001, 5.5497210E-001, 4.8938018E-001, 3.2089857E+001, 4.2076773E+001, 5.3283849E+001, 6.8265301E+001
 3.1000127E+002, 4.0601766E-002, 5.0491475E-001, 3.2657947E-001, 3.0094467E+001, 2.0244241E+001, 5.8640640E-001, 4.1056505E-001, 3.4806745E+001, 4.5919662E+001, 5.8576889E+001, 7.3095860E+001
 3.1100208E+002, 4.2056418E-002, 4.9659078E-001, 7.8592458E-001, 3.1219218E+001, 2.0941431E+001, 5.9434330E-001, 1.6617744E-001, 3.6164222E+001, 4.8057897E+001, 6.1265831E+001, 6.9990029E+001
 3.1200194E+002, 3.8471132E-002, 4.7296261E-001, 7.0180711E-001, 2.9212407E+001, 1.7555897E+001, 5.9116550E-001, 2.5133458E-001, 3.4057446E+001, 4.6018237E+001, 5.8864373E+001, 6.8560153E+001
 3.1300080E+002, 3.6039327E-002, 8.2713156E-001, 3.1559655E-001, 2.6487533E+001, 1.7713858E+001, 4.9238555E-001, 4.3135177E-001, 3.0475662E+001, 3.9460905E+001, 4.9020391E+001, 6.0050200E+001
 3.1400045E+002, 3.6500070E-002, 5.4449793E-001, 5.6693209E-001, 2.7744592E+001, 1.9458467E+001, 5.7631265E-001, 3.4776873E-001, 3.1804925E+001, 4.0859597E+001, 4.9909296E+001, 5.9230575E+001
 3.1500036E+002, 3.4811926E-002, 4.6945097E-001, 3.7948004E-001, 2.5524842E+001, 1.7919727E+001, 5.9398522E-001, 4.4912722E-001, 2.9175922E+001, 3.7128355E+001, 4.4340372E+001, 5.1095382E+001
 3.1600251E+002, 3.5093507E-002, 5.2693021E-001, 3.6859116E-001, 2.6365474E+001, 1.6625159E+001, 5.7837565E-001, 4.3819931E-001, 3.0114192E+001, 3.8323295E+001, 4.6680249E+001, 5.5945890E+001
 3.1700215E+002, 3.4811849E-002, 5.8152096E-001, 7.2456695E-001, 2.5212518E+001, 1.7439496E+001, 5.5812147E-001, 3.4331630E-001, 2.8650955E+001, 3.6208624E+001, 4.3498318E+001, 5.0829890E+001
 3.1800198E+002, 3.3249655E-002, 6.3018078E-001, 5.7006659E-001, 2.3972891E+001, 1.8262369E+001, 5.4652984E-001, 4.1444033E-001, 2.7054954E+001, 3.3423672E+001, 3.8693968E+001, 4.3902373E+001
 3.1900154E+002, 3.3143753E-002, 6.7996682E-001, 5.9743160E-001, 2.4555947E+001, 1.9017926E+001, 5.3239021E-001, 4.4047232E-001, 2.7839336E+001, 3.4717133E+001, 4.0794568E+001, 4.6179785E+001
 3.2000197E+002, 3.2962100E-002, 4.3612110E-001, 3.6654286E-001, 2.5024499E+001, 1.8628541E+001, 6.0588130E-001, 4.8082803E-001, 2.8359721E+001, 3.5302475E+001, 4.1536767E+001, 4.7666027E+001
 3.2100129E+002, 3.2233644E-002, 5.4357344E-001, 3.5595485E-001, 2.3934370E+001, 1.7481632E+001, 5.9556180E-001, 4.8956124E-001, 2.7106535E+001, 3.3465073E+001, 3.9079068E+001, 4.4635525E+001
 3.2200050E+002, 3.1693667E-002, 5.7546993E-001, 4.4502601E-001, 2.3580771E+001, 1.6968241E+001, 5.6890264E-001, 4.6255000E-001, 2.6672337E+001, 3.3040392E+001, 3.8579695E+001, 4.3846566E+001
 3.2300033E+002, 3.2205911E-002, 6.2504520E-001, 3.7943314E-001, 2.3523990E+001, 1.7099520E+001, 5.3851395E-001, 4.4592762E-001, 2.6659308E+001, 3.3154781E+001, 3.8749950E+001, 4.4159684E+001
 3.2400283E+002, 3.3012483E-002, 5.5976910E-001, 4.5498842E-001, 2.5091915E+001, 1.9449428E+001, 5.7372378E-001, 3.1862776E-001, 2.8513475E+001, 3.5745288E+001, 4.2380809E+001, 4.8587260E+001
 3.2500168E+002, 3.1737626E-002, 8.5448624E-001, 3.8972186E-001, 2.4766018E+001, 1.8948140E+001, 5.0189458E-001, 3.6488456E-001, 2.8101486E+001, 3.4729412E+001, 4.0648662E+001, 4.6508912E+001
 3.2600243E+002, 3.1453867E-002, 6.5182350E-001, 2.6813057E-001, 2.4986832E+001, 2.0357277E+001, 5.4572787E-001, 4.6332719E-001, 2.8184876E+001, 3.4670502E+001, 4.0324989E+001, 4.6174300E+001
 3.2700165E+002, 3.0862409E-002, 8.5315471E-001, 2.4862767E-001, 2.5051173E+001, 1.6142826E+001, 4.9459309E-001, 4.4625408E-001, 2.8504216E+001, 3.5174532E+001, 4.0918092E+001, 4.6070579E+001
 3.2800003E+002, 3.1074233E-002, 5.7353618E-001, 4.1887202E-001, 2.4420733E+001, 1.8201168E+001, 5.6902733E-001, 3.8129505E-001, 2.7721542E+001, 3.4721492E+001, 4.1693833E+001, 4.9522689E+001
 3.2900068E+002, 3.0878764E-002, 7.2059735E-001, 4.0620951E-001, 2.4856843E+001, 1.9842478E+001, 5.1048711E-001, 4.3501644E-001, 2.8050950E+001, 3.4500928E+001, 4.0207093E+001, 4.6047613E+001
 3.3000214E+002, 3.0963415E-002, 7.2958693E-001, 3.3315142E-001, 2.5086808E+001, 1.8352336E+001, 5.1972272E-001, 4.8433655E-001, 2.8393584E+001, 3.4892947E+001, 4.0590744E+001, 4.5802712E+001
 3.3100190E+002, 3.1206601E-002, 6.6810500E-001, 3.4526636E-001, 2.6404227E+001, 1.9353602E+001, 5.2581916E-001, 4.6754729E-001, 2.9889483E+001, 3.7297261E+001, 4.3977043E+001, 5.0092841E+001
 3.3200267E+002, 2.9361317E-002, 7.3514051E-001, 3.4575612E-001, 2.6607664E+001, 1.8157857E+001, 5.1818181E-001, 4.3655228E-001, 3.0043774E+001, 3.6882078E+001, 4.3153440E+001, 4.9707044E+001
 3.3300062E+002, 2.8527744E-002, 1.0583010E+000, 3.3348291E-001, 2.3973016E+001, 1.8104043E+001, 4.3663243E-001, 4.4064022E-001, 2.7113766E+001, 3.2865710E+001, 3.8016881E+001, 4.2765619E+001
 3.3400127E+002, 2.9367907E-002, 5.6766443E-001, 4.7545071E-001, 2.5765798E+001, 2.2133793E+001, 5.4143587E-001, 3.6812726E-001, 2.8905133E+001, 3.5589331E+001, 4.1183216E+001, 4.6372940E+001
 3.3500126E+002, 2.5318332E-002, 1.0534825E+000, 5.9290350E-001, 2.4831900E+001, 1.6935394E+001, 4.4447466E-001, 3.7893277E-001, 2.8155606E+001, 3.4729167E+001, 4.0887790E+001, 4.7025690E+001
 3.3600035E+002, 2.5648091E-002, 1.0021062E+000, 4.0924609E-001, 2.5541511E+001, 1.8901566E+001, 4.3401978E-001, 4.5304776E-001, 2.8717868E+001, 3.5244813E+001, 4.1294473E+001, 4.7012066E+001
 3.3700239E+002, 2.5372699E-002, 1.1349980E+000, 4.2635352E-001, 2.5606605E+001, 1.9432372E+001, 3.8429971E-001, 3.9425014E-001, 2.8778167E+001, 3.5221831E+001, 4.1276143E+001, 4.7169290E+001
 3.3800170E+002, 2.5251768E-002, 1.0960950E+000, 4.2792386E-001, 2.5144829E+001, 1.8845018E+001, 3.6168231E-001, 4.2404720E-001, 2.8154694E+001, 3.4475694E+001, 4.0311701E+001, 4.5746873E+001
 3.3900268E+002, 2.5802825E-002, 9.1258897E-001, 3.9321413E-001, 2.5759223E+001, 1.8566497E+001, 3.7831644E-001, 2.9648431E-001, 2.8748433E+001, 3.4958967E+001, 4.1112804E+001, 4.7578074E+001
 3.4000011E+002, 2.6148253E-002, 1.3215538E+000, 4.9648946E-001, 2.6330536E+001, 2.0764496E+001, 3.0986763E-001, 3.6042595E-001, 2.9342067E+001, 3.5430439E+001, 4.0821992E+001, 4.5648152E+001
 3.4100061E+002, 2.7943819E-002, 1.1129692E+000, 3.8715517E-001, 2.6694398E+001, 1.8966148E+001, 3.2554175E-001, 2.6821526E-001, 2.9703109E+001, 3.5928850E+001, 4.1740041E+001, 4.7018408E+001
 3.4200275E+002, 2.6523856E-002, 1.2884366E+000, 2.5314136E-001, 2.6657543E+001, 2.0632225E+001, 3.0983658E-001, 3.4140279E-001, 2.9607714E+001, 3.5566389E+001, 4.1134551E+001, 4.6216885E+001
 3.4300243E+002, 2.6958907E-002, 1.0852666E+000, 5.3296609E-001, 2.7019760E+001, 2.0062854E+001, 2.8295633E-001, 1.8332193E-001, 3.0204586E+001, 3.7002853E+001, 4.3800971E+001, 5.0242467E+001
 3.4400186E+002, 2.7847842E-002, 9.9190706E-001, 1.5993548E+000, 2.6883791E+001, 1.9773697E+001, 2.8811246E-001, 1.2383830E-001, 2.9884523E+001, 3.6187791E+001, 4.2146638E+001, 4.7428909E+001
 3.4500028E+002, 2.6273185E-002, 9.8131501E-001, 1.6165765E+000, 2.7139854E+001, 1.9332700E+001, 2.8375672E-001, 1.0595449E-001, 3.0304364E+001, 3.7460675E+001, 4.4532422E+001, 5.1458729E+001
 3.4600255E+002, 2.6736728E-002, 9.8735780E-001, 1.6187264E+000, 2.8007022E+001, 2.1511378E+001, 2.7025023E-001, 1.1472559E-001, 3.1194299E+001, 3.7978498E+001, 4.4583826E+001, 5.0274709E+001
