s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-1.070E-15, 5.135E-19, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.070E-15, 0.000E+00, 0.000E+00
 5.002E+00, 6.136E+02,-1.549E+02,-2.990E+02,-1.267E+01, 5.496E-02, 0.000E+00, 0.000E+00, 1.472E+02, 1.471E+02, 2.427E-02, 2.427E-02
 1.000E+01, 9.664E+02,-2.402E+02,-7.054E+02,-1.889E+01, 1.132E-01, 0.000E+00, 0.000E+00, 5.264E+00, 2.067E+00, 3.564E-02, 3.564E-02
 1.500E+01, 1.013E+03,-2.511E+02,-7.401E+02,-1.747E+01, 1.250E-01, 0.000E+00, 0.000E+00, 6.407E+00, 4.169E+00, 3.727E-02, 3.727E-02
 2.000E+01, 1.059E+03,-2.637E+02,-7.742E+02,-1.853E+01, 1.358E-01, 0.000E+00, 0.000E+00, 5.812E+00, 2.955E+00, 3.851E-02, 3.851E-02
 2.500E+01, 1.071E+03,-2.680E+02,-7.946E+02,-1.929E+01, 1.432E-01, 0.000E+00, 0.000E+00,-8.034E+00,-1.103E+01, 3.949E-02, 3.949E-02
 3.000E+01, 1.082E+03,-2.713E+02,-7.932E+02,-1.740E+01, 1.418E-01, 0.000E+00, 0.000E+00, 2.179E+00, 3.098E-01, 3.937E-02, 3.937E-02
 3.500E+01, 1.111E+03,-2.760E+02,-8.153E+02,-1.871E+01, 1.498E-01, 0.000E+00, 0.000E+00, 3.776E+00, 1.081E+00, 4.028E-02, 4.028E-02
 4.000E+01, 1.118E+03,-2.803E+02,-8.141E+02,-1.946E+01, 1.518E-01, 0.000E+00, 0.000E+00, 6.748E+00, 3.770E+00, 4.102E-02, 4.102E-02
 4.500E+01, 1.126E+03,-2.786E+02,-8.457E+02,-1.898E+01, 1.510E-01, 0.000E+00, 0.000E+00,-1.387E+01,-1.678E+01, 4.106E-02, 4.106E-02
 5.000E+01, 1.139E+03,-2.820E+02,-8.270E+02,-1.816E+01, 1.541E-01, 0.000E+00, 0.000E+00, 1.461E+01, 1.215E+01, 4.114E-02, 4.114E-02
 5.500E+01, 1.141E+03,-2.844E+02,-8.402E+02,-1.835E+01, 1.578E-01, 0.000E+00, 0.000E+00, 1.095E+00,-1.515E+00, 4.171E-02, 4.171E-02
 6.000E+01, 1.144E+03,-2.837E+02,-8.648E+02,-1.921E+01, 1.605E-01, 0.000E+00, 0.000E+00,-2.037E+01,-2.343E+01, 4.198E-02, 4.198E-02
 6.500E+01, 1.138E+03,-2.836E+02,-8.277E+02,-1.806E+01, 1.566E-01, 0.000E+00, 0.000E+00, 1.067E+01, 8.328E+00, 4.126E-02, 4.126E-02
 7.000E+01, 1.152E+03,-2.862E+02,-8.443E+02,-1.800E+01, 1.563E-01, 0.000E+00, 0.000E+00, 5.676E+00, 3.234E+00, 4.160E-02, 4.160E-02
 7.500E+01, 1.148E+03,-2.874E+02,-8.299E+02,-1.727E+01, 1.599E-01, 0.000E+00, 0.000E+00, 1.522E+01, 1.336E+01, 4.187E-02, 4.187E-02
 8.000E+01, 1.144E+03,-2.840E+02,-8.552E+02,-2.014E+01, 1.588E-01, 0.000E+00, 0.000E+00,-1.151E+01,-1.517E+01, 4.188E-02, 4.188E-02
 8.500E+01, 1.160E+03,-2.891E+02,-8.645E+02,-1.870E+01, 1.646E-01, 0.000E+00, 0.000E+00,-8.887E+00,-1.174E+01, 4.227E-02, 4.227E-02
 9.000E+01, 1.177E+03,-2.906E+02,-8.713E+02,-1.872E+01, 1.684E-01, 0.000E+00, 0.000E+00,-6.061E-01,-3.539E+00, 4.316E-02, 4.316E-02
 9.500E+01, 1.150E+03,-2.858E+02,-8.590E+02,-1.743E+01, 1.622E-01, 0.000E+00, 0.000E+00,-1.012E+01,-1.234E+01, 4.193E-02, 4.193E-02
 1.000E+02, 1.180E+03,-2.915E+02,-8.476E+02,-1.809E+01, 1.634E-01, 0.000E+00, 0.000E+00, 2.558E+01, 2.311E+01, 4.212E-02, 4.212E-02
 1.050E+02, 1.176E+03,-2.904E+02,-8.815E+02,-1.864E+01, 1.672E-01, 0.000E+00, 0.000E+00,-1.103E+01,-1.428E+01, 4.309E-02, 4.309E-02
 1.100E+02, 1.166E+03,-2.890E+02,-8.638E+02,-1.976E+01, 1.683E-01, 0.000E+00, 0.000E+00,-3.120E+00,-6.403E+00, 4.315E-02, 4.315E-02
 1.150E+02, 1.194E+03,-2.940E+02,-8.855E+02,-1.657E+01, 1.660E-01, 0.000E+00, 0.000E+00,-1.167E-01,-2.279E+00, 4.296E-02, 4.296E-02
 1.200E+02, 1.163E+03,-2.899E+02,-8.543E+02,-1.842E+01, 1.645E-01, 0.000E+00, 0.000E+00, 3.098E+00, 4.122E-01, 4.269E-02, 4.269E-02
 1.250E+02, 1.183E+03,-2.965E+02,-8.658E+02,-1.844E+01, 1.647E-01, 0.000E+00, 0.000E+00, 5.366E+00, 2.782E+00, 4.236E-02, 4.236E-02
 1.300E+02, 1.160E+03,-2.895E+02,-8.677E+02,-1.615E+01, 1.634E-01, 0.000E+00, 0.000E+00,-1.136E+01,-1.309E+01, 4.243E-02, 4.243E-02
 1.350E+02, 1.155E+03,-2.907E+02,-8.414E+02,-2.005E+01, 1.652E-01, 0.000E+00, 0.000E+00, 6.051E+00, 2.993E+00, 4.275E-02, 4.275E-02
