s,kg/s,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,kW/m2,kW/m2,kW/m2,kW/m2
Time,"MLRPUA","C 1","C 2","R 1","R 2","G 1","G 2","R 1.1","R 1.2","R 1.3","R 1.4"
 1.0800057E+002, 5.2612974E-002, 1.7884417E-001, 4.5680317E-001, 3.4479436E+001, 3.4443747E+001, 8.0016822E-001, 6.6050335E-001, 3.9010055E+001, 4.9546376E+001, 6.0104893E+001, 7.1962426E+001
 1.0900173E+002, 5.3219043E-002, 5.3811699E-001, 3.4053560E-001, 3.2363119E+001, 3.1176859E+001, 6.3822070E-001, 6.8950339E-001, 3.6695763E+001, 4.5591140E+001, 5.4673687E+001, 6.5307264E+001
 1.1000108E+002, 5.4696775E-002, 3.8047517E-001, 3.1598131E-001, 3.4181603E+001, 3.1723946E+001, 7.0252467E-001, 7.1986153E-001, 3.8755687E+001, 4.8614253E+001, 5.8981654E+001, 7.1036404E+001
 1.1100072E+002, 5.4862546E-002, 3.0426392E-001, 4.5535753E-001, 3.6058914E+001, 3.5560869E+001, 7.4610617E-001, 6.7493989E-001, 4.1043291E+001, 5.2833453E+001, 6.6725013E+001, 8.2565394E+001
 1.1200202E+002, 5.4044507E-002, 3.8779897E-001, 3.8143441E-001, 3.6117409E+001, 3.4711770E+001, 7.1006327E-001, 7.0645071E-001, 4.1482782E+001, 5.4460744E+001, 7.0581714E+001, 8.0969770E+001
 1.1300186E+002, 5.3290174E-002, 2.9608117E-001, 2.8649092E-001, 3.3704027E+001, 3.2321285E+001, 7.4876286E-001, 7.3908865E-001, 3.8615413E+001, 5.0304386E+001, 6.3418271E+001, 7.7341148E+001
 1.1400176E+002, 5.5303684E-002, 4.4134175E-001, 2.5628230E-001, 3.5867385E+001, 3.7345788E+001, 6.7044427E-001, 7.4702196E-001, 4.1062220E+001, 5.3043729E+001, 6.7287224E+001, 8.2387312E+001
 1.1500108E+002, 5.4680057E-002, 3.9109373E-001, 3.5002897E-001, 3.3998871E+001, 3.2249977E+001, 7.0022724E-001, 7.2540568E-001, 3.8872625E+001, 5.0258992E+001, 6.3171239E+001, 7.1675494E+001
 1.1600182E+002, 5.4967428E-002, 3.4939794E-001, 2.9034768E-001, 3.3813048E+001, 3.2049394E+001, 7.1807020E-001, 7.6326276E-001, 3.8622432E+001, 4.9855599E+001, 6.2665483E+001, 7.6453036E+001
 1.1700175E+002, 5.3069201E-002, 3.5555731E-001, 3.6211329E-001, 3.1304867E+001, 3.1361253E+001, 7.2417243E-001, 7.0209871E-001, 3.5777052E+001, 4.5896741E+001, 5.8005884E+001, 6.8387736E+001
 1.1800057E+002, 5.5547155E-002, 3.5066215E-001, 2.7436824E-001, 3.4092726E+001, 3.3145770E+001, 7.3043516E-001, 7.3472167E-001, 3.8752833E+001, 4.8904014E+001, 5.9866902E+001, 7.2996399E+001
 1.1900006E+002, 5.6597692E-002, 3.7301294E-001, 3.5570724E-001, 3.8139815E+001, 3.8304480E+001, 7.2082940E-001, 7.1460494E-001, 4.3681852E+001, 5.6080854E+001, 6.9162264E+001, 7.9310283E+001
 1.2000053E+002, 5.6758824E-002, 2.6251705E-001, 3.1882229E-001, 3.6875438E+001, 3.4329171E+001, 7.6969716E-001, 7.3066589E-001, 4.2351443E+001, 5.5229025E+001, 7.0605520E+001, 8.2647459E+001
 1.2100097E+002, 5.6559067E-002, 2.7909407E-001, 2.9234242E-001, 3.5504930E+001, 3.3214533E+001, 7.5987664E-001, 7.3671144E-001, 4.0396801E+001, 5.1453255E+001, 6.4145133E+001, 7.8740613E+001
 1.2200153E+002, 5.6107000E-002, 3.5095738E-001, 3.1704905E-001, 3.4053317E+001, 3.2216704E+001, 7.3018918E-001, 7.3128775E-001, 3.8748543E+001, 4.9376209E+001, 6.1490226E+001, 7.6297530E+001
 1.2300046E+002, 5.8670601E-002, 3.7115282E-001, 3.4419917E-001, 4.1757635E+001, 3.6943050E+001, 7.1876572E-001, 7.1892611E-001, 4.8162771E+001, 6.3554135E+001, 8.1587529E+001, 8.7973992E+001
 1.2400238E+002, 5.7795500E-002, 3.3551424E-001, 2.6340275E-001, 3.8952204E+001, 3.3130023E+001, 7.2960216E-001, 7.6405944E-001, 4.5025390E+001, 6.0915417E+001, 7.8351873E+001, 7.0145979E+001
 1.2500161E+002, 5.8008388E-002, 3.5259483E-001, 5.3392195E-001, 3.5341998E+001, 3.7860248E+001, 7.2489717E-001, 6.3261439E-001, 4.0245037E+001, 5.2153348E+001, 6.7087627E+001, 8.3302824E+001
 1.2600214E+002, 5.8451496E-002, 4.1623294E-001, 3.5075145E-001, 3.6870863E+001, 3.3691262E+001, 6.8788077E-001, 7.0368287E-001, 4.1967051E+001, 5.3095782E+001, 6.4392859E+001, 7.4217792E+001
 1.2700049E+002, 5.9162284E-002, 2.1252666E-001, 2.6544432E-001, 3.9877391E+001, 3.8866211E+001, 7.8391266E-001, 7.7332823E-001, 4.5752660E+001, 6.0173999E+001, 7.6410903E+001, 8.3607905E+001
 1.2800059E+002, 6.0250603E-002, 3.3771560E-001, 3.2934962E-001, 3.9808076E+001, 3.7649679E+001, 7.3666671E-001, 7.2536057E-001, 4.5543588E+001, 5.8975107E+001, 7.4479111E+001, 8.1098588E+001
 1.2900077E+002, 5.9370411E-002, 2.7445974E-001, 2.5797035E-001, 3.6595292E+001, 3.2349780E+001, 7.7424560E-001, 7.5701276E-001, 4.1633325E+001, 5.4138482E+001, 7.0370608E+001, 7.8995399E+001
 1.3000218E+002, 6.0095209E-002, 3.4884153E-001, 2.1534126E-001, 3.8485518E+001, 3.3361986E+001, 7.3413091E-001, 7.8284516E-001, 4.4005372E+001, 5.7284566E+001, 7.4640050E+001, 8.3485774E+001
 1.3100078E+002, 6.1193588E-002, 3.3583375E-001, 3.4836579E-001, 3.7468744E+001, 3.7407906E+001, 7.5214572E-001, 7.2719596E-001, 4.2727173E+001, 5.4988731E+001, 6.9293711E+001, 8.4810424E+001
 1.3200054E+002, 6.6128607E-002, 2.6681754E-001, 4.5246978E-001, 4.3481723E+001, 4.2732412E+001, 7.8597145E-001, 7.0274876E-001, 4.9525370E+001, 6.4022975E+001, 8.1359237E+001, 9.3024505E+001
 1.3300243E+002, 6.2157669E-002, 3.7204011E-001, 4.1085262E-001, 3.4897929E+001, 3.4365041E+001, 7.2394089E-001, 7.3439952E-001, 3.9635683E+001, 5.0422807E+001, 6.2919376E+001, 7.8085847E+001
 1.3400001E+002, 6.4608925E-002, 3.0878665E-001, 5.7332192E-001, 3.9413642E+001, 3.9755469E+001, 7.5124653E-001, 6.6737658E-001, 4.4667656E+001, 5.6349486E+001, 6.9084562E+001, 7.9163640E+001
 1.3500162E+002, 6.4611518E-002, 3.3312545E-001, 4.0046193E-001, 4.2190267E+001, 3.5454140E+001, 7.3615918E-001, 7.2570518E-001, 4.8340153E+001, 6.2668383E+001, 7.9863756E+001, 9.6353360E+001
 1.3600211E+002, 6.6284278E-002, 1.7743357E-001, 3.3123764E-001, 4.5362154E+001, 3.9586127E+001, 8.3220594E-001, 7.5995039E-001, 5.2379950E+001, 7.0654785E+001, 8.7378170E+001, 9.0290361E+001
 1.3700047E+002, 6.9339790E-002, 3.3839536E-001, 3.1993025E-001, 4.6515300E+001, 3.7550188E+001, 7.5192865E-001, 7.5338494E-001, 5.3369405E+001, 6.9711296E+001, 8.9822691E+001, 1.0637411E+002
 1.3800197E+002, 7.1490540E-002, 2.8293501E-001, 3.2345675E-001, 5.0436142E+001, 4.3796547E+001, 7.8812982E-001, 7.5282614E-001, 5.8097371E+001, 7.6982806E+001, 9.4631018E+001, 1.0714059E+002
 1.3900112E+002, 6.8677359E-002, 3.1790413E-001, 2.6864768E-001, 3.8842929E+001, 3.8043876E+001, 7.7275645E-001, 7.5938773E-001, 4.3981008E+001, 5.4864884E+001, 6.5271657E+001, 7.5390570E+001
 1.4000198E+002, 7.0288163E-002, 2.8874481E-001, 2.4901855E-001, 3.9370019E+001, 3.9373552E+001, 7.8484623E-001, 7.4951167E-001, 4.4130304E+001, 5.3314756E+001, 6.2009378E+001, 7.2212011E+001
 1.4100016E+002, 6.9712958E-002, 3.3906305E-001, 1.9458612E-001, 3.9308161E+001, 4.0824564E+001, 7.6516606E-001, 7.7185926E-001, 4.4514700E+001, 5.5070081E+001, 6.4671246E+001, 7.5403285E+001
 1.4200004E+002, 7.2287419E-002, 2.8754632E-001, 2.9792680E-001, 4.6421526E+001, 4.7819137E+001, 8.0246828E-001, 7.1733864E-001, 5.3196855E+001, 6.8521204E+001, 8.6103788E+001, 1.0275156E+002
 1.4300154E+002, 7.3931591E-002, 2.9449775E-001, 3.0634066E-001, 5.1714158E+001, 4.4641262E+001, 8.0907692E-001, 6.9623207E-001, 6.0264086E+001, 8.2397428E+001, 9.8474755E+001, 1.0565332E+002
 1.4400212E+002, 7.4192647E-002, 4.3501109E-001, 3.4493328E-001, 4.2171971E+001, 4.3137061E+001, 7.4172720E-001, 7.5538646E-001, 4.7791263E+001, 5.9648498E+001, 7.2080427E+001, 8.3911538E+001
 1.4500121E+002, 7.4564611E-002, 3.5843775E-001, 2.8513943E-001, 3.9897987E+001, 4.0213323E+001, 7.6941888E-001, 7.5281023E-001, 4.4675009E+001, 5.3253721E+001, 6.0335474E+001, 6.6833141E+001
 1.4600126E+002, 7.3706512E-002, 2.4946155E-001, 2.9609123E-001, 4.2544602E+001, 4.1924757E+001, 8.2707319E-001, 7.4411569E-001, 4.8047494E+001, 5.9659873E+001, 7.0401944E+001, 8.1147152E+001
 1.4700032E+002, 7.0171621E-002, 2.9250656E-001, 3.2697156E-001, 3.6898695E+001, 4.0756148E+001, 8.3007088E-001, 7.2667682E-001, 4.1508997E+001, 5.1057235E+001, 5.9967660E+001, 6.9100370E+001
 1.4800217E+002, 7.3510811E-002, 2.6769223E-001, 3.3329877E-001, 3.9469169E+001, 3.6654733E+001, 8.3141653E-001, 7.6143298E-001, 4.4261643E+001, 5.3715888E+001, 6.1671621E+001, 6.9053798E+001
 1.4900010E+002, 7.2126340E-002, 3.6118238E-001, 3.6929598E-001, 3.6346467E+001, 3.4907881E+001, 7.6305037E-001, 7.4831639E-001, 4.0733461E+001, 4.8625495E+001, 5.5615946E+001, 6.2051738E+001
 1.5000074E+002, 7.3400708E-002, 3.6781238E-001, 3.5841452E-001, 3.8122519E+001, 4.0437251E+001, 7.5636506E-001, 7.2171026E-001, 4.2720077E+001, 5.3172183E+001, 6.3076028E+001, 7.4489122E+001
 1.5100175E+002, 7.3907583E-002, 3.4294753E-001, 3.1499264E-001, 4.3101349E+001, 4.4636395E+001, 7.6037372E-001, 7.4255494E-001, 4.8868550E+001, 6.1154364E+001, 7.4628078E+001, 9.0915594E+001
 1.5200030E+002, 7.3638872E-002, 3.5037590E-001, 2.9364244E-001, 4.0465560E+001, 3.9740154E+001, 7.5451433E-001, 7.7415160E-001, 4.5548204E+001, 5.5954022E+001, 6.6066936E+001, 7.7487243E+001
 1.5300201E+002, 7.2457918E-002, 3.0582463E-001, 5.2285173E-001, 3.6994949E+001, 3.9114642E+001, 7.7782454E-001, 6.8049248E-001, 4.1265860E+001, 5.0278947E+001, 5.7527915E+001, 6.4246783E+001
 1.5400171E+002, 7.3550301E-002, 3.4635419E-001, 4.0256519E-001, 4.1000441E+001, 3.6293746E+001, 7.6969447E-001, 7.3169645E-001, 4.6533358E+001, 5.8346536E+001, 7.1906726E+001, 8.3299870E+001
 1.5500077E+002, 7.5212254E-002, 3.5218103E-001, 2.7943700E-001, 4.1616178E+001, 4.1872465E+001, 7.7612869E-001, 7.5950850E-001, 4.7050045E+001, 5.8385410E+001, 6.9764409E+001, 8.4710140E+001
 1.5600039E+002, 7.4412434E-002, 3.3345802E-001, 2.3959035E-001, 4.2608710E+001, 3.8271866E+001, 7.8728014E-001, 7.6608965E-001, 4.8293151E+001, 6.0553036E+001, 7.2070373E+001, 8.4151006E+001
 1.5700123E+002, 7.6415524E-002, 2.7144954E-001, 3.2561772E-001, 4.1130676E+001, 4.1417704E+001, 8.0709496E-001, 7.4908855E-001, 4.6136826E+001, 5.5817902E+001, 6.4315248E+001, 7.2022915E+001
 1.5800167E+002, 7.5819092E-002, 2.7473310E-001, 3.1657120E-001, 3.8756566E+001, 4.3507429E+001, 7.9717777E-001, 7.3101737E-001, 4.3327525E+001, 5.2057694E+001, 5.8528349E+001, 6.4714156E+001
 1.5900130E+002, 7.6742050E-002, 3.2789976E-001, 3.4152069E-001, 4.4675076E+001, 3.9827959E+001, 7.7407633E-001, 7.5311202E-001, 5.0594566E+001, 6.3625774E+001, 7.5871157E+001, 8.6258694E+001
 1.6000108E+002, 7.7740972E-002, 3.2541219E-001, 3.5114861E-001, 4.5495189E+001, 4.3188161E+001, 7.7768394E-001, 7.3423463E-001, 5.1584837E+001, 6.4455541E+001, 7.5987998E+001, 8.7259998E+001
 1.6100059E+002, 7.8103146E-002, 2.6140629E-001, 3.4186490E-001, 4.2020169E+001, 4.1100987E+001, 8.1799256E-001, 7.4231561E-001, 4.7235618E+001, 5.7647722E+001, 6.7106561E+001, 7.6300626E+001
 1.6200150E+002, 7.5751904E-002, 2.8589750E-001, 3.1154654E-001, 3.8103998E+001, 4.0906429E+001, 8.1449684E-001, 7.6975254E-001, 4.2718799E+001, 5.1980285E+001, 5.9713361E+001, 6.7189131E+001
 1.6300009E+002, 7.5758774E-002, 3.5907441E-001, 2.4781352E-001, 3.9179492E+001, 3.9218174E+001, 7.8062863E-001, 7.8675146E-001, 4.4050864E+001, 5.3764211E+001, 6.2396565E+001, 7.0620916E+001
 1.6400036E+002, 7.6933420E-002, 2.7608244E-001, 3.0700886E-001, 4.1525106E+001, 4.4040003E+001, 8.1193812E-001, 7.5066351E-001, 4.6592793E+001, 5.6501165E+001, 6.5340577E+001, 7.3617534E+001
 1.6500134E+002, 7.5901725E-002, 3.0200879E-001, 3.3475859E-001, 4.2301352E+001, 3.8878320E+001, 7.9543722E-001, 7.7568272E-001, 4.7895711E+001, 6.0735585E+001, 7.4043645E+001, 8.5913683E+001
 1.6600008E+002, 7.6983815E-002, 1.8834893E-001, 3.6827406E-001, 4.0240526E+001, 4.2988890E+001, 8.5989741E-001, 7.3641659E-001, 4.5113749E+001, 5.5078365E+001, 6.3501818E+001, 7.1797938E+001
 1.6700083E+002, 7.9621941E-002, 2.4459883E-001, 4.3127480E-001, 4.4036791E+001, 4.4873852E+001, 8.3534371E-001, 6.7531499E-001, 4.9579938E+001, 6.1299520E+001, 7.2464399E+001, 8.3241626E+001
 1.6800079E+002, 7.7585753E-002, 3.6932901E-001, 3.0215653E-001, 3.9886615E+001, 4.5362982E+001, 7.6807708E-001, 7.8585114E-001, 4.4673780E+001, 5.3628522E+001, 6.1341700E+001, 6.7852633E+001
 1.6900167E+002, 7.9441737E-002, 2.9836967E-001, 2.6873987E-001, 4.6303967E+001, 4.5963645E+001, 8.0474761E-001, 7.6364664E-001, 5.2366291E+001, 6.5027942E+001, 7.7261640E+001, 9.0548831E+001
 1.7000195E+002, 7.7599531E-002, 2.5492852E-001, 2.3510405E-001, 3.9660394E+001, 3.8995816E+001, 8.3893733E-001, 8.0189608E-001, 4.4636242E+001, 5.4829821E+001, 6.4001657E+001, 7.3663241E+001
 1.7100040E+002, 7.8167726E-002, 2.8086962E-001, 2.2855768E-001, 4.8341106E+001, 3.6787430E+001, 8.4252654E-001, 8.1028589E-001, 5.5572746E+001, 7.2427657E+001, 9.3290547E+001, 1.0440140E+002
 1.7200205E+002, 8.0502396E-002, 1.8247238E-001, 2.1666916E-001, 4.7521685E+001, 4.3663295E+001, 8.8341133E-001, 8.0535967E-001, 5.3918594E+001, 6.8764117E+001, 8.5060705E+001, 9.9353345E+001
 1.7300192E+002, 7.8965339E-002, 2.5956528E-001, 3.5395250E-001, 4.2477055E+001, 4.2880363E+001, 8.2741840E-001, 7.5565893E-001, 4.8025472E+001, 5.9938381E+001, 7.2349667E+001, 8.6968451E+001
 1.7400140E+002, 7.9911741E-002, 3.5020480E-001, 2.7379009E-001, 5.0683677E+001, 4.4841758E+001, 7.7964592E-001, 7.7524563E-001, 5.9271298E+001, 7.8096085E+001, 8.5052196E+001, 9.1059836E+001
 1.7500207E+002, 7.9953769E-002, 3.7499747E-001, 3.3223046E-001, 4.8089105E+001, 4.3183304E+001, 7.6934909E-001, 7.3130189E-001, 5.5607192E+001, 7.4477914E+001, 9.7725704E+001, 1.1039576E+002
 1.7600172E+002, 7.9968981E-002, 2.0225611E-001, 2.8221040E-001, 4.1834943E+001, 4.3606057E+001, 8.4387434E-001, 7.7308433E-001, 4.7138593E+001, 5.9936945E+001, 7.4003614E+001, 8.6799369E+001
 1.7700124E+002, 7.8885729E-002, 3.5587283E-001, 3.5358115E-001, 4.1307689E+001, 4.2503157E+001, 7.6531745E-001, 7.3299177E-001, 4.6500003E+001, 5.6990138E+001, 6.6977095E+001, 7.6848698E+001
 1.7800192E+002, 8.0279132E-002, 2.7015272E-001, 3.4704600E-001, 4.4982076E+001, 4.0862693E+001, 8.0827064E-001, 7.3425357E-001, 5.1093580E+001, 6.4694572E+001, 7.8919034E+001, 9.5371266E+001
 1.7900140E+002, 7.7033726E-002, 3.5629794E-001, 2.5925724E-001, 3.8289099E+001, 3.4368182E+001, 7.7080088E-001, 7.8408250E-001, 4.3050629E+001, 5.2944503E+001, 6.2563481E+001, 7.3181718E+001
 1.8000048E+002, 7.7753761E-002, 2.4842416E-001, 5.4398740E-001, 3.8869137E+001, 3.8828418E+001, 8.2593948E-001, 6.7001896E-001, 4.3497026E+001, 5.3229584E+001, 6.1886833E+001, 7.0498356E+001
 1.8100118E+002, 7.8208991E-002, 2.5391017E-001, 3.7785326E-001, 3.9501183E+001, 4.0424684E+001, 8.0922603E-001, 7.0783944E-001, 4.4207994E+001, 5.3325572E+001, 6.1067068E+001, 6.8385250E+001
 1.8200066E+002, 7.8168748E-002, 1.8974899E-001, 2.7420237E-001, 4.1356732E+001, 4.1237552E+001, 8.4806733E-001, 7.7077608E-001, 4.6704803E+001, 5.8273304E+001, 6.8712003E+001, 8.0499262E+001
 1.8300048E+002, 7.8257083E-002, 3.1952611E-001, 3.1815621E-001, 4.1423733E+001, 4.0985813E+001, 7.9439492E-001, 7.5835270E-001, 4.6739275E+001, 5.7549276E+001, 6.7668313E+001, 7.6842220E+001
 1.8400145E+002, 7.6095708E-002, 2.5102186E-001, 2.3233204E-001, 3.9472657E+001, 4.1810739E+001, 8.3111509E-001, 7.9879898E-001, 4.4349314E+001, 5.4616523E+001, 6.3439251E+001, 7.2713435E+001
 1.8500012E+002, 7.7496729E-002, 3.1764729E-001, 3.9653830E-001, 4.2533908E+001, 4.2537751E+001, 8.0244707E-001, 7.6301372E-001, 4.7903114E+001, 5.9525616E+001, 7.0015003E+001, 8.1020584E+001
 1.8600101E+002, 7.9277034E-002, 3.1242430E-001, 4.3239834E-001, 4.0327573E+001, 4.0372118E+001, 8.0406026E-001, 7.5946495E-001, 4.5107782E+001, 5.4352987E+001, 6.2398080E+001, 6.9835977E+001
 1.8700099E+002, 7.8314922E-002, 3.3056083E-001, 2.4075480E-001, 3.9031376E+001, 3.6732191E+001, 7.8856366E-001, 7.9532254E-001, 4.3757618E+001, 5.2319923E+001, 5.9881730E+001, 6.6719043E+001
 1.8800096E+002, 7.7228517E-002, 2.9018098E-001, 3.1277263E-001, 4.0137172E+001, 3.9360379E+001, 7.9126027E-001, 7.6988771E-001, 4.5020867E+001, 5.5529019E+001, 6.4531212E+001, 7.3219628E+001
 1.8900221E+002, 7.6377879E-002, 3.7185119E-001, 3.9278640E-001, 4.0193755E+001, 4.1513511E+001, 7.6822166E-001, 7.5774537E-001, 4.5226271E+001, 5.5614511E+001, 6.5619513E+001, 7.5470114E+001
 1.9000161E+002, 7.7568090E-002, 2.4519056E-001, 2.9880142E-001, 3.9577497E+001, 4.2400626E+001, 8.1516318E-001, 7.7177104E-001, 4.4150398E+001, 5.4199295E+001, 6.2431112E+001, 7.0987015E+001
 1.9100173E+002, 7.8162232E-002, 4.0009698E-001, 4.7034971E-001, 3.9874927E+001, 3.8592793E+001, 7.5143138E-001, 7.0902217E-001, 4.4773900E+001, 5.4017119E+001, 6.2241423E+001, 6.9718115E+001
 1.9200074E+002, 7.7492508E-002, 2.4215296E-001, 3.0235774E-001, 4.1598872E+001, 4.1747773E+001, 8.1558148E-001, 7.4919910E-001, 4.6872231E+001, 5.8486214E+001, 7.0242021E+001, 8.3986373E+001
 1.9300150E+002, 7.4702632E-002, 3.0423375E-001, 3.6097356E-001, 3.6967971E+001, 3.7332433E+001, 7.7265979E-001, 7.1944190E-001, 4.1346060E+001, 5.0291317E+001, 5.7951413E+001, 6.4876342E+001
 1.9400189E+002, 7.7263434E-002, 2.4496616E-001, 3.3324129E-001, 4.2359125E+001, 4.3415237E+001, 7.9976251E-001, 7.4458355E-001, 4.7620309E+001, 5.9173495E+001, 6.9353962E+001, 7.9980609E+001
 1.9500072E+002, 7.7054405E-002, 3.2233674E-001, 2.8446124E-001, 3.8814544E+001, 3.5933231E+001, 7.6957288E-001, 7.9976597E-001, 4.3388402E+001, 5.2846840E+001, 6.0624352E+001, 6.7492560E+001
 1.9600262E+002, 7.8454815E-002, 2.8632572E-001, 3.7298840E-001, 4.2824180E+001, 4.3534108E+001, 7.9799745E-001, 7.3862664E-001, 4.8153412E+001, 5.9156210E+001, 7.0014580E+001, 8.1829501E+001
 1.9700068E+002, 7.7032062E-002, 2.5858855E-001, 3.9110584E-001, 3.8173633E+001, 3.9740021E+001, 7.9239385E-001, 7.2672517E-001, 4.2665205E+001, 5.1601563E+001, 5.9463083E+001, 6.7072070E+001
 1.9800035E+002, 7.7884694E-002, 2.3277507E-001, 2.6656746E-001, 4.4249152E+001, 4.3481745E+001, 7.8818526E-001, 8.0290384E-001, 5.0207140E+001, 6.4000542E+001, 7.9377114E+001, 9.0197764E+001
 1.9900182E+002, 7.7045715E-002, 4.0964924E-001, 4.2165544E-001, 3.9673583E+001, 3.8118112E+001, 7.2204335E-001, 7.2366750E-001, 4.4333730E+001, 5.3515537E+001, 6.1815674E+001, 6.8914994E+001
 2.0000031E+002, 7.6773811E-002, 4.5798747E-001, 3.4059859E-001, 3.5835880E+001, 3.7740389E+001, 7.2148854E-001, 7.5724605E-001, 3.9847476E+001, 4.7581098E+001, 5.3994785E+001, 6.0073006E+001
 2.0100114E+002, 7.3106299E-002, 4.0643985E-001, 4.0550618E-001, 3.7716448E+001, 3.7514755E+001, 7.2603127E-001, 7.1755798E-001, 4.2218410E+001, 5.2040296E+001, 6.0916131E+001, 6.9276330E+001
 2.0200172E+002, 7.4762434E-002, 2.2535118E-001, 3.4872259E-001, 4.0381357E+001, 4.0560754E+001, 8.0587022E-001, 7.5408213E-001, 4.5261121E+001, 5.5582453E+001, 6.4963153E+001, 7.4884030E+001
 2.0300042E+002, 7.6872845E-002, 2.7143510E-001, 4.0372475E-001, 4.0681084E+001, 4.2613020E+001, 7.9489762E-001, 6.9751741E-001, 4.5482963E+001, 5.4907399E+001, 6.3249620E+001, 7.1229191E+001
 2.0400042E+002, 7.8150613E-002, 2.5214173E-001, 3.6899050E-001, 4.5430296E+001, 4.2861721E+001, 8.2508111E-001, 7.0251537E-001, 5.1387214E+001, 6.3035128E+001, 7.3562189E+001, 8.3382029E+001
 2.0500100E+002, 7.4482699E-002, 2.7688308E-001, 4.0189850E-001, 4.0490743E+001, 3.9608649E+001, 8.2406863E-001, 7.1722297E-001, 4.6122703E+001, 5.8385497E+001, 7.2180845E+001, 8.1781060E+001
 2.0600241E+002, 7.3321922E-002, 2.4959041E-001, 2.8322578E-001, 3.9583425E+001, 3.8048429E+001, 8.4552121E-001, 7.8207579E-001, 4.4907894E+001, 5.6649486E+001, 7.0102021E+001, 8.7374413E+001
 2.0700075E+002, 7.3557089E-002, 2.9395516E-001, 3.2763897E-001, 3.7860403E+001, 3.9636756E+001, 8.2020376E-001, 7.6431252E-001, 4.2543005E+001, 5.2996530E+001, 6.3600809E+001, 7.6851675E+001
 2.0800055E+002, 7.5998310E-002, 3.6766778E-001, 3.3509992E-001, 4.4425870E+001, 4.1627717E+001, 7.8979728E-001, 7.4481882E-001, 5.0692750E+001, 6.4048680E+001, 7.9147891E+001, 9.3357337E+001
 2.0900123E+002, 7.6930653E-002, 2.6566178E-001, 2.5156571E-001, 4.3766484E+001, 4.4869833E+001, 8.3213123E-001, 7.7985724E-001, 4.9314020E+001, 6.1250639E+001, 7.2632292E+001, 8.5180463E+001
 2.1000215E+002, 7.3978951E-002, 3.3714534E-001, 2.4932747E-001, 4.1129027E+001, 3.9512296E+001, 8.0486993E-001, 7.9361215E-001, 4.6747843E+001, 5.8003452E+001, 6.9069475E+001, 8.0625187E+001
 2.1100153E+002, 7.4052177E-002, 4.2265825E-001, 5.7351224E-001, 3.9214279E+001, 4.1499904E+001, 7.6375613E-001, 6.0001819E-001, 4.4010208E+001, 5.3752118E+001, 6.2922368E+001, 7.2788898E+001
 2.1200180E+002, 7.4392058E-002, 2.8977364E-001, 3.4656448E-001, 4.1301176E+001, 4.3656536E+001, 7.8052259E-001, 7.5655290E-001, 4.6302230E+001, 5.6527889E+001, 6.5412416E+001, 7.3684466E+001
 2.1300130E+002, 7.3348998E-002, 2.9454330E-001, 3.5638324E-001, 3.6930085E+001, 4.1363714E+001, 7.7834671E-001, 7.1790564E-001, 4.1216923E+001, 4.9569957E+001, 5.6743470E+001, 6.3703043E+001
 2.1400189E+002, 7.0814359E-002, 2.6246073E-001, 2.1265456E-001, 3.6220889E+001, 4.0510184E+001, 7.9621144E-001, 7.9642758E-001, 4.0560621E+001, 4.9038575E+001, 5.5998250E+001, 6.2441886E+001
 2.1500195E+002, 7.3076953E-002, 2.7920717E-001, 2.5369915E-001, 4.0639215E+001, 4.2543524E+001, 7.8716412E-001, 7.8162180E-001, 4.5585199E+001, 5.5734219E+001, 6.5190700E+001, 7.5324954E+001
 2.1600155E+002, 7.3051474E-002, 4.5530966E-001, 4.4222556E-001, 4.0808377E+001, 4.0369641E+001, 7.2706074E-001, 7.3514675E-001, 4.5886990E+001, 5.5701851E+001, 6.4960251E+001, 7.3032023E+001
 2.1700185E+002, 7.3286045E-002, 2.6816764E-001, 3.6662234E-001, 4.3832123E+001, 3.9607018E+001, 8.1356251E-001, 7.2134476E-001, 5.0061795E+001, 6.4711359E+001, 7.9083503E+001, 9.4274099E+001
 2.1800005E+002, 7.1079495E-002, 4.0895877E-001, 2.6523446E-001, 3.9178478E+001, 3.7706003E+001, 7.4279085E-001, 7.7054257E-001, 4.4183972E+001, 5.3678693E+001, 6.3300394E+001, 7.3590942E+001
 2.1900165E+002, 7.2780888E-002, 3.1882477E-001, 3.0281518E-001, 4.3045574E+001, 4.2007395E+001, 7.7128633E-001, 7.3109205E-001, 4.8614555E+001, 6.0405757E+001, 7.1674094E+001, 8.4484211E+001
 2.2000176E+002, 6.8451574E-002, 3.0779663E-001, 2.9628783E-001, 3.9215362E+001, 3.8455006E+001, 7.7820867E-001, 7.2516663E-001, 4.4346085E+001, 5.4769927E+001, 6.3801103E+001, 7.3285102E+001
 2.2100081E+002, 6.7911119E-002, 2.2834698E-001, 2.1650703E-001, 4.3586715E+001, 4.0797592E+001, 8.2176488E-001, 7.1526795E-001, 5.0232981E+001, 6.7336076E+001, 8.4507743E+001, 8.7328507E+001
 2.2200179E+002, 6.9144783E-002, 3.9267965E-001, 1.6897904E-001, 4.1918009E+001, 4.2362351E+001, 7.3771002E-001, 7.7153328E-001, 4.7490270E+001, 5.9389152E+001, 7.1070720E+001, 8.2983477E+001
