s,kg/s,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,kW/m2,kW/m2,kW/m2,kW/m2
Time,"MLRPUA","C 1","C 2","R 1","R 2","G 1","G 2","R 1.1","R 1.2","R 1.3","R 1.4"
 2.2300039E+002, 7.0301013E-002, 2.4247425E-001, 3.5091884E-001, 4.9645037E+001, 5.2110372E+001, 8.0170633E-001, 7.1559501E-001, 5.6907737E+001, 7.4024497E+001, 9.0077241E+001, 1.0163684E+002
 2.2400233E+002, 7.0275460E-002, 3.8890834E-001, 2.6203525E-001, 4.2970172E+001, 4.1393408E+001, 7.5018771E-001, 6.7326438E-001, 4.8917484E+001, 6.2184955E+001, 7.6510451E+001, 9.1865263E+001
 2.2500144E+002, 7.1072099E-002, 3.6036286E-001, 3.3930630E-001, 4.7745118E+001, 4.6043457E+001, 7.6098816E-001, 6.6190951E-001, 5.4960828E+001, 7.2670639E+001, 8.8842127E+001, 1.0088516E+002
 2.2600090E+002, 6.7529507E-002, 3.3569041E-001, 3.4417713E-001, 3.9503207E+001, 4.5727910E+001, 7.5402171E-001, 7.0951313E-001, 4.4394362E+001, 5.5183414E+001, 6.5217868E+001, 7.5500502E+001
 2.2700146E+002, 6.9324259E-002, 3.5571044E-001, 3.5662576E-001, 4.3753836E+001, 4.4294127E+001, 7.4693185E-001, 6.8412701E-001, 4.9487661E+001, 6.1581234E+001, 7.3887830E+001, 8.6820256E+001
 2.2800060E+002, 6.8863734E-002, 3.4208923E-001, 2.9138961E-001, 4.0040793E+001, 3.8868068E+001, 7.4860771E-001, 7.2390802E-001, 4.4881438E+001, 5.4481345E+001, 6.3137764E+001, 7.1267825E+001
 2.2900075E+002, 6.4621828E-002, 3.1172020E-001, 3.1762511E-001, 3.7549883E+001, 4.0702947E+001, 7.4343034E-001, 6.7150349E-001, 4.1918798E+001, 5.0729524E+001, 5.8329232E+001, 6.5690935E+001
 2.3000040E+002, 6.3623748E-002, 2.6912010E-001, 2.3538268E-001, 4.1092091E+001, 4.0185213E+001, 7.7496888E-001, 6.6398796E-001, 4.6949979E+001, 6.0626019E+001, 7.3559636E+001, 8.4554349E+001
 2.3100179E+002, 6.1205135E-002, 2.8730574E-001, 1.5999714E-001, 3.8431771E+001, 3.5339728E+001, 7.5533751E-001, 7.1982708E-001, 4.3867286E+001, 5.6935726E+001, 7.1936088E+001, 8.5227228E+001
 2.3200004E+002, 6.1960674E-002, 4.4730028E-001, 2.2594091E-001, 4.1102031E+001, 3.6247781E+001, 6.7768736E-001, 7.5412003E-001, 4.6618363E+001, 5.8471826E+001, 7.1282454E+001, 8.1612521E+001
 2.3300233E+002, 6.2745900E-002, 3.7460622E-001, 3.6655772E-001, 4.5333995E+001, 4.0049596E+001, 7.2685148E-001, 6.7927568E-001, 5.1956712E+001, 6.7827803E+001, 8.5730325E+001, 1.0252926E+002
 2.3400182E+002, 5.9042226E-002, 4.9896450E-001, 3.6631536E-001, 3.6682758E+001, 3.5889196E+001, 6.6539113E-001, 7.1767527E-001, 4.1746852E+001, 5.2717559E+001, 6.4165065E+001, 7.5980051E+001
 2.3500086E+002, 5.8281051E-002, 5.3627217E-001, 3.4645357E-001, 3.9018102E+001, 3.7841006E+001, 6.7770606E-001, 6.7315094E-001, 4.4181740E+001, 5.5080028E+001, 6.5867070E+001, 7.5940328E+001
 2.3600192E+002, 5.7125944E-002, 4.1670720E-001, 3.7155292E-001, 3.7497941E+001, 4.0548588E+001, 7.0242443E-001, 6.7456839E-001, 4.2168491E+001, 5.2178315E+001, 6.1566415E+001, 7.0855748E+001
 2.3700119E+002, 5.9369671E-002, 4.7158942E-001, 4.8756473E-001, 4.1213343E+001, 4.1276515E+001, 6.9723155E-001, 6.3196518E-001, 4.6614314E+001, 5.7639719E+001, 6.8650649E+001, 8.0905861E+001
 2.3800192E+002, 6.0067475E-002, 4.7081317E-001, 5.0292285E-001, 4.5156450E+001, 4.0514977E+001, 6.9993656E-001, 6.5516922E-001, 5.1284290E+001, 6.4971743E+001, 7.9920874E+001, 9.7047618E+001
 2.3900137E+002, 5.7606645E-002, 5.1591296E-001, 5.2454985E-001, 3.8529601E+001, 3.8371067E+001, 6.9471851E-001, 6.6542861E-001, 4.3474166E+001, 5.3096817E+001, 6.1752210E+001, 6.9391068E+001
 2.4000024E+002, 5.7887246E-002, 3.9946839E-001, 4.4399838E-001, 4.1015194E+001, 4.1348017E+001, 7.3601547E-001, 6.7883050E-001, 4.6140267E+001, 5.6419846E+001, 6.5805347E+001, 7.5421981E+001
 2.4100182E+002, 5.2501084E-002, 7.1991835E-001, 4.4099814E-001, 3.3781432E+001, 3.3574815E+001, 6.2905844E-001, 7.1379149E-001, 3.8150942E+001, 4.6654888E+001, 5.4478730E+001, 6.2612439E+001
 2.4200114E+002, 5.5702433E-002, 4.1536183E-001, 4.8272699E-001, 3.9609362E+001, 3.7152076E+001, 7.1542894E-001, 6.8828246E-001, 4.4489794E+001, 5.4476713E+001, 6.3235902E+001, 7.2737629E+001
 2.4300041E+002, 5.0288953E-002, 5.2780843E-001, 7.0546262E-001, 3.4026765E+001, 3.6559233E+001, 6.6460987E-001, 6.2513425E-001, 3.8342164E+001, 4.7465302E+001, 5.6025026E+001, 6.5331925E+001
 2.4400148E+002, 4.9915869E-002, 6.2613014E-001, 6.6324603E-001, 3.5233956E+001, 3.7563094E+001, 6.3873960E-001, 6.4647934E-001, 3.9629776E+001, 4.7985617E+001, 5.5566350E+001, 6.2801428E+001
 2.4500218E+002, 4.8308252E-002, 3.7061640E-001, 5.6585742E-001, 3.4177671E+001, 3.4772782E+001, 7.2605689E-001, 6.6971964E-001, 3.8370343E+001, 4.7125866E+001, 5.4599212E+001, 6.2257906E+001
 2.4600265E+002, 4.7601873E-002, 6.2444826E-001, 5.1288594E-001, 3.2476469E+001, 3.4276137E+001, 6.5069559E-001, 6.8686986E-001, 3.6328593E+001, 4.3504078E+001, 4.9558579E+001, 5.5375472E+001
 2.4700010E+002, 4.9410344E-002, 6.9453753E-001, 5.9442929E-001, 3.7963262E+001, 3.7631038E+001, 6.4873369E-001, 6.5680131E-001, 4.2713524E+001, 5.1957208E+001, 6.0185187E+001, 6.8213074E+001
 2.4800120E+002, 4.8208917E-002, 6.8461364E-001, 6.2045525E-001, 3.6904011E+001, 3.8363973E+001, 6.4014282E-001, 6.4458060E-001, 4.1545952E+001, 5.1034387E+001, 6.0040815E+001, 6.8670549E+001
 2.4900128E+002, 4.4744582E-002, 4.8843448E-001, 6.9927648E-001, 3.2228620E+001, 3.2519275E+001, 7.1218670E-001, 6.0787994E-001, 3.6212576E+001, 4.4275967E+001, 5.1483321E+001, 5.9436158E+001
 2.5000089E+002, 4.5909192E-002, 7.0105994E-001, 6.4516371E-001, 3.4985819E+001, 3.4913302E+001, 6.2643574E-001, 6.1993153E-001, 3.9255523E+001, 4.8092909E+001, 5.6605652E+001, 6.5898920E+001
 2.5100008E+002, 4.2758051E-002, 6.0594840E-001, 5.2902690E-001, 3.1257413E+001, 3.0755688E+001, 6.5738265E-001, 6.3866760E-001, 3.5258428E+001, 4.3582036E+001, 5.1547047E+001, 5.9975488E+001
 2.5200096E+002, 4.0690448E-002, 5.1652272E-001, 3.9557554E-001, 3.0901103E+001, 2.7432071E+001, 6.8223747E-001, 6.5451997E-001, 3.4810158E+001, 4.2316046E+001, 4.9203594E+001, 5.6174346E+001
 2.5300154E+002, 4.0692922E-002, 6.3074126E-001, 3.0099813E-001, 3.2416547E+001, 2.6725229E+001, 6.2519355E-001, 6.4573177E-001, 3.6438759E+001, 4.4092477E+001, 5.1073255E+001, 5.8109750E+001
 2.5400036E+002, 4.0094130E-002, 7.0191700E-001, 3.8667943E-001, 3.3343066E+001, 2.6556725E+001, 6.0739802E-001, 5.9387942E-001, 3.7827182E+001, 4.6998137E+001, 5.5840368E+001, 6.3699873E+001
 2.5500141E+002, 3.9134664E-002, 5.3796123E-001, 6.7102212E-001, 3.1418668E+001, 2.5242251E+001, 6.7195574E-001, 4.6850293E-001, 3.5630567E+001, 4.4748030E+001, 5.4298657E+001, 6.5248621E+001
 2.5600108E+002, 3.7815661E-002, 5.5546180E-001, 5.6584804E-001, 2.9912619E+001, 2.6090656E+001, 6.5429670E-001, 4.8871225E-001, 3.3759728E+001, 4.1349639E+001, 4.8995361E+001, 5.7234406E+001
 2.5700202E+002, 3.8093105E-002, 4.6021302E-001, 5.0114324E-001, 2.8784735E+001, 2.8572781E+001, 6.8137839E-001, 4.9422243E-001, 3.2235959E+001, 3.9353973E+001, 4.5943615E+001, 5.2925601E+001
 2.5800148E+002, 3.7898513E-002, 7.7516131E-001, 5.9673710E-001, 2.9677641E+001, 2.6594333E+001, 5.6699118E-001, 4.7713027E-001, 3.3540111E+001, 4.1363391E+001, 4.9519947E+001, 5.8953202E+001
 2.5900132E+002, 3.7984641E-002, 5.3769875E-001, 5.8134439E-001, 3.1749507E+001, 2.6191180E+001, 6.3462170E-001, 4.6956461E-001, 3.5839476E+001, 4.4447101E+001, 5.3247957E+001, 6.3089052E+001
 2.6000201E+002, 3.6672165E-002, 5.7551015E-001, 6.2537433E-001, 3.0654492E+001, 2.7933720E+001, 6.1058677E-001, 4.4600917E-001, 3.4808365E+001, 4.3499876E+001, 5.2325317E+001, 6.0506783E+001
 2.6100046E+002, 3.7036638E-002, 6.5839086E-001, 4.0698264E-001, 3.1184935E+001, 3.0806768E+001, 5.6592734E-001, 4.5873841E-001, 3.5243730E+001, 4.4460583E+001, 5.4994873E+001, 6.7643316E+001
 2.6200003E+002, 3.7060209E-002, 6.0014395E-001, 4.5888522E-001, 3.1839481E+001, 3.0121293E+001, 5.8842289E-001, 4.7371311E-001, 3.5843530E+001, 4.4167982E+001, 5.2801206E+001, 6.1888742E+001
 2.6300020E+002, 3.4268165E-002, 5.9934149E-001, 5.0287031E-001, 2.8758397E+001, 2.9167193E+001, 5.9279052E-001, 4.9904976E-001, 3.2483759E+001, 4.0155902E+001, 4.7859238E+001, 5.5875553E+001
 2.6400031E+002, 3.3755628E-002, 6.4778051E-001, 6.9875126E-001, 2.9465916E+001, 3.0534770E+001, 5.8524451E-001, 4.5787270E-001, 3.3167856E+001, 4.0916397E+001, 4.8522502E+001, 5.6188364E+001
 2.6500117E+002, 3.1682204E-002, 6.2862254E-001, 5.8597746E-001, 2.8110132E+001, 2.8197559E+001, 5.8233539E-001, 4.8189131E-001, 3.1664093E+001, 3.9226758E+001, 4.7092439E+001, 5.3683717E+001
 2.6600176E+002, 2.9889283E-002, 6.8128062E-001, 5.5566291E-001, 2.8429815E+001, 2.6829850E+001, 5.6448644E-001, 4.6850866E-001, 3.2029304E+001, 3.9668584E+001, 4.8686969E+001, 5.6382683E+001
 2.6700254E+002, 2.8840734E-002, 6.3509262E-001, 6.4925075E-001, 2.7665033E+001, 3.0624402E+001, 5.8258107E-001, 4.4019357E-001, 3.0873281E+001, 3.7255590E+001, 4.3428063E+001, 4.9380729E+001
 2.6800196E+002, 2.7388686E-002, 7.9742385E-001, 7.0494118E-001, 2.5774621E+001, 2.7443783E+001, 5.3721420E-001, 4.4939911E-001, 2.8770890E+001, 3.4255311E+001, 3.9252504E+001, 4.4640570E+001
 2.6900020E+002, 2.5850879E-002, 9.9838923E-001, 4.6541374E-001, 2.4948228E+001, 2.4673316E+001, 4.9056027E-001, 5.1204916E-001, 2.7936365E+001, 3.3356492E+001, 3.8637785E+001, 4.3858495E+001
 2.7000052E+002, 2.5848805E-002, 6.1467253E-001, 7.5814108E-001, 2.5433694E+001, 3.0170139E+001, 5.7443445E-001, 4.1501893E-001, 2.8175555E+001, 3.3841423E+001, 3.8737582E+001, 4.3555924E+001
 2.7100080E+002, 2.3725955E-002, 8.8683291E-001, 6.2712663E-001, 2.6335292E+001, 2.9245486E+001, 5.1479240E-001, 4.3041281E-001, 2.9391007E+001, 3.4742022E+001, 3.9600200E+001, 4.3959620E+001
 2.7200063E+002, 2.3746805E-002, 7.9075715E-001, 5.9426131E-001, 2.5485609E+001, 2.7367679E+001, 5.3598375E-001, 4.4404807E-001, 2.8349495E+001, 3.3615863E+001, 3.8740116E+001, 4.3793697E+001
 2.7300130E+002, 2.5470510E-002, 7.8198394E-001, 7.1426965E-001, 2.5715921E+001, 2.7334145E+001, 5.2993056E-001, 4.2227086E-001, 2.8516855E+001, 3.3829496E+001, 3.9358107E+001, 4.5463245E+001
 2.7400169E+002, 2.5275871E-002, 1.2345896E+000, 6.5589575E-001, 2.6131279E+001, 3.0039028E+001, 4.3578203E-001, 3.7835801E-001, 2.8827768E+001, 3.3721726E+001, 3.8463549E+001, 4.2855774E+001
 2.7500127E+002, 2.5612077E-002, 9.2317247E-001, 4.4353384E-001, 2.6062328E+001, 3.0604359E+001, 5.0201565E-001, 3.8972987E-001, 2.8856705E+001, 3.3863631E+001, 3.8723482E+001, 4.3621066E+001
 2.7600077E+002, 2.5710200E-002, 1.2637794E+000, 6.8219436E-001, 2.7940770E+001, 3.0134657E+001, 4.2160898E-001, 3.9733426E-001, 3.0792958E+001, 3.6331784E+001, 4.1661668E+001, 4.6782156E+001
 2.7700020E+002, 2.5130772E-002, 1.1823659E+000, 1.1602997E+000, 2.8764883E+001, 3.0387659E+001, 4.1382557E-001, 3.1470282E-001, 3.1802321E+001, 3.7930374E+001, 4.3681490E+001, 4.8894329E+001
 2.7800219E+002, 2.5475225E-002, 1.3276621E+000, 8.2702623E-001, 2.8241716E+001, 3.0055975E+001, 3.5799867E-001, 2.6454583E-001, 3.0865251E+001, 3.6298757E+001, 4.1617080E+001, 4.6867586E+001
 2.7900176E+002, 2.4519569E-002, 1.6868290E+000, 6.6670234E-001, 2.8514134E+001, 3.0633212E+001, 2.7890561E-001, 2.4588374E-001, 3.1041475E+001, 3.6492452E+001, 4.1619271E+001, 4.6037677E+001
 2.8000197E+002, 2.4771827E-002, 1.8159887E+000, 8.6287805E-001, 3.0847559E+001, 3.4501425E+001, 2.5944154E-001, 2.4122297E-001, 3.3401179E+001, 3.8910258E+001, 4.4259142E+001, 4.9443312E+001
 2.8100211E+002, 2.4822715E-002, 1.3960549E+000, 5.0988973E-001, 3.2301863E+001, 3.5179459E+001, 2.7099717E-001, 1.7119571E-001, 3.5132301E+001, 4.0967485E+001, 4.6570340E+001, 5.1703106E+001
 2.8200198E+002, 2.3773361E-002, 1.2604868E+000, 2.8240680E+000, 3.1851712E+001, 3.9105919E+001, 2.3654478E-001, 1.2686675E-001, 3.4349319E+001, 3.9408115E+001, 4.4164546E+001, 4.8435243E+001
 2.8300215E+002, 2.2765903E-002, 1.4139981E+000, 1.1705252E+000, 3.6200024E+001, 3.5378407E+001, 2.0374631E-001, 1.1252093E-001, 3.9071607E+001, 4.5082532E+001, 5.0839492E+001, 5.6092330E+001
 2.8400267E+002, 2.2056330E-002, 1.1856480E+000, 4.7383311E+000, 3.6508169E+001, 4.4157563E+001, 1.5983662E-001, 5.7124664E-002, 3.9079306E+001, 4.4139567E+001, 4.9066941E+001, 5.3858026E+001
 2.8500254E+002, 2.1570999E-002, 7.9854191E-001, 2.8981473E+000, 3.8108056E+001, 4.6037733E+001, 1.4373674E-001, 9.3856836E-002, 4.0742656E+001, 4.5804678E+001, 5.0821973E+001, 5.5666192E+001
 2.8600069E+002, 2.0999178E-002, 1.0846299E+000, 4.3560394E+000, 4.0334685E+001, 4.3236464E+001, 1.2647111E-001, 4.9580252E-002, 4.3161971E+001, 4.8169521E+001, 5.2214467E+001, 5.5969739E+001
 2.8700002E+002, 1.9860198E-002, 1.0873826E+000, 2.8444404E+000, 4.1698027E+001, 4.5510375E+001, 1.2107371E-001, 8.4975972E-002, 4.4263655E+001, 4.8790561E+001, 5.2711448E+001, 5.6192570E+001
 2.8800182E+002, 1.9183902E-002, 1.0526698E+000, 1.9111436E+000, 4.7697923E+001, 4.2926826E+001, 1.0727305E-001, 1.0107403E-001, 5.2140285E+001, 6.1576640E+001, 7.2751253E+001, 8.2219097E+001
 2.8900257E+002, 1.8117162E-002, 1.0354834E+000, 3.2080481E+000, 4.7268548E+001, 4.6192104E+001, 9.8923239E-002, 7.8300991E-002, 5.1082516E+001, 5.9288546E+001, 6.5628128E+001, 7.0052492E+001
 2.9000106E+002, 1.7736272E-002, 1.0874310E+000, 1.6021869E+000, 4.7549773E+001, 4.2944417E+001, 9.0246331E-002, 1.0485847E-001, 5.1360789E+001, 5.8610146E+001, 6.5342226E+001, 6.9342769E+001
 2.9100205E+002, 1.6814099E-002, 1.3079973E+000, 4.7576516E+000, 4.7590529E+001, 4.7894739E+001, 9.1708098E-002, 6.3831581E-002, 5.0795558E+001, 5.6315940E+001, 6.1567669E+001, 6.7534832E+001
 2.9200041E+002, 1.6413438E-002, 1.3488751E+000, 5.2787766E+000, 4.7017693E+001, 4.6631911E+001, 9.3368374E-002, 5.7181034E-002, 4.9821491E+001, 5.4861662E+001, 6.1507503E+001, 6.7308498E+001
 2.9300061E+002, 1.5984032E-002, 1.0829755E+000, 4.1525287E+000, 4.7477757E+001, 4.8593854E+001, 8.9005048E-002, 2.7394863E-002, 5.0344320E+001, 5.5030480E+001, 5.9709702E+001, 6.5025005E+001
 2.9400254E+002, 1.5796983E-002, 1.4203405E+000, 5.7029846E+000, 5.4723368E+001, 4.5969080E+001, 8.9420485E-002, 4.9851993E-002, 5.8880358E+001, 6.3502441E+001, 6.7366392E+001, 6.8825208E+001
 2.9500233E+002, 1.5563092E-002, 2.3559968E+000, 5.8962389E+000, 5.8181543E+001, 5.3263498E+001, 7.5154304E-002, 3.6468199E-002, 6.2979648E+001, 7.0796980E+001, 7.8935795E+001, 8.0035710E+001
 2.9600057E+002, 1.5001480E-002, 1.9720291E+000, 4.7181909E+000, 5.0400897E+001, 4.5597353E+001, 7.5762163E-002, 4.8122108E-002, 5.2342710E+001, 5.4420039E+001, 5.7104874E+001, 6.0333219E+001
 2.9700231E+002, 1.4437126E-002, 2.0556690E+000, 6.0967960E+000, 5.7851360E+001, 5.2423233E+001, 6.8810845E-002, 5.1806554E-002, 6.2654498E+001, 6.9259275E+001, 7.1705945E+001, 7.3465452E+001
 2.9800143E+002, 1.4073897E-002, 4.9884559E+000, 4.8131479E+000, 6.7930205E+001, 4.9366818E+001, 3.9321045E-002, 3.9172878E-002, 7.3252394E+001, 7.8354317E+001, 7.8252643E+001, 7.8630208E+001
 2.9900185E+002, 1.3333520E-002, 1.8140376E+000, 4.9331323E+000, 5.6472874E+001, 5.0630730E+001, 6.0150915E-002, 4.3448220E-002, 5.9615960E+001, 6.3116849E+001, 6.7286570E+001, 7.0462790E+001
 3.0000108E+002, 1.3627016E-002, 1.9664890E+000, 3.3879809E+000, 5.7356147E+001, 4.7003153E+001, 6.9816906E-002, 5.1910265E-002, 6.0463344E+001, 6.3515030E+001, 6.6887478E+001, 7.1147076E+001
 3.0100156E+002, 1.3027380E-002, 2.6323881E+000, 3.6347397E+000, 6.2960657E+001, 4.7538105E+001, 5.0309222E-002, 4.5255708E-002, 6.6754279E+001, 6.8381739E+001, 7.0951528E+001, 7.3364863E+001
 3.0200100E+002, 1.2667676E-002, 4.3157186E+000, 3.3290895E+000, 7.8156851E+001, 4.8321698E+001, 3.1059153E-002, 7.1306682E-002, 8.4588949E+001, 8.6736451E+001, 8.2906151E+001, 7.9668323E+001
 3.0300059E+002, 1.2529309E-002, 3.4337628E+000, 4.7566446E+000, 6.9491753E+001, 5.0715978E+001, 3.1638233E-002, 4.1975615E-002, 7.5745549E+001, 7.7993298E+001, 7.5293889E+001, 7.3868524E+001
 3.0400017E+002, 1.1730645E-002, 2.9982611E+000, 5.1827926E+000, 6.1870499E+001, 4.7774295E+001, 4.0432953E-002, 5.4344919E-002, 6.3622174E+001, 6.0761479E+001, 5.9110725E+001, 5.9352172E+001
 3.0500180E+002, 1.1608686E-002, 4.5811906E+000, 2.8016562E+000, 8.1088888E+001, 4.7168492E+001, 1.5210462E-002, 5.8463683E-002, 8.9897259E+001, 7.9747798E+001, 7.6994156E+001, 7.7509202E+001
 3.0600044E+002, 1.1685494E-002, 4.1566106E+000, 4.2099076E+000, 7.2574382E+001, 4.7754076E+001, 2.1986183E-002, 4.2454796E-002, 7.6542810E+001, 6.8709362E+001, 6.4953738E+001, 6.3296390E+001
 3.0700194E+002, 1.0933043E-002, 3.9176588E+000, 5.7835969E+000, 6.5839248E+001, 4.8543605E+001, 4.3662367E-002, 3.7518208E-002, 6.8233034E+001, 6.7364824E+001, 6.8946722E+001, 7.0638006E+001
 3.0800168E+002, 1.0584549E-002, 3.3568403E+000, 6.0987355E+000, 7.7220819E+001, 4.7400810E+001, 2.2253477E-002, 3.7929557E-002, 8.5106125E+001, 8.4671771E+001, 7.9061715E+001, 7.4337004E+001
 3.0900114E+002, 1.0475926E-002, 6.8449326E+000, 5.5669250E+000, 8.7073195E+001, 5.0139700E+001, 1.7394174E-002, 2.8478217E-002, 8.8621332E+001, 8.0527910E+001, 7.8290415E+001, 7.4622861E+001
 3.1000337E+002, 1.0693204E-002, 4.8877282E+000, 3.8560119E+000, 8.3338728E+001, 4.8435929E+001, 8.9659329E-003, 1.5769081E-002, 8.9318512E+001, 7.8754902E+001, 7.0327310E+001, 6.7020316E+001
 3.1100188E+002, 1.0570149E-002, 5.9296021E+000, 7.1123126E+000, 7.8445053E+001, 5.9020304E+001, 1.7971958E-002, 2.7099084E-002, 8.0558972E+001, 7.1113176E+001, 6.8503216E+001, 6.8717119E+001
 3.1200177E+002, 1.0128358E-002, 4.2544769E+000, 6.4016914E+000, 8.9168890E+001, 5.6108013E+001, 1.6294687E-003, 1.9112211E-002, 9.6384743E+001, 8.9972776E+001, 8.0934555E+001, 7.5038831E+001
 3.1300189E+002, 9.5030250E-003, 5.0636302E+000, 3.8660094E+000, 9.1428455E+001, 5.1202699E+001, 3.4741161E-003, 2.5695184E-002, 9.6831847E+001, 8.9469328E+001, 8.1412751E+001, 7.4745815E+001
 3.1400201E+002, 9.6146521E-003, 5.4381479E+000, 3.9765812E+000, 9.0397593E+001, 5.0021452E+001, 6.8649523E-003, 2.9947229E-002, 9.6009680E+001, 8.3343167E+001, 7.5418926E+001, 6.9086285E+001
 3.1500075E+002, 9.3958202E-003, 4.9733588E+000, 5.9726837E+000, 8.1111280E+001, 5.0142598E+001, 1.1777084E-002, 3.0378561E-002, 8.3742279E+001, 7.5471893E+001, 6.9960261E+001, 6.6525737E+001
 3.1600099E+002, 8.7952331E-003, 4.0158863E+000, 6.3197676E+000, 8.3826092E+001, 5.2257169E+001, 2.4778117E-003, 2.1546061E-002, 9.0540967E+001, 8.2134284E+001, 7.3217857E+001, 6.7289385E+001
 3.1700327E+002, 8.8493880E-003, 3.8940090E+000, 6.3664126E+000, 7.3912523E+001, 5.3422705E+001, 7.7909028E-003, 2.5511004E-002, 7.6833159E+001, 7.0806513E+001, 6.4311412E+001, 5.8772443E+001
 3.1800376E+002, 8.9214248E-003, 3.7099835E+000, 6.6610514E+000, 8.2152558E+001, 5.3684232E+001, 7.7857552E-003, 2.8309811E-002, 8.7719895E+001, 8.0760861E+001, 6.9429772E+001, 6.1849289E+001
 3.1900242E+002, 8.0981107E-003, 3.7725670E+000, 5.0298931E+000, 7.5052448E+001, 4.6106082E+001, 8.3014794E-003, 1.4033540E-002, 7.8742109E+001, 7.3081287E+001, 6.4853147E+001, 5.8448713E+001
 3.2000039E+002, 7.9890742E-003, 3.8142291E+000, 6.2349555E+000, 6.8265210E+001, 4.9228100E+001, 1.9577809E-003, 1.2398556E-002, 6.9170197E+001, 6.0839871E+001, 5.5067418E+001, 4.9275280E+001
 3.2100074E+002, 7.5290608E-003, 3.8155035E+000, 7.0374868E+000, 6.9721895E+001, 5.1452013E+001, 2.7744595E-003, 2.2442053E-002, 7.2665442E+001, 6.4974129E+001, 5.6949609E+001, 5.0008621E+001
 3.2200336E+002, 7.6612104E-003, 2.2891652E+000, 6.8156012E+000, 6.4584926E+001, 5.2173893E+001, 6.8761251E-004, 3.1813407E-002, 6.4134126E+001, 5.6140422E+001, 5.0181388E+001, 4.4590650E+001
 3.2300258E+002, 7.2399910E-003, 1.5419050E+000, 6.8738837E+000, 5.8496705E+001, 5.2864527E+001, 3.8288310E-004, 1.7086418E-002, 5.9053480E+001, 5.5026551E+001, 5.0216664E+001, 4.5543096E+001
 3.2400057E+002, 7.4135990E-003, 1.7450530E+000, 6.4701104E+000, 5.5254540E+001, 4.9847439E+001, 2.3037911E-004, 2.2956731E-002, 5.4255635E+001, 4.8034898E+001, 4.2475614E+001, 3.7297939E+001
 3.2500042E+002, 7.0381226E-003, 8.2318148E-001, 5.6234992E+000, 4.3374032E+001, 4.6519872E+001, 1.0485607E-004, 1.5047650E-002, 4.1706839E+001, 3.5358877E+001, 2.9816745E+001, 2.4935330E+001
 3.2600386E+002, 6.7584626E-003, 2.2876923E+000, 4.4092779E+000, 5.1118124E+001, 4.5542487E+001, 5.6946342E-004, 1.7473451E-002, 5.0575631E+001, 4.5650648E+001, 3.9150388E+001, 3.3164066E+001
 3.2700278E+002, 6.1218876E-003, 4.5233428E-001, 4.7378096E+000, 3.7877023E+001, 4.9283598E+001, 1.2830097E-005, 8.6722012E-003, 3.5651860E+001, 3.0309789E+001, 2.6968206E+001, 2.4591079E+001
 3.2800139E+002, 6.3219590E-003, 1.0740626E+000, 5.0149169E+000, 3.8789268E+001, 4.2528707E+001, 6.1853540E-005, 8.1951092E-003, 3.6314512E+001, 2.9745494E+001, 2.4690560E+001, 2.0778109E+001
 3.2900153E+002, 5.7676963E-003, 4.2081109E-001, 5.4022317E+000, 3.0761269E+001, 4.0189789E+001, 1.2741637E-005, 5.5836592E-003, 2.8343491E+001, 2.3338261E+001, 1.9650024E+001, 1.6819091E+001
 3.3000394E+002, 6.0021767E-003, 2.9130661E-001, 4.9094753E+000, 3.5930525E+001, 4.1990198E+001, 1.9447535E-005, 5.5578199E-003, 3.3981656E+001, 2.8941882E+001, 2.4657761E+001, 2.0752498E+001
 3.3100108E+002, 5.8485509E-003, 7.1033430E-002, 5.4269520E+000, 3.1589960E+001, 4.9143217E+001, 3.3016347E-006, 6.7886376E-003, 2.9028767E+001, 2.3619757E+001, 1.9683098E+001, 1.6670892E+001
 3.3200347E+002, 5.2406911E-003,-5.1791597E-001, 3.1867260E+000, 2.6789968E+001, 3.4702569E+001, 2.0501362E-007, 3.1828881E-003, 2.4546164E+001, 2.0369265E+001, 1.7428955E+001, 1.5263044E+001
 3.3300300E+002, 5.2434753E-003,-2.0627537E-001, 5.0085166E+000, 2.4901535E+001, 4.1905058E+001, 6.8878986E-007, 6.5151929E-003, 2.2320108E+001, 1.7879549E+001, 1.4832122E+001, 1.2617686E+001
 3.3400326E+002, 5.2556617E-003, 1.8488017E-001, 6.8629972E+000, 2.3594803E+001, 5.4595911E+001, 1.0515672E-005, 7.9126311E-003, 2.0838712E+001, 1.6076887E+001, 1.2658257E+001, 1.0078759E+001
 3.3500441E+002, 5.2168484E-003, 2.1981107E-001, 4.1200674E+000, 2.8435917E+001, 3.5242221E+001, 7.0577805E-005, 3.6108239E-003, 2.5828791E+001, 2.1194280E+001, 1.8031429E+001, 1.5494440E+001
 3.3600380E+002, 4.8309769E-003, 4.3910592E-002, 3.5936374E+000, 1.9366464E+001, 3.4921158E+001, 2.9283831E-006, 6.9800899E-003, 1.6482586E+001, 1.2080381E+001, 9.3710627E+000, 7.3439454E+000
 3.3700096E+002, 4.7918573E-003,-1.1548678E-001, 4.4689133E+000, 2.1196572E+001, 3.8755889E+001, 1.3020500E-006, 5.9171690E-003, 1.8460084E+001, 1.3846874E+001, 1.0849228E+001, 8.7557250E+000
