s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-1.070E-15, 1.661E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.661E-03, 0.000E+00, 0.000E+00
 5.002E+00, 2.343E+03,-6.735E+02,-1.433E+03,-2.023E+01,-4.492E-01, 0.000E+00, 0.000E+00, 2.104E+02, 2.165E+02, 7.414E-02, 7.414E-02
 1.000E+01, 2.785E+03,-8.043E+02,-1.947E+03,-2.180E+01,-4.020E-01, 0.000E+00, 0.000E+00, 1.691E+01, 1.098E+01, 6.404E-02, 6.404E-02
 1.500E+01, 2.801E+03,-8.191E+02,-1.941E+03,-2.452E+01,-3.955E-01, 0.000E+00, 0.000E+00, 2.137E+01, 1.577E+01, 6.364E-02, 6.364E-02
 2.000E+01, 2.677E+03,-7.832E+02,-1.865E+03,-2.166E+01,-3.889E-01, 0.000E+00, 0.000E+00, 1.258E+01, 7.509E+00, 6.271E-02, 6.271E-02
 2.500E+01, 2.697E+03,-7.860E+02,-1.920E+03,-2.379E+01,-3.925E-01, 0.000E+00, 0.000E+00,-2.802E+01,-3.383E+01, 6.321E-02, 6.321E-02
 3.000E+01, 2.706E+03,-7.855E+02,-1.917E+03,-2.387E+01,-3.838E-01, 0.000E+00, 0.000E+00,-1.468E+01,-2.101E+01, 6.333E-02, 6.333E-02
 3.500E+01, 2.746E+03,-7.974E+02,-1.939E+03,-2.394E+01,-3.824E-01, 0.000E+00, 0.000E+00,-8.738E+00,-1.465E+01, 6.372E-02, 6.372E-02
 4.000E+01, 2.815E+03,-8.280E+02,-1.905E+03,-2.242E+01,-3.921E-01, 0.000E+00, 0.000E+00, 6.297E+01, 5.843E+01, 6.565E-02, 6.565E-02
 4.500E+01, 2.871E+03,-8.300E+02,-2.026E+03,-2.303E+01,-3.860E-01, 0.000E+00, 0.000E+00,-3.131E+00,-8.947E+00, 6.574E-02, 6.574E-02
 5.000E+01, 2.827E+03,-8.183E+02,-2.042E+03,-2.592E+01,-3.864E-01, 0.000E+00, 0.000E+00,-5.326E+01,-6.022E+01, 6.670E-02, 6.670E-02
 5.500E+01, 2.922E+03,-8.509E+02,-2.049E+03,-2.245E+01,-3.772E-01, 0.000E+00, 0.000E+00, 4.315E+00,-6.738E-01, 6.712E-02, 6.712E-02
 6.000E+01, 2.930E+03,-8.503E+02,-2.004E+03,-2.300E+01,-3.800E-01, 0.000E+00, 0.000E+00, 5.634E+01, 5.153E+01, 6.812E-02, 6.812E-02
 6.500E+01, 2.964E+03,-8.686E+02,-2.124E+03,-2.514E+01,-3.704E-01, 0.000E+00, 0.000E+00,-4.794E+01,-5.438E+01, 6.904E-02, 6.904E-02
 7.000E+01, 2.911E+03,-8.432E+02,-2.033E+03,-2.347E+01,-3.523E-01, 0.000E+00, 0.000E+00, 1.697E+01, 1.161E+01, 6.827E-02, 6.827E-02
 7.500E+01, 2.966E+03,-8.673E+02,-2.064E+03,-2.209E+01,-3.676E-01, 0.000E+00, 0.000E+00, 1.703E+01, 1.214E+01, 7.053E-02, 7.053E-02
 8.000E+01, 3.006E+03,-8.753E+02,-2.129E+03,-2.525E+01,-3.567E-01, 0.000E+00, 0.000E+00,-1.786E+01,-2.441E+01, 7.062E-02, 7.062E-02
 8.500E+01, 3.051E+03,-8.908E+02,-2.127E+03,-2.600E+01,-3.490E-01, 0.000E+00, 0.000E+00, 1.356E+01, 7.229E+00, 7.164E-02, 7.164E-02
 9.000E+01, 3.094E+03,-8.996E+02,-2.188E+03,-2.597E+01,-3.423E-01, 0.000E+00, 0.000E+00,-1.402E+01,-2.037E+01, 7.275E-02, 7.275E-02
 9.500E+01, 3.091E+03,-8.987E+02,-2.177E+03,-2.389E+01,-3.328E-01, 0.000E+00, 0.000E+00,-3.262E+00,-9.301E+00, 7.284E-02, 7.284E-02
 1.000E+02, 3.104E+03,-9.094E+02,-2.159E+03,-2.501E+01,-3.286E-01, 0.000E+00, 0.000E+00, 1.634E+01, 1.067E+01, 7.330E-02, 7.330E-02
 1.050E+02, 3.013E+03,-8.827E+02,-2.134E+03,-2.586E+01,-3.147E-01, 0.000E+00, 0.000E+00,-2.410E+01,-2.956E+01, 7.328E-02, 7.328E-02
 1.100E+02, 3.176E+03,-9.198E+02,-2.213E+03,-2.673E+01,-3.390E-01, 0.000E+00, 0.000E+00, 2.286E+01, 1.623E+01, 7.590E-02, 7.590E-02
 1.150E+02, 3.208E+03,-9.437E+02,-2.254E+03,-2.900E+01,-3.262E-01, 0.000E+00, 0.000E+00,-1.330E+01,-1.922E+01, 7.553E-02, 7.553E-02
 1.200E+02, 3.282E+03,-9.539E+02,-2.321E+03,-2.761E+01,-3.344E-01, 0.000E+00, 0.000E+00,-1.371E+01,-2.112E+01, 7.636E-02, 7.636E-02
 1.250E+02, 3.156E+03,-9.302E+02,-2.177E+03,-2.773E+01,-3.141E-01, 0.000E+00, 0.000E+00, 2.711E+01, 2.079E+01, 7.526E-02, 7.526E-02
 1.300E+02, 3.222E+03,-9.508E+02,-2.240E+03,-2.449E+01,-3.135E-01, 0.000E+00, 0.000E+00, 1.171E+01, 6.725E+00, 7.579E-02, 7.579E-02
 1.350E+02, 3.167E+03,-9.262E+02,-2.235E+03,-2.365E+01,-3.166E-01, 0.000E+00, 0.000E+00,-1.332E+01,-1.732E+01, 7.629E-02, 7.629E-02
 1.400E+02, 3.225E+03,-9.439E+02,-2.258E+03,-2.825E+01,-3.094E-01, 0.000E+00, 0.000E+00, 5.934E-01,-6.050E+00, 7.563E-02, 7.563E-02
 1.450E+02, 3.182E+03,-9.289E+02,-2.247E+03,-2.742E+01,-3.003E-01, 0.000E+00, 0.000E+00,-1.454E+01,-2.123E+01, 7.490E-02, 7.490E-02
 1.500E+02, 3.148E+03,-9.215E+02,-2.240E+03,-2.474E+01,-3.101E-01, 0.000E+00, 0.000E+00,-3.301E+01,-3.851E+01, 7.592E-02, 7.592E-02
 1.550E+02, 3.190E+03,-9.302E+02,-2.191E+03,-2.487E+01,-3.018E-01, 0.000E+00, 0.000E+00, 4.874E+01, 4.323E+01, 7.547E-02, 7.547E-02
 1.600E+02, 3.199E+03,-9.305E+02,-2.268E+03,-2.934E+01,-3.036E-01, 0.000E+00, 0.000E+00,-2.160E+01,-2.931E+01, 7.566E-02, 7.566E-02
 1.650E+02, 3.197E+03,-9.321E+02,-2.247E+03,-2.736E+01,-2.996E-01, 0.000E+00, 0.000E+00,-3.846E+00,-1.010E+01, 7.508E-02, 7.508E-02
 1.700E+02, 3.178E+03,-9.227E+02,-2.217E+03,-2.398E+01,-3.033E-01, 0.000E+00, 0.000E+00, 1.977E+01, 1.423E+01, 7.542E-02, 7.542E-02
 1.750E+02, 3.229E+03,-9.406E+02,-2.233E+03,-2.574E+01,-2.990E-01, 0.000E+00, 0.000E+00, 3.466E+01, 2.878E+01, 7.550E-02, 7.550E-02
 1.800E+02, 3.249E+03,-9.523E+02,-2.303E+03,-2.770E+01,-3.190E-01, 0.000E+00, 0.000E+00,-2.805E+01,-3.400E+01, 7.731E-02, 7.731E-02
 1.850E+02, 3.078E+03,-9.028E+02,-2.182E+03,-2.209E+01,-2.940E-01, 0.000E+00, 0.000E+00,-2.473E+01,-2.888E+01, 7.543E-02, 7.543E-02
 1.900E+02, 3.239E+03,-9.399E+02,-2.269E+03,-2.392E+01,-3.038E-01, 0.000E+00, 0.000E+00, 1.171E+01, 6.008E+00, 7.657E-02, 7.657E-02
 1.950E+02, 3.174E+03,-9.309E+02,-2.220E+03,-2.545E+01,-2.980E-01, 0.000E+00, 0.000E+00, 2.553E+00,-3.034E+00, 7.573E-02, 7.573E-02
 2.000E+02, 3.122E+03,-9.153E+02,-2.205E+03,-2.527E+01,-2.919E-01, 0.000E+00, 0.000E+00,-1.754E+01,-2.326E+01, 7.505E-02, 7.505E-02
 2.050E+02, 3.190E+03,-9.350E+02,-2.239E+03,-2.401E+01,-2.998E-01, 0.000E+00, 0.000E+00,-4.259E+00,-8.392E+00, 7.615E-02, 7.615E-02
 2.100E+02, 3.122E+03,-9.104E+02,-2.206E+03,-2.483E+01,-2.973E-01, 0.000E+00, 0.000E+00,-1.411E+01,-1.916E+01, 7.550E-02, 7.550E-02
 2.150E+02, 3.238E+03,-9.459E+02,-2.217E+03,-2.768E+01,-3.094E-01, 0.000E+00, 0.000E+00, 5.283E+01, 4.721E+01, 7.708E-02, 7.708E-02
 2.200E+02, 3.267E+03,-9.469E+02,-2.303E+03,-2.657E+01,-3.024E-01, 0.000E+00, 0.000E+00,-3.602E+00,-9.963E+00, 7.618E-02, 7.618E-02
 2.250E+02, 3.247E+03,-9.471E+02,-2.283E+03,-3.014E+01,-3.088E-01, 0.000E+00, 0.000E+00,-5.790E+00,-1.337E+01, 7.660E-02, 7.660E-02
 2.300E+02, 3.225E+03,-9.411E+02,-2.266E+03,-2.612E+01,-2.995E-01, 0.000E+00, 0.000E+00,-2.541E+00,-8.070E+00, 7.603E-02, 7.603E-02
 2.350E+02, 3.041E+03,-8.961E+02,-2.177E+03,-2.302E+01,-2.838E-01, 0.000E+00, 0.000E+00,-5.071E+01,-5.560E+01, 7.488E-02, 7.488E-02
 2.400E+02, 3.253E+03,-9.526E+02,-2.243E+03,-2.707E+01,-3.247E-01, 0.000E+00, 0.000E+00, 3.538E+01, 3.013E+01, 7.890E-02, 7.890E-02
 2.450E+02, 3.073E+03,-9.025E+02,-2.177E+03,-2.432E+01,-2.873E-01, 0.000E+00, 0.000E+00,-2.521E+01,-3.088E+01, 7.533E-02, 7.533E-02
