s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-7.9479925E-015, 1.3135477E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3135398E-009, 0.0000000E+000, 0.0000000E+000
 5.0526226E-001, 2.0049256E+002,-6.7589471E+001, 1.8261711E+000,-6.6455384E+000,-1.7271093E-002, 0.0000000E+000, 0.0000000E+000, 1.1598379E+002, 1.2806645E+002, 3.0990124E-002, 3.0990124E-002
 1.0115361E+000, 2.9310190E+002,-1.0701160E+002, 2.8129048E+000,-8.3641037E+000, 1.7381758E-002, 0.0000000E+000, 0.0000000E+000, 1.7091467E+002, 1.8055648E+002, 2.2868574E-002, 2.2868574E-002
 1.5010099E+000, 8.1331839E+002,-2.8445380E+002, 8.2792736E+000,-9.1962628E+000, 1.0616064E-001, 0.0000000E+000, 0.0000000E+000, 5.1893451E+002, 5.2805377E+002, 4.2996293E-002, 4.2996293E-002
 2.0032473E+000, 1.3991654E+003,-4.4834944E+002, 1.4817340E+001,-9.2375402E+000, 1.9668701E-001, 0.0000000E+000, 0.0000000E+000, 9.4677354E+002, 9.5659247E+002, 5.1030901E-002, 5.1030901E-002
 2.5017204E+000, 1.7799498E+003,-5.6558809E+002, 1.8069152E+001,-7.9849691E+000, 1.8012249E-001, 0.0000000E+000, 0.0000000E+000, 1.2254418E+003, 1.2246260E+003, 4.2323620E-002, 4.2323620E-002
 3.0004556E+000, 1.2457043E+003,-4.2767639E+002,-9.9200041E+002,-1.1791971E+001, 2.8981637E-001, 0.0000000E+000, 0.0000000E+000,-1.8144832E+002,-1.8547461E+002, 5.7629885E-002, 5.7629885E-002
 3.5020947E+000, 1.8664302E+003,-6.0312371E+002,-1.1239018E+003,-1.4394255E+001, 3.4894233E-001, 0.0000000E+000, 0.0000000E+000, 1.2273710E+002, 1.2535935E+002, 6.4438698E-002, 6.4438698E-002
 4.0022497E+000, 2.3260965E+003,-7.5002864E+002,-1.3038442E+003,-1.2514201E+001, 4.4562056E-001, 0.0000000E+000, 0.0000000E+000, 2.5101873E+002, 2.6015507E+002, 7.4847915E-002, 7.4847915E-002
 4.5016270E+000, 2.9479229E+003,-9.4587898E+002,-2.0513376E+003,-1.0768192E+001, 4.6621152E-001, 0.0000000E+000, 0.0000000E+000,-5.6799988E+001,-5.9595684E+001, 7.5243685E-002, 7.5243685E-002
 5.0025105E+000, 2.4096153E+003,-7.7980399E+002,-1.2303457E+003,-1.0814645E+001, 4.5445544E-001, 0.0000000E+000, 0.0000000E+000, 3.7678650E+002, 3.8910544E+002, 7.2395735E-002, 7.2395735E-002
 5.5005798E+000, 3.0064310E+003,-9.8491576E+002,-1.8407915E+003,-1.0586388E+001, 4.6325857E-001, 0.0000000E+000, 0.0000000E+000, 1.7585230E+002, 1.7060063E+002, 7.0239762E-002, 7.0239762E-002
 6.0019526E+000, 2.6870792E+003,-8.6747888E+002,-1.7891722E+003,-1.4476309E+001, 4.7749230E-001, 0.0000000E+000, 0.0000000E+000, 1.1075680E+001, 1.6429368E+001, 7.0613117E-002, 7.0613117E-002
 6.5001869E+000, 2.6280812E+003,-8.4114181E+002,-2.1117191E+003,-1.1572016E+001, 4.9809203E-001, 0.0000000E+000, 0.0000000E+000,-3.3412200E+002,-3.3585364E+002, 7.2528925E-002, 7.2528925E-002
 7.0001025E+000, 2.6999638E+003,-8.8767406E+002,-1.1972114E+003,-1.1056894E+001, 4.3601203E-001, 0.0000000E+000, 0.0000000E+000, 5.9919886E+002, 6.0445751E+002, 6.5362230E-002, 6.5362230E-002
 7.5001841E+000, 2.3294475E+003,-7.5249261E+002,-2.0272480E+003,-8.4550969E+000, 4.9692216E-001, 0.0000000E+000, 0.0000000E+000,-4.5993583E+002,-4.5825134E+002, 7.0598273E-002, 7.0598273E-002
 8.0015106E+000, 2.6338426E+003,-8.6020849E+002,-1.9591984E+003,-1.2444580E+001, 4.4636386E-001, 0.0000000E+000, 0.0000000E+000,-1.9691391E+002,-1.9756256E+002, 6.4173561E-002, 6.4173561E-002
 8.5001316E+000, 2.1501886E+003,-6.8825146E+002,-1.3813805E+003,-7.7979514E+000, 4.7836774E-001, 0.0000000E+000, 0.0000000E+000, 6.8248018E+001, 7.3236982E+001, 6.6624738E-002, 6.6624738E-002
 9.0010862E+000, 2.7389129E+003,-8.8595178E+002,-1.9518197E+003,-8.3558102E+000, 4.8913442E-001, 0.0000000E+000, 0.0000000E+000,-1.0241307E+002,-1.0672529E+002, 6.8890043E-002, 6.8890043E-002
 9.5015144E+000, 2.4010316E+003,-7.8339567E+002,-1.3788511E+003,-7.5568192E+000, 5.2189093E-001, 0.0000000E+000, 0.0000000E+000, 2.1990139E+002, 2.3174993E+002, 7.1616371E-002, 7.1616371E-002
 1.0001668E+001, 2.8771463E+003,-9.2835404E+002,-1.7851535E+003,-6.6767288E+000, 5.2822023E-001, 0.0000000E+000, 0.0000000E+000, 1.5525943E+002, 1.5749025E+002, 7.1982207E-002, 7.1982207E-002
 1.0500679E+001, 2.7915997E+003,-9.0365686E+002,-2.0318285E+003,-7.9812152E+000, 4.3905413E-001, 0.0000000E+000, 0.0000000E+000,-1.5104837E+002,-1.5142784E+002, 6.2801810E-002, 6.2801810E-002
 1.1000181E+001, 2.5769137E+003,-8.3873912E+002,-2.0936656E+003,-7.9793421E+000, 4.9791023E-001, 0.0000000E+000, 0.0000000E+000,-3.6473099E+002,-3.6297241E+002, 6.9654423E-002, 6.9654423E-002
 1.1501570E+001, 2.6692111E+003,-8.6249535E+002,-1.2703356E+003,-5.6476053E+000, 4.2272325E-001, 0.0000000E+000, 0.0000000E+000, 5.2422892E+002, 5.3115525E+002, 6.2430403E-002, 6.2430403E-002
 1.2001473E+001, 2.6267854E+003,-8.5623092E+002,-1.7387536E+003,-5.7415442E+000, 4.6804066E-001, 0.0000000E+000, 0.0000000E+000, 2.2048112E+001, 2.6527323E+001, 6.6652307E-002, 6.6652307E-002
