s,C,C
Time,"Air Temp","NRC_1"
 0.0000000E+000, 3.0000000E+001, 3.0000000E+001
 1.0200000E+001, 4.0514824E+001, 3.0001120E+001
 2.0064000E+001, 6.0314015E+001, 3.0029094E+001
 3.0038320E+001, 8.0099314E+001, 3.0158297E+001
 4.0033381E+001, 9.9977150E+001, 3.0459893E+001
 5.0025946E+001, 1.1995571E+002, 3.0983762E+001
 6.0006586E+001, 1.3983168E+002, 3.1770476E+001
 7.0058336E+001, 1.5981600E+002, 3.2835054E+001
 8.0052764E+001, 1.7981188E+002, 3.4214110E+001
 9.0051271E+001, 1.9973776E+002, 3.5931386E+001
 1.0004236E+002, 2.1969288E+002, 3.8016446E+001
 1.1006425E+002, 2.3210533E+002, 4.0510546E+001
 1.2004110E+002, 2.3723952E+002, 4.3346701E+001
 1.3002493E+002, 2.4236046E+002, 4.6344817E+001
 1.4002488E+002, 2.4748537E+002, 4.9381356E+001
 1.5004420E+002, 2.5261597E+002, 5.2442483E+001
 1.6000053E+002, 2.5774090E+002, 5.5528458E+001
 1.7000596E+002, 2.6286180E+002, 5.8630060E+001
 1.8000830E+002, 2.6799482E+002, 6.1774110E+001
 1.9003841E+002, 2.7313361E+002, 6.4977979E+001
 2.0002720E+002, 2.7826342E+002, 6.8224510E+001
 2.1001908E+002, 2.8684053E+002, 7.1528869E+001
 2.2003783E+002, 2.9882354E+002, 7.4952235E+001
 2.3001685E+002, 3.1078680E+002, 7.8630095E+001
 2.4000267E+002, 3.2273494E+002, 8.2649152E+001
 2.5003238E+002, 3.3471798E+002, 8.7055068E+001
 2.6002262E+002, 3.4669849E+002, 9.1827970E+001
 2.7003953E+002, 3.5866794E+002, 9.6961257E+001
 2.8002065E+002, 3.7064179E+002, 1.0246702E+002
 2.9004312E+002, 3.8261449E+002, 1.0836462E+002
 3.0003925E+002, 3.9458991E+002, 1.1464895E+002
 3.1002989E+002, 4.0252006E+002, 1.2132228E+002
 3.2003753E+002, 4.0650689E+002, 1.2827850E+002
 3.3001946E+002, 4.1049639E+002, 1.3528735E+002
 3.4001090E+002, 4.1448085E+002, 1.4223980E+002
 3.5004161E+002, 4.1847374E+002, 1.4913838E+002
 3.6003215E+002, 4.2247135E+002, 1.5599184E+002
 3.7002495E+002, 4.2645609E+002, 1.6277505E+002
 3.8000414E+002, 4.3043998E+002, 1.6949797E+002
 3.9003041E+002, 4.3443084E+002, 1.7619298E+002
 4.0002991E+002, 4.3842397E+002, 1.8284971E+002
 4.1000211E+002, 4.4154840E+002, 1.8946616E+002
 4.2002761E+002, 4.4382849E+002, 1.9604722E+002
 4.3002733E+002, 4.4611064E+002, 2.0250421E+002
 4.4003941E+002, 4.4839260E+002, 2.0884214E+002
 4.5000486E+002, 4.5067016E+002, 2.1510175E+002
 4.6000165E+002, 4.5294488E+002, 2.2122579E+002
 4.7001081E+002, 4.5522584E+002, 2.2720447E+002
 4.8003617E+002, 4.5751023E+002, 2.3311745E+002
 4.9000889E+002, 4.5978971E+002, 2.3893188E+002
 5.0000215E+002, 4.6206545E+002, 2.4467572E+002
 5.1002365E+002, 4.6492087E+002, 2.5039798E+002
 5.2002003E+002, 4.6834329E+002, 2.5609513E+002
 5.3001807E+002, 4.7176385E+002, 2.6171412E+002
 5.4002682E+002, 4.7518391E+002, 2.6731758E+002
 5.5004150E+002, 4.7860584E+002, 2.7293280E+002
 5.6002201E+002, 4.8202784E+002, 2.7855608E+002
 5.7002312E+002, 4.8544376E+002, 2.8418708E+002
 5.8001220E+002, 4.8886178E+002, 2.8977403E+002
 5.9001421E+002, 4.9228111E+002, 2.9536010E+002
 6.0000632E+002, 4.9570051E+002, 3.0095118E+002
 6.1003265E+002, 4.9912281E+002, 3.0654763E+002
 6.2000227E+002, 5.0254184E+002, 3.1208595E+002
 6.3000895E+002, 5.0595876E+002, 3.1756513E+002
 6.4001532E+002, 5.0938083E+002, 3.2312666E+002
 6.5001391E+002, 5.1280126E+002, 3.2867154E+002
 6.6001358E+002, 5.1622070E+002, 3.3420436E+002
 6.7000501E+002, 5.1964001E+002, 3.3969425E+002
 6.8000743E+002, 5.2305864E+002, 3.4516930E+002
 6.9002336E+002, 5.2647993E+002, 3.5054333E+002
 7.0001218E+002, 5.2990236E+002, 3.5584868E+002
 7.1003205E+002, 5.3418619E+002, 3.6109279E+002
 7.2002236E+002, 5.3931733E+002, 3.6640018E+002
 7.3002932E+002, 5.4444772E+002, 3.7192661E+002
 7.4001049E+002, 5.4957329E+002, 3.7754379E+002
 7.5003709E+002, 5.5470630E+002, 3.8322757E+002
 7.6001685E+002, 5.5983825E+002, 3.8894368E+002
