Time, Height, T_lower, T_upper
0.000000, 4.734375, 30.000000, 30.000000
10.065244, 0.471984, 30.057957, 30.064035
20.054223, 2.879229, 30.084469, 30.168746
30.058613, 3.284342, 30.081776, 30.417576
40.010792, 3.630513, 30.191544, 33.394024
50.010737, 3.338550, 30.509621, 38.874498
60.005470, 2.892415, 31.107198, 47.187656
70.003663, 2.234493, 31.780674, 54.098449
80.003184, 1.890969, 33.262537, 66.069335
90.007816, 1.698804, 35.750532, 80.933635
100.002770, 1.452756, 36.598436, 95.834929
110.002850, 1.163285, 38.089223, 106.975200
120.003500, 1.011420, 39.108407, 118.417336
130.009310, 0.882520, 40.646135, 126.757754
140.009120, 0.760864, 42.540505, 133.007012
150.000390, 0.709215, 43.323548, 141.620440
160.008580, 0.619042, 45.419853, 145.536692
170.000950, 0.581329, 46.047633, 150.825997
180.001320, 0.520285, 46.885763, 153.588230
190.007000, 0.485143, 48.115660, 156.378545
200.008980, 0.464593, 49.619772, 161.128795
210.010740, 0.452951, 50.910222, 162.851265
220.008090, 0.446234, 52.063920, 164.339467
230.009070, 0.441689, 54.431169, 164.344537
240.007060, 0.449578, 57.371383, 164.395598
250.008420, 0.446672, 58.196762, 163.468169
260.000570, 0.448703, 60.933308, 167.157186
270.009600, 0.463579, 62.613891, 170.000677
280.004510, 0.455381, 63.512724, 175.619267
290.006190, 0.456957, 65.935773, 181.868349
300.006940, 0.459381, 68.105708, 188.744104
310.005340, 0.497647, 70.627286, 198.210230
320.010110, 0.470214, 73.189917, 205.074983
330.007290, 0.497297, 74.015607, 214.282319
340.004560, 0.484688, 76.594877, 221.134936
350.002220, 0.487958, 79.987366, 226.375394
360.011030, 0.504875, 81.892793, 228.165384
370.001990, 0.536866, 90.914752, 223.202550
380.011580, 0.545892, 94.080200, 213.038106
390.015390, 0.442089, 85.339289, 196.430947
400.011640, 0.370733, 81.312376, 183.201187
410.002290, 0.314448, 88.165269, 175.402487
420.014940, 0.307969, 99.813806, 168.947429
