s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
 1.9700070E+003, 7.3136461E+001,-4.0626625E+001,-5.4092839E+000,-3.1325373E+001,-2.1713868E-001,-5.6601271E-001, 0.0000000E+000, 0.0000000E+000,-5.2977876E+000,-5.0079720E+000, 1.7196181E-003, 1.7196181E-003, 7.6302555E+001
 1.9800132E+003, 6.1713725E+001,-3.8541382E+001,-5.0330385E+000,-2.9931167E+001,-1.8809086E-001,-7.9993847E-001, 0.0000000E+000, 0.0000000E+000,-1.2882706E+001,-1.2779892E+001, 1.4335105E-003, 1.4335105E-003, 9.9453232E+000
 1.9900203E+003, 4.8554885E+001,-3.6207864E+001,-4.5174197E+000,-2.7363008E+001,-1.5636451E-001,-7.0278670E-001, 0.0000000E+000, 0.0000000E+000,-2.0396573E+001,-2.0392558E+001, 1.1471146E-003, 1.1471146E-003,-4.9108517E+001
 2.0000094E+003, 3.6250725E+001,-3.3061179E+001,-4.0206970E+000,-2.4855049E+001,-1.2329179E-001,-8.4650214E-001, 0.0000000E+000, 0.0000000E+000,-2.6618079E+001,-2.6655993E+001, 8.6105831E-004, 8.6105831E-004,-1.1954685E+002
 2.0100155E+003, 2.3767336E+001,-2.9397766E+001,-3.5549689E+000,-2.2428451E+001,-8.5971508E-002,-9.4840641E-001, 0.0000000E+000, 0.0000000E+000,-3.2638813E+001,-3.2648227E+001, 5.7492975E-004, 5.7492975E-004,-1.9910927E+002
 2.0200045E+003, 1.2541928E+001,-2.5522535E+001,-3.0364134E+000,-1.9931851E+001,-4.7290250E-002,-7.8811852E-001, 0.0000000E+000, 0.0000000E+000,-3.6769041E+001,-3.6784281E+001, 2.8942221E-004, 2.8942221E-004,-2.6494632E+002
 2.0300150E+003, 6.9192226E+000,-2.2124108E+001,-2.6772355E+000,-1.7447137E+001,-2.9859666E-002, 2.7296278E-001, 0.0000000E+000, 0.0000000E+000,-3.5096896E+001,-3.5086154E+001, 1.6666667E-004, 1.6666667E-004,-2.4218287E+002
 2.0400366E+003, 7.0343064E+000,-1.9760895E+001,-2.7396707E+000,-1.5481563E+001,-2.9316381E-002, 6.4128764E-001, 0.0000000E+000, 0.0000000E+000,-3.0346607E+001,-3.0335851E+001, 1.6666667E-004, 1.6666667E-004,-1.8846095E+002
 2.0500330E+003, 6.9818064E+000,-1.7716290E+001,-2.7920598E+000,-1.4001419E+001,-2.8789557E-002, 5.3591441E-001, 0.0000000E+000, 0.0000000E+000,-2.7032141E+001,-2.7020837E+001, 1.6666667E-004, 1.6666667E-004,-1.4367243E+002
 2.0600278E+003, 7.0257018E+000,-1.6082808E+001,-2.8094866E+000,-1.2688437E+001,-2.8292924E-002, 4.3074863E-001, 0.0000000E+000, 0.0000000E+000,-2.4168056E+001,-2.4152575E+001, 1.6666667E-004, 1.6666667E-004,-1.0775792E+002
 2.0700369E+003, 7.0361148E+000,-1.4656836E+001,-2.8196403E+000,-1.1516873E+001,-2.7725788E-002, 3.6694750E-001, 0.0000000E+000, 0.0000000E+000,-2.1629892E+001,-2.1618012E+001, 1.6666667E-004, 1.6666667E-004,-7.7080213E+001
 2.0800115E+003, 7.0998150E+000,-1.3472784E+001,-2.8108443E+000,-1.0561737E+001,-2.7207099E-002, 2.9456062E-001, 0.0000000E+000, 0.0000000E+000,-1.9482367E+001,-1.9478196E+001, 1.6666667E-004, 1.6666667E-004,-5.2458845E+001
 2.0900339E+003, 7.1227792E+000,-1.2510132E+001,-2.7632858E+000,-9.7252994E+000,-2.6762568E-002, 2.2408351E-001, 0.0000000E+000, 0.0000000E+000,-1.7685819E+001,-1.7678618E+001, 1.6666667E-004, 1.6666667E-004,-3.3690066E+001
 2.1000168E+003, 7.0776707E+000,-1.1543852E+001,-2.7373596E+000,-8.8987636E+000,-2.6321967E-002, 2.0174675E-001, 0.0000000E+000, 0.0000000E+000,-1.5933504E+001,-1.5926880E+001, 1.6666667E-004, 1.6666667E-004,-1.6860107E+001
 2.1100203E+003, 7.0530323E+000,-1.0768884E+001,-2.7011223E+000,-8.2105609E+000,-2.5835333E-002, 1.5026376E-001, 0.0000000E+000, 0.0000000E+000,-1.4508172E+001,-1.4503106E+001, 1.6666667E-004, 1.6666667E-004,-4.2879650E+000
 2.1200129E+003, 7.0177518E+000,-1.0090813E+001,-2.6783093E+000,-7.7453101E+000,-2.5183743E-002, 6.6755070E-002, 0.0000000E+000, 0.0000000E+000,-1.3463617E+001,-1.3455109E+001, 1.6666667E-004, 1.6666667E-004, 1.2831046E+000
 2.1300083E+003, 7.0427761E+000,-9.4873680E+000,-2.6313369E+000,-7.2927356E+000,-2.4997647E-002, 8.0477710E-002, 0.0000000E+000, 0.0000000E+000,-1.2341662E+001,-1.2313184E+001, 1.6666667E-004, 1.6666667E-004, 8.0115670E+000
 2.1400347E+003, 7.0690474E+000,-8.9781227E+000,-2.5994127E+000,-6.8863231E+000,-2.4924623E-002, 1.0798705E-001, 0.0000000E+000, 0.0000000E+000,-1.1353061E+001,-1.1311749E+001, 1.6666667E-004, 1.6666667E-004, 1.7058950E+001
 2.1500317E+003, 7.0140627E+000,-8.5184712E+000,-2.5619488E+000,-6.4893222E+000,-2.4886262E-002, 7.8619083E-002, 0.0000000E+000, 0.0000000E+000,-1.0549722E+001,-1.0501947E+001, 1.6666667E-004, 1.6666667E-004, 2.3632137E+001
 2.1600391E+003, 7.0558109E+000,-8.0958311E+000,-2.5530656E+000,-6.0996223E+000,-2.4935538E-002, 8.8670297E-002, 0.0000000E+000, 0.0000000E+000,-9.6822520E+000,-9.6289734E+000, 1.6666667E-004, 1.6666667E-004, 3.1057444E+001
 2.1700352E+003, 7.0103445E+000,-7.7136319E+000,-2.5200172E+000,-5.7694541E+000,-2.4955451E-002, 7.2337869E-002, 0.0000000E+000, 0.0000000E+000,-9.0034458E+000,-8.9453764E+000, 1.6666667E-004, 1.6666667E-004, 3.7090288E+001
 2.1800222E+003, 7.0079059E+000,-7.3782303E+000,-2.4818566E+000,-5.4992422E+000,-2.4961900E-002, 6.9974233E-002, 0.0000000E+000, 0.0000000E+000,-8.3664555E+000,-8.3064109E+000, 1.6666667E-004, 1.6666667E-004, 4.2924434E+001
 2.1900188E+003, 7.0130499E+000,-7.0795343E+000,-2.4448331E+000,-5.2560916E+000,-2.4908859E-002, 5.8386448E-002, 0.0000000E+000, 0.0000000E+000,-7.7928838E+000,-7.7339315E+000, 1.6666667E-004, 1.6666667E-004, 4.7831120E+001
 2.2000356E+003, 7.0147930E+000,-6.8138576E+000,-2.4280202E+000,-4.9625486E+000,-2.4942845E-002, 5.8029384E-002, 0.0000000E+000, 0.0000000E+000,-7.2199979E+000,-7.1565468E+000, 1.6666667E-004, 1.6666667E-004, 5.2669794E+001
 2.2100105E+003, 7.0843976E+000,-6.5752007E+000,-2.3926416E+000,-4.7681794E+000,-2.4885293E-002, 6.0227262E-002, 0.0000000E+000, 0.0000000E+000,-6.6802646E+000,-6.6162822E+000, 1.6666667E-004, 1.6666667E-004, 5.7676684E+001
 2.2200327E+003, 7.0206362E+000,-6.3449188E+000,-2.3751990E+000,-4.5848448E+000,-2.4886808E-002, 3.4717366E-002, 0.0000000E+000, 0.0000000E+000,-6.3367435E+000,-6.2744959E+000, 1.6666667E-004, 1.6666667E-004, 6.0592891E+001
 2.2300176E+003, 7.0104285E+000,-6.1390394E+000,-2.3359157E+000,-4.3717581E+000,-2.4923811E-002, 4.3820142E-002, 0.0000000E+000, 0.0000000E+000,-5.8808316E+000,-5.8173883E+000, 1.6666667E-004, 1.6666667E-004, 6.4237732E+001
 2.2400337E+003, 7.0104504E+000,-5.9594063E+000,-2.3204682E+000,-4.1646536E+000,-2.4964610E-002, 3.7710027E-002, 0.0000000E+000, 0.0000000E+000,-5.4830620E+000,-5.4213323E+000, 1.6666667E-004, 1.6666667E-004, 6.7401465E+001
 2.2500276E+003, 7.0168816E+000,-5.8141411E+000,-2.2869179E+000,-4.0537674E+000,-2.4922482E-002, 3.4700835E-002, 0.0000000E+000, 0.0000000E+000,-5.1898459E+000,-5.1281664E+000, 1.6666667E-004, 1.6666667E-004, 7.0299879E+001
 2.2600254E+003, 7.0060333E+000,-5.6644156E+000,-2.2829429E+000,-3.9242315E+000,-2.4937652E-002, 2.3430953E-002, 0.0000000E+000, 0.0000000E+000,-4.9272561E+000,-4.8670634E+000, 1.6666667E-004, 1.6666667E-004, 7.2271874E+001
 2.2700024E+003, 7.0007775E+000,-5.5356523E+000,-2.2537111E+000,-3.8165441E+000,-2.4882775E-002, 2.5632041E-002, 0.0000000E+000, 0.0000000E+000,-4.6655615E+000,-4.6043807E+000, 1.6666667E-004, 1.6666667E-004, 7.4400217E+001
 2.2800342E+003, 7.0048689E+000,-5.4206275E+000,-2.2332107E+000,-3.7407106E+000,-2.4887749E-002, 2.3120951E-002, 0.0000000E+000, 0.0000000E+000,-4.4516505E+000,-4.3914467E+000, 1.6666667E-004, 1.6666667E-004, 7.6339005E+001
 2.2900098E+003, 7.0095919E+000,-5.2970444E+000,-2.2080687E+000,-3.6076026E+000,-2.4873977E-002, 2.8060278E-002, 0.0000000E+000, 0.0000000E+000,-4.1597854E+000,-4.0999374E+000, 1.6666667E-004, 1.6666667E-004, 7.8672350E+001
 2.3000210E+003, 7.0092251E+000,-5.1999640E+000,-2.1824717E+000,-3.4698732E+000,-2.4864990E-002, 2.3226948E-002, 0.0000000E+000, 0.0000000E+000,-3.9025993E+000,-3.8447218E+000, 1.6666667E-004, 1.6666667E-004, 8.0631090E+001
 2.3100005E+003, 7.0079157E+000,-5.0909380E+000,-2.1606211E+000,-3.3962137E+000,-2.4891559E-002, 2.2571081E-002, 0.0000000E+000, 0.0000000E+000,-3.7020033E+000,-3.6421776E+000, 1.6666667E-004, 1.6666667E-004, 8.2495976E+001
 2.3200090E+003, 7.0084055E+000,-5.0133919E+000,-2.1385098E+000,-3.3378840E+000,-2.4943055E-002, 1.0169535E-002, 0.0000000E+000, 0.0000000E+000,-3.5534501E+000,-3.4961538E+000, 1.6666667E-004, 1.6666667E-004, 8.3352715E+001
 2.3300249E+003, 7.0054214E+000,-4.9406637E+000,-2.1340995E+000,-3.2979583E+000,-2.4915865E-002, 1.3360830E-002, 0.0000000E+000, 0.0000000E+000,-3.4353415E+000,-3.3788552E+000, 1.6666667E-004, 1.6666667E-004, 8.4480576E+001
 2.3400168E+003, 7.0001177E+000,-4.8681403E+000,-2.1315439E+000,-3.1999301E+000,-2.4895987E-002, 1.5767481E-002, 0.0000000E+000, 0.0000000E+000,-3.2659560E+000,-3.2086251E+000, 1.6666667E-004, 1.6666667E-004, 8.5787307E+001
 2.3500132E+003, 7.0031050E+000,-4.7952675E+000,-2.1198496E+000,-3.1563429E+000,-2.4902579E-002, 1.3675254E-002, 0.0000000E+000, 0.0000000E+000,-3.1353586E+000,-3.0795823E+000, 1.6666667E-004, 1.6666667E-004, 8.6931495E+001
 2.3600320E+003, 7.0011757E+000,-4.7253974E+000,-2.0828396E+000,-3.1013906E+000,-2.4892942E-002, 1.5464359E-002, 0.0000000E+000, 0.0000000E+000,-2.9740526E+000,-2.9178805E+000, 1.6666667E-004, 1.6666667E-004, 8.8222009E+001
 2.3700312E+003, 7.0074358E+000,-4.6617583E+000,-2.0878919E+000,-3.0591025E+000,-2.4904546E-002, 1.0646322E-002, 0.0000000E+000, 0.0000000E+000,-2.8712683E+000,-2.8155751E+000, 1.6666667E-004, 1.6666667E-004, 8.9107797E+001
 2.3800212E+003, 7.0041206E+000,-4.6068676E+000,-2.0772695E+000,-2.9419152E+000,-2.4841194E-002, 1.5831329E-002, 0.0000000E+000, 0.0000000E+000,-2.6860258E+000,-2.6309415E+000, 1.6666667E-004, 1.6666667E-004, 9.0425656E+001
 2.3900212E+003, 7.0199863E+000,-4.5634413E+000,-2.0509959E+000,-2.8833584E+000,-2.4868447E-002, 1.2875467E-002, 0.0000000E+000, 0.0000000E+000,-2.5431279E+000,-2.4898024E+000, 1.6666667E-004, 1.6666667E-004, 9.1511610E+001
 2.4000022E+003, 7.0045072E+000,-4.5147791E+000,-2.0241551E+000,-2.8221896E+000,-2.4848902E-002, 9.9273763E-003, 0.0000000E+000, 0.0000000E+000,-2.4251328E+000,-2.3715382E+000, 1.6666667E-004, 1.6666667E-004, 9.2338223E+001
 2.4100371E+003, 7.0102479E+000,-4.4798443E+000,-2.0096533E+000,-2.8950764E+000,-2.4859046E-002,-2.5044015E-003, 0.0000000E+000, 0.0000000E+000,-2.4545586E+000,-2.4016895E+000, 1.6666667E-004, 1.6666667E-004, 9.2129210E+001
 2.4200161E+003, 7.0068679E+000,-4.4309226E+000,-1.9818118E+000,-2.8021746E+000,-2.4856777E-002, 1.5657239E-002, 0.0000000E+000, 0.0000000E+000,-2.2700962E+000,-2.2172407E+000, 1.6666667E-004, 1.6666667E-004, 9.3433769E+001
 2.4300103E+003, 6.9970892E+000,-4.3958345E+000,-1.9896841E+000,-2.8106904E+000,-2.4869147E-002, 5.4362773E-003, 0.0000000E+000, 0.0000000E+000,-2.2708949E+000,-2.2185527E+000, 1.6666667E-004, 1.6666667E-004, 9.3887548E+001
 2.4400320E+003, 7.0066926E+000,-4.3669122E+000,-1.9824758E+000,-2.7277642E+000,-2.4855660E-002, 5.9777749E-003, 0.0000000E+000, 0.0000000E+000,-2.1407216E+000,-2.0893375E+000, 1.6666667E-004, 1.6666667E-004, 9.4390179E+001
 2.4500344E+003, 7.0047217E+000,-4.3372424E+000,-1.9608960E+000,-2.7428053E+000,-2.4812903E-002, 8.2902805E-003, 0.0000000E+000, 0.0000000E+000,-2.1047690E+000,-2.0527447E+000, 1.6666667E-004, 1.6666667E-004, 9.5075195E+001
 2.4600220E+003, 7.0071795E+000,-4.2999678E+000,-1.9310486E+000,-2.7105245E+000,-2.4816473E-002, 4.1902950E-003, 0.0000000E+000, 0.0000000E+000,-2.0055260E+000,-1.9549875E+000, 1.6666667E-004, 1.6666667E-004, 9.5431234E+001
 2.4700173E+003, 7.0057690E+000,-4.2729846E+000,-1.9325401E+000,-2.6849701E+000,-2.4817884E-002, 7.2009430E-003, 0.0000000E+000, 0.0000000E+000,-1.9532750E+000,-1.9023428E+000, 1.6666667E-004, 1.6666667E-004, 9.6030255E+001
 2.4800032E+003, 7.0051981E+000,-4.2431570E+000,-1.9276265E+000,-2.6315357E+000,-2.4826885E-002, 8.8957383E-003, 0.0000000E+000, 0.0000000E+000,-1.8634760E+000,-1.8130522E+000, 1.6666667E-004, 1.6666667E-004, 9.6773927E+001
 2.4900264E+003, 7.0086170E+000,-4.2260380E+000,-1.9262842E+000,-2.5964595E+000,-2.4835610E-002, 3.8110722E-003, 0.0000000E+000, 0.0000000E+000,-1.8108083E+000,-1.7611892E+000, 1.6666667E-004, 1.6666667E-004, 9.7095297E+001
 2.5000234E+003, 7.0030723E+000,-4.1970531E+000,-1.9129776E+000,-2.6042920E+000,-2.4805250E-002, 3.6069422E-003, 0.0000000E+000, 0.0000000E+000,-1.7821398E+000,-1.7324488E+000, 1.6666667E-004, 1.6666667E-004, 9.7392712E+001
 2.5100042E+003, 7.0079531E+000,-4.1645301E+000,-1.8889809E+000,-2.5568441E+000,-2.4877122E-002, 8.2070292E-003, 0.0000000E+000, 0.0000000E+000,-1.6680344E+000,-1.6190721E+000, 1.6666667E-004, 1.6666667E-004, 9.8081251E+001
 2.5200144E+003, 6.9998346E+000,-4.1495466E+000,-1.8930213E+000,-2.5752530E+000,-2.4860590E-002, 3.3949771E-004, 0.0000000E+000, 0.0000000E+000,-1.6916805E+000,-1.6425075E+000, 1.6666667E-004, 1.6666667E-004, 9.8109121E+001
 2.5300229E+003, 7.0020547E+000,-4.1276223E+000,-1.8821636E+000,-2.5098181E+000,-2.4825569E-002, 7.1521025E-003, 0.0000000E+000, 0.0000000E+000,-1.5835956E+000,-1.5352228E+000, 1.6666667E-004, 1.6666667E-004, 9.8709781E+001
 2.5400295E+003, 7.0042402E+000,-4.1117056E+000,-1.8786446E+000,-2.5466226E+000,-2.4817875E-002, 1.0949372E-003, 0.0000000E+000, 0.0000000E+000,-1.6046974E+000,-1.5564556E+000, 1.6666667E-004, 1.6666667E-004, 9.8799383E+001
 2.5500024E+003, 7.0040101E+000,-4.0907315E+000,-1.8582396E+000,-2.4895689E+000,-2.4813677E-002, 4.2076826E-003, 0.0000000E+000, 0.0000000E+000,-1.5027116E+000,-1.4551359E+000, 1.6666667E-004, 1.6666667E-004, 9.9154594E+001
 2.5600234E+003, 7.0065462E+000,-4.0813229E+000,-1.8595704E+000,-2.5126236E+000,-2.4800370E-002, 1.5927362E-003, 0.0000000E+000, 0.0000000E+000,-1.5183223E+000,-1.4701783E+000, 1.6666667E-004, 1.6666667E-004, 9.9282083E+001
 2.5700103E+003, 7.0002794E+000,-4.0593252E+000,-1.8444431E+000,-2.4878247E+000,-2.4828934E-002, 4.7905216E-003, 0.0000000E+000, 0.0000000E+000,-1.4587580E+000,-1.4113520E+000, 1.6666667E-004, 1.6666667E-004, 9.9680840E+001
 2.5800249E+003, 7.0095684E+000,-4.0445212E+000,-1.8445117E+000,-2.4268500E+000,-2.4830466E-002, 7.6498383E-003, 0.0000000E+000, 0.0000000E+000,-1.3702540E+000,-1.3234951E+000, 1.6666667E-004, 1.6666667E-004, 1.0032707E+002
 2.5900012E+003, 7.0026708E+000,-4.0311693E+000,-1.8222359E+000,-2.4497711E+000,-2.4828124E-002,-3.3434656E-003, 0.0000000E+000, 0.0000000E+000,-1.3754323E+000,-1.3286771E+000, 1.6666667E-004, 1.6666667E-004, 1.0004986E+002
 2.6000215E+003, 7.0029544E+000,-4.0170299E+000,-1.8034084E+000,-2.4998924E+000,-2.4816658E-002, 1.5110829E-003, 0.0000000E+000, 0.0000000E+000,-1.3874293E+000,-1.3406819E+000, 1.6666667E-004, 1.6666667E-004, 1.0017664E+002
 2.6100315E+003, 7.0044142E+000,-3.9981970E+000,-1.8188557E+000,-2.4148100E+000,-2.4794917E-002, 1.1819969E-002, 0.0000000E+000, 0.0000000E+000,-1.2869723E+000,-1.2404235E+000, 1.6666667E-004, 1.6666667E-004, 1.0116360E+002
 2.6200200E+003, 7.0088220E+000,-3.9873733E+000,-1.8161615E+000,-2.3589043E+000,-2.4810246E-002, 4.7997409E-003, 0.0000000E+000, 0.0000000E+000,-1.2200725E+000,-1.1736277E+000, 1.6666667E-004, 1.6666667E-004, 1.0156149E+002
 2.6300310E+003, 7.0093419E+000,-3.9780265E+000,-1.8068315E+000,-2.3127169E+000,-2.4793009E-002, 6.2302465E-003, 0.0000000E+000, 0.0000000E+000,-1.1522723E+000,-1.1067957E+000, 1.6666667E-004, 1.6666667E-004, 1.0208842E+002
 2.6400073E+003, 7.0063396E+000,-3.9736498E+000,-1.7936761E+000,-2.3273136E+000,-2.4804130E-002,-1.8366229E-003, 0.0000000E+000, 0.0000000E+000,-1.1602836E+000,-1.1149406E+000, 1.6666667E-004, 1.6666667E-004, 1.0193547E+002
 2.6500039E+003, 7.0106728E+000,-3.9645599E+000,-1.7834364E+000,-2.3282784E+000,-2.4742061E-002, 3.2075882E-003, 0.0000000E+000, 0.0000000E+000,-1.1324374E+000,-1.0871363E+000, 1.6666667E-004, 1.6666667E-004, 1.0220432E+002
 2.6600112E+003, 7.0077288E+000,-3.9613639E+000,-1.7773707E+000,-2.3458731E+000,-2.4775151E-002,-4.1718243E-003, 0.0000000E+000, 0.0000000E+000,-1.1508089E+000,-1.1058258E+000, 1.6666667E-004, 1.6666667E-004, 1.0185674E+002
 2.6700127E+003, 7.0025909E+000,-3.9521895E+000,-1.7624764E+000,-2.3899144E+000,-2.4764705E-002,-2.0988276E-003, 0.0000000E+000, 0.0000000E+000,-1.1737266E+000,-1.1288530E+000, 1.6666667E-004, 1.6666667E-004, 1.0168266E+002
 2.6800361E+003, 7.0035986E+000,-3.9390840E+000,-1.7668125E+000,-2.3979634E+000,-2.4776138E-002, 2.9111224E-003, 0.0000000E+000, 0.0000000E+000,-1.1668666E+000,-1.1221264E+000, 1.6666667E-004, 1.6666667E-004, 1.0192915E+002
 2.6900017E+003, 6.9995951E+000,-3.9262932E+000,-1.7691146E+000,-2.3503522E+000,-2.4818161E-002, 4.2614406E-003, 0.0000000E+000, 0.0000000E+000,-1.1112415E+000,-1.0667216E+000, 1.6666667E-004, 1.6666667E-004, 1.0228361E+002
 2.7000359E+003, 7.0034412E+000,-3.9247730E+000,-1.7503579E+000,-2.3572582E+000,-2.4764542E-002, 9.0520831E-004, 0.0000000E+000, 0.0000000E+000,-1.0972450E+000,-1.0528071E+000, 1.6666667E-004, 1.6666667E-004, 1.0235517E+002
 2.7100083E+003, 7.0036769E+000,-3.9086963E+000,-1.7365242E+000,-2.3480943E+000,-2.4748996E-002, 1.6334336E-003, 0.0000000E+000, 0.0000000E+000,-1.0567397E+000,-1.0127534E+000, 1.6666667E-004, 1.6666667E-004, 1.0249135E+002
 2.7200105E+003, 7.0030220E+000,-3.8969109E+000,-1.7338983E+000,-2.3522094E+000,-2.4792931E-002, 3.3590355E-003, 0.0000000E+000, 0.0000000E+000,-1.0448363E+000,-1.0014305E+000, 1.6666667E-004, 1.6666667E-004, 1.0278132E+002
 2.7300193E+003, 7.0038701E+000,-3.8910282E+000,-1.7221503E+000,-2.3535561E+000,-2.4760081E-002, 2.9439341E-004, 0.0000000E+000, 0.0000000E+000,-1.0315131E+000,-9.8733028E-001, 1.6666667E-004, 1.6666667E-004, 1.0280202E+002
 2.7400032E+003, 7.0001798E+000,-3.8875665E+000,-1.7329124E+000,-2.3346258E+000,-2.4784981E-002, 1.1580127E-003, 0.0000000E+000, 0.0000000E+000,-1.0223438E+000,-9.7855193E-001, 1.6666667E-004, 1.6666667E-004, 1.0289970E+002
 2.7500139E+003, 7.0037878E+000,-3.8766297E+000,-1.7179802E+000,-2.3076822E+000,-2.4788473E-002, 4.3139550E-003, 0.0000000E+000, 0.0000000E+000,-9.6288593E-001,-9.1897882E-001, 1.6666667E-004, 1.6666667E-004, 1.0325618E+002
 2.7600349E+003, 7.0006930E+000,-3.8628001E+000,-1.7030911E+000,-2.3084988E+000,-2.4769897E-002, 6.3534155E-004, 0.0000000E+000, 0.0000000E+000,-9.4184555E-001,-8.9783145E-001, 1.6666667E-004, 1.6666667E-004, 1.0330512E+002
 2.7700051E+003, 7.0090433E+000,-3.8666200E+000,-1.6970166E+000,-2.3196659E+000,-2.4724351E-002, 3.2211199E-004, 0.0000000E+000, 0.0000000E+000,-9.4133719E-001,-8.9866139E-001, 1.6666667E-004, 1.6666667E-004, 1.0333909E+002
 2.7800063E+003, 7.0037773E+000,-3.8566210E+000,-1.6969668E+000,-2.3067976E+000,-2.4758915E-002, 3.6353645E-003, 0.0000000E+000, 0.0000000E+000,-9.2141045E-001,-8.7773160E-001, 1.6666667E-004, 1.6666667E-004, 1.0364074E+002
 2.7900198E+003, 7.0084015E+000,-3.8498318E+000,-1.6924831E+000,-2.2593471E+000,-2.4716771E-002, 5.8665115E-003, 0.0000000E+000, 0.0000000E+000,-8.5561251E-001,-8.1211065E-001, 1.6666667E-004, 1.6666667E-004, 1.0412980E+002
 2.8000181E+003, 7.0054500E+000,-3.8496473E+000,-1.6836077E+000,-2.2776450E+000,-2.4765300E-002,-4.4159992E-003, 0.0000000E+000, 0.0000000E+000,-8.7721387E-001,-8.3463123E-001, 1.6666667E-004, 1.6666667E-004, 1.0376075E+002
 2.8100029E+003, 7.0058251E+000,-3.8394588E+000,-1.6665448E+000,-2.2916128E+000,-2.4765778E-002, 2.6256126E-003, 0.0000000E+000, 0.0000000E+000,-8.5641341E-001,-8.1393154E-001, 1.6666667E-004, 1.6666667E-004, 1.0398233E+002
 2.8200115E+003, 7.0012151E+000,-3.8273836E+000,-1.6706838E+000,-2.2960639E+000,-2.4721637E-002,-9.8574889E-004, 0.0000000E+000, 0.0000000E+000,-8.6121301E-001,-8.1862355E-001, 1.6666667E-004, 1.6666667E-004, 1.0389787E+002
 2.8300144E+003, 7.0036186E+000,-3.8346296E+000,-1.6760751E+000,-2.2837220E+000,-2.4727895E-002, 3.9894462E-004, 0.0000000E+000, 0.0000000E+000,-8.5725519E-001,-8.1513697E-001, 1.6666667E-004, 1.6666667E-004, 1.0393508E+002
 2.8400029E+003, 7.0040411E+000,-3.8198313E+000,-1.6590915E+000,-2.2755038E+000,-2.4767708E-002, 5.9937652E-003, 0.0000000E+000, 0.0000000E+000,-8.1194539E-001,-7.6915953E-001, 1.6666667E-004, 1.6666667E-004, 1.0442904E+002
 2.8500217E+003, 7.0004360E+000,-3.8188398E+000,-1.6403311E+000,-2.2657262E+000,-2.4738597E-002,-4.1669057E-003, 0.0000000E+000, 0.0000000E+000,-7.9500413E-001,-7.5336661E-001, 1.6666667E-004, 1.6666667E-004, 1.0408459E+002
 2.8600359E+003, 7.0042003E+000,-3.8092945E+000,-1.6604990E+000,-2.2904480E+000,-2.4742310E-002, 5.4877452E-003, 0.0000000E+000, 0.0000000E+000,-8.1804764E-001,-7.7529571E-001, 1.6666667E-004, 1.6666667E-004, 1.0453369E+002
 2.8700151E+003, 7.0053846E+000,-3.8011760E+000,-1.6531199E+000,-2.2263866E+000,-2.4708188E-002, 1.0107199E-003, 0.0000000E+000, 0.0000000E+000,-7.4006301E-001,-6.9899526E-001, 1.6666667E-004, 1.6666667E-004, 1.0462353E+002
 2.8800159E+003, 7.0101099E+000,-3.8003500E+000,-1.6472387E+000,-2.2618770E+000,-2.4697949E-002, 4.5942261E-004, 0.0000000E+000, 0.0000000E+000,-7.6582024E-001,-7.2359435E-001, 1.6666667E-004, 1.6666667E-004, 1.0466012E+002
 2.8900073E+003, 7.0074199E+000,-3.8028172E+000,-1.6279512E+000,-2.2444673E+000,-2.4738451E-002, 5.6491929E-004, 0.0000000E+000, 0.0000000E+000,-7.3379303E-001,-6.9198932E-001, 1.6666667E-004, 1.6666667E-004, 1.0470246E+002
 2.9000229E+003, 7.0022326E+000,-3.7952556E+000,-1.6277503E+000,-2.2971682E+000,-2.4710509E-002,-1.7423484E-003, 0.0000000E+000, 0.0000000E+000,-7.8537331E-001,-7.4439436E-001, 1.6666667E-004, 1.6666667E-004, 1.0456695E+002
 2.9100208E+003, 7.0050199E+000,-3.7849268E+000,-1.6287902E+000,-2.2376510E+000,-2.4761665E-002, 6.3121236E-003, 0.0000000E+000, 0.0000000E+000,-7.0647490E-001,-6.6479774E-001, 1.6666667E-004, 1.6666667E-004, 1.0509284E+002
 2.9200234E+003, 7.0008616E+000,-3.7907955E+000,-1.6201767E+000,-2.3048915E+000,-2.4711850E-002,-7.3751851E-003, 0.0000000E+000, 0.0000000E+000,-7.8843890E-001,-7.4708913E-001, 1.6666667E-004, 1.6666667E-004, 1.0447528E+002
 2.9300220E+003, 6.9961086E+000,-3.7782908E+000,-1.6183137E+000,-2.2369783E+000,-2.4681326E-002, 7.0210006E-003, 0.0000000E+000, 0.0000000E+000,-6.9618565E-001,-6.5513446E-001, 1.6666667E-004, 1.6666667E-004, 1.0506452E+002
 2.9400115E+003, 7.0120871E+000,-3.7862982E+000,-1.6113792E+000,-2.2234881E+000,-2.4686887E-002, 1.9808101E-003, 0.0000000E+000, 0.0000000E+000,-6.7305444E-001,-6.3178454E-001, 1.6666667E-004, 1.6666667E-004, 1.0522623E+002
 2.9500273E+003, 7.0005442E+000,-3.7729015E+000,-1.6063733E+000,-2.2488689E+000,-2.4709524E-002,-2.5906908E-003, 0.0000000E+000, 0.0000000E+000,-6.9585007E-001,-6.5489965E-001, 1.6666667E-004, 1.6666667E-004, 1.0500923E+002
