s,m3/s,m3/s,kg/s,kg/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,Pa
Time,"DADM_L2_MOY","DEXT_L2_MOY","R2_in","R2_out","TG_L2_NE_005","TG_L2_NE_030","TG_L2_NE_055","TG_L2_NE_080","TG_L2_NE_105","TG_L2_NE_130","TG_L2_NE_155","TG_L2_NE_180","TG_L2_NE_205","TG_L2_NE_230","TG_L2_NE_255","TG_L2_NE_280","TG_L2_NE_305","TG_L2_NE_330","TG_L2_NE_355","TG_L2_NE_380","TG_L2_NE_385","TG_L2_NE_390","TP_L2_N030","TP_L2_N155","TP_L2_N260","TP_L2_N355","TP_L2_WC260","TP_L2_NC265","TP_L2_EC260","TP_L2_SC260","TP_L2_P","TP_L2_SOL","FLT_L2_N030","FLT_L2_N155","FLT_L2_N260","FLT_L2_N355","FLR_L2_N030","FLR_L2_N155","FLR_L2_N260","FLR_L2_N355","FLT_L2_WC260","FLT_L2_NC260","FLT_L2_EC260","FLT_L2_SC260","FLR_L2_P","FLT_L2_PM","FLT_L2_SOL","CO2L2_HAUT","COL2_HAUT","O2L2_HAUT","CO2FP","COFP","O2FP","CO2L2_BAS","COL2_BAS","O2L2_BAS","PLOCAL2_MOY"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001,-1.2190655E-002,-1.2131464E-002,-1.2103198E-002,-1.2081574E-002,-1.2190655E-002,-1.2131464E-002,-1.2103198E-002,-1.2081574E-002,-1.2084653E-002,-1.2086688E-002,-1.2082323E-002,-1.2087359E-002,-1.2109547E-002,-1.2109547E-002,-1.2120717E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 0.0000000E+000
 1.0062211E+001, 2.7167052E-001, 2.8129784E-001, 3.1336781E-001, 3.2415753E-001, 2.9964209E+001, 2.9963660E+001, 2.9966010E+001, 2.9967294E+001, 2.9968470E+001, 2.9969690E+001, 2.9969924E+001, 2.9969749E+001, 2.9969786E+001, 2.9969391E+001, 2.9969034E+001, 2.9968351E+001, 2.9968150E+001, 2.9967472E+001, 2.9967192E+001, 2.9966839E+001, 2.9966839E+001, 2.9968996E+001, 3.0000129E+001, 3.0002617E+001, 3.0002766E+001, 3.0002050E+001, 3.0004119E+001, 3.0002783E+001, 3.0004130E+001, 3.0002774E+001, 3.0104089E+001, 3.0000419E+001,-1.2952579E-002,-1.0567568E-002,-1.0423477E-002,-1.1102649E-002,-1.1824142E-002,-9.4404961E-003,-9.2966122E-003,-9.9753733E-003,-9.0861192E-003,-1.0406138E-002,-9.0816229E-003,-1.0412337E-002,-6.4434745E-003,-7.9719638E-003,-1.2579492E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001,-4.4113963E+001
 2.0018423E+001, 2.8688199E-001, 2.9297179E-001, 3.3092519E-001, 3.3755296E-001, 2.9965938E+001, 2.9964199E+001, 2.9972427E+001, 2.9977889E+001, 2.9981127E+001, 2.9985923E+001, 2.9986533E+001, 2.9986020E+001, 2.9986449E+001, 2.9985068E+001, 2.9983676E+001, 2.9982122E+001, 2.9981061E+001, 2.9979105E+001, 2.9978040E+001, 3.0141486E+001, 3.0141486E+001, 3.0269009E+001, 3.0000488E+001, 3.0005902E+001, 3.0006266E+001, 3.0004775E+001, 3.0009360E+001, 3.0006342E+001, 3.0009369E+001, 3.0006350E+001, 3.0256384E+001, 3.0001365E+001,-1.2795980E-002,-9.9802567E-003,-9.7749516E-003,-1.0557563E-002,-1.1659678E-002,-8.8490136E-003,-8.6446174E-003,-9.3949860E-003,-1.1128677E-002,-1.0479416E-002,-8.0859827E-003,-9.7096909E-003,-5.1612279E-003,-6.8702563E-003,-1.2199847E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001,-4.7293994E+001
 3.0022813E+001, 2.8698960E-001, 2.9297075E-001, 3.3104914E-001, 3.3746529E-001, 2.9970510E+001, 2.9967907E+001, 2.9980622E+001, 2.9989639E+001, 2.9993937E+001, 3.0003562E+001, 3.0004147E+001, 3.0004345E+001, 3.0003883E+001, 3.0001681E+001, 2.9999697E+001, 2.9997204E+001, 2.9995520E+001, 2.9992607E+001, 2.9991287E+001, 3.0455700E+001, 3.0455700E+001, 3.1186835E+001, 3.0000827E+001, 3.0008039E+001, 3.0008606E+001, 3.0006989E+001, 3.0012871E+001, 3.0008766E+001, 3.0012955E+001, 3.0008757E+001, 3.0370567E+001, 3.0002201E+001,-1.2701187E-002,-9.8305201E-003,-9.8530104E-003,-1.2566954E-002,-1.1567278E-002,-8.7056901E-003,-8.4419265E-003,-9.0665581E-003,-1.0950290E-002,-1.1649601E-002,-8.1456145E-003,-9.4945969E-003,-4.8847799E-003,-6.5206091E-003,-1.1998197E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001,-4.7473944E+001
 4.0002089E+001, 2.6776075E-001, 2.9905197E-001, 3.0889777E-001, 3.4416676E-001, 3.0029565E+001, 3.0037989E+001, 3.0051304E+001, 3.0068965E+001, 3.0066954E+001, 3.0076196E+001, 3.0077130E+001, 3.0072588E+001, 3.0070253E+001, 3.0063864E+001, 3.0060021E+001, 3.0054328E+001, 3.0050991E+001, 3.0045819E+001, 3.0044362E+001, 3.2249131E+001, 3.2249131E+001, 3.5039298E+001, 3.0018248E+001, 3.0026725E+001, 3.0024728E+001, 3.0022599E+001, 3.0028936E+001, 3.0020151E+001, 3.0030062E+001, 3.0020197E+001, 3.1129135E+001, 3.0047362E+001, 5.3765235E-003, 7.4246320E-003, 2.9221788E-003, 9.1869032E-005, 6.4848313E-003, 8.8541732E-003, 5.7356115E-003, 1.3358777E-003, 3.1551815E-003,-1.0669297E-003, 5.6125144E-003, 3.4731548E-004, 1.0747465E-002, 3.7266219E-002, 3.4606749E-002, 3.8406673E-004, 3.2797455E-016, 2.0629917E-001, 3.8746985E-004, 1.0567583E-008, 2.0629347E-001, 3.8406673E-004, 5.6493533E-052, 2.0629917E-001,-1.6764640E+001
 5.0008733E+001, 2.2251277E-001, 3.1231868E-001, 2.5674898E-001, 3.5657255E-001, 3.0257245E+001, 3.0291395E+001, 3.0290956E+001, 3.0356536E+001, 3.0319898E+001, 3.0316624E+001, 3.0310365E+001, 3.0289128E+001, 3.0275685E+001, 3.0261264E+001, 3.0695781E+001, 3.0736520E+001, 3.0838827E+001, 3.1427235E+001, 3.1906175E+001, 3.9031514E+001, 3.9031514E+001, 4.4813948E+001, 3.0093164E+001, 3.0096101E+001, 3.0101129E+001, 3.0126014E+001, 3.0095692E+001, 3.0060337E+001, 3.0096859E+001, 3.0059846E+001, 3.4043433E+001, 3.0246698E+001, 6.0080381E-002, 5.4938948E-002, 5.6495557E-002, 6.6051913E-002, 6.1152588E-002, 5.6829909E-002, 4.7250011E-002, 3.4296612E-002, 4.8415142E-002, 2.5698356E-002, 5.1432209E-002, 2.6576981E-002, 5.1570004E-002, 1.7516763E-001, 1.8230700E-001, 3.9436320E-004, 3.1973085E-008, 2.0628194E-001, 3.9199503E-004, 2.4619523E-008, 2.0628587E-001, 3.8406673E-004, 2.3225588E-031, 2.0629917E-001, 4.6152536E+001
 6.0003971E+001, 1.5547128E-001, 3.3018422E-001, 1.7943576E-001, 3.6759526E-001, 3.0716946E+001, 3.0777952E+001, 3.0819869E+001, 3.0952891E+001, 3.0915427E+001, 3.0939566E+001, 3.0931565E+001, 3.0878894E+001, 3.0854509E+001, 3.0966941E+001, 3.1429181E+001, 3.2329114E+001, 3.4224756E+001, 3.8513245E+001, 4.0470754E+001, 4.6518581E+001, 4.6518581E+001, 5.7042954E+001, 3.0249792E+001, 3.0235445E+001, 3.0296050E+001, 3.0326919E+001, 3.0249109E+001, 3.0165572E+001, 3.0305814E+001, 3.0173873E+001, 3.9475034E+001, 3.0675231E+001, 1.4301666E-001, 1.2797286E-001, 1.5498414E-001, 1.5696080E-001, 1.4426098E-001, 1.2945287E-001, 1.1320893E-001, 8.8506491E-002, 1.3530176E-001, 8.8552501E-002, 1.6671090E-001, 9.3619300E-002, 1.2684275E-001, 3.6962879E-001, 4.1180284E-001, 8.6354568E-004, 1.4889013E-006, 2.0549704E-001, 4.0094483E-004, 5.2411114E-008, 2.0627086E-001, 3.8406673E-004, 1.5652326E-021, 2.0629917E-001, 1.1936758E+002
 7.0007975E+001, 9.0426631E-002, 3.4554054E-001, 1.0438253E-001, 3.7052038E-001, 3.1190646E+001, 3.1445665E+001, 3.1688062E+001, 3.1948280E+001, 3.2112831E+001, 3.2380134E+001, 3.2969741E+001, 3.4727554E+001, 3.5374331E+001, 3.7307554E+001, 4.0264326E+001, 4.2893393E+001, 4.5841976E+001, 4.9977454E+001, 5.4134485E+001, 6.4434445E+001, 6.4434445E+001, 7.3449547E+001, 3.0468853E+001, 3.0447006E+001, 3.0635342E+001, 3.0713811E+001, 3.0590585E+001, 3.0390746E+001, 3.0650341E+001, 3.0410962E+001, 4.7653436E+001, 3.1250624E+001, 2.3053972E-001, 2.2350001E-001, 3.0575026E-001, 3.3555461E-001, 2.3149966E-001, 2.2329696E-001, 2.0169293E-001, 1.6700370E-001, 2.9941628E-001, 2.0038314E-001, 3.1046554E-001, 2.0580333E-001, 2.2165312E-001, 7.4150421E-001, 6.3367686E-001, 1.5891612E-003, 3.7421178E-006, 2.0428315E-001, 4.1242460E-004, 8.8058805E-008, 2.0625163E-001, 3.8406673E-004, 1.6631201E-016, 2.0629917E-001, 1.6667676E+002
 8.0000954E+001, 2.6077813E-002, 3.5803465E-001, 3.0575124E-002, 3.6628514E-001, 3.1851535E+001, 3.2937578E+001, 3.3574961E+001, 3.3694662E+001, 3.4429751E+001, 3.6287395E+001, 3.7999420E+001, 3.9856039E+001, 4.1311425E+001, 4.5499134E+001, 4.9168224E+001, 5.2404974E+001, 5.5290147E+001, 5.9694658E+001, 6.2677817E+001, 7.6275830E+001, 7.6275830E+001, 8.5546217E+001, 3.0731693E+001, 3.0735117E+001, 3.1066477E+001, 3.1198896E+001, 3.1071245E+001, 3.0773058E+001, 3.1095341E+001, 3.0761135E+001, 5.8353822E+001, 3.1910022E+001, 3.1843792E-001, 3.3113075E-001, 4.5422451E-001, 4.8435765E-001, 3.1550018E-001, 3.2286221E-001, 2.9917181E-001, 2.5786125E-001, 4.7811895E-001, 3.6783427E-001, 4.7542719E-001, 3.5747612E-001, 3.5162028E-001, 1.0877889E+000, 8.3501401E-001, 2.8185502E-003, 7.5596763E-006, 2.0222650E-001, 4.1378470E-004, 9.2282493E-008, 2.0624931E-001, 3.8435314E-004, 8.8936422E-010, 2.0629869E-001, 1.8708794E+002
 9.0003925E+001,-2.8204889E-002, 3.6896504E-001,-2.6308647E-002, 3.5715192E-001, 3.3431676E+001, 3.5556922E+001, 3.5697846E+001, 3.6361060E+001, 3.7171451E+001, 3.8466479E+001, 3.9603687E+001, 4.4360332E+001, 4.8748738E+001, 5.7644404E+001, 6.0994848E+001, 7.2707275E+001, 7.7769809E+001, 8.0216247E+001, 8.2310427E+001, 9.3076069E+001, 9.3076069E+001, 1.0708308E+002, 3.1050167E+001, 3.1105565E+001, 3.1713675E+001, 3.1876712E+001, 3.1779459E+001, 3.1361905E+001, 3.1881877E+001, 3.1299519E+001, 6.8924449E+001, 3.2666126E+001, 4.1840815E-001, 4.5844969E-001, 6.9749458E-001, 7.2904951E-001, 4.0897137E-001, 4.3428641E-001, 4.2767612E-001, 3.7665121E-001, 7.5236451E-001, 5.9246526E-001, 8.0960697E-001, 5.6711567E-001, 5.0288434E-001, 1.3771115E+000, 1.0816174E+000, 3.9374436E-003, 1.1034118E-005, 2.0035469E-001, 4.2095569E-004, 1.1455029E-007, 2.0623730E-001, 4.8072642E-004, 3.0015235E-007, 2.0613747E-001, 1.8895997E+002
 1.0000174E+002,-5.8808295E-002, 3.7796985E-001,-5.3879702E-002, 3.4929642E-001, 3.5309427E+001, 3.7323264E+001, 3.8520513E+001, 4.0685449E+001, 4.2067758E+001, 4.4751321E+001, 4.8325294E+001, 5.6580812E+001, 6.5597094E+001, 7.4067021E+001, 7.6903355E+001, 8.4414131E+001, 9.0050455E+001, 9.9546235E+001, 1.0114927E+002, 1.1467268E+002, 1.1467268E+002, 1.3331798E+002, 3.1388485E+001, 3.1563628E+001, 3.2608013E+001, 3.2811890E+001, 3.2731908E+001, 3.2113889E+001, 3.2877887E+001, 3.2089032E+001, 8.2470072E+001, 3.3514444E+001, 4.9820521E-001, 6.0279206E-001, 9.8736079E-001, 1.0230136E+000, 4.8700601E-001, 5.4116167E-001, 5.6882515E-001, 5.2663682E-001, 1.0786484E+000, 8.2624176E-001, 1.1094767E+000, 8.0894572E-001, 6.8677615E-001, 1.8959393E+000, 1.2713283E+000, 5.7745467E-003, 1.6738780E-005, 1.9728138E-001, 4.4934752E-004, 2.0271450E-007, 2.0618971E-001, 6.0502457E-004, 6.8612901E-007, 2.0592953E-001, 1.8815597E+002
 1.1000519E+002,-3.2328719E-002, 3.8490420E-001,-2.5640964E-002, 3.4279429E-001, 3.6794949E+001, 4.0526942E+001, 4.2957560E+001, 4.5542984E+001, 4.7084543E+001, 5.2290778E+001, 5.8370983E+001, 7.2161159E+001, 8.1572128E+001, 9.1003471E+001, 9.7264968E+001, 1.0615415E+002, 1.1181845E+002, 1.1571666E+002, 1.1704008E+002, 1.3520307E+002, 1.3520307E+002, 1.5169424E+002, 3.1733379E+001, 3.2093462E+001, 3.3592501E+001, 3.3864284E+001, 3.3742207E+001, 3.3005018E+001, 3.3939279E+001, 3.2941029E+001, 9.2754042E+001, 3.4297561E+001, 5.6480391E-001, 7.3223651E-001, 1.2271361E+000, 1.3125289E+000, 5.4254224E-001, 6.2683404E-001, 6.9489148E-001, 6.6422775E-001, 1.2560233E+000, 1.0794351E+000, 1.3370225E+000, 1.0687247E+000, 8.2737581E-001, 2.0094025E+000, 1.3911817E+000, 7.1716010E-003, 2.1076981E-005, 1.9494424E-001, 4.8379813E-004, 3.0969255E-007, 2.0613202E-001, 6.3942251E-004, 7.9294316E-007, 2.0587198E-001, 1.8557812E+002
 1.2000525E+002, 2.6837503E-002, 3.9009158E-001, 3.4685643E-002, 3.3608187E-001, 3.8202330E+001, 4.3911304E+001, 4.5380394E+001, 4.9142930E+001, 5.3216989E+001, 6.4012722E+001, 7.4699480E+001, 9.1480632E+001, 9.9802064E+001, 1.0573774E+002, 1.1039682E+002, 1.1627356E+002, 1.2449401E+002, 1.3031758E+002, 1.3065047E+002, 1.4465142E+002, 1.4465142E+002, 1.6131404E+002, 3.2048544E+001, 3.2698845E+001, 3.4546961E+001, 3.4940006E+001, 3.4815168E+001, 3.3916482E+001, 3.5022304E+001, 3.3924938E+001, 1.0237635E+002, 3.4899153E+001, 5.9875856E-001, 8.8229619E-001, 1.3760018E+000, 1.4783336E+000, 5.6073207E-001, 6.6519122E-001, 7.8007740E-001, 7.7190032E-001, 1.5268135E+000, 1.2458198E+000, 1.5482204E+000, 1.2886585E+000, 9.4669842E-001, 2.2172501E+000, 1.3780134E+000, 8.4067455E-003, 2.4912412E-005, 1.9287795E-001, 5.7463267E-004, 5.9175670E-007, 2.0598000E-001, 6.6281650E-004, 8.6558730E-007, 2.0583285E-001, 1.7750872E+002
 1.3000102E+002, 7.8692756E-002, 3.9169099E-001, 9.1033623E-002, 3.3056974E-001, 4.0030677E+001, 4.7131896E+001, 4.9541499E+001, 5.4062215E+001, 5.9347609E+001, 7.6725355E+001, 9.6263519E+001, 1.0761858E+002, 1.1109970E+002, 1.1454057E+002, 1.1797548E+002, 1.2609391E+002, 1.3066616E+002, 1.3547988E+002, 1.3877509E+002, 1.6352677E+002, 1.6352677E+002, 1.7223793E+002, 3.2362373E+001, 3.3384472E+001, 3.5502485E+001, 3.5957248E+001, 3.5849334E+001, 3.4780445E+001, 3.6079798E+001, 3.4840881E+001, 1.0978844E+002, 3.5552476E+001, 6.3879034E-001, 1.0262770E+000, 1.5364478E+000, 1.6472348E+000, 5.9009073E-001, 7.1556669E-001, 8.6687241E-001, 8.6293030E-001, 1.6704085E+000, 1.3822130E+000, 1.7219065E+000, 1.4119507E+000, 1.0474647E+000, 2.3710875E+000, 1.4972494E+000, 9.8120530E-003, 2.9276241E-005, 1.9052700E-001, 6.6307828E-004, 8.6640206E-007, 2.0583209E-001, 5.9069941E-004, 6.4164582E-007, 2.0595349E-001, 1.6399418E+002
 1.4000699E+002, 1.1911556E-001, 3.8970549E-001, 1.3748872E-001, 3.2461520E-001, 4.2902481E+001, 5.0936741E+001, 5.4089208E+001, 6.1795627E+001, 7.2987925E+001, 9.4519323E+001, 1.0336985E+002, 1.1364861E+002, 1.1905748E+002, 1.2273888E+002, 1.2504891E+002, 1.3017559E+002, 1.3771978E+002, 1.4161526E+002, 1.4617601E+002, 1.6471023E+002, 1.6471023E+002, 1.7967239E+002, 3.2672793E+001, 3.4108006E+001, 3.6443245E+001, 3.6948574E+001, 3.6802416E+001, 3.5656701E+001, 3.7083045E+001, 3.5721626E+001, 1.1645098E+002, 3.6157945E+001, 6.7792875E-001, 1.1413969E+000, 1.6616868E+000, 1.7759998E+000, 6.0997197E-001, 7.5537164E-001, 9.3664195E-001, 9.4571471E-001, 1.7530072E+000, 1.4970922E+000, 1.8176092E+000, 1.5214697E+000, 1.1207429E+000, 2.4629416E+000, 1.5224034E+000, 1.0510493E-002, 3.1445070E-005, 1.8935858E-001, 7.5923985E-004, 1.1650076E-006, 2.0567123E-001, 4.4961345E-004, 2.0353885E-007, 2.0618952E-001, 1.4097340E+002
 1.5000952E+002, 1.4334884E-001, 3.8891068E-001, 1.6545033E-001, 3.1911749E-001, 4.3692468E+001, 5.3943134E+001, 5.7238181E+001, 7.5147080E+001, 8.8502620E+001, 1.0147592E+002, 1.0519171E+002, 1.1478061E+002, 1.1964157E+002, 1.2817607E+002, 1.3079455E+002, 1.3427122E+002, 1.3792088E+002, 1.4546863E+002, 1.5362145E+002, 1.7567502E+002, 1.7567502E+002, 1.8557295E+002, 3.2962199E+001, 3.4769973E+001, 3.7291792E+001, 3.7958715E+001, 3.7711444E+001, 3.6399487E+001, 3.7948355E+001, 3.6543563E+001, 1.2311595E+002, 3.6694396E+001, 6.9796455E-001, 1.2420945E+000, 1.7466706E+000, 1.9206990E+000, 6.2195958E-001, 7.9312987E-001, 9.9368205E-001, 1.0229829E+000, 1.8413060E+000, 1.5374173E+000, 1.8764819E+000, 1.6215200E+000, 1.1751967E+000, 2.7244258E+000, 1.5613684E+000, 1.0978857E-002, 3.2899458E-005, 1.8857504E-001, 9.4926045E-004, 1.7550686E-006, 2.0535338E-001, 9.8315163E-004, 1.8603075E-006, 2.0529695E-001, 1.2227997E+002
 1.6000730E+002, 1.5398512E-001, 3.8890213E-001, 1.7772112E-001, 3.1614955E-001, 4.4904259E+001, 5.5728126E+001, 6.4190016E+001, 8.6888419E+001, 9.6236433E+001, 1.0560200E+002, 1.1248620E+002, 1.2078325E+002, 1.2678184E+002, 1.3171063E+002, 1.3448345E+002, 1.4136361E+002, 1.4530305E+002, 1.5074796E+002, 1.5712944E+002, 1.7578052E+002, 1.7578052E+002, 1.8751716E+002, 3.3254845E+001, 3.5457106E+001, 3.8191842E+001, 3.8885003E+001, 3.8456817E+001, 3.7206805E+001, 3.8844212E+001, 3.7326334E+001, 1.2836501E+002, 3.7279236E+001, 7.3054513E-001, 1.3248804E+000, 1.8665441E+000, 1.9925749E+000, 6.4074048E-001, 8.3418270E-001, 1.0519264E+000, 1.0750726E+000, 1.8732055E+000, 1.6822274E+000, 1.9907130E+000, 1.6870698E+000, 1.2470681E+000, 2.7172479E+000, 1.6177527E+000, 1.1890711E-002, 3.5730989E-005, 1.8704960E-001, 9.6870928E-004, 1.8154624E-006, 2.0532077E-001, 4.1996149E-003, 1.1848226E-005, 1.9991610E-001, 1.1330692E+002
