s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-3.0000000E+001, 0.0000000E+000,-2.0914844E-002, 6.4362010E-023, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0914844E-002, 0.0000000E+000, 0.0000000E+000,-5.8902881E-001
-1.4955931E+001, 0.0000000E+000, 2.6643398E-001, 5.1255277E-002, 4.2850529E-001,-1.4487874E-023,-1.5719885E+000, 0.0000000E+000,-8.3016082E-001,-8.2579399E-001, 0.0000000E+000, 0.0000000E+000,-9.9258116E+001
 1.9537922E-002, 0.0000000E+000, 2.8465274E-001, 3.0331165E-002, 4.2558974E-001,-1.2583618E-023,-1.8808297E-003, 0.0000000E+000, 7.3912241E-001, 7.3869281E-001, 0.0000000E+000, 0.0000000E+000,-9.9375473E+001
 1.5018956E+001, 3.0078031E+001,-8.3375769E+000,-2.3039811E-001,-1.6595864E+000,-1.0981349E-001, 7.3973902E-001, 0.0000000E+000, 2.0390691E+001, 2.0480395E+001, 7.6120527E-004, 7.6120527E-004,-5.3255341E+001
 3.0001749E+001, 9.0011169E+001,-2.5201022E+001,-2.9428602E+000,-7.7884476E+000,-3.1304085E-001, 5.8483607E-001, 0.0000000E+000, 5.4329172E+001, 5.4350635E+001, 2.2742630E-003, 2.2742630E-003,-1.6736646E+001
 4.5004341E+001, 1.5112834E+002,-4.2471518E+001,-8.9648587E+000,-1.5592922E+001,-4.8709274E-001, 1.0613517E+000, 0.0000000E+000, 8.4612768E+001, 8.4673301E+001, 3.7883016E-003, 3.7883016E-003, 4.9097283E+001
 6.0010948E+001, 2.1163754E+002,-6.1002987E+001,-1.6382853E+001,-2.5798025E+001,-6.2271924E-001, 7.0146531E-001, 0.0000000E+000, 1.0849862E+002, 1.0853242E+002, 5.3035653E-003, 5.3035653E-003, 9.2422939E+001
 7.5008392E+001, 2.7249489E+002,-8.0455509E+001,-2.5885983E+001,-3.8699257E+001,-7.5803089E-001,-5.4681109E-001, 0.0000000E+000, 1.2610080E+002, 1.2614930E+002, 6.8186917E-003, 6.8186917E-003, 5.6609628E+001
 9.0005905E+001, 3.1110452E+002,-9.7264648E+001,-3.5355970E+001,-5.2688278E+001,-7.9694718E-001, 9.4630434E-001, 0.0000000E+000, 1.2583535E+002, 1.2594498E+002, 7.7061829E-003, 7.7061829E-003, 1.1448344E+002
