s,m3/s,m3/s,kg/s,kg/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,Pa
Time,"DADM_L2_MOY","DEXT_L2_MOY","R2_in","R2_out","TG_L2_NE_005","TG_L2_NE_030","TG_L2_NE_055","TG_L2_NE_080","TG_L2_NE_105","TG_L2_NE_130","TG_L2_NE_155","TG_L2_NE_180","TG_L2_NE_205","TG_L2_NE_230","TG_L2_NE_255","TG_L2_NE_280","TG_L2_NE_305","TG_L2_NE_330","TG_L2_NE_355","TG_L2_NE_380","TG_L2_NE_385","TG_L2_NE_390","TP_L2_N030","TP_L2_N155","TP_L2_N260","TP_L2_N355","TP_L2_WC260","TP_L2_NC265","TP_L2_EC260","TP_L2_SC260","TP_L2_P","TP_L2_SOL","FLT_L2_N030","FLT_L2_N155","FLT_L2_N260","FLT_L2_N355","FLR_L2_N030","FLR_L2_N155","FLR_L2_N260","FLR_L2_N355","FLT_L2_WC260","FLT_L2_NC260","FLT_L2_EC260","FLT_L2_SC260","FLR_L2_P","FLT_L2_PM","FLT_L2_SOL","CO2L2_HAUT","COL2_HAUT","O2L2_HAUT","CO2FP","COFP","O2FP","CO2L2_BAS","COL2_BAS","O2L2_BAS","PLOCAL2_MOY"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001,-1.2190655E-002,-1.2131464E-002,-1.2103198E-002,-1.2081574E-002,-1.2190655E-002,-1.2131464E-002,-1.2103198E-002,-1.2081574E-002,-1.2084653E-002,-1.2086688E-002,-1.2082323E-002,-1.2087359E-002,-1.2109547E-002,-1.2109547E-002,-1.2120717E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 0.0000000E+000
 1.0064924E+001, 6.7353139E-002, 5.5368370E-002, 7.7728477E-002, 6.3862030E-002, 3.0066291E+001, 3.0067928E+001, 3.0070308E+001, 3.0071545E+001, 3.0072840E+001, 3.0074021E+001, 3.0074250E+001, 3.0074107E+001, 3.0074166E+001, 3.0073766E+001, 3.0073330E+001, 3.0072729E+001, 3.0072435E+001, 3.0071730E+001, 3.0071486E+001, 3.0071057E+001, 3.0071057E+001, 3.0070902E+001, 3.0000430E+001, 3.0002959E+001, 3.0003102E+001, 3.0002348E+001, 3.0004474E+001, 3.0003132E+001, 3.0004487E+001, 3.0003126E+001, 3.0110727E+001, 3.0000771E+001,-1.2690968E-002,-1.0266117E-002,-1.0128209E-002,-1.0845778E-002,-1.1600079E-002,-9.1760758E-003,-9.0377386E-003,-9.7548521E-003,-8.7884146E-003,-1.0098604E-002,-8.7814283E-003,-1.0100422E-002,-6.1630367E-003,-7.2307997E-003,-1.2444077E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 7.9645891E+001
 2.0053701E+001, 6.2343632E-002, 5.8505296E-002, 7.1959903E-002, 6.7488124E-002, 3.0088891E+001, 3.0095988E+001, 3.0104164E+001, 3.0108980E+001, 3.0112858E+001, 3.0117552E+001, 3.0118254E+001, 3.0117802E+001, 3.0118425E+001, 3.0116934E+001, 3.0115215E+001, 3.0113850E+001, 3.0112524E+001, 3.0110402E+001, 3.0109369E+001, 3.0256932E+001, 3.0256932E+001, 3.0390667E+001, 3.0001239E+001, 3.0006759E+001, 3.0007113E+001, 3.0005531E+001, 3.0010254E+001, 3.0007219E+001, 3.0010269E+001, 3.0007230E+001, 3.0278147E+001, 3.0002250E+001,-1.2461156E-002,-9.6033608E-003,-9.4067158E-003,-1.0201450E-002,-1.1349013E-002,-8.4824561E-003,-8.2826019E-003,-9.0792168E-003,-7.7413329E-003,-9.3367051E-003,-7.7278873E-003,-9.3215395E-003,-4.7471126E-003,-5.9852942E-003,-1.2052341E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 1.1110236E+002
 3.0058091E+001, 6.2353881E-002, 5.8514233E-002, 7.1971725E-002, 6.7476002E-002, 3.0085424E+001, 3.0098184E+001, 3.0110531E+001, 3.0118773E+001, 3.0124772E+001, 3.0133706E+001, 3.0134941E+001, 3.0135304E+001, 3.0135083E+001, 3.0132325E+001, 3.0130014E+001, 3.0127707E+001, 3.0125362E+001, 3.0122183E+001, 3.0120458E+001, 3.0450465E+001, 3.0450465E+001, 3.0998273E+001, 3.0001828E+001, 3.0009188E+001, 3.0009740E+001, 3.0008283E+001, 3.0014047E+001, 3.0009908E+001, 3.0014080E+001, 3.0009935E+001, 3.0405427E+001, 3.0003389E+001,-1.2355786E-002,-9.4659477E-003,-9.2170784E-003,-1.0636597E-002,-1.1258044E-002,-8.3406774E-003,-8.0847624E-003,-8.7438745E-003,-7.4924823E-003,-9.1324828E-003,-7.4808203E-003,-9.1175513E-003,-4.5465001E-003,-5.6948451E-003,-1.1826423E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 1.1105283E+002
 4.0009392E+001, 7.3679304E-003, 6.1300976E-002, 8.5932657E-003, 7.0501006E-002, 3.0219957E+001, 3.0260563E+001, 3.0277737E+001, 3.0298081E+001, 3.0294938E+001, 3.0298122E+001, 3.0296189E+001, 3.0289049E+001, 3.0281420E+001, 3.0270843E+001, 3.0264624E+001, 3.0255557E+001, 3.0249398E+001, 3.0241483E+001, 3.0237695E+001, 3.3333286E+001, 3.3333286E+001, 3.8060709E+001, 3.0047456E+001, 3.0052161E+001, 3.0045848E+001, 3.0043744E+001, 3.0051346E+001, 3.0033106E+001, 3.0050293E+001, 3.0033195E+001, 3.2266003E+001, 3.0117926E+001, 3.5444108E-002, 3.3968698E-002, 2.6711666E-002, 2.1781720E-002, 3.6679727E-002, 3.5252047E-002, 2.6449607E-002, 1.6439516E-002, 2.7069401E-002, 1.3142923E-002, 2.7153923E-002, 1.3182503E-002, 3.2191259E-002, 1.1693580E-001, 1.0858965E-001, 3.8406673E-004, 1.7503137E-015, 2.0629917E-001, 3.9380219E-004, 3.0231111E-008, 2.0628286E-001, 3.8406673E-004, 7.6563380E-048, 2.0629917E-001, 1.9656314E+002
 5.0000170E+001,-6.3876704E-002, 6.5854322E-002,-7.1259918E-002, 7.3765942E-002, 3.0602559E+001, 3.0726514E+001, 3.0801529E+001, 3.0823021E+001, 3.0800173E+001, 3.0795122E+001, 3.0776537E+001, 3.0739852E+001, 3.0708991E+001, 3.0672783E+001, 3.1687584E+001, 3.2687272E+001, 3.3206813E+001, 3.4587403E+001, 3.5717583E+001, 4.4083527E+001, 4.4083527E+001, 5.4821976E+001, 3.0186066E+001, 3.0179790E+001, 3.0198306E+001, 3.0249798E+001, 3.0171498E+001, 3.0107861E+001, 3.0169093E+001, 3.0115848E+001, 3.8403433E+001, 3.0466628E+001, 1.1548895E-001, 1.0658429E-001, 1.1651131E-001, 1.3849471E-001, 1.1679588E-001, 1.0799915E-001, 9.1670075E-002, 7.2421378E-002, 9.7343643E-002, 5.6883328E-002, 9.0923027E-002, 6.2053608E-002, 9.7428633E-002, 3.6437717E-001, 3.1076366E-001, 6.0879148E-004, 6.9782621E-007, 2.0592322E-001, 3.9892406E-004, 4.6135983E-008, 2.0627426E-001, 3.8406673E-004, 2.7603148E-027, 2.0629917E-001, 3.1667125E+002
 6.0002319E+001,-1.2137290E-001, 7.4347479E-002,-1.2986213E-001, 7.9541633E-002, 3.1198205E+001, 3.1460877E+001, 3.1620838E+001, 3.1703787E+001, 3.1741334E+001, 3.1816635E+001, 3.1868347E+001, 3.1976594E+001, 3.2276569E+001, 3.4525506E+001, 3.4609568E+001, 3.5651812E+001, 3.8198164E+001, 4.6539197E+001, 5.0763125E+001, 5.9485729E+001, 5.9485729E+001, 7.1595511E+001, 3.0386693E+001, 3.0369838E+001, 3.0461459E+001, 3.0595514E+001, 3.0399928E+001, 3.0247287E+001, 3.0419492E+001, 3.0248170E+001, 4.6283898E+001, 3.0977341E+001, 2.0060114E-001, 1.9123425E-001, 2.3850572E-001, 2.9295752E-001, 2.0162190E-001, 1.9209565E-001, 1.7003292E-001, 1.4702978E-001, 2.0547301E-001, 1.2900516E-001, 2.2691503E-001, 1.2497134E-001, 1.9026685E-001, 6.4274579E-001, 5.3085047E-001, 1.3123710E-003, 2.8826156E-006, 2.0474620E-001, 4.0243060E-004, 5.7024851E-008, 2.0626836E-001, 3.8406673E-004, 1.9562580E-019, 2.0629917E-001, 5.5409352E+002
 7.0004092E+001,-1.7423132E-001, 8.4866356E-002,-1.7943971E-001, 8.6961174E-002, 3.1898396E+001, 3.2423911E+001, 3.2640542E+001, 3.2904607E+001, 3.3066689E+001, 3.3398528E+001, 3.3700274E+001, 3.5647877E+001, 3.7830838E+001, 4.2418840E+001, 4.4264158E+001, 4.9965467E+001, 5.4595714E+001, 6.0990353E+001, 6.4065478E+001, 7.3878589E+001, 7.3878589E+001, 8.4692830E+001, 3.0627523E+001, 3.0632615E+001, 3.0917121E+001, 3.1101661E+001, 3.0883984E+001, 3.0514038E+001, 3.0868544E+001, 3.0518658E+001, 5.4558673E+001, 3.1596921E+001, 2.8171027E-001, 2.9467680E-001, 4.1997657E-001, 4.6672323E-001, 2.8052080E-001, 2.8792167E-001, 2.6547077E-001, 2.3437945E-001, 4.5201112E-001, 2.6300720E-001, 4.2432412E-001, 2.6006955E-001, 3.0931155E-001, 9.1747565E-001, 7.4491312E-001, 2.7351725E-003, 7.3007677E-006, 2.0236598E-001, 4.0953080E-004, 7.9072946E-008, 2.0625645E-001, 3.8435034E-004, 8.8068026E-010, 2.0629869E-001, 8.8420128E+002
 8.0003040E+001,-2.2096839E-001, 9.5493146E-002,-2.1946917E-001, 9.4361503E-002, 3.3586559E+001, 3.5303010E+001, 3.5517568E+001, 3.6437631E+001, 3.6549335E+001, 3.8097578E+001, 3.9328497E+001, 4.1178018E+001, 4.5964219E+001, 5.5569310E+001, 5.8780991E+001, 6.3500881E+001, 6.8819386E+001, 7.5884623E+001, 7.7668013E+001, 9.1786081E+001, 9.1786081E+001, 1.0569288E+002, 3.0916709E+001, 3.0968626E+001, 3.1521090E+001, 3.1734139E+001, 3.1613533E+001, 3.1001052E+001, 3.1529504E+001, 3.0996822E+001, 6.5095409E+001, 3.2305042E+001, 3.7280482E-001, 4.0834342E-001, 6.4664495E-001, 6.8700224E-001, 3.6660731E-001, 3.9226049E-001, 3.8680433E-001, 3.4524393E-001, 7.0230619E-001, 4.7591947E-001, 6.5254531E-001, 4.8018977E-001, 4.4406381E-001, 1.2562900E+000, 9.5749736E-001, 3.8461032E-003, 1.0750484E-005, 2.0050750E-001, 4.1284428E-004, 8.9362279E-008, 2.0625088E-001, 3.8732520E-004, 1.0118363E-008, 2.0629372E-001, 1.2507776E+003
 9.0007949E+001,-2.6255747E-001, 1.0615359E-001,-2.4945377E-001, 1.0008787E-001, 3.5359067E+001, 3.7521147E+001, 3.7615033E+001, 3.9033864E+001, 4.0021630E+001, 4.2011775E+001, 4.3170760E+001, 5.1229973E+001, 6.2235141E+001, 6.9541747E+001, 7.3834763E+001, 8.2273679E+001, 8.9738959E+001, 9.3721480E+001, 9.6867917E+001, 1.0851569E+002, 1.0851569E+002, 1.2552685E+002, 3.1252055E+001, 3.1387938E+001, 3.2366953E+001, 3.2699176E+001, 3.2354751E+001, 3.1726827E+001, 3.2440882E+001, 3.1661528E+001, 7.7015380E+001, 3.3113908E+001, 4.6866795E-001, 5.4840106E-001, 8.9532935E-001, 1.0219861E+000, 4.5586950E-001, 5.0653533E-001, 5.2458553E-001, 4.8905962E-001, 9.2191592E-001, 7.3739212E-001, 1.0112854E+000, 7.0189858E-001, 6.2540881E-001, 1.6342978E+000, 1.1870345E+000, 5.6447365E-003, 1.6335687E-005, 1.9749854E-001, 4.2342057E-004, 1.2220452E-007, 2.0623315E-001, 4.2719461E-004, 1.3392279E-007, 2.0622702E-001, 1.6129445E+003
 1.0000448E+002,-2.7644159E-001, 1.0985817E-001,-2.5133679E-001, 1.0008221E-001, 3.6462170E+001, 3.9268955E+001, 4.0567270E+001, 4.2871884E+001, 4.3758266E+001, 4.8201127E+001, 5.2959947E+001, 6.6535466E+001, 7.6954125E+001, 8.5682273E+001, 9.0490805E+001, 9.3737160E+001, 1.0013335E+002, 1.1382479E+002, 1.1579011E+002, 1.3145176E+002, 1.3145176E+002, 1.4585468E+002, 3.1582672E+001, 3.1842648E+001, 3.3240767E+001, 3.3761271E+001, 3.3280670E+001, 3.2556779E+001, 3.3512823E+001, 3.2566147E+001, 8.8537620E+001, 3.3902580E+001, 5.2672808E-001, 6.5069570E-001, 1.1207669E+000, 1.2579372E+000, 5.0449639E-001, 5.8164841E-001, 6.4257261E-001, 6.2210208E-001, 1.1395757E+000, 9.5618048E-001, 1.2447232E+000, 9.8338498E-001, 7.6005521E-001, 1.9226828E+000, 1.3172015E+000, 6.5603302E-003, 1.9178833E-005, 1.9596684E-001, 4.6420252E-004, 2.4884278E-007, 2.0616489E-001, 4.6777165E-004, 2.5992456E-007, 2.0615914E-001, 1.6929173E+003
 1.1000130E+002,-2.6427213E-001, 1.0822374E-001,-2.3380566E-001, 9.4833937E-002, 3.7891725E+001, 4.2486436E+001, 4.4543363E+001, 4.6734977E+001, 4.8755438E+001, 5.6364380E+001, 6.4738641E+001, 8.7020622E+001, 9.4545553E+001, 1.0102057E+002, 1.0428586E+002, 1.0616836E+002, 1.1270509E+002, 1.2468234E+002, 1.2738884E+002, 1.4032631E+002, 1.4032631E+002, 1.5812229E+002, 3.1901994E+001, 3.2395873E+001, 3.4172406E+001, 3.4690017E+001, 3.4455828E+001, 3.3450187E+001, 3.4582884E+001, 3.3451622E+001, 9.7908789E+001, 3.4644607E+001, 5.7195667E-001, 7.9651680E-001, 1.3018546E+000, 1.3999316E+000, 5.4111982E-001, 6.3646612E-001, 7.3843489E-001, 7.2123232E-001, 1.4707709E+000, 1.1524947E+000, 1.4835964E+000, 1.1387497E+000, 9.0073661E-001, 2.1292582E+000, 1.4173703E+000, 8.1410740E-003, 2.4087436E-005, 1.9332240E-001, 5.1785878E-004, 4.1545868E-007, 2.0607515E-001, 4.0862859E-004, 7.6270676E-008, 2.0625808E-001, 1.5244864E+003
 1.2000472E+002,-2.3424440E-001, 1.0197142E-001,-2.0139209E-001, 8.6987011E-002, 3.9267212E+001, 4.5198643E+001, 4.7458384E+001, 5.0719038E+001, 5.3939106E+001, 6.7835605E+001, 8.2299572E+001, 1.0337399E+002, 1.0794458E+002, 1.1196340E+002, 1.1506923E+002, 1.2031245E+002, 1.2674516E+002, 1.3101480E+002, 1.3345750E+002, 1.5266909E+002, 1.5266909E+002, 1.6712657E+002, 3.2203893E+001, 3.3026742E+001, 3.5176645E+001, 3.5705257E+001, 3.5481388E+001, 3.4378018E+001, 3.5587496E+001, 3.4361467E+001, 1.0766432E+002, 3.5270609E+001, 6.1247522E-001, 9.3307519E-001, 1.4969741E+000, 1.5843321E+000, 5.7000881E-001, 6.8823684E-001, 8.3420831E-001, 8.2550976E-001, 1.5998532E+000, 1.3484473E+000, 1.6036747E+000, 1.3483708E+000, 1.0094090E+000, 2.3359459E+000, 1.4400064E+000, 9.3558338E-003, 2.7859567E-005, 1.9129021E-001, 5.8581003E-004, 6.2646458E-007, 2.0596141E-001, 4.0387925E-004, 6.1522783E-008, 2.0626602E-001, 1.2069975E+003
 1.3000323E+002,-1.9842375E-001, 9.4607611E-002,-1.6585471E-001, 7.9370644E-002, 4.1205449E+001, 4.8706607E+001, 5.1083616E+001, 5.6465034E+001, 6.5300318E+001, 8.4013670E+001, 9.6351321E+001, 1.1173031E+002, 1.1688466E+002, 1.1976496E+002, 1.2234488E+002, 1.2577412E+002, 1.3320615E+002, 1.4337137E+002, 1.4753732E+002, 1.6423187E+002, 1.6423187E+002, 1.7977807E+002, 3.2508651E+001, 3.3677806E+001, 3.6079720E+001, 3.6756279E+001, 3.6528172E+001, 3.5291786E+001, 3.6530257E+001, 3.5276584E+001, 1.1356648E+002, 3.5827427E+001, 6.4941409E-001, 1.0678168E+000, 1.5964202E+000, 1.7624301E+000, 5.9413395E-001, 7.3593022E-001, 9.0827500E-001, 9.2996416E-001, 1.7846888E+000, 1.4758306E+000, 1.7248954E+000, 1.4787847E+000, 1.0911465E+000, 2.3950740E+000, 1.4734501E+000, 1.0541857E-002, 3.1542462E-005, 1.8930611E-001, 7.2108586E-004, 1.0465297E-006, 2.0573510E-001, 4.1262034E-004, 8.8666038E-008, 2.0625140E-001, 8.9667554E+002
 1.4000079E+002,-1.6530486E-001, 8.9335222E-002,-1.3637464E-001, 7.3014863E-002, 4.2619204E+001, 5.0786549E+001, 5.3899514E+001, 6.2905494E+001, 7.4864726E+001, 9.8085841E+001, 1.0926551E+002, 1.2256129E+002, 1.2540707E+002, 1.2781360E+002, 1.3078887E+002, 1.3545615E+002, 1.4126811E+002, 1.4818493E+002, 1.5181293E+002, 1.6695643E+002, 1.6695643E+002, 1.7920266E+002, 3.2808826E+001, 3.4486154E+001, 3.6944465E+001, 3.7704526E+001, 3.7509495E+001, 3.6155048E+001, 3.7467299E+001, 3.6186493E+001, 1.1914076E+002, 3.6422592E+001, 6.8513303E-001, 1.2478579E+000, 1.6907985E+000, 1.8513585E+000, 6.1948469E-001, 7.9567634E-001, 9.6842884E-001, 9.9169665E-001, 1.8716162E+000, 1.5931614E+000, 1.8399846E+000, 1.6245299E+000, 1.1514472E+000, 2.4349814E+000, 1.5484980E+000, 1.1572679E-002, 3.4743422E-005, 1.8758163E-001, 7.2633422E-004, 1.0628272E-006, 2.0572631E-001, 4.5403862E-004, 2.1728012E-007, 2.0618211E-001, 6.7071590E+002
 1.5000666E+002,-1.4183431E-001, 8.5568077E-002,-1.1453932E-001, 6.9167150E-002, 4.4257329E+001, 5.3908506E+001, 5.8023128E+001, 7.2489213E+001, 9.0017048E+001, 1.0748285E+002, 1.1782290E+002, 1.2818569E+002, 1.3044881E+002, 1.3538499E+002, 1.3687773E+002, 1.3937425E+002, 1.4377111E+002, 1.4945456E+002, 1.5299604E+002, 1.7423485E+002, 1.7423485E+002, 1.8321682E+002, 3.3110747E+001, 3.5405522E+001, 3.7852898E+001, 3.8669050E+001, 3.8440867E+001, 3.7056754E+001, 3.8338039E+001, 3.7063923E+001, 1.2456759E+002, 3.6985865E+001, 7.2706343E-001, 1.4426004E+000, 1.8465835E+000, 1.9919319E+000, 6.4756562E-001, 8.6094878E-001, 1.0455367E+000, 1.0685142E+000, 1.9872849E+000, 1.7374026E+000, 1.9309424E+000, 1.7092279E+000, 1.2310748E+000, 2.6048022E+000, 1.5931718E+000, 1.2446181E-002, 3.7455864E-005, 1.8612034E-001, 8.5713937E-004, 1.4690095E-006, 2.0550751E-001, 7.2877250E-004, 1.0703971E-006, 2.0572251E-001, 5.3243605E+002
 1.6000817E+002,-1.2262930E-001, 8.3073862E-002,-9.7600490E-002, 6.6326633E-002, 4.5048222E+001, 5.7228278E+001, 6.4535671E+001, 8.5253835E+001, 9.9910480E+001, 1.1546622E+002, 1.2467658E+002, 1.3349313E+002, 1.3579886E+002, 1.3834021E+002, 1.4103801E+002, 1.4534613E+002, 1.5266104E+002, 1.5873128E+002, 1.6017321E+002, 1.8399195E+002, 1.8399195E+002, 1.9413063E+002, 3.3416663E+001, 3.6265801E+001, 3.8718750E+001, 3.9616640E+001, 3.9404481E+001, 3.7907706E+001, 3.9348827E+001, 3.7918960E+001, 1.3027324E+002, 3.7559531E+001, 7.5594243E-001, 1.5531030E+000, 1.9096677E+000, 2.1022427E+000, 6.6441087E-001, 9.2103227E-001, 1.1048015E+000, 1.1442661E+000, 2.1146652E+000, 1.8091701E+000, 2.1130838E+000, 1.8304562E+000, 1.3223002E+000, 2.7582045E+000, 1.6643092E+000, 1.3193768E-002, 3.9777307E-005, 1.8486970E-001, 1.0029896E-003, 1.9219110E-006, 2.0526351E-001, 3.2649428E-003, 8.9458363E-006, 2.0147972E-001, 4.3879652E+002
