s,m3/s,m3/s,kg/s,kg/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,Pa
Time,"DADM_L2_MOY","DEXT_L2_MOY","R2_in","R2_out","TG_L2_NE_005","TG_L2_NE_030","TG_L2_NE_055","TG_L2_NE_080","TG_L2_NE_105","TG_L2_NE_130","TG_L2_NE_155","TG_L2_NE_180","TG_L2_NE_205","TG_L2_NE_230","TG_L2_NE_255","TG_L2_NE_280","TG_L2_NE_305","TG_L2_NE_330","TG_L2_NE_355","TG_L2_NE_380","TG_L2_NE_385","TG_L2_NE_390","TP_L2_N030","TP_L2_N155","TP_L2_N260","TP_L2_N355","TP_L2_WC260","TP_L2_NC265","TP_L2_EC260","TP_L2_SC260","TP_L2_P","TP_L2_SOL","FLT_L2_N030","FLT_L2_N155","FLT_L2_N260","FLT_L2_N355","FLR_L2_N030","FLR_L2_N155","FLR_L2_N260","FLR_L2_N355","FLT_L2_WC260","FLT_L2_NC260","FLT_L2_EC260","FLT_L2_SC260","FLR_L2_P","FLT_L2_PM","FLT_L2_SOL","CO2L2_HAUT","COL2_HAUT","O2L2_HAUT","CO2FP","COFP","O2FP","CO2L2_BAS","COL2_BAS","O2L2_BAS","PLOCAL2_MOY"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001,-1.2191484E-002,-1.2132234E-002,-1.2103728E-002,-1.2081945E-002,-1.2191484E-002,-1.2132234E-002,-1.2103728E-002,-1.2081945E-002,-1.2085312E-002,-1.2087365E-002,-1.2083160E-002,-1.2088132E-002,-1.2110261E-002,-1.2110261E-002,-1.2121972E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 0.0000000E+000
 1.0004390E+001, 1.5747187E-001, 1.5351329E-001, 1.8162982E-001, 1.7699012E-001, 3.0018794E+001, 3.0019287E+001, 3.0020299E+001, 3.0020787E+001, 3.0021454E+001, 3.0021937E+001, 3.0022052E+001, 3.0021964E+001, 3.0021993E+001, 3.0021850E+001, 3.0021702E+001, 3.0021285E+001, 3.0021293E+001, 3.0020876E+001, 3.0020818E+001, 3.0020640E+001, 3.0020640E+001, 3.0020690E+001, 3.0000159E+001, 3.0001272E+001, 3.0001365E+001, 3.0001027E+001, 3.0001456E+001, 3.0000986E+001, 3.0001460E+001, 3.0000982E+001, 3.0038520E+001, 3.0000307E+001,-1.2942741E-002,-1.1871604E-002,-1.1781901E-002,-1.2104642E-002,-1.1844721E-002,-1.0774174E-002,-1.0684540E-002,-1.1007089E-002,-1.1659399E-002,-1.2144453E-002,-1.1658434E-002,-1.2147932E-002,-9.9584597E-003,-1.0986432E-002,-1.2718582E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 2.2390946E+001
 2.0008780E+001, 1.6231394E-001, 1.6031647E-001, 1.8722803E-001, 1.8484043E-001, 3.0024698E+001, 3.0026504E+001, 3.0030055E+001, 3.0032372E+001, 3.0034103E+001, 3.0036122E+001, 3.0036373E+001, 3.0035968E+001, 3.0036440E+001, 3.0035965E+001, 3.0035178E+001, 3.0034359E+001, 3.0034083E+001, 3.0032924E+001, 3.0032505E+001, 3.0031762E+001, 3.0031762E+001, 3.0032961E+001, 3.0000462E+001, 3.0002894E+001, 3.0003113E+001, 3.0002401E+001, 3.0003392E+001, 3.0002313E+001, 3.0003394E+001, 3.0002311E+001, 3.0093966E+001, 3.0000903E+001,-1.2850005E-002,-1.1583135E-002,-1.1463339E-002,-1.1823663E-002,-1.1746623E-002,-1.0481945E-002,-1.0362432E-002,-1.0722251E-002,-1.1264285E-002,-1.1870027E-002,-1.1261955E-002,-1.1868315E-002,-9.4343659E-003,-1.1221449E-002,-1.2516761E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.0001977E+001
 3.0013170E+001, 1.6235262E-001, 1.6031769E-001, 1.8727256E-001, 1.8481987E-001, 3.0024462E+001, 3.0027480E+001, 3.0033295E+001, 3.0037662E+001, 3.0039672E+001, 3.0043750E+001, 3.0044108E+001, 3.0043690E+001, 3.0044291E+001, 3.0043273E+001, 3.0042053E+001, 3.0041090E+001, 3.0040572E+001, 3.0038955E+001, 3.0038299E+001, 3.0263932E+001, 3.0263932E+001, 3.0522404E+001, 3.0000693E+001, 3.0003936E+001, 3.0004255E+001, 3.0003351E+001, 3.0004769E+001, 3.0003221E+001, 3.0004721E+001, 3.0003225E+001, 3.0151887E+001, 3.0001384E+001,-1.2808697E-002,-1.1517856E-002,-1.1377784E-002,-1.1716461E-002,-1.1704930E-002,-1.0418022E-002,-1.0278638E-002,-1.0616337E-002,-1.3622938E-002,-1.1776925E-002,-1.1127443E-002,-1.1771631E-002,-9.2771393E-003,-1.1635047E-002,-1.2419320E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 2.9913969E+001
 4.0004579E+001, 1.4127222E-001, 1.6443778E-001, 1.6299338E-001, 1.8942990E-001, 3.0097727E+001, 3.0113549E+001, 3.0119692E+001, 3.0130202E+001, 3.0125679E+001, 3.0127903E+001, 3.0126397E+001, 3.0122110E+001, 3.0118801E+001, 3.0113581E+001, 3.0110096E+001, 3.0105517E+001, 3.0102930E+001, 3.0098793E+001, 3.0096932E+001, 3.2078525E+001, 3.2078525E+001, 3.4494415E+001, 3.0022115E+001, 3.0023397E+001, 3.0020211E+001, 3.0016984E+001, 3.0018595E+001, 3.0012903E+001, 3.0019201E+001, 3.0012977E+001, 3.0980184E+001, 3.0062215E+001, 7.9081044E-003, 6.7528913E-003, 3.2483228E-003,-3.4738965E-004, 8.9812920E-003, 7.8284993E-003, 4.5188705E-003, 1.9635734E-004, 6.0926232E-004,-3.0254849E-003, 1.6087827E-003,-2.7625849E-003, 6.4411269E-003, 3.6733905E-002, 4.6087011E-002, 3.8406673E-004, 1.4174838E-015, 2.0629917E-001, 3.9230843E-004, 2.5592554E-008, 2.0628538E-001, 3.8406673E-004, 2.7687619E-056, 2.0629917E-001, 7.2825786E+001
 5.0001532E+001, 1.2212807E-001, 1.6824268E-001, 1.4093246E-001, 1.9247327E-001, 3.0239578E+001, 3.0282789E+001, 3.0302076E+001, 3.0318759E+001, 3.0298236E+001, 3.0292079E+001, 3.0285180E+001, 3.0267184E+001, 3.0254337E+001, 3.0235225E+001, 3.0226177E+001, 3.0745564E+001, 3.1060567E+001, 3.1248507E+001, 3.1409361E+001, 3.5838680E+001, 3.5838680E+001, 4.1553796E+001, 3.0064840E+001, 3.0062922E+001, 3.0068738E+001, 3.0078627E+001, 3.0055045E+001, 3.0036711E+001, 3.0054436E+001, 3.0037488E+001, 3.3062234E+001, 3.0180851E+001, 2.8519860E-002, 2.5983997E-002, 2.8651495E-002, 3.2210101E-002, 2.9642489E-002, 2.7173896E-002, 2.3186748E-002, 1.6592673E-002, 1.8513968E-002, 8.4516161E-003, 1.7593374E-002, 9.6673114E-003, 2.2952389E-002, 1.0695528E-001, 1.0203317E-001, 3.9172160E-004, 2.3770274E-008, 2.0628636E-001, 3.8915263E-004, 1.5793005E-008, 2.0629066E-001, 3.8406673E-004, 1.5943380E-034, 2.0629917E-001, 1.0673731E+002
 6.0007011E+001, 9.8888211E-002, 1.7301263E-001, 1.1413618E-001, 1.9455950E-001, 3.0440381E+001, 3.0520468E+001, 3.0591742E+001, 3.0607195E+001, 3.0590840E+001, 3.0605811E+001, 3.0601643E+001, 3.0586749E+001, 3.0564668E+001, 3.0504103E+001, 3.0656517E+001, 3.1759655E+001, 3.2376148E+001, 3.3968665E+001, 3.6650660E+001, 4.1473481E+001, 4.1473481E+001, 4.7871272E+001, 3.0128111E+001, 3.0120425E+001, 3.0156212E+001, 3.0195852E+001, 3.0104229E+001, 3.0077049E+001, 3.0103322E+001, 3.0075109E+001, 3.5489888E+001, 3.0358186E+001, 5.6712228E-002, 5.0522920E-002, 6.3855912E-002, 8.0954393E-002, 5.7974512E-002, 5.1856704E-002, 4.7153218E-002, 3.9776752E-002, 4.3317611E-002, 2.6376305E-002, 4.0842313E-002, 2.5437785E-002, 4.9693119E-002, 1.8324966E-001, 1.8261692E-001, 6.1565228E-004, 7.1913067E-007, 2.0591175E-001, 3.8740835E-004, 1.0376576E-008, 2.0629357E-001, 3.8406673E-004, 7.8325438E-025, 2.0629917E-001, 1.4140272E+002
 7.0013968E+001, 7.5890224E-002, 1.7732813E-001, 8.7605428E-002, 1.9560221E-001, 3.0650485E+001, 3.0778490E+001, 3.0883288E+001, 3.0933732E+001, 3.0947713E+001, 3.1012190E+001, 3.1059312E+001, 3.1206816E+001, 3.1868848E+001, 3.2727168E+001, 3.3263402E+001, 3.4164978E+001, 3.5232416E+001, 3.9276066E+001, 4.2485590E+001, 4.8619783E+001, 4.8619783E+001, 5.5755880E+001, 3.0213739E+001, 3.0195875E+001, 3.0288315E+001, 3.0361661E+001, 3.0218013E+001, 3.0132214E+001, 3.0225492E+001, 3.0130213E+001, 3.8506955E+001, 3.0590045E+001, 8.9097018E-002, 7.8761578E-002, 1.1571833E-001, 1.4138948E-001, 9.0414620E-002, 8.0179898E-002, 7.6590272E-002, 6.7998929E-002, 9.4676541E-002, 4.8760589E-002, 1.0408180E-001, 5.0129991E-002, 8.0771945E-002, 2.8913226E-001, 2.6802746E-001, 9.5703933E-004, 1.7792223E-006, 2.0534064E-001, 3.8634912E-004, 7.0873888E-009, 2.0629535E-001, 3.8406673E-004, 1.9552568E-020, 2.0629917E-001, 1.6878512E+002
 8.0015454E+001, 5.3597275E-002, 1.8113988E-001, 6.1878168E-002, 1.9567808E-001, 3.0852494E+001, 3.1108795E+001, 3.1220537E+001, 3.1345530E+001, 3.1401162E+001, 3.1583931E+001, 3.1755744E+001, 3.2183914E+001, 3.3664159E+001, 3.6535080E+001, 3.7512432E+001, 3.9993425E+001, 4.2214614E+001, 4.6935929E+001, 4.8530578E+001, 5.6392120E+001, 5.6392120E+001, 6.2438597E+001, 3.0317299E+001, 3.0295456E+001, 3.0459855E+001, 3.0560336E+001, 3.0378760E+001, 3.0231179E+001, 3.0409514E+001, 3.0241140E+001, 4.2699538E+001, 3.0872255E+001, 1.2283625E-001, 1.1341984E-001, 1.7796860E-001, 2.0036274E-001, 1.2401026E-001, 1.1309618E-001, 1.1113263E-001, 9.8870962E-002, 1.4912282E-001, 9.3996219E-002, 1.5958291E-001, 1.0005400E-001, 1.2140325E-001, 4.1368985E-001, 3.5798891E-001, 1.5301938E-003, 3.5590094E-006, 2.0438180E-001, 3.8739227E-004, 1.0326665E-008, 2.0629360E-001, 3.8406674E-004, 3.5681636E-014, 2.0629917E-001, 1.8850750E+002
