s,m3/s,m3/s,kg/s,kg/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,Pa
 9.0010765E+001,-9.1062192E-002, 6.7987842E-002,-9.4967510E-002, 7.1197579E-002, 3.2197588E+001, 3.3013711E+001, 3.3385261E+001, 3.3414572E+001, 3.3332528E+001, 3.3618543E+001, 3.4204759E+001, 3.7024204E+001, 3.7701486E+001, 4.3413105E+001, 4.6254436E+001, 4.9115327E+001, 5.5038515E+001, 5.9542227E+001, 6.0376485E+001, 7.0092972E+001, 7.0092972E+001, 7.8331216E+001, 3.0524779E+001, 3.0499822E+001, 3.0810795E+001, 3.0994456E+001, 3.0725164E+001, 3.0493490E+001, 3.0731203E+001, 3.0510516E+001, 4.9274709E+001, 3.1361116E+001, 1.8721357E-001, 1.8407136E-001, 2.9435579E-001, 3.4363645E-001, 1.8571158E-001, 1.7826577E-001, 1.7920880E-001, 1.6496020E-001, 2.7377069E-001, 1.9309066E-001, 2.6708261E-001, 2.0580776E-001, 1.8571785E-001, 6.0664728E-001, 5.1248719E-001, 2.5711371E-003, 6.7913969E-006, 2.0264040E-001, 3.8844659E-004, 1.3600577E-008, 2.0629183E-001, 3.8665949E-004, 8.0511384E-009, 2.0629483E-001, 4.1510451E+002
 1.0000510E+002,-1.0104838E-001, 6.9911408E-002,-1.0310222E-001, 7.1643903E-002, 3.3333638E+001, 3.3989092E+001, 3.4313040E+001, 3.4794379E+001, 3.5069759E+001, 3.6425907E+001, 3.6752302E+001, 3.9465977E+001, 4.3845572E+001, 5.2079068E+001, 5.4538300E+001, 5.6617971E+001, 5.8700524E+001, 6.5806739E+001, 6.8516657E+001, 7.6583353E+001, 7.6583353E+001, 8.5258982E+001, 3.0662063E+001, 3.0655289E+001, 3.1167505E+001, 3.1422155E+001, 3.1010066E+001, 3.0747883E+001, 3.1043928E+001, 3.0779115E+001, 5.3372853E+001, 3.1705422E+001, 2.1217747E-001, 2.1897983E-001, 3.9293870E-001, 4.6072314E-001, 2.0953471E-001, 2.0781279E-001, 2.2106825E-001, 2.0900319E-001, 3.5133285E-001, 2.8107991E-001, 3.6950604E-001, 2.8646568E-001, 2.3010297E-001, 6.6777883E-001, 5.6644962E-001, 3.1018131E-003, 8.4392779E-006, 2.0175263E-001, 3.9737977E-004, 4.1340362E-008, 2.0627689E-001, 4.0117194E-004, 5.3115909E-008, 2.0627055E-001, 4.5515669E+002
 1.1000716E+002,-1.0508055E-001, 7.1138588E-002,-1.0522888E-001, 7.1263560E-002, 3.3264149E+001, 3.4568121E+001, 3.4928240E+001, 3.6188227E+001, 3.6750258E+001, 3.7620741E+001, 3.9844988E+001, 4.5675654E+001, 5.0925073E+001, 5.8527088E+001, 6.1017915E+001, 6.4812509E+001, 6.7593833E+001, 7.1462542E+001, 7.3047734E+001, 8.3239553E+001, 8.3239553E+001, 9.1951991E+001, 3.0803185E+001, 3.0829911E+001, 3.1513050E+001, 3.1792821E+001, 3.1422754E+001, 3.1078429E+001, 3.1447528E+001, 3.1070117E+001, 5.8489168E+001, 3.2055955E+001, 2.3975207E-001, 2.6311489E-001, 4.6541100E-001, 5.1500546E-001, 2.3418380E-001, 2.4418382E-001, 2.6280794E-001, 2.4696479E-001, 4.6755451E-001, 3.6834516E-001, 4.8362625E-001, 3.5195015E-001, 2.8517650E-001, 8.7497969E-001, 6.3832530E-001, 3.7525086E-003, 1.0459849E-005, 2.0066407E-001, 4.0984458E-004, 8.0046692E-008, 2.0625603E-001, 4.4136688E-004, 1.7793118E-007, 2.0620331E-001, 4.6850414E+002
 1.2001113E+002,-1.0266878E-001, 7.1216762E-002,-1.0104987E-001, 7.0233322E-002, 3.3744908E+001, 3.5903472E+001, 3.6854362E+001, 3.7969162E+001, 3.8720911E+001, 4.0940839E+001, 4.3736290E+001, 5.3680849E+001, 5.9631402E+001, 6.4624717E+001, 6.7219525E+001, 7.1021247E+001, 7.3560768E+001, 7.9037873E+001, 8.0559666E+001, 9.1739995E+001, 9.1739995E+001, 1.0049134E+002, 3.0942047E+001, 3.1026959E+001, 3.1904702E+001, 3.2187322E+001, 3.1828681E+001, 3.1392402E+001, 3.1790419E+001, 3.1397609E+001, 6.2569365E+001, 3.2385248E+001, 2.5971951E-001, 3.0575777E-001, 5.4641377E-001, 5.9418217E-001, 2.5069362E-001, 2.6846230E-001, 3.0323605E-001, 2.9008554E-001, 5.5645859E-001, 4.3091456E-001, 5.0929199E-001, 4.4019973E-001, 3.2004001E-001, 8.7075442E-001, 6.7181471E-001, 4.4555169E-003, 1.2642865E-005, 1.9948800E-001, 4.1241011E-004, 8.8013294E-008, 2.0625174E-001, 4.1773622E-004, 1.0455213E-007, 2.0624284E-001, 4.5025147E+002
 1.3001237E+002,-9.6487221E-002, 7.0904755E-002,-9.3787671E-002, 6.8737687E-002, 3.4772417E+001, 3.7650281E+001, 3.8550394E+001, 3.9962451E+001, 4.1229735E+001, 4.4807782E+001, 5.0244303E+001, 6.3103800E+001, 6.6631034E+001, 7.1941133E+001, 7.4125647E+001, 7.6043905E+001, 8.0421787E+001, 8.3866834E+001, 8.6177096E+001, 9.5246020E+001, 9.5246020E+001, 1.0159000E+002, 3.1083991E+001, 3.1253265E+001, 3.2267906E+001, 3.2552233E+001, 3.2297229E+001, 3.1761918E+001, 3.2256820E+001, 3.1793861E+001, 6.7028026E+001, 3.2689073E+001, 2.8135747E-001, 3.6643337E-001, 6.0072859E-001, 6.4066171E-001, 2.6756859E-001, 2.9875309E-001, 3.3525709E-001, 3.2031716E-001, 6.5849232E-001, 5.1045696E-001, 6.4352803E-001, 5.2661761E-001, 3.6047699E-001, 1.0167018E+000, 6.9892278E-001, 5.0596210E-003, 1.4518758E-005, 1.9847739E-001, 4.4385583E-004, 1.8566007E-007, 2.0619913E-001, 4.1462691E-004, 9.4896944E-008, 2.0624804E-001, 4.1694301E+002
 1.4000334E+002,-8.9501235E-002, 7.0506199E-002,-8.5399190E-002, 6.7167834E-002, 3.5590096E+001, 3.8911723E+001, 4.0066318E+001, 4.1708589E+001, 4.3629793E+001, 5.0118287E+001, 5.9374769E+001, 6.7865728E+001, 7.3801588E+001, 7.5476321E+001, 7.5642856E+001, 8.0295024E+001, 8.6056850E+001, 8.8777948E+001, 9.0426536E+001, 9.9990242E+001, 9.9990242E+001, 1.0766256E+002, 3.1228373E+001, 3.1540894E+001, 3.2652238E+001, 3.2947634E+001, 3.2760753E+001, 3.2158406E+001, 3.2681477E+001, 3.2197295E+001, 7.1088178E+001, 3.3005922E+001, 3.0210781E-001, 4.3278947E-001, 6.6536801E-001, 6.9187795E-001, 2.8315691E-001, 3.2804136E-001, 3.7034774E-001, 3.5442891E-001, 7.3056499E-001, 5.9651219E-001, 7.0366130E-001, 6.0069830E-001, 4.0013111E-001, 1.1166324E+000, 7.5421358E-001, 5.7172936E-003, 1.6560995E-005, 1.9737716E-001, 4.9929984E-004, 3.5782752E-007, 2.0610638E-001, 4.0243018E-004, 5.7023068E-008, 2.0626845E-001, 3.8115251E+002
 1.5000935E+002,-7.9643788E-002, 6.9514269E-002,-7.4633747E-002, 6.5713219E-002, 3.6420408E+001, 4.0474457E+001, 4.2098255E+001, 4.4142438E+001, 4.6238281E+001, 5.6258180E+001, 6.5039623E+001, 7.2934202E+001, 7.7004309E+001, 7.9142397E+001, 8.0688293E+001, 8.7220996E+001, 9.2256051E+001, 9.4681885E+001, 9.6363897E+001, 1.1038778E+002, 1.1038778E+002, 1.2040556E+002, 3.1375490E+001, 3.1848968E+001, 3.3103068E+001, 3.3415625E+001, 3.3198208E+001, 3.2578040E+001, 3.3125936E+001, 3.2578305E+001, 7.5188484E+001, 3.3323436E+001, 3.2334606E-001, 4.9131677E-001, 7.6386263E-001, 8.1826427E-001, 2.9998922E-001, 3.5356612E-001, 4.1263299E-001, 4.0317803E-001, 7.8690329E-001, 6.6882595E-001, 7.7823702E-001, 6.5009591E-001, 4.4243909E-001, 1.1762954E+000, 7.8793427E-001, 6.1793592E-003, 1.7995824E-005, 1.9660417E-001, 5.5292443E-004, 5.2434527E-007, 2.0601666E-001, 4.0349746E-004, 6.0337229E-008, 2.0626666E-001, 3.3853362E+002
 1.6000032E+002,-6.5000319E-002, 6.8454600E-002,-6.0191424E-002, 6.3839760E-002, 3.7275051E+001, 4.2358103E+001, 4.3837233E+001, 4.8395776E+001, 5.3225521E+001, 6.2935257E+001, 6.8989430E+001, 7.7214629E+001, 8.0300350E+001, 8.5377831E+001, 8.7277797E+001, 9.1317673E+001, 9.6487935E+001, 1.0186097E+002, 1.0272643E+002, 1.1195661E+002, 1.1195661E+002, 1.2182015E+002, 3.1523510E+001, 3.2151283E+001, 3.3551638E+001, 3.3968559E+001, 3.3628360E+001, 3.2977404E+001, 3.3613043E+001, 3.2981673E+001, 7.8378339E+001, 3.3597659E+001, 3.4258305E-001, 5.3833675E-001, 8.1230679E-001, 9.1072722E-001, 3.1142176E-001, 3.6998477E-001, 4.3931095E-001, 4.4628053E-001, 8.3734382E-001, 7.1740700E-001, 8.5275484E-001, 7.2008733E-001, 4.7952995E-001, 1.2036961E+000, 7.8829098E-001, 6.7451737E-003, 1.9752818E-005, 1.9565761E-001, 5.8253043E-004, 6.1627924E-007, 2.0596713E-001, 4.0662763E-004, 7.0057186E-008, 2.0626143E-001, 2.8816833E+002
 1.7000091E+002,-5.3168975E-002, 6.7754784E-002,-4.8685253E-002, 6.2583905E-002, 3.7587301E+001, 4.3667507E+001, 4.5524716E+001, 5.0911120E+001, 5.7001010E+001, 6.8185914E+001, 7.4358292E+001, 8.0903687E+001, 8.5373162E+001, 9.1483645E+001, 9.2982789E+001, 9.6468740E+001, 9.7244023E+001, 1.0172441E+002, 1.0491836E+002, 1.1471605E+002, 1.1471605E+002, 1.2174408E+002, 3.1669182E+001, 3.2455647E+001, 3.3966524E+001, 3.4373560E+001, 3.4073360E+001, 3.3376926E+001, 3.4039487E+001, 3.3364619E+001, 8.0447055E+001, 3.3847031E+001, 3.5594620E-001, 5.7942280E-001, 8.5725236E-001, 9.0326722E-001, 3.2082240E-001, 3.8496932E-001, 4.6253268E-001, 4.5704125E-001, 8.9690962E-001, 7.7340763E-001, 8.8783102E-001, 7.5795874E-001, 4.9771378E-001, 1.1978437E+000, 7.9784470E-001, 7.2069387E-003, 2.1186713E-005, 1.9488512E-001, 6.2919341E-004, 7.6117941E-007, 2.0588907E-001, 4.6334571E-004, 2.4618093E-007, 2.0616654E-001, 2.5502625E+002
 1.8000628E+002,-4.0844345E-002, 6.7297614E-002,-3.7485050E-002, 6.1509398E-002, 3.8307529E+001, 4.5265046E+001, 4.8160485E+001, 5.4577960E+001, 6.2714895E+001, 7.1632031E+001, 7.9232363E+001, 8.6430408E+001, 9.0033172E+001, 9.1862890E+001, 9.3569797E+001, 9.9198511E+001, 1.0228197E+002, 1.0418315E+002, 1.0755645E+002, 1.1895488E+002, 1.1895488E+002, 1.2561483E+002, 3.1810342E+001, 3.2800274E+001, 3.4373870E+001, 3.4776265E+001, 3.4508024E+001, 3.3759937E+001, 3.4440952E+001, 3.3767940E+001, 8.2565662E+001, 3.4090085E+001, 3.7022694E-001, 6.3379501E-001, 9.0766429E-001, 9.5672828E-001, 3.2952253E-001, 4.0574842E-001, 4.8695343E-001, 4.8435653E-001, 9.4838046E-001, 8.0962913E-001, 9.3213225E-001, 8.2694656E-001, 5.2193010E-001, 1.2399295E+000, 8.1105477E-001, 7.5936538E-003, 2.2387560E-005, 1.9423818E-001, 7.5827464E-004, 1.1620087E-006, 2.0567312E-001, 6.5837722E-004, 8.5180223E-007, 2.0584027E-001, 2.2908300E+002
 1.9000561E+002,-2.7192654E-002, 6.6740422E-002,-2.4717399E-002, 6.0733482E-002, 3.9006700E+001, 4.7558564E+001, 5.1053769E+001, 5.9370303E+001, 6.7818179E+001, 7.6021354E+001, 8.2432716E+001, 8.9992823E+001, 9.1979903E+001, 9.5077921E+001, 9.6182581E+001, 9.9865007E+001, 1.0538246E+002, 1.0782445E+002, 1.0825880E+002, 1.1752181E+002, 1.1752181E+002, 1.2922316E+002, 3.1963974E+001, 3.3087863E+001, 3.4750527E+001, 3.5195309E+001, 3.4880581E+001, 3.4111117E+001, 3.4879126E+001, 3.4118583E+001, 8.5462778E+001, 3.4339933E+001, 3.9099487E-001, 6.5834928E-001, 9.2223755E-001, 9.9993171E-001, 3.4038030E-001, 4.2205934E-001, 5.0465773E-001, 5.0746455E-001, 9.6167979E-001, 8.3441262E-001, 9.8024097E-001, 8.2646980E-001, 5.5307949E-001, 1.2968641E+000, 8.3452110E-001, 8.1804154E-003, 2.4209600E-005, 1.9325658E-001, 6.7635179E-004, 9.0761802E-007, 2.0581015E-001, 1.7260234E-003, 4.1671090E-006, 2.0405420E-001, 2.0716780E+002
 2.0000442E+002,-1.4582277E-002, 6.6568234E-002,-1.2649232E-002, 6.0295917E-002, 3.9365823E+001, 4.8544545E+001, 5.2489019E+001, 6.4591623E+001, 7.1247320E+001, 7.9827734E+001, 8.6427892E+001, 9.2813411E+001, 9.4600719E+001, 9.9132717E+001, 1.0050357E+002, 1.0351845E+002, 1.0525719E+002, 1.0940887E+002, 1.1022819E+002, 1.2022115E+002, 1.2022115E+002, 1.2810679E+002, 3.2114405E+001, 3.3405965E+001, 3.5130371E+001, 3.5575284E+001, 3.5278991E+001, 3.4459994E+001, 3.5274281E+001, 3.4479280E+001, 8.7104920E+001, 3.4585324E+001, 4.0360463E-001, 7.1132126E-001, 9.6556292E-001, 1.0106014E+000, 3.4657085E-001, 4.3707482E-001, 5.2118517E-001, 5.2279411E-001, 9.9989726E-001, 8.6877118E-001, 1.0064957E+000, 8.8234451E-001, 5.6945662E-001, 1.2821148E+000, 8.5011868E-001, 8.5611789E-003, 2.5391966E-005, 1.9261960E-001, 7.8155739E-004, 1.2343076E-006, 2.0563415E-001, 2.8583978E-003, 7.6834128E-006, 2.0215984E-001, 1.9693583E+002
 2.1001221E+002,-5.1087339E-003, 6.6894020E-002,-3.3921103E-003, 6.0206651E-002, 3.9932090E+001, 4.9896526E+001, 5.5584647E+001, 6.9481943E+001, 7.6301616E+001, 8.3719180E+001, 8.8901086E+001, 9.4574738E+001, 9.5630742E+001, 9.9116898E+001, 1.0014801E+002, 1.0336539E+002, 1.0612225E+002, 1.1096572E+002, 1.1182715E+002, 1.2193500E+002, 1.2193500E+002, 1.3063288E+002, 3.2245246E+001, 3.3765009E+001, 3.5450545E+001, 3.5967848E+001, 3.5666647E+001, 3.4767575E+001, 3.5649288E+001, 3.4860910E+001, 8.8984057E+001, 3.4815891E+001, 4.0786960E-001, 7.5227319E-001, 9.5946211E-001, 1.0560248E+000, 3.4737840E-001, 4.5154546E-001, 5.3352159E-001, 5.3986740E-001, 1.0329544E+000, 8.7251068E-001, 1.0347015E+000, 9.1637475E-001, 5.8425484E-001, 1.3282680E+000, 8.5534849E-001, 8.6739369E-003, 2.5742107E-005, 1.9243097E-001, 7.8780807E-004, 1.2537174E-006, 2.0562371E-001, 2.8475110E-003, 7.6496067E-006, 2.0217805E-001, 1.9988998E+002
