s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
 1.3200010E+003, 1.1876234E+001,-1.0845402E+001,-2.8422044E-002,-6.8951276E+000,-4.4040520E-002,-5.7380212E-002, 0.0000000E+000, 0.0000000E+000,-6.0089285E+000,-5.9941392E+000, 2.8369696E-004, 2.8369696E-004,-5.2255838E+002
 1.3350305E+003, 1.1698069E+001,-1.0657262E+001,-3.4547297E-002,-6.6652949E+000,-4.3877901E-002,-1.4794103E-002, 0.0000000E+000, 0.0000000E+000,-5.7056394E+000,-5.7177071E+000, 2.8187487E-004, 2.8187487E-004,-5.2273997E+002
 1.3500267E+003, 1.1797173E+001,-1.0489312E+001,-7.4033927E-003,-6.5196430E+000,-4.3503615E-002, 6.3555333E-002, 0.0000000E+000, 0.0000000E+000,-5.2121200E+000,-5.1991334E+000, 2.8005309E-004, 2.8005309E-004,-5.1895179E+002
 1.3650266E+003, 1.1764516E+001,-1.0348202E+001,-1.6383544E-002,-6.3432860E+000,-4.3213473E-002,-3.0104792E-002, 0.0000000E+000, 0.0000000E+000,-5.0390867E+000,-5.0166733E+000, 2.7823271E-004, 2.7823271E-004,-5.2163787E+002
 1.3800206E+003, 1.1460621E+001,-1.0214518E+001,-2.2659392E-002,-6.2896950E+000,-4.3042302E-002, 2.9975200E-002, 0.0000000E+000, 0.0000000E+000,-5.0696441E+000,-5.0793178E+000, 2.7641178E-004, 2.7641178E-004,-5.1883606E+002
 1.3950396E+003, 1.1452109E+001,-1.0053122E+001,-3.6860311E-002,-6.0254008E+000,-4.2735078E-002,-7.1430293E-002, 0.0000000E+000, 0.0000000E+000,-4.7951592E+000,-4.7774393E+000, 2.7459092E-004, 2.7459092E-004,-5.2374087E+002
 1.4100179E+003, 1.1382952E+001,-9.9450743E+000,-3.5198508E-002,-5.9992684E+000,-4.2376822E-002, 5.0746425E-003, 0.0000000E+000, 0.0000000E+000,-4.6382019E+000,-4.6338909E+000, 2.7277037E-004, 2.7277037E-004,-5.2330344E+002
 1.4250066E+003, 1.1390997E+001,-9.8606204E+000,-1.9391401E-002,-5.9760748E+000,-4.2087776E-002, 7.1047811E-002, 0.0000000E+000, 0.0000000E+000,-4.4310828E+000,-4.4361299E+000, 2.7095200E-004, 2.7095200E-004,-5.1868196E+002
 1.4400085E+003, 1.1371120E+001,-9.8177080E+000,-3.8294375E-002,-5.8646511E+000,-4.1767595E-002,-1.2462792E-002, 0.0000000E+000, 0.0000000E+000,-4.4208410E+000,-4.4037638E+000, 2.6913193E-004, 2.6913193E-004,-5.2013087E+002
 1.4550447E+003, 1.1130873E+001,-9.6283510E+000,-3.2397939E-002,-5.6707289E+000,-4.1598949E-002,-6.7398123E-002, 0.0000000E+000, 0.0000000E+000,-4.3037597E+000,-4.3096015E+000, 2.6730906E-004, 2.6730906E-004,-5.2388486E+002
 1.4700140E+003, 1.0948418E+001,-9.5027530E+000,-2.4934501E-002,-5.5384596E+000,-4.1385203E-002, 7.9497126E-002, 0.0000000E+000, 0.0000000E+000,-4.0923860E+000,-4.0796174E+000, 2.6548858E-004, 2.6548858E-004,-5.1936094E+002
 1.4850054E+003, 1.0845189E+001,-9.3708772E+000,-3.8741716E-002,-5.4522599E+000,-4.1104287E-002,-2.5868858E-002, 0.0000000E+000, 0.0000000E+000,-4.0654642E+000,-4.0836631E+000, 2.6366998E-004, 2.6366998E-004,-5.2008633E+002
 1.5000160E+003, 1.0834346E+001,-9.2928231E+000,-2.6889690E-002,-5.4204891E+000,-4.0777921E-002,-4.4606236E-003, 0.0000000E+000, 0.0000000E+000,-3.9751042E+000,-3.9510942E+000, 2.6184919E-004, 2.6184919E-004,-5.2136413E+002
 1.5150317E+003, 1.0728597E+001,-9.1931507E+000,-4.0743248E-002,-5.2669342E+000,-4.0473732E-002,-4.2901685E-002, 0.0000000E+000, 0.0000000E+000,-3.8514658E+000,-3.8556069E+000, 2.6002750E-004, 2.6002750E-004,-5.2328616E+002
 1.5300438E+003, 1.0755733E+001,-9.1109109E+000,-2.9780033E-002,-5.1950101E+000,-4.0201382E-002, 6.8994974E-002, 0.0000000E+000, 0.0000000E+000,-3.5572583E+000,-3.5511749E+000, 2.5820528E-004, 2.5820528E-004,-5.1928092E+002
 1.5450278E+003, 1.0696002E+001,-9.0374565E+000,-4.4996426E-002,-5.1206687E+000,-3.9892846E-002,-4.1376646E-002, 0.0000000E+000, 0.0000000E+000,-3.5702326E+000,-3.5883892E+000, 2.5638461E-004, 2.5638461E-004,-5.2109319E+002
 1.5600192E+003, 1.0584342E+001,-8.9492112E+000,-3.0917684E-002,-5.0628060E+000,-3.9705453E-002, 1.5538936E-002, 0.0000000E+000, 0.0000000E+000,-3.5026412E+000,-3.4827597E+000, 2.5456553E-004, 2.5456553E-004,-5.2100475E+002
 1.5750095E+003, 1.0571132E+001,-8.8636243E+000,-4.7621623E-002,-4.9585799E+000,-3.9289556E-002,-4.9015165E-002, 0.0000000E+000, 0.0000000E+000,-3.3783626E+000,-3.3869983E+000, 2.5274614E-004, 2.5274614E-004,-5.2330306E+002
 1.5900187E+003, 1.0534582E+001,-8.7916490E+000,-3.3591389E-002,-4.8696090E+000,-3.9086937E-002, 6.6138042E-002, 0.0000000E+000, 0.0000000E+000,-3.1416785E+000,-3.1332167E+000, 2.5092574E-004, 2.5092574E-004,-5.1952727E+002
 1.6050294E+003, 1.0446263E+001,-8.7239731E+000,-4.4400773E-002,-4.8129791E+000,-3.8809394E-002,-6.4093338E-002, 0.0000000E+000, 0.0000000E+000,-3.2298265E+000,-3.2379928E+000, 2.4910455E-004, 2.4910455E-004,-5.2297644E+002
 1.6200121E+003, 1.0280823E+001,-8.6308783E+000,-2.5021617E-002,-4.7714769E+000,-3.8523168E-002, 5.4684482E-002, 0.0000000E+000, 0.0000000E+000,-3.1420695E+000,-3.1303923E+000, 2.4728420E-004, 2.4728420E-004,-5.2005344E+002
 1.6350090E+003, 1.0253542E+001,-8.5681130E+000,-4.7838845E-002,-4.7134608E+000,-3.8230399E-002,-6.2731629E-002, 0.0000000E+000, 0.0000000E+000,-3.1679755E+000,-3.1768331E+000, 2.4546490E-004, 2.4546490E-004,-5.2331042E+002
 1.6500215E+003, 1.0161227E+001,-8.4696710E+000,-1.9444409E-002,-4.5600343E+000,-3.7936751E-002, 6.6669841E-002, 0.0000000E+000, 0.0000000E+000,-2.8610113E+000,-2.8591893E+000, 2.4364340E-004, 2.4364340E-004,-5.1919671E+002
 1.6650333E+003, 1.0138142E+001,-8.4130412E+000,-3.3965136E-002,-4.5248028E+000,-3.7643450E-002,-1.3972468E-002, 0.0000000E+000, 0.0000000E+000,-2.8925055E+000,-2.8852832E+000, 2.4182145E-004, 2.4182145E-004,-5.2019487E+002
 1.6800112E+003, 9.8893364E+000,-8.3007841E+000,-2.5595051E-002,-4.5208182E+000,-3.7434289E-002,-2.8835899E-002, 0.0000000E+000, 0.0000000E+000,-3.0248200E+000,-3.0241311E+000, 2.4000161E-004, 2.4000161E-004,-5.2189837E+002
 1.6950205E+003, 9.9948244E+000,-8.2757689E+000,-3.0505137E-002,-4.4914033E+000,-3.7067427E-002,-1.9703451E-002, 0.0000000E+000, 0.0000000E+000,-2.8582591E+000,-2.8596238E+000, 2.3818207E-004, 2.3818207E-004,-5.2298280E+002
 1.7100447E+003, 9.9009204E+000,-8.2247231E+000,-2.7879876E-002,-4.4360044E+000,-3.6825411E-002,-3.3967550E-003, 0.0000000E+000, 0.0000000E+000,-2.8254349E+000,-2.8279091E+000, 2.3635925E-004, 2.3635925E-004,-5.2281230E+002
 1.7250339E+003, 9.7869740E+000,-8.1414146E+000,-2.2629426E-002,-4.3400174E+000,-3.6573561E-002, 6.7732201E-002, 0.0000000E+000, 0.0000000E+000,-2.6944912E+000,-2.6859287E+000, 2.3453839E-004, 2.3453839E-004,-5.1893270E+002
 1.7400388E+003, 9.7516658E+000,-8.0925148E+000,-4.1166723E-002,-4.2818216E+000,-3.6278987E-002,-6.8783984E-002, 0.0000000E+000, 0.0000000E+000,-2.7701206E+000,-2.7689003E+000, 2.3271769E-004, 2.3271769E-004,-5.2313570E+002
 1.7550409E+003, 9.6091996E+000,-8.0117214E+000,-2.0018255E-002,-4.2240487E+000,-3.5963939E-002, 5.8397878E-002, 0.0000000E+000, 0.0000000E+000,-2.6302374E+000,-2.6241548E+000, 2.3089649E-004, 2.3089649E-004,-5.1929082E+002
 1.7700057E+003, 9.4440670E+000,-7.9037770E+000,-3.3737574E-002,-4.1803714E+000,-3.5736715E-002,-5.6776544E-002, 0.0000000E+000, 0.0000000E+000,-2.7714155E+000,-2.7663323E+000, 2.2907870E-004, 2.2907870E-004,-5.2325705E+002
 1.7850302E+003, 9.3812495E+000,-7.8164859E+000,-2.0940803E-002,-4.1009436E+000,-3.5466953E-002, 6.8015852E-002, 0.0000000E+000, 0.0000000E+000,-2.5313563E+000,-2.5245718E+000, 2.2725838E-004, 2.2725838E-004,-5.1904120E+002
 1.8000000E+003, 9.3575642E+000,-7.7665627E+000,-4.6251458E-002,-4.0384686E+000,-3.5164646E-002,-6.7989706E-002, 0.0000000E+000, 0.0000000E+000,-2.6021620E+000,-2.5968729E+000, 2.2550381E-004, 2.2550381E-004,-5.2300201E+002
