s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
 3.1000336E+002, 1.1474176E+002,-5.0835205E+001,-1.5673463E+001,-4.1688549E+001,-3.2370067E-001,-2.6094388E-002, 0.0000000E+000, 0.0000000E+000, 5.9128238E+000, 6.1947447E+000, 2.7273179E-003, 2.7273179E-003, 8.3145163E+001
 3.2000882E+002, 1.1396805E+002,-5.0869464E+001,-1.5904492E+001,-4.1934954E+001,-3.1751836E-001,-3.7612401E-002, 0.0000000E+000, 0.0000000E+000, 4.6314821E+000, 4.9040120E+000, 2.6997951E-003, 2.6997951E-003, 7.9881163E+001
 3.3001410E+002, 1.1143719E+002,-5.0396362E+001,-1.5914453E+001,-4.1908195E+001,-3.1773986E-001,-2.1849407E-001, 0.0000000E+000, 0.0000000E+000, 2.4192195E+000, 2.6819423E+000, 2.6722688E-003, 2.6722688E-003, 6.1379508E+001
 3.4001541E+002, 1.1071460E+002,-5.0345737E+001,-1.5721268E+001,-4.2261110E+001,-3.0810447E-001,-2.6882462E-001, 0.0000000E+000, 0.0000000E+000, 1.5342925E+000, 1.8095552E+000, 2.6447388E-003, 2.6447388E-003, 3.8347937E+001
 3.5000150E+002, 1.1187653E+002,-5.0578313E+001,-1.5698210E+001,-4.2578663E+001,-3.1024566E-001, 4.3633737E-001, 0.0000000E+000, 0.0000000E+000, 2.8702338E+000, 3.1474396E+000, 2.6172386E-003, 2.6172386E-003, 7.4374268E+001
 3.6000952E+002, 1.0889847E+002,-4.9814109E+001,-1.5589717E+001,-4.2227481E+001,-3.0886687E-001,-7.2456729E-002, 0.0000000E+000, 0.0000000E+000, 6.3113761E-001, 8.8584368E-001, 2.5897273E-003, 2.5897273E-003, 6.8119737E+001
 3.7000433E+002, 1.0775621E+002,-4.9333044E+001,-1.5744869E+001,-4.1942415E+001,-3.0304409E-001,-5.4977911E-002, 0.0000000E+000, 0.0000000E+000, 1.1249906E-001, 3.7786471E-001, 2.5621945E-003, 2.5621945E-003, 6.3120842E+001
 3.8000110E+002, 1.0676893E+002,-4.9170377E+001,-1.5678226E+001,-4.1753810E+001,-3.0070015E-001,-3.5676345E-002, 0.0000000E+000, 0.0000000E+000,-4.0969720E-001,-1.6985998E-001, 2.5346907E-003, 2.5346907E-003, 5.9900697E+001
 3.9000183E+002, 1.0560170E+002,-4.8476737E+001,-1.5827255E+001,-4.2065661E+001,-2.9846732E-001,-4.4038811E-002, 0.0000000E+000, 0.0000000E+000,-1.3388107E+000,-1.1104634E+000, 2.5071793E-003, 2.5071793E-003, 5.6080224E+001
 4.0001324E+002, 1.0371331E+002,-4.8146262E+001,-1.5488649E+001,-4.1271958E+001,-2.9528420E-001,-8.3277917E-002, 0.0000000E+000, 0.0000000E+000,-1.8161257E+000,-1.5721239E+000, 2.4796366E-003, 2.4796366E-003, 4.8803084E+001
 4.1000061E+002, 1.0354334E+002,-4.7832981E+001,-1.5313035E+001,-4.1397278E+001,-2.9381790E-001,-4.3253195E-002, 0.0000000E+000, 0.0000000E+000,-1.5395016E+000,-1.3370264E+000, 2.4564076E-003, 2.4564076E-003, 4.5149345E+001
 4.2001505E+002, 1.0274756E+002,-4.7429767E+001,-1.5373337E+001,-4.0824583E+001,-2.9267204E-001, 6.3485413E-002, 0.0000000E+000, 0.0000000E+000,-1.3292234E+000,-1.1093128E+000, 2.4578283E-003, 2.4578283E-003, 5.0572087E+001
 4.3000235E+002, 1.0365104E+002,-4.7627973E+001,-1.5288320E+001,-4.0764357E+001,-2.9593501E-001, 2.4545121E-002, 0.0000000E+000, 0.0000000E+000,-5.2229217E-001,-3.0100207E-001, 2.4632279E-003, 2.4632279E-003, 5.2536427E+001
 4.4000620E+002, 1.0423199E+002,-4.7608953E+001,-1.5320429E+001,-4.0992583E+001,-2.9443282E-001, 5.6019029E-002, 0.0000000E+000, 0.0000000E+000,-1.7036188E-001, 7.1610318E-002, 2.4686251E-003, 2.4686251E-003, 5.6938207E+001
 4.5000238E+002, 1.0401129E+002,-4.7356471E+001,-1.5336640E+001,-4.1016986E+001,-2.9571384E-001, 5.5312917E-002, 0.0000000E+000, 0.0000000E+000,-1.5353496E-001, 6.0788910E-002, 2.4738833E-003, 2.4738833E-003, 6.1377741E+001
 4.6000812E+002, 1.0326965E+002,-4.7249353E+001,-1.5497948E+001,-4.0478129E+001,-2.9560134E-001,-4.5840948E-002, 0.0000000E+000, 0.0000000E+000,-5.5939171E-001,-2.9722700E-001, 2.4636287E-003, 2.4636287E-003, 5.7009828E+001
 4.7000211E+002, 1.0249684E+002,-4.6894457E+001,-1.5420562E+001,-4.0283732E+001,-2.9368351E-001,-2.9564280E-002, 0.0000000E+000, 0.0000000E+000,-6.2151925E-001,-4.2516001E-001, 2.4426393E-003, 2.4426393E-003, 5.4967770E+001
 4.8000552E+002, 1.0233899E+002,-4.6994598E+001,-1.5276108E+001,-4.0005088E+001,-2.9150415E-001, 9.0816360E-002, 0.0000000E+000, 0.0000000E+000,-3.9230976E-001,-1.3748933E-001, 2.4216528E-003, 2.4216528E-003, 6.1991509E+001
 4.9000949E+002, 1.0069033E+002,-4.6462779E+001,-1.5145346E+001,-3.9583426E+001,-2.8760929E-001,-6.1848334E-002, 0.0000000E+000, 0.0000000E+000,-1.0710947E+000,-8.5067523E-001, 2.4006566E-003, 2.4006566E-003, 5.6716610E+001
 5.0000980E+002, 9.9517565E+001,-4.6106153E+001,-1.5014354E+001,-3.9024570E+001,-2.8714348E-001,-1.6486631E-002, 0.0000000E+000, 0.0000000E+000,-1.1746628E+000,-9.3114294E-001, 2.3796527E-003, 2.3796527E-003, 5.5106738E+001
 5.1000385E+002, 9.9144068E+001,-4.5947986E+001,-1.5364780E+001,-3.9121592E+001,-2.8313048E-001,-1.3330493E-001, 0.0000000E+000, 0.0000000E+000,-1.9237742E+000,-1.7067262E+000, 2.3586609E-003, 2.3586609E-003, 4.3832281E+001
 5.2001147E+002, 9.8522677E+001,-4.5584755E+001,-1.5013463E+001,-3.9083467E+001,-2.8257253E-001, 1.3309742E-001, 0.0000000E+000, 0.0000000E+000,-1.5539232E+000,-1.3084815E+000, 2.3376697E-003, 2.3376697E-003, 5.4587800E+001
 5.3001495E+002, 9.6563527E+001,-4.4999219E+001,-1.4825376E+001,-3.8505320E+001,-2.8143451E-001,-1.2947250E-001, 0.0000000E+000, 0.0000000E+000,-2.4514929E+000,-2.1772956E+000, 2.3166680E-003, 2.3166680E-003, 4.2801258E+001
 5.4000500E+002, 9.7151826E+001,-4.4893278E+001,-1.4960949E+001,-3.8251067E+001,-2.7677160E-001, 7.2221230E-002, 0.0000000E+000, 0.0000000E+000,-1.3233058E+000,-1.1580187E+000, 2.2956881E-003, 2.2956881E-003, 4.9215995E+001
 5.5001459E+002, 9.5413838E+001,-4.4423666E+001,-1.5007709E+001,-3.7543365E+001,-2.7916634E-001,-1.0320484E-001, 0.0000000E+000, 0.0000000E+000,-2.1549889E+000,-1.9432737E+000, 2.2746966E-003, 2.2746966E-003, 4.0363482E+001
 5.6000903E+002, 9.4958265E+001,-4.4035853E+001,-1.4792934E+001,-3.7244347E+001,-2.7488697E-001, 6.4674579E-002, 0.0000000E+000, 0.0000000E+000,-1.4980664E+000,-1.3250810E+000, 2.2537029E-003, 2.2537029E-003, 4.5975658E+001
 5.7001514E+002, 9.3692389E+001,-4.3789863E+001,-1.4762211E+001,-3.7884261E+001,-2.7221947E-001,-8.4326899E-002, 0.0000000E+000, 0.0000000E+000,-3.3299999E+000,-3.1004922E+000, 2.2326983E-003, 2.2326983E-003, 3.8346612E+001
 5.8000653E+002, 9.3164463E+001,-4.3409939E+001,-1.4654136E+001,-3.6891624E+001,-2.7048315E-001, 3.8160057E-002, 0.0000000E+000, 0.0000000E+000,-2.2338973E+000,-2.0235593E+000, 2.2117077E-003, 2.2117077E-003, 4.1353231E+001
 5.9000323E+002, 9.2617922E+001,-4.3160085E+001,-1.4596337E+001,-3.6650751E+001,-2.6881797E-001, 1.0992966E-001, 0.0000000E+000, 0.0000000E+000,-2.1679757E+000,-1.9481401E+000, 2.1907357E-003, 2.1907357E-003, 5.0209780E+001
 6.0000848E+002, 9.0826003E+001,-4.2567641E+001,-1.4635719E+001,-3.6618031E+001,-2.6694055E-001,-6.0970495E-002, 0.0000000E+000, 0.0000000E+000,-3.4847365E+000,-3.3232990E+000, 2.1697444E-003, 2.1697444E-003, 4.5426874E+001
 6.1000647E+002, 9.0599167E+001,-4.2343583E+001,-1.4465221E+001,-3.6180745E+001,-2.6441188E-001,-1.4325083E-002, 0.0000000E+000, 0.0000000E+000,-2.8751390E+000,-2.6691192E+000, 2.1493120E-003, 2.1493120E-003, 4.3923376E+001
 6.2000458E+002, 9.0514843E+001,-4.1998445E+001,-1.4592266E+001,-3.5812922E+001,-2.6447160E-001, 6.7678422E-002, 0.0000000E+000, 0.0000000E+000,-2.2678592E+000,-2.0855843E+000, 2.1446211E-003, 2.1446211E-003, 4.9667585E+001
 6.3001294E+002, 9.0377061E+001,-4.1900016E+001,-1.4682386E+001,-3.5424111E+001,-2.6400507E-001, 4.5592040E-002, 0.0000000E+000, 0.0000000E+000,-2.0882507E+000,-1.8478647E+000, 2.1470765E-003, 2.1470765E-003, 5.2783835E+001
 6.4001013E+002, 9.0234878E+001,-4.1554310E+001,-1.4500444E+001,-3.5502125E+001,-2.6385349E-001, 4.3168092E-002, 0.0000000E+000, 0.0000000E+000,-1.7245129E+000,-1.5426871E+000, 2.1495309E-003, 2.1495309E-003, 5.6566589E+001
 6.5001447E+002, 9.0200099E+001,-4.1599488E+001,-1.4537183E+001,-3.4970196E+001,-2.6542793E-001,-8.7804808E-002, 0.0000000E+000, 0.0000000E+000,-1.4886449E+000,-1.2600009E+000, 2.1519849E-003, 2.1519849E-003, 4.8918913E+001
 6.6000879E+002, 9.1133089E+001,-4.1691920E+001,-1.4274177E+001,-3.5057365E+001,-2.6312911E-001, 1.0438697E-001, 0.0000000E+000, 0.0000000E+000,-2.5616859E-001,-4.9114890E-002, 2.1544385E-003, 2.1544385E-003, 5.7416751E+001
 6.7000623E+002, 9.0617529E+001,-4.1634561E+001,-1.4413965E+001,-3.4953832E+001,-2.6493915E-001, 1.0978374E-002, 0.0000000E+000, 0.0000000E+000,-8.6794221E-001,-6.3878939E-001, 2.1568908E-003, 2.1568908E-003, 5.7927169E+001
 6.8000763E+002, 9.0969982E+001,-4.1486813E+001,-1.4471356E+001,-3.4746328E+001,-2.6798626E-001, 1.0344921E-001, 0.0000000E+000, 0.0000000E+000,-9.0567139E-002, 1.0094832E-001, 2.1593439E-003, 2.1593439E-003, 6.6713250E+001
 6.9001605E+002, 9.0567089E+001,-4.1430654E+001,-1.4316691E+001,-3.4574028E+001,-2.6777320E-001,-1.1022201E-001, 0.0000000E+000, 0.0000000E+000,-3.1929675E-001,-1.3227890E-001, 2.1617981E-003, 2.1617981E-003, 5.7842688E+001
 7.0000153E+002, 9.1090064E+001,-4.1545979E+001,-1.4441044E+001,-3.4466981E+001,-2.6719388E-001, 1.0785051E-001, 0.0000000E+000, 0.0000000E+000, 2.3881904E-001, 4.7671713E-001, 2.1642521E-003, 2.1642521E-003, 6.6463403E+001
 7.1000977E+002, 9.0994558E+001,-4.1424624E+001,-1.4391841E+001,-3.4490563E+001,-2.6698093E-001,-5.6621716E-002, 0.0000000E+000, 0.0000000E+000, 1.4139986E-001, 3.6392721E-001, 2.1667053E-003, 2.1667053E-003, 6.1646848E+001
 7.2001233E+002, 9.1454419E+001,-4.1580059E+001,-1.4335874E+001,-3.4403483E+001,-2.6872437E-001, 2.0453802E-004, 0.0000000E+000, 0.0000000E+000, 6.2964260E-001, 8.6648282E-001, 2.1691598E-003, 2.1691598E-003, 6.1391585E+001
 7.3000647E+002, 9.1187417E+001,-4.1504401E+001,-1.4461543E+001,-3.4356132E+001,-2.6745511E-001, 6.7314491E-002, 0.0000000E+000, 0.0000000E+000, 4.6729543E-001, 6.6519990E-001, 2.1716126E-003, 2.1716126E-003, 6.7021114E+001
 7.4000360E+002, 9.1386556E+001,-4.1560590E+001,-1.4398408E+001,-3.3961146E+001,-2.6473984E-001,-5.2318413E-002, 0.0000000E+000, 0.0000000E+000, 9.2188152E-001, 1.1493537E+000, 2.1740649E-003, 2.1740649E-003, 6.2273900E+001
 7.5001178E+002, 9.1957148E+001,-4.1744581E+001,-1.4335671E+001,-3.4628497E+001,-2.6760880E-001, 8.1253845E-003, 0.0000000E+000, 0.0000000E+000, 7.7348707E-001, 9.8891689E-001, 2.1765192E-003, 2.1765192E-003, 6.2969156E+001
 7.6000751E+002, 9.1814904E+001,-4.1843933E+001,-1.4460175E+001,-3.4122080E+001,-2.7021041E-001, 5.0422779E-002, 0.0000000E+000, 0.0000000E+000, 9.2949585E-001, 1.1689285E+000, 2.1789736E-003, 2.1789736E-003, 6.6812229E+001
 7.7000281E+002, 9.1570103E+001,-4.1669830E+001,-1.4399237E+001,-3.4479933E+001,-2.6777412E-001, 1.1445213E-001, 0.0000000E+000, 0.0000000E+000, 6.6620893E-001, 8.6778149E-001, 2.1814268E-003, 2.1814268E-003, 7.6568119E+001
 7.8000153E+002, 9.1602476E+001,-4.1747118E+001,-1.4605456E+001,-3.4329681E+001,-2.6963164E-001,-1.7228671E-001, 0.0000000E+000, 0.0000000E+000, 2.5896804E-001, 4.7830277E-001, 2.1838798E-003, 2.1838798E-003, 6.1985992E+001
 7.9000671E+002, 9.1499444E+001,-4.1668771E+001,-1.4426520E+001,-3.4868065E+001,-2.6715110E-001,-1.3624123E-001, 0.0000000E+000, 0.0000000E+000,-9.3124728E-002, 1.3269547E-001, 2.1863332E-003, 2.1863332E-003, 5.0209250E+001
 8.0000623E+002, 9.2512133E+001,-4.1913528E+001,-1.4642463E+001,-3.4627440E+001,-2.6772994E-001, 1.8736497E-001, 0.0000000E+000, 0.0000000E+000, 1.0177433E+000, 1.2483382E+000, 2.1887873E-003, 2.1887873E-003, 6.5701548E+001
 8.1000427E+002, 9.1843924E+001,-4.1697948E+001,-1.4521801E+001,-3.4639260E+001,-2.6830823E-001,-1.0820462E-001, 0.0000000E+000, 0.0000000E+000, 3.8691678E-001, 6.0840170E-001, 2.1912400E-003, 2.1912400E-003, 5.6494068E+001
 8.2000671E+002, 9.2411751E+001,-4.2066116E+001,-1.4600225E+001,-3.4351796E+001,-2.7065949E-001, 1.1338489E-001, 0.0000000E+000, 0.0000000E+000, 1.0010419E+000, 1.2363390E+000, 2.1936939E-003, 2.1936939E-003, 6.5746305E+001
 8.3000134E+002, 9.1714368E+001,-4.1725114E+001,-1.4582496E+001,-3.4508979E+001,-2.7045255E-001,-1.5480739E-001, 0.0000000E+000, 0.0000000E+000, 2.8148481E-001, 4.7251855E-001, 2.1961479E-003, 2.1961479E-003, 5.2977535E+001
 8.4001013E+002, 9.2611807E+001,-4.2112288E+001,-1.4731515E+001,-3.4177957E+001,-2.6979646E-001, 1.1371145E-001, 0.0000000E+000, 0.0000000E+000, 1.2066210E+000, 1.4339624E+000, 2.1986027E-003, 2.1986027E-003, 6.2315464E+001
 8.5000159E+002, 9.2374206E+001,-4.2041777E+001,-1.4931879E+001,-3.4319788E+001,-2.6805370E-001, 4.7978114E-003, 0.0000000E+000, 0.0000000E+000, 5.8720019E-001, 8.1750551E-001, 2.2010555E-003, 2.2010555E-003, 6.2263290E+001
 8.6000226E+002, 9.2402312E+001,-4.1840522E+001,-1.4623012E+001,-3.4500421E+001,-2.6976223E-001, 2.0718345E-002, 0.0000000E+000, 0.0000000E+000, 1.0134394E+000, 1.1893140E+000, 2.2035084E-003, 2.2035084E-003, 6.4430473E+001
 8.7000488E+002, 9.2414687E+001,-4.1984699E+001,-1.4717718E+001,-3.4769530E+001,-2.6931573E-001,-1.3597332E-001, 0.0000000E+000, 0.0000000E+000, 3.2284940E-001, 5.3745073E-001, 2.2059616E-003, 2.2059616E-003, 5.2902253E+001
 8.8000073E+002, 9.3450413E+001,-4.2221039E+001,-1.4766551E+001,-3.4184090E+001,-2.7070277E-001, 1.9429391E-001, 0.0000000E+000, 0.0000000E+000, 1.9638545E+000, 2.2023250E+000, 2.2084150E-003, 2.2084150E-003, 6.8702725E+001
 8.9000671E+002, 9.3208325E+001,-4.2222347E+001,-1.4683691E+001,-3.4855504E+001,-2.6905382E-001,-5.2369291E-002, 0.0000000E+000, 0.0000000E+000, 9.1527607E-001, 1.1253594E+000, 2.2108685E-003, 2.2108685E-003, 6.4255753E+001
 9.0000708E+002, 9.3266412E+001,-4.2361952E+001,-1.5065127E+001,-3.4766599E+001,-2.7006904E-001,-3.0606749E-002, 0.0000000E+000, 0.0000000E+000, 5.1730359E-001, 7.7205832E-001, 2.2133243E-003, 2.2133243E-003, 6.1091273E+001
 9.1001465E+002, 9.2053438E+001,-4.1974130E+001,-1.4693453E+001,-3.4549547E+001,-2.7030182E-001,-1.1045856E-001, 0.0000000E+000, 0.0000000E+000, 2.3237224E-001, 4.5554760E-001, 2.2157791E-003, 2.2157791E-003, 5.1697396E+001
 9.2001306E+002, 9.4112694E+001,-4.2575100E+001,-1.4790107E+001,-3.4503920E+001,-2.7167206E-001, 2.2876231E-001, 0.0000000E+000, 0.0000000E+000, 2.0187620E+000, 2.2006571E+000, 2.2182332E-003, 2.2182332E-003, 7.1194592E+001
 9.3001044E+002, 9.3139445E+001,-4.2512352E+001,-1.4814956E+001,-3.4629983E+001,-2.7280215E-001,-1.2373286E-001, 0.0000000E+000, 0.0000000E+000, 5.2985041E-001, 7.8561865E-001, 2.2206855E-003, 2.2206855E-003, 6.0181529E+001
 9.4000372E+002, 9.3620227E+001,-4.2509422E+001,-1.4802884E+001,-3.4559521E+001,-2.7266833E-001, 7.7269255E-002, 0.0000000E+000, 0.0000000E+000, 1.3166767E+000, 1.5530012E+000, 2.2231385E-003, 2.2231385E-003, 6.6404817E+001
 9.5001227E+002, 9.3828402E+001,-4.2578020E+001,-1.4895449E+001,-3.5243356E+001,-2.7137923E-001,-5.8591578E-003, 0.0000000E+000, 0.0000000E+000, 6.4321736E-001, 8.3433743E-001, 2.2255920E-003, 2.2255920E-003, 6.6012136E+001
 9.6000726E+002, 9.4191841E+001,-4.2771521E+001,-1.4945541E+001,-3.4756046E+001,-2.7240128E-001, 9.5055869E-002, 0.0000000E+000, 0.0000000E+000, 1.3120672E+000, 1.5413878E+000, 2.2280457E-003, 2.2280457E-003, 7.3788098E+001
 9.7000653E+002, 9.2702750E+001,-4.2510575E+001,-1.4956173E+001,-3.4657083E+001,-2.7284715E-001,-2.2206622E-001, 0.0000000E+000, 0.0000000E+000,-1.1450546E-001, 8.4005410E-002, 2.2304996E-003, 2.2304996E-003, 5.5300116E+001
