s,m3/s,m3/s,kg/s,kg/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,Pa
Time,"DADM_L2_MOY","DEXT_L2_MOY","R2_in","R2_out","TG_L2_NE_005","TG_L2_NE_030","TG_L2_NE_055","TG_L2_NE_080","TG_L2_NE_105","TG_L2_NE_130","TG_L2_NE_155","TG_L2_NE_180","TG_L2_NE_205","TG_L2_NE_230","TG_L2_NE_255","TG_L2_NE_280","TG_L2_NE_305","TG_L2_NE_330","TG_L2_NE_355","TG_L2_NE_380","TG_L2_NE_385","TG_L2_NE_390","TP_L2_N030","TP_L2_N155","TP_L2_N260","TP_L2_N355","TP_L2_WC260","TP_L2_NC265","TP_L2_EC260","TP_L2_SC260","TP_L2_P","TP_L2_SOL","FLT_L2_N030","FLT_L2_N155","FLT_L2_N260","FLT_L2_N355","FLR_L2_N030","FLR_L2_N155","FLR_L2_N260","FLR_L2_N355","FLT_L2_WC260","FLT_L2_NC260","FLT_L2_EC260","FLT_L2_SC260","FLR_L2_P","FLT_L2_PM","FLT_L2_SOL","CO2L2_HAUT","COL2_HAUT","O2L2_HAUT","CO2FP","COFP","O2FP","CO2L2_BAS","COL2_BAS","O2L2_BAS","PLOCAL2_MOY"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001,-1.2190655E-002,-1.2131464E-002,-1.2103198E-002,-1.2081574E-002,-1.2190655E-002,-1.2131464E-002,-1.2103198E-002,-1.2081574E-002,-1.2084653E-002,-1.2086688E-002,-1.2082323E-002,-1.2087359E-002,-1.2109547E-002,-1.2109547E-002,-1.2120717E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 0.0000000E+000
 1.0004390E+001, 1.5682043E-001, 1.5365092E-001, 1.8087985E-001, 1.7714934E-001, 3.0020274E+001, 3.0020891E+001, 3.0023242E+001, 3.0024483E+001, 3.0025725E+001, 3.0026912E+001, 3.0027140E+001, 3.0026991E+001, 3.0027040E+001, 3.0026638E+001, 3.0026246E+001, 3.0025602E+001, 3.0025362E+001, 3.0024671E+001, 3.0024405E+001, 3.0024008E+001, 3.0024008E+001, 3.0024681E+001, 3.0000297E+001, 3.0002798E+001, 3.0002942E+001, 3.0002208E+001, 3.0004300E+001, 3.0002966E+001, 3.0004312E+001, 3.0002959E+001, 3.0107468E+001, 3.0000610E+001,-1.2798301E-002,-1.0393507E-002,-1.0252729E-002,-1.0952370E-002,-1.1701055E-002,-9.2975948E-003,-9.1569849E-003,-9.8562426E-003,-8.9068577E-003,-1.0228622E-002,-8.9013008E-003,-1.0233117E-002,-6.2948700E-003,-7.5755353E-003,-1.2402206E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 2.3830255E+001
 2.0008780E+001, 1.6146854E-001, 1.6050163E-001, 1.8625473E-001, 1.8503405E-001, 3.0027520E+001, 3.0030087E+001, 3.0038144E+001, 3.0043217E+001, 3.0046869E+001, 3.0051623E+001, 3.0052233E+001, 3.0051763E+001, 3.0052346E+001, 3.0050870E+001, 3.0049329E+001, 3.0047843E+001, 3.0046657E+001, 3.0044591E+001, 3.0043491E+001, 3.0217307E+001, 3.0217307E+001, 3.0299420E+001, 3.0000871E+001, 3.0006330E+001, 3.0006687E+001, 3.0005152E+001, 3.0009792E+001, 3.0006777E+001, 3.0009809E+001, 3.0006789E+001, 3.0251986E+001, 3.0001801E+001,-1.2607318E-002,-9.7640477E-003,-9.5618863E-003,-1.0337222E-002,-1.1505290E-002,-8.6670146E-003,-8.4655279E-003,-9.2396140E-003,-7.8725914E-003,-9.5012529E-003,-7.8609689E-003,-9.4881388E-003,-4.9910826E-003,-6.7798716E-003,-1.1982150E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.1827862E+001
 3.0013170E+001, 1.6158635E-001, 1.6050357E-001, 1.8639036E-001, 1.8497700E-001, 3.0028274E+001, 3.0032866E+001, 3.0045194E+001, 3.0054004E+001, 3.0059544E+001, 3.0068986E+001, 3.0069666E+001, 3.0070020E+001, 3.0069825E+001, 3.0067225E+001, 3.0065069E+001, 3.0062570E+001, 3.0060549E+001, 3.0057399E+001, 3.0055694E+001, 3.0478113E+001, 3.0478113E+001, 3.0872886E+001, 3.0001331E+001, 3.0008609E+001, 3.0009161E+001, 3.0007589E+001, 3.0013824E+001, 3.0009314E+001, 3.0013464E+001, 3.0009343E+001, 3.0374312E+001, 3.0002782E+001,-1.2515884E-002,-9.6190859E-003,-9.3637709E-003,-1.0629631E-002,-1.1413974E-002,-8.5262738E-003,-8.2722185E-003,-8.9273894E-003,-9.7623919E-003,-9.2913574E-003,-7.6128655E-003,-9.2747984E-003,-4.7165048E-003,-5.9018078E-003,-1.1778613E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.1573557E+001
 4.0014382E+001, 1.2595115E-001, 1.6696407E-001, 1.4533472E-001, 1.9213893E-001, 3.0137164E+001, 3.0162351E+001, 3.0179835E+001, 3.0196942E+001, 3.0196229E+001, 3.0201333E+001, 3.0200300E+001, 3.0194574E+001, 3.0188584E+001, 3.0179799E+001, 3.0174247E+001, 3.0166476E+001, 3.0161596E+001, 3.0154641E+001, 3.0152220E+001, 3.3446142E+001, 3.3446142E+001, 3.7379806E+001, 3.0035342E+001, 3.0040960E+001, 3.0036371E+001, 3.0035761E+001, 3.0041065E+001, 3.0027526E+001, 3.0040850E+001, 3.0027371E+001, 3.1722126E+001, 3.0088624E+001, 2.2398940E-002, 2.1979767E-002, 1.6093698E-002, 1.5063794E-002, 2.3498145E-002, 2.3130193E-002, 1.7186176E-002, 9.9512732E-003, 1.5798059E-002, 6.6023173E-003, 1.7072975E-002, 7.2868792E-003, 2.2739860E-002, 7.9908673E-002, 7.5922218E-002, 3.8406673E-004, 1.8220062E-015, 2.0629917E-001, 3.9123408E-004, 2.2256464E-008, 2.0628717E-001, 3.8406673E-004, 2.5579593E-052, 2.0629917E-001, 9.9233264E+001
 5.0005126E+001, 7.0615240E-002, 1.7511712E-001, 8.1516103E-002, 1.9852601E-001, 3.0409707E+001, 3.0498528E+001, 3.0555050E+001, 3.0575737E+001, 3.0550153E+001, 3.0548064E+001, 3.0530689E+001, 3.0500123E+001, 3.0475316E+001, 3.0443527E+001, 3.0665140E+001, 3.1284214E+001, 3.1936172E+001, 3.2920404E+001, 3.4494492E+001, 4.1370255E+001, 4.1370255E+001, 4.9821598E+001, 3.0132528E+001, 3.0134551E+001, 3.0144424E+001, 3.0185375E+001, 3.0126662E+001, 3.0080655E+001, 3.0127587E+001, 3.0083736E+001, 3.6261860E+001, 3.0333104E+001, 7.8632681E-002, 7.4760159E-002, 7.9602649E-002, 9.6997562E-002, 7.9870577E-002, 7.5432743E-002, 6.3946757E-002, 5.0031438E-002, 6.2913337E-002, 3.7232867E-002, 6.2740395E-002, 3.9689106E-002, 6.8324370E-002, 2.6081346E-001, 2.1866124E-001, 4.8350853E-004, 3.0879149E-007, 2.0613281E-001, 3.9490794E-004, 3.3664833E-008, 2.0628100E-001, 3.8406673E-004, 8.1772368E-029, 2.0629917E-001, 1.7298605E+002
 6.0004892E+001, 4.6625530E-003, 1.8173634E-001, 5.9456143E-003, 1.9872084E-001, 3.0778669E+001, 3.0967298E+001, 3.1113742E+001, 3.1164450E+001, 3.1177596E+001, 3.1216793E+001, 3.1238522E+001, 3.1409605E+001, 3.1818781E+001, 3.2238272E+001, 3.2367669E+001, 3.3317714E+001, 3.4987879E+001, 3.9721369E+001, 4.3039333E+001, 5.4802380E+001, 5.4802380E+001, 6.1758796E+001, 3.0286917E+001, 3.0275431E+001, 3.0327849E+001, 3.0428399E+001, 3.0267848E+001, 3.0175725E+001, 3.0299727E+001, 3.0179540E+001, 4.2827372E+001, 3.0740748E+001, 1.5010570E-001, 1.3869111E-001, 1.6242709E-001, 2.0062657E-001, 1.5135197E-001, 1.3991161E-001, 1.2314234E-001, 1.0337861E-001, 1.4060217E-001, 8.5588227E-002, 1.5505217E-001, 8.6577971E-002, 1.4257524E-001, 5.2046271E-001, 4.1618246E-001, 1.1553988E-003, 2.3951777E-006, 2.0500880E-001, 4.0023109E-004, 5.0194731E-008, 2.0627206E-001, 3.8406673E-004, 2.0022523E-021, 2.0629917E-001, 2.0823682E+002
 7.0008771E+001,-5.2760708E-002, 1.8695051E-001,-5.5416481E-002, 1.9671438E-001, 3.1159611E+001, 3.1551913E+001, 3.1700562E+001, 3.1875609E+001, 3.1936032E+001, 3.2200183E+001, 3.2542777E+001, 3.3893411E+001, 3.4578199E+001, 3.7861023E+001, 4.0235151E+001, 4.2495791E+001, 4.6219519E+001, 5.4757002E+001, 5.6410308E+001, 6.3560190E+001, 6.3560190E+001, 7.1996078E+001, 3.0485782E+001, 3.0470390E+001, 3.0659927E+001, 3.0792928E+001, 3.0656107E+001, 3.0405151E+001, 3.0654800E+001, 3.0390022E+001, 5.0318595E+001, 3.1268066E+001, 2.2236871E-001, 2.1688856E-001, 3.0284922E-001, 3.3249754E-001, 2.2329491E-001, 2.1608017E-001, 2.0013461E-001, 1.7082369E-001, 3.3433605E-001, 2.1305445E-001, 3.3001374E-001, 1.9123891E-001, 2.3155781E-001, 7.6842480E-001, 6.0666951E-001, 1.8203717E-003, 4.4600838E-006, 2.0389636E-001, 4.0216122E-004, 5.6188411E-008, 2.0626881E-001, 3.8406673E-004, 3.7016719E-019, 2.0629917E-001, 2.2412970E+002
 8.0008162E+001,-1.0149948E-001, 1.9390195E-001,-1.0262079E-001, 1.9759596E-001, 3.2169901E+001, 3.3156319E+001, 3.3396867E+001, 3.4267789E+001, 3.4821790E+001, 3.5465231E+001, 3.5596000E+001, 3.7353469E+001, 3.9574653E+001, 4.6553335E+001, 5.0286566E+001, 5.7508900E+001, 6.3300098E+001, 6.7028630E+001, 6.9835306E+001, 7.9680982E+001, 7.9680982E+001, 9.0237253E+001, 3.0717781E+001, 3.0731349E+001, 3.1102421E+001, 3.1296812E+001, 3.1138479E+001, 3.0771815E+001, 3.1218688E+001, 3.0782397E+001, 5.9437104E+001, 3.1855752E+001, 2.9244638E-001, 3.0941200E-001, 4.6721372E-001, 5.2570396E-001, 2.8969995E-001, 3.0080762E-001, 2.9079924E-001, 2.5597778E-001, 4.8040787E-001, 3.4067278E-001, 5.2193715E-001, 3.7204081E-001, 3.4483297E-001, 1.0507820E+000, 7.7569557E-001, 3.0210100E-003, 8.1883642E-006, 2.0188780E-001, 4.0870429E-004, 7.6506453E-008, 2.0625783E-001, 3.8485184E-004, 2.4379621E-009, 2.0629786E-001, 2.6491359E+002
 9.0009970E+001,-1.4458051E-001, 2.0324989E-001,-1.3985540E-001, 1.9843357E-001, 3.4318909E+001, 3.5263354E+001, 3.5628543E+001, 3.6252467E+001, 3.6792560E+001, 3.8218534E+001, 3.9895025E+001, 4.6800022E+001, 5.4369143E+001, 6.0410759E+001, 6.2910175E+001, 7.0772388E+001, 7.5617118E+001, 8.1169789E+001, 8.3382361E+001, 9.3277711E+001, 9.3277711E+001, 1.0358590E+002, 3.0984839E+001, 3.1051385E+001, 3.1717684E+001, 3.1940897E+001, 3.1775058E+001, 3.1263071E+001, 3.1867683E+001, 3.1311182E+001, 6.7776175E+001, 3.2528485E+001, 3.7268745E-001, 4.1847723E-001, 6.5956097E-001, 6.8839128E-001, 3.6782439E-001, 3.9172487E-001, 3.9466400E-001, 3.5559565E-001, 7.2665206E-001, 5.3932899E-001, 7.5426111E-001, 5.4814389E-001, 4.7483655E-001, 1.2641265E+000, 9.8319609E-001, 4.0880269E-003, 1.1501717E-005, 2.0010278E-001, 4.2618372E-004, 1.3078459E-007, 2.0622856E-001, 3.8968978E-004, 1.7460956E-008, 2.0628976E-001, 3.1856759E+002
 1.0000595E+002,-1.7957492E-001, 2.1310500E-001,-1.6833083E-001, 1.9893012E-001, 3.5067861E+001, 3.6743697E+001, 3.7921273E+001, 3.9835535E+001, 4.1412323E+001, 4.4523660E+001, 4.7601565E+001, 5.6247780E+001, 6.4875132E+001, 7.3240423E+001, 7.9205166E+001, 8.8814868E+001, 9.3419368E+001, 9.7291617E+001, 9.7902442E+001, 1.1924982E+002, 1.1924982E+002, 1.3353644E+002, 3.1295067E+001, 3.1468392E+001, 3.2503674E+001, 3.2757463E+001, 3.2608241E+001, 3.1945823E+001, 3.2737878E+001, 3.2049621E+001, 7.8731767E+001, 3.3303376E+001, 4.5678611E-001, 5.4773528E-001, 9.2686321E-001, 9.8874090E-001, 4.4634661E-001, 5.0026665E-001, 5.3397909E-001, 4.9600004E-001, 9.7175045E-001, 7.4878560E-001, 9.8451605E-001, 8.0684884E-001, 6.3598587E-001, 1.6091435E+000, 1.1784450E+000, 5.3976238E-003, 1.5568341E-005, 1.9791194E-001, 4.6700215E-004, 2.5753624E-007, 2.0616022E-001, 4.2071275E-004, 1.1379498E-007, 2.0623786E-001, 3.7326606E+002
 1.1000608E+002,-1.7864973E-001, 2.1668806E-001,-1.5965269E-001, 1.9373638E-001, 3.5929821E+001, 3.9514278E+001, 4.1085470E+001, 4.3518985E+001, 4.5324122E+001, 5.1535485E+001, 5.8635192E+001, 7.5616701E+001, 8.3363594E+001, 8.8703580E+001, 9.1243043E+001, 9.4635856E+001, 1.0084981E+002, 1.1080164E+002, 1.1447151E+002, 1.3204341E+002, 1.3204341E+002, 1.4233516E+002, 3.1616024E+001, 3.1966350E+001, 3.3411212E+001, 3.3738256E+001, 3.3645058E+001, 3.2735246E+001, 3.3679738E+001, 3.2872505E+001, 8.9230167E+001, 3.4040657E+001, 5.2160247E-001, 6.8788047E-001, 1.1353891E+000, 1.2108985E+000, 5.0140400E-001, 5.7762468E-001, 6.4544200E-001, 6.2242596E-001, 1.2790972E+000, 9.6566661E-001, 1.2651839E+000, 1.0103763E+000, 7.8023702E-001, 1.9060784E+000, 1.3005685E+000, 6.8728946E-003, 2.0149423E-005, 1.9544395E-001, 5.1574763E-004, 4.0890306E-007, 2.0607868E-001, 5.7609743E-004, 5.9630305E-007, 2.0597792E-001, 3.5898667E+002
 1.2000294E+002,-1.4148736E-001, 2.1391581E-001,-1.2232708E-001, 1.8514097E-001, 3.7539230E+001, 4.2785770E+001, 4.4513621E+001, 4.7244484E+001, 5.0016894E+001, 6.0419250E+001, 7.4162040E+001, 9.1635716E+001, 9.9785897E+001, 1.0343156E+002, 1.0482167E+002, 1.0974176E+002, 1.1845614E+002, 1.2533768E+002, 1.2712216E+002, 1.3983201E+002, 1.3983201E+002, 1.5722810E+002, 3.1928406E+001, 3.2538294E+001, 3.4346674E+001, 3.4739637E+001, 3.4610168E+001, 3.3648042E+001, 3.4757265E+001, 3.3701963E+001, 9.9618927E+001, 3.4734412E+001, 5.7149975E-001, 8.3083893E-001, 1.3235992E+000, 1.4078167E+000, 5.3846748E-001, 6.4061524E-001, 7.4813797E-001, 7.3001822E-001, 1.3913072E+000, 1.1955009E+000, 1.4877833E+000, 1.1765592E+000, 9.1472964E-001, 2.1883068E+000, 1.4062403E+000, 8.4561077E-003, 2.5065693E-005, 1.9279538E-001, 5.6574261E-004, 5.6415018E-007, 2.0599499E-001, 4.9236743E-004, 3.3630057E-007, 2.0611799E-001, 2.9036112E+002
 1.3000868E+002,-1.0459122E-001, 2.1215371E-001,-8.7704291E-002, 1.7862071E-001, 3.9937224E+001, 4.6401351E+001, 4.9268428E+001, 5.2867728E+001, 5.9379466E+001, 7.5738305E+001, 8.6365877E+001, 1.0319578E+002, 1.0797100E+002, 1.1133059E+002, 1.1378248E+002, 1.2092737E+002, 1.2668508E+002, 1.3392729E+002, 1.3620005E+002, 1.5701934E+002, 1.5701934E+002, 1.7005911E+002, 3.2242531E+001, 3.3180553E+001, 3.5324485E+001, 3.5805587E+001, 3.5628494E+001, 3.4589268E+001, 3.5897627E+001, 3.4659031E+001, 1.0930035E+002, 3.5355501E+001, 6.1657805E-001, 9.5574241E-001, 1.5061296E+000, 1.6277558E+000, 5.6987250E-001, 6.8805776E-001, 8.4462108E-001, 8.4982075E-001, 1.6133552E+000, 1.3733134E+000, 1.7005111E+000, 1.3871657E+000, 1.0333044E+000, 2.3926983E+000, 1.4353433E+000, 9.8291535E-003, 2.9329342E-005, 1.9049839E-001, 6.1664589E-004, 7.2221779E-007, 2.0590979E-001, 4.0942979E-004, 7.8758610E-008, 2.0625674E-001, 2.4064158E+002
 1.4000346E+002,-7.7762829E-002, 2.1118957E-001,-6.4076874E-002, 1.7520061E-001, 4.1639518E+001, 4.9597351E+001, 5.2228597E+001, 5.9244112E+001, 7.0736595E+001, 8.8380749E+001, 9.9717749E+001, 1.1401017E+002, 1.2168568E+002, 1.2423599E+002, 1.2697311E+002, 1.3529924E+002, 1.4024715E+002, 1.4401042E+002, 1.4786224E+002, 1.6778725E+002, 1.6778725E+002, 1.7482937E+002, 3.2575674E+001, 3.3926502E+001, 3.6279889E+001, 3.6847813E+001, 3.6739204E+001, 3.5509710E+001, 3.6922322E+001, 3.5594315E+001, 1.1641558E+002, 3.6043490E+001, 6.7267755E-001, 1.1637975E+000, 1.6440610E+000, 1.7703841E+000, 6.1252941E-001, 7.5871771E-001, 9.3434390E-001, 9.4218838E-001, 1.8550461E+000, 1.5086029E+000, 1.8303407E+000, 1.5347840E+000, 1.1327102E+000, 2.4826956E+000, 1.5679123E+000, 1.0911636E-002, 3.2690719E-005, 1.8868750E-001, 6.4845049E-004, 8.2097862E-007, 2.0585664E-001, 4.2245444E-004, 1.1920336E-007, 2.0623495E-001, 2.1449512E+002
 1.5000289E+002,-3.6337329E-002, 2.1175501E-001,-2.6887102E-002, 1.7274867E-001, 4.3083751E+001, 5.2061490E+001, 5.5936118E+001, 6.8760618E+001, 8.4529099E+001, 1.0178063E+002, 1.0963494E+002, 1.2058092E+002, 1.2566419E+002, 1.3103675E+002, 1.3418889E+002, 1.4285575E+002, 1.4660197E+002, 1.4880841E+002, 1.5304482E+002, 1.7650318E+002, 1.7650318E+002, 1.8534643E+002, 3.2889965E+001, 3.4845856E+001, 3.7193877E+001, 3.7835049E+001, 3.7829027E+001, 3.6432603E+001, 3.7911753E+001, 3.6556291E+001, 1.2202115E+002, 3.6655610E+001, 7.0791016E-001, 1.3670765E+000, 1.7762425E+000, 1.9039013E+000, 6.3525637E-001, 8.2746578E-001, 1.0156059E+000, 1.0267634E+000, 1.9708007E+000, 1.6691769E+000, 1.9404865E+000, 1.6845154E+000, 1.2032868E+000, 2.5545148E+000, 1.5951057E+000, 1.1546735E-002, 3.4662860E-005, 1.8762504E-001, 8.2888517E-004, 1.3812739E-006, 2.0555467E-001, 8.4603576E-004, 1.4345286E-006, 2.0552634E-001, 2.0187420E+002
 1.6000020E+002,-1.3883704E-002, 2.1278178E-001,-6.7244893E-003, 1.7072482E-001, 4.4230290E+001, 5.4835370E+001, 6.0925003E+001, 7.9433272E+001, 9.4935327E+001, 1.0984781E+002, 1.1956163E+002, 1.2851888E+002, 1.3267920E+002, 1.3783336E+002, 1.4112765E+002, 1.4948815E+002, 1.5372869E+002, 1.5593856E+002, 1.5722652E+002, 1.8152765E+002, 1.8152765E+002, 1.9497174E+002, 3.3187562E+001, 3.5764907E+001, 3.8200963E+001, 3.8929322E+001, 3.8832261E+001, 3.7388611E+001, 3.8871861E+001, 3.7387335E+001, 1.2915035E+002, 3.7265010E+001, 7.3074618E-001, 1.4828130E+000, 1.9344613E+000, 2.0999129E+000, 6.4961721E-001, 8.8849520E-001, 1.0983371E+000, 1.1272457E+000, 2.0767380E+000, 1.8210497E+000, 2.0559485E+000, 1.7689904E+000, 1.3174852E+000, 2.8378531E+000, 1.6674967E+000, 1.2532643E-002, 3.7724350E-005, 1.8597570E-001, 9.1383661E-004, 1.6450689E-006, 2.0541261E-001, 2.0695301E-003, 5.2337825E-006, 2.0347954E-001, 1.9360191E+002
