s,%,%,%,%,%,%,%,m/s,m/s,m/s,m/s
 8.399E+02, 2.391E+00, 5.738E+00, 1.034E+01, 1.255E+01, 1.414E+01, 1.509E+01, 1.547E+01, 7.603E-01, 7.409E-01,-2.137E-01,-2.186E-01
 8.999E+02, 2.804E+00, 6.353E+00, 1.111E+01, 1.334E+01, 1.493E+01, 1.587E+01, 1.625E+01, 7.824E-01, 7.618E-01,-2.349E-01,-2.404E-01
 9.599E+02, 3.228E+00, 6.958E+00, 1.185E+01, 1.410E+01, 1.567E+01, 1.662E+01, 1.700E+01, 8.030E-01, 7.818E-01,-2.549E-01,-2.610E-01
 1.020E+03, 3.661E+00, 7.553E+00, 1.258E+01, 1.485E+01, 1.639E+01, 1.735E+01, 1.773E+01, 8.236E-01, 8.002E-01,-2.741E-01,-2.808E-01
 1.080E+03, 4.098E+00, 8.141E+00, 1.330E+01, 1.558E+01, 1.709E+01, 1.802E+01, 1.843E+01, 8.421E-01, 8.177E-01,-2.919E-01,-2.991E-01
 1.140E+03, 4.542E+00, 8.720E+00, 1.403E+01, 1.630E+01, 1.776E+01, 1.868E+01, 1.907E+01, 8.599E-01, 8.348E-01,-3.090E-01,-3.167E-01
 1.200E+03, 4.986E+00, 9.333E+00, 1.477E+01, 1.700E+01, 1.840E+01, 1.930E+01, 1.966E+01, 8.762E-01, 8.513E-01,-3.252E-01,-3.334E-01
 1.260E+03, 5.438E+00, 1.000E+01, 1.547E+01, 1.770E+01, 1.903E+01, 1.988E+01, 2.021E+01, 8.922E-01, 8.669E-01,-3.408E-01,-3.494E-01
 1.320E+03, 5.900E+00, 1.069E+01, 1.620E+01, 1.839E+01, 1.963E+01, 2.042E+01, 2.069E+01, 9.080E-01, 8.820E-01,-3.560E-01,-3.651E-01
 1.380E+03, 6.367E+00, 1.138E+01, 1.690E+01, 1.899E+01, 2.021E+01, 2.092E+01, 2.120E+01, 9.223E-01, 8.962E-01,-3.700E-01,-3.795E-01
 1.440E+03, 6.856E+00, 1.204E+01, 1.751E+01, 1.953E+01, 2.081E+01, 2.146E+01, 2.170E+01, 9.365E-01, 9.097E-01,-3.837E-01,-3.936E-01
 1.500E+03, 7.342E+00, 1.264E+01, 1.798E+01, 2.012E+01, 2.137E+01, 2.200E+01, 2.227E+01, 9.501E-01, 9.230E-01,-3.969E-01,-4.073E-01
 1.560E+03, 7.820E+00, 1.312E+01, 1.845E+01, 2.068E+01, 2.194E+01, 2.258E+01, 2.285E+01, 9.633E-01, 9.356E-01,-4.096E-01,-4.204E-01
 1.620E+03, 8.266E+00, 1.353E+01, 1.894E+01, 2.122E+01, 2.248E+01, 2.315E+01, 2.345E+01, 9.762E-01, 9.482E-01,-4.222E-01,-4.333E-01
 1.680E+03, 8.682E+00, 1.391E+01, 1.943E+01, 2.173E+01, 2.301E+01, 2.375E+01, 2.407E+01, 9.881E-01, 9.599E-01,-4.338E-01,-4.452E-01
 1.740E+03, 9.065E+00, 1.429E+01, 1.993E+01, 2.224E+01, 2.354E+01, 2.430E+01, 2.462E+01, 1.001E+00, 9.710E-01,-4.454E-01,-4.572E-01
 1.800E+03, 9.430E+00, 1.469E+01, 2.044E+01, 2.276E+01, 2.406E+01, 2.482E+01, 2.514E+01, 1.012E+00, 9.820E-01,-4.563E-01,-4.684E-01
 1.860E+03, 9.783E+00, 1.511E+01, 2.096E+01, 2.329E+01, 2.458E+01, 2.531E+01, 2.560E+01, 1.023E+00, 9.926E-01,-4.674E-01,-4.796E-01
 1.920E+03, 1.013E+01, 1.557E+01, 2.147E+01, 2.383E+01, 2.507E+01, 2.575E+01, 2.603E+01, 1.034E+00, 1.003E+00,-4.776E-01,-4.901E-01
 1.980E+03, 1.046E+01, 1.602E+01, 2.198E+01, 2.433E+01, 2.553E+01, 2.619E+01, 2.645E+01, 1.043E+00, 1.012E+00,-4.871E-01,-4.997E-01
 2.040E+03, 1.078E+01, 1.647E+01, 2.246E+01, 2.481E+01, 2.599E+01, 2.662E+01, 2.687E+01, 1.054E+00, 1.022E+00,-4.970E-01,-5.098E-01
 2.100E+03, 1.110E+01, 1.690E+01, 2.288E+01, 2.525E+01, 2.645E+01, 2.705E+01, 2.730E+01, 1.063E+00, 1.031E+00,-5.063E-01,-5.192E-01
 2.160E+03, 1.142E+01, 1.728E+01, 2.328E+01, 2.567E+01, 2.689E+01, 2.749E+01, 2.773E+01, 1.072E+00, 1.040E+00,-5.151E-01,-5.282E-01
 2.220E+03, 1.173E+01, 1.763E+01, 2.367E+01, 2.609E+01, 2.732E+01, 2.792E+01, 2.817E+01, 1.081E+00, 1.049E+00,-5.240E-01,-5.372E-01
 2.280E+03, 1.202E+01, 1.794E+01, 2.406E+01, 2.650E+01, 2.773E+01, 2.834E+01, 2.861E+01, 1.090E+00, 1.057E+00,-5.324E-01,-5.455E-01
 2.340E+03, 1.229E+01, 1.825E+01, 2.445E+01, 2.690E+01, 2.813E+01, 2.876E+01, 2.902E+01, 1.098E+00, 1.065E+00,-5.405E-01,-5.536E-01
 2.400E+03, 1.256E+01, 1.856E+01, 2.484E+01, 2.730E+01, 2.853E+01, 2.915E+01, 2.941E+01, 1.106E+00, 1.073E+00,-5.485E-01,-5.617E-01
 2.460E+03, 1.282E+01, 1.888E+01, 2.521E+01, 2.769E+01, 2.893E+01, 2.953E+01, 2.977E+01, 1.114E+00, 1.080E+00,-5.559E-01,-5.693E-01
 2.520E+03, 1.307E+01, 1.920E+01, 2.558E+01, 2.806E+01, 2.930E+01, 2.989E+01, 3.011E+01, 1.122E+00, 1.087E+00,-5.635E-01,-5.769E-01
 2.580E+03, 1.331E+01, 1.951E+01, 2.591E+01, 2.842E+01, 2.966E+01, 3.024E+01, 3.046E+01, 1.129E+00, 1.094E+00,-5.705E-01,-5.841E-01
 2.640E+03, 1.355E+01, 1.981E+01, 2.625E+01, 2.876E+01, 3.002E+01, 3.058E+01, 3.081E+01, 1.136E+00, 1.101E+00,-5.773E-01,-5.910E-01
 2.700E+03, 1.377E+01, 2.008E+01, 2.657E+01, 2.910E+01, 3.036E+01, 3.092E+01, 3.116E+01, 1.143E+00, 1.108E+00,-5.840E-01,-5.978E-01
 2.760E+03, 1.399E+01, 2.033E+01, 2.687E+01, 2.942E+01, 3.069E+01, 3.127E+01, 3.150E+01, 1.150E+00, 1.114E+00,-5.904E-01,-6.043E-01
 2.820E+03, 1.419E+01, 2.056E+01, 2.717E+01, 2.974E+01, 3.103E+01, 3.161E+01, 3.183E+01, 1.156E+00, 1.120E+00,-5.966E-01,-6.105E-01
 2.880E+03, 1.438E+01, 2.079E+01, 2.746E+01, 3.005E+01, 3.135E+01, 3.193E+01, 3.215E+01, 1.162E+00, 1.126E+00,-6.026E-01,-6.166E-01
 2.940E+03, 1.456E+01, 2.101E+01, 2.775E+01, 3.036E+01, 3.167E+01, 3.224E+01, 3.246E+01, 1.168E+00, 1.132E+00,-6.084E-01,-6.225E-01
 3.000E+03, 1.473E+01, 2.124E+01, 2.803E+01, 3.066E+01, 3.197E+01, 3.254E+01, 3.275E+01, 1.174E+00, 1.137E+00,-6.141E-01,-6.283E-01
 3.060E+03, 1.490E+01, 2.146E+01, 2.830E+01, 3.095E+01, 3.227E+01, 3.283E+01, 3.303E+01, 1.180E+00, 1.142E+00,-6.195E-01,-6.338E-01
 3.120E+03, 1.506E+01, 2.168E+01, 2.856E+01, 3.123E+01, 3.256E+01, 3.310E+01, 3.330E+01, 1.185E+00, 1.148E+00,-6.247E-01,-6.390E-01
 3.180E+03, 1.521E+01, 2.189E+01, 2.882E+01, 3.151E+01, 3.284E+01, 3.337E+01, 3.355E+01, 1.191E+00, 1.153E+00,-6.299E-01,-6.442E-01
 3.240E+03, 1.536E+01, 2.209E+01, 2.907E+01, 3.177E+01, 3.311E+01, 3.363E+01, 3.381E+01, 1.195E+00, 1.158E+00,-6.348E-01,-6.492E-01
 3.300E+03, 1.551E+01, 2.229E+01, 2.931E+01, 3.203E+01, 3.336E+01, 3.387E+01, 3.405E+01, 1.200E+00, 1.162E+00,-6.395E-01,-6.539E-01
 3.360E+03, 1.564E+01, 2.247E+01, 2.955E+01, 3.227E+01, 3.361E+01, 3.412E+01, 3.430E+01, 1.205E+00, 1.167E+00,-6.441E-01,-6.585E-01
 3.420E+03, 1.578E+01, 2.266E+01, 2.977E+01, 3.251E+01, 3.386E+01, 3.436E+01, 3.453E+01, 1.210E+00, 1.171E+00,-6.486E-01,-6.631E-01
 3.480E+03, 1.590E+01, 2.283E+01, 2.999E+01, 3.275E+01, 3.409E+01, 3.459E+01, 3.475E+01, 1.214E+00, 1.175E+00,-6.528E-01,-6.673E-01
 3.540E+03, 1.602E+01, 2.300E+01, 3.020E+01, 3.297E+01, 3.432E+01, 3.481E+01, 3.497E+01, 1.218E+00, 1.179E+00,-6.567E-01,-6.713E-01
 3.600E+03, 1.614E+01, 2.315E+01, 3.040E+01, 3.319E+01, 3.454E+01, 3.502E+01, 3.518E+01, 1.221E+00, 1.182E+00,-6.616E-01,-6.762E-01
 3.660E+03, 1.610E+01, 2.284E+01, 2.972E+01, 3.278E+01, 3.449E+01, 3.509E+01, 3.529E+01, 9.506E-01, 8.989E-01,-9.186E-01,-9.306E-01
 3.720E+03, 1.575E+01, 2.203E+01, 2.843E+01, 3.174E+01, 3.405E+01, 3.493E+01, 3.523E+01, 9.418E-01, 8.891E-01,-9.095E-01,-9.214E-01
 3.780E+03, 1.535E+01, 2.125E+01, 2.735E+01, 3.078E+01, 3.350E+01, 3.470E+01, 3.514E+01, 9.325E-01, 8.798E-01,-9.002E-01,-9.119E-01
 3.840E+03, 1.493E+01, 2.054E+01, 2.640E+01, 2.988E+01, 3.289E+01, 3.440E+01, 3.502E+01, 9.235E-01, 8.700E-01,-8.909E-01,-9.025E-01
 3.900E+03, 1.452E+01, 1.987E+01, 2.555E+01, 2.904E+01, 3.227E+01, 3.405E+01, 3.485E+01, 9.140E-01, 8.609E-01,-8.817E-01,-8.932E-01
 3.960E+03, 1.412E+01, 1.926E+01, 2.476E+01, 2.826E+01, 3.165E+01, 3.365E+01, 3.463E+01, 9.047E-01, 8.515E-01,-8.724E-01,-8.837E-01
 4.020E+03, 1.373E+01, 1.868E+01, 2.404E+01, 2.752E+01, 3.103E+01, 3.323E+01, 3.438E+01, 8.956E-01, 8.422E-01,-8.632E-01,-8.744E-01
 4.080E+03, 1.335E+01, 1.813E+01, 2.336E+01, 2.683E+01, 3.042E+01, 3.279E+01, 3.408E+01, 8.865E-01, 8.329E-01,-8.541E-01,-8.651E-01
 4.140E+03, 1.299E+01, 1.762E+01, 2.272E+01, 2.616E+01, 2.983E+01, 3.233E+01, 3.376E+01, 8.775E-01, 8.236E-01,-8.451E-01,-8.559E-01
 4.200E+03, 1.264E+01, 1.713E+01, 2.212E+01, 2.553E+01, 2.925E+01, 3.186E+01, 3.341E+01, 8.682E-01, 8.146E-01,-8.360E-01,-8.466E-01
 4.260E+03, 1.233E+01, 1.668E+01, 2.155E+01, 2.493E+01, 2.868E+01, 3.139E+01, 3.303E+01, 8.595E-01, 8.061E-01,-8.268E-01,-8.388E-01
 4.320E+03, 1.202E+01, 1.626E+01, 2.102E+01, 2.436E+01, 2.813E+01, 3.091E+01, 3.264E+01, 8.505E-01, 7.976E-01,-8.178E-01,-8.302E-01
 4.380E+03, 1.171E+01, 1.585E+01, 2.051E+01, 2.381E+01, 2.759E+01, 3.043E+01, 3.223E+01, 8.417E-01, 7.887E-01,-8.091E-01,-8.212E-01
 4.440E+03, 1.141E+01, 1.546E+01, 2.003E+01, 2.329E+01, 2.706E+01, 2.996E+01, 3.181E+01, 8.328E-01, 7.803E-01,-8.005E-01,-8.125E-01
 4.500E+03, 1.113E+01, 1.508E+01, 1.956E+01, 2.278E+01, 2.655E+01, 2.948E+01, 3.138E+01, 8.240E-01, 7.720E-01,-7.920E-01,-8.039E-01
 4.560E+03, 1.086E+01, 1.472E+01, 1.912E+01, 2.230E+01, 2.606E+01, 2.901E+01, 3.095E+01, 8.155E-01, 7.636E-01,-7.837E-01,-7.954E-01
 4.620E+03, 1.061E+01, 1.438E+01, 1.869E+01, 2.183E+01, 2.557E+01, 2.854E+01, 3.051E+01, 8.067E-01, 7.558E-01,-7.754E-01,-7.870E-01
 4.680E+03, 1.036E+01, 1.405E+01, 1.828E+01, 2.138E+01, 2.510E+01, 2.808E+01, 3.007E+01, 7.985E-01, 7.477E-01,-7.673E-01,-7.787E-01
 4.740E+03, 1.013E+01, 1.374E+01, 1.789E+01, 2.094E+01, 2.464E+01, 2.762E+01, 2.962E+01, 7.903E-01, 7.398E-01,-7.594E-01,-7.706E-01
 4.800E+03, 9.914E+00, 1.343E+01, 1.751E+01, 2.052E+01, 2.419E+01, 2.717E+01, 2.918E+01, 7.819E-01, 7.321E-01,-7.514E-01,-7.626E-01
 4.860E+03, 9.705E+00, 1.315E+01, 1.714E+01, 2.012E+01, 2.375E+01, 2.672E+01, 2.874E+01, 7.741E-01, 7.247E-01,-7.438E-01,-7.548E-01
 4.920E+03, 9.506E+00, 1.287E+01, 1.679E+01, 1.972E+01, 2.332E+01, 2.628E+01, 2.830E+01, 7.663E-01, 7.174E-01,-7.363E-01,-7.472E-01
 4.980E+03, 9.315E+00, 1.261E+01, 1.646E+01, 1.934E+01, 2.290E+01, 2.585E+01, 2.786E+01, 7.585E-01, 7.102E-01,-7.289E-01,-7.397E-01
 5.040E+03, 9.134E+00, 1.235E+01, 1.613E+01, 1.897E+01, 2.250E+01, 2.542E+01, 2.743E+01, 7.507E-01, 7.033E-01,-7.216E-01,-7.323E-01
 5.100E+03, 8.960E+00, 1.211E+01, 1.582E+01, 1.862E+01, 2.210E+01, 2.500E+01, 2.700E+01, 7.432E-01, 6.963E-01,-7.144E-01,-7.250E-01
 5.160E+03, 8.794E+00, 1.188E+01, 1.552E+01, 1.827E+01, 2.171E+01, 2.459E+01, 2.658E+01, 7.360E-01, 6.896E-01,-7.074E-01,-7.179E-01
 5.220E+03, 8.635E+00, 1.165E+01, 1.522E+01, 1.794E+01, 2.133E+01, 2.419E+01, 2.616E+01, 7.291E-01, 6.824E-01,-7.005E-01,-7.109E-01
 5.280E+03, 8.482E+00, 1.144E+01, 1.494E+01, 1.761E+01, 2.096E+01, 2.379E+01, 2.575E+01, 7.215E-01, 6.761E-01,-6.936E-01,-7.040E-01
 5.340E+03, 8.336E+00, 1.123E+01, 1.467E+01, 1.730E+01, 2.060E+01, 2.340E+01, 2.534E+01, 7.147E-01, 6.698E-01,-6.870E-01,-6.973E-01
 5.400E+03, 8.196E+00, 1.103E+01, 1.441E+01, 1.699E+01, 2.025E+01, 2.302E+01, 2.494E+01, 7.081E-01, 6.634E-01,-6.806E-01,-6.908E-01
 5.460E+03, 8.061E+00, 1.084E+01, 1.415E+01, 1.669E+01, 1.991E+01, 2.264E+01, 2.454E+01, 7.015E-01, 6.571E-01,-6.743E-01,-6.843E-01
 5.520E+03, 7.932E+00, 1.065E+01, 1.391E+01, 1.641E+01, 1.957E+01, 2.227E+01, 2.416E+01, 6.948E-01, 6.511E-01,-6.679E-01,-6.779E-01
 5.580E+03, 7.807E+00, 1.047E+01, 1.367E+01, 1.613E+01, 1.925E+01, 2.191E+01, 2.377E+01, 6.886E-01, 6.451E-01,-6.619E-01,-6.718E-01
 5.640E+03, 7.687E+00, 1.030E+01, 1.344E+01, 1.585E+01, 1.893E+01, 2.156E+01, 2.340E+01, 6.820E-01, 6.395E-01,-6.558E-01,-6.656E-01
 5.700E+03, 7.572E+00, 1.014E+01, 1.321E+01, 1.559E+01, 1.862E+01, 2.121E+01, 2.303E+01, 6.759E-01, 6.338E-01,-6.499E-01,-6.597E-01
 5.760E+03, 7.460E+00, 9.975E+00, 1.300E+01, 1.533E+01, 1.832E+01, 2.087E+01, 2.266E+01, 6.699E-01, 6.280E-01,-6.441E-01,-6.537E-01
 5.820E+03, 7.353E+00, 9.819E+00, 1.279E+01, 1.508E+01, 1.802E+01, 2.054E+01, 2.231E+01, 6.638E-01, 6.228E-01,-6.384E-01,-6.480E-01
 5.880E+03, 7.249E+00, 9.669E+00, 1.258E+01, 1.484E+01, 1.773E+01, 2.022E+01, 2.196E+01, 6.582E-01, 6.171E-01,-6.328E-01,-6.423E-01
 5.940E+03, 7.149E+00, 9.523E+00, 1.239E+01, 1.460E+01, 1.745E+01, 1.990E+01, 2.162E+01, 6.524E-01, 6.120E-01,-6.274E-01,-6.369E-01
 6.000E+03, 7.052E+00, 9.382E+00, 1.219E+01, 1.437E+01, 1.717E+01, 1.958E+01, 2.128E+01, 6.469E-01, 6.066E-01,-6.220E-01,-6.314E-01
 6.060E+03, 6.959E+00, 9.245E+00, 1.201E+01, 1.415E+01, 1.690E+01, 1.928E+01, 2.095E+01, 6.413E-01, 6.016E-01,-6.167E-01,-6.261E-01
 6.120E+03, 6.868E+00, 9.113E+00, 1.183E+01, 1.393E+01, 1.664E+01, 1.898E+01, 2.062E+01, 6.358E-01, 5.966E-01,-6.115E-01,-6.208E-01
 6.180E+03, 6.780E+00, 8.985E+00, 1.165E+01, 1.372E+01, 1.638E+01, 1.869E+01, 2.031E+01, 6.305E-01, 5.917E-01,-6.065E-01,-6.157E-01
 6.240E+03, 6.695E+00, 8.860E+00, 1.148E+01, 1.351E+01, 1.613E+01, 1.840E+01, 1.999E+01, 6.252E-01, 5.871E-01,-6.015E-01,-6.107E-01
 6.300E+03, 6.613E+00, 8.739E+00, 1.131E+01, 1.331E+01, 1.589E+01, 1.812E+01, 1.969E+01, 6.200E-01, 5.822E-01,-5.965E-01,-6.056E-01
 6.360E+03, 6.533E+00, 8.621E+00, 1.115E+01, 1.311E+01, 1.565E+01, 1.784E+01, 1.939E+01, 6.151E-01, 5.775E-01,-5.917E-01,-6.008E-01
 6.420E+03, 6.455E+00, 8.507E+00, 1.099E+01, 1.292E+01, 1.542E+01, 1.758E+01, 1.910E+01, 6.101E-01, 5.728E-01,-5.869E-01,-5.959E-01
 6.480E+03, 6.379E+00, 8.396E+00, 1.084E+01, 1.274E+01, 1.519E+01, 1.731E+01, 1.881E+01, 6.052E-01, 5.686E-01,-5.824E-01,-5.913E-01
 6.540E+03, 6.306E+00, 8.288E+00, 1.069E+01, 1.255E+01, 1.497E+01, 1.705E+01, 1.853E+01, 6.006E-01, 5.640E-01,-5.778E-01,-5.867E-01
 6.600E+03, 6.235E+00, 8.182E+00, 1.054E+01, 1.238E+01, 1.475E+01, 1.680E+01, 1.825E+01, 5.957E-01, 5.599E-01,-5.734E-01,-5.822E-01
 6.660E+03, 6.165E+00, 8.080E+00, 1.040E+01, 1.220E+01, 1.453E+01, 1.656E+01, 1.798E+01, 5.912E-01, 5.556E-01,-5.689E-01,-5.777E-01
 6.720E+03, 6.097E+00, 7.980E+00, 1.026E+01, 1.203E+01, 1.433E+01, 1.631E+01, 1.771E+01, 5.866E-01, 5.514E-01,-5.646E-01,-5.733E-01
 6.780E+03, 6.032E+00, 7.883E+00, 1.012E+01, 1.187E+01, 1.412E+01, 1.608E+01, 1.745E+01, 5.819E-01, 5.474E-01,-5.603E-01,-5.690E-01
 6.840E+03, 5.967E+00, 7.788E+00, 9.991E+00, 1.171E+01, 1.392E+01, 1.584E+01, 1.720E+01, 5.777E-01, 5.433E-01,-5.562E-01,-5.648E-01
 6.900E+03, 5.905E+00, 7.695E+00, 9.862E+00, 1.155E+01, 1.373E+01, 1.562E+01, 1.695E+01, 5.734E-01, 5.393E-01,-5.520E-01,-5.606E-01
 6.960E+03, 5.843E+00, 7.605E+00, 9.736E+00, 1.139E+01, 1.354E+01, 1.540E+01, 1.670E+01, 5.692E-01, 5.354E-01,-5.480E-01,-5.565E-01
 7.020E+03, 5.784E+00, 7.517E+00, 9.613E+00, 1.124E+01, 1.335E+01, 1.518E+01, 1.646E+01, 5.650E-01, 5.316E-01,-5.440E-01,-5.525E-01
 7.080E+03, 5.726E+00, 7.431E+00, 9.492E+00, 1.110E+01, 1.317E+01, 1.496E+01, 1.623E+01, 5.607E-01, 5.280E-01,-5.401E-01,-5.485E-01
 7.140E+03, 5.669E+00, 7.347E+00, 9.375E+00, 1.095E+01, 1.299E+01, 1.476E+01, 1.600E+01, 5.570E-01, 5.240E-01,-5.363E-01,-5.446E-01
 7.200E+03, 5.613E+00, 7.265E+00, 9.260E+00, 1.081E+01, 1.281E+01, 1.455E+01, 1.577E+01, 5.529E-01, 5.206E-01,-5.326E-01,-5.409E-01
 7.200E+03, 5.586E+00, 7.223E+00, 9.202E+00, 1.074E+01, 1.273E+01, 1.445E+01, 1.566E+01, 5.500E-01, 5.173E-01,-5.321E-01,-5.403E-01
