s,%,%,%,%,%,%,%,m/s,m/s,m/s,m/s
 8.399E+02, 8.628E-02, 3.498E-01, 1.255E+00, 2.923E+00, 7.627E+00, 1.628E+01, 2.789E+01, 7.416E-01, 6.780E-01,-1.758E-01,-1.749E-01
 8.999E+02, 1.219E-01, 4.524E-01, 1.515E+00, 3.373E+00, 8.368E+00, 1.721E+01, 2.880E+01, 7.626E-01, 6.980E-01,-1.962E-01,-1.955E-01
 9.599E+02, 1.655E-01, 5.676E-01, 1.789E+00, 3.826E+00, 9.077E+00, 1.808E+01, 2.965E+01, 7.814E-01, 7.162E-01,-2.146E-01,-2.141E-01
 1.020E+03, 2.172E-01, 6.943E-01, 2.073E+00, 4.276E+00, 9.756E+00, 1.888E+01, 3.045E+01, 7.992E-01, 7.326E-01,-2.316E-01,-2.314E-01
 1.080E+03, 2.771E-01, 8.314E-01, 2.363E+00, 4.722E+00, 1.040E+01, 1.964E+01, 3.118E+01, 8.154E-01, 7.484E-01,-2.475E-01,-2.474E-01
 1.140E+03, 3.453E-01, 9.780E-01, 2.658E+00, 5.159E+00, 1.102E+01, 2.034E+01, 3.187E+01, 8.316E-01, 7.635E-01,-2.630E-01,-2.631E-01
 1.200E+03, 4.215E-01, 1.132E+00, 2.952E+00, 5.585E+00, 1.161E+01, 2.101E+01, 3.251E+01, 8.454E-01, 7.777E-01,-2.769E-01,-2.773E-01
 1.260E+03, 5.048E-01, 1.293E+00, 3.247E+00, 6.003E+00, 1.217E+01, 2.164E+01, 3.309E+01, 8.595E-01, 7.907E-01,-2.904E-01,-2.909E-01
 1.320E+03, 5.945E-01, 1.458E+00, 3.541E+00, 6.412E+00, 1.272E+01, 2.223E+01, 3.362E+01, 8.726E-01, 8.029E-01,-3.029E-01,-3.036E-01
 1.380E+03, 6.901E-01, 1.627E+00, 3.832E+00, 6.810E+00, 1.324E+01, 2.279E+01, 3.411E+01, 8.843E-01, 8.146E-01,-3.145E-01,-3.155E-01
 1.440E+03, 7.914E-01, 1.800E+00, 4.121E+00, 7.199E+00, 1.373E+01, 2.331E+01, 3.458E+01, 8.955E-01, 8.258E-01,-3.256E-01,-3.268E-01
 1.500E+03, 8.976E-01, 1.976E+00, 4.405E+00, 7.576E+00, 1.421E+01, 2.380E+01, 3.502E+01, 9.064E-01, 8.358E-01,-3.359E-01,-3.374E-01
 1.560E+03, 1.009E+00, 2.154E+00, 4.686E+00, 7.940E+00, 1.466E+01, 2.427E+01, 3.543E+01, 9.163E-01, 8.462E-01,-3.459E-01,-3.476E-01
 1.620E+03, 1.123E+00, 2.333E+00, 4.962E+00, 8.295E+00, 1.509E+01, 2.471E+01, 3.581E+01, 9.261E-01, 8.551E-01,-3.552E-01,-3.571E-01
 1.680E+03, 1.241E+00, 2.512E+00, 5.233E+00, 8.637E+00, 1.550E+01, 2.512E+01, 3.617E+01, 9.355E-01, 8.644E-01,-3.644E-01,-3.665E-01
 1.740E+03, 1.361E+00, 2.692E+00, 5.497E+00, 8.970E+00, 1.590E+01, 2.551E+01, 3.651E+01, 9.446E-01, 8.727E-01,-3.730E-01,-3.753E-01
 1.800E+03, 1.484E+00, 2.872E+00, 5.758E+00, 9.290E+00, 1.627E+01, 2.589E+01, 3.683E+01, 9.533E-01, 8.813E-01,-3.816E-01,-3.841E-01
 1.860E+03, 1.608E+00, 3.050E+00, 6.012E+00, 9.601E+00, 1.662E+01, 2.624E+01, 3.714E+01, 9.609E-01, 8.892E-01,-3.892E-01,-3.919E-01
 1.920E+03, 1.734E+00, 3.228E+00, 6.261E+00, 9.901E+00, 1.697E+01, 2.657E+01, 3.742E+01, 9.671E-01, 8.951E-01,-3.952E-01,-3.981E-01
 1.980E+03, 1.861E+00, 3.405E+00, 6.504E+00, 1.019E+01, 1.729E+01, 2.689E+01, 3.769E+01, 9.744E-01, 9.023E-01,-4.023E-01,-4.054E-01
 2.040E+03, 1.988E+00, 3.579E+00, 6.742E+00, 1.047E+01, 1.761E+01, 2.720E+01, 3.797E+01, 9.819E-01, 9.091E-01,-4.094E-01,-4.126E-01
 2.100E+03, 2.115E+00, 3.752E+00, 6.973E+00, 1.074E+01, 1.791E+01, 2.748E+01, 3.825E+01, 9.879E-01, 9.156E-01,-4.156E-01,-4.190E-01
 2.160E+03, 2.243E+00, 3.922E+00, 7.197E+00, 1.100E+01, 1.819E+01, 2.775E+01, 3.850E+01, 9.944E-01, 9.218E-01,-4.219E-01,-4.255E-01
 2.220E+03, 2.370E+00, 4.091E+00, 7.415E+00, 1.125E+01, 1.846E+01, 2.801E+01, 3.873E+01, 1.000E+00, 9.277E-01,-4.275E-01,-4.313E-01
 2.280E+03, 2.495E+00, 4.256E+00, 7.628E+00, 1.150E+01, 1.872E+01, 2.827E+01, 3.892E+01, 1.006E+00, 9.332E-01,-4.332E-01,-4.371E-01
 2.340E+03, 2.619E+00, 4.418E+00, 7.837E+00, 1.173E+01, 1.898E+01, 2.851E+01, 3.912E+01, 1.012E+00, 9.383E-01,-4.386E-01,-4.426E-01
 2.400E+03, 2.742E+00, 4.579E+00, 8.039E+00, 1.196E+01, 1.923E+01, 2.874E+01, 3.930E+01, 1.017E+00, 9.437E-01,-4.439E-01,-4.481E-01
 2.460E+03, 2.863E+00, 4.735E+00, 8.236E+00, 1.219E+01, 1.947E+01, 2.896E+01, 3.948E+01, 1.022E+00, 9.486E-01,-4.487E-01,-4.531E-01
 2.520E+03, 2.982E+00, 4.889E+00, 8.430E+00, 1.241E+01, 1.970E+01, 2.917E+01, 3.964E+01, 1.027E+00, 9.534E-01,-4.534E-01,-4.580E-01
 2.580E+03, 3.099E+00, 5.039E+00, 8.617E+00, 1.262E+01, 1.993E+01, 2.938E+01, 3.980E+01, 1.031E+00, 9.580E-01,-4.578E-01,-4.626E-01
 2.640E+03, 3.215E+00, 5.186E+00, 8.800E+00, 1.282E+01, 2.014E+01, 2.956E+01, 3.996E+01, 1.036E+00, 9.624E-01,-4.623E-01,-4.672E-01
 2.700E+03, 3.329E+00, 5.332E+00, 8.980E+00, 1.302E+01, 2.034E+01, 2.975E+01, 4.011E+01, 1.040E+00, 9.667E-01,-4.664E-01,-4.715E-01
 2.760E+03, 3.442E+00, 5.475E+00, 9.155E+00, 1.321E+01, 2.053E+01, 2.993E+01, 4.026E+01, 1.045E+00, 9.709E-01,-4.705E-01,-4.758E-01
 2.820E+03, 3.552E+00, 5.615E+00, 9.325E+00, 1.340E+01, 2.072E+01, 3.010E+01, 4.041E+01, 1.048E+00, 9.751E-01,-4.743E-01,-4.798E-01
 2.880E+03, 3.661E+00, 5.753E+00, 9.490E+00, 1.357E+01, 2.090E+01, 3.026E+01, 4.054E+01, 1.052E+00, 9.784E-01,-4.781E-01,-4.838E-01
 2.940E+03, 3.767E+00, 5.886E+00, 9.649E+00, 1.375E+01, 2.107E+01, 3.042E+01, 4.065E+01, 1.055E+00, 9.813E-01,-4.821E-01,-4.880E-01
 3.000E+03, 3.870E+00, 6.015E+00, 9.806E+00, 1.391E+01, 2.124E+01, 3.057E+01, 4.077E+01, 1.059E+00, 9.856E-01,-4.850E-01,-4.912E-01
 3.060E+03, 3.970E+00, 6.143E+00, 9.958E+00, 1.408E+01, 2.141E+01, 3.071E+01, 4.089E+01, 1.063E+00, 9.887E-01,-4.882E-01,-4.946E-01
 3.120E+03, 4.069E+00, 6.266E+00, 1.010E+01, 1.424E+01, 2.156E+01, 3.085E+01, 4.100E+01, 1.066E+00, 9.920E-01,-4.914E-01,-4.980E-01
 3.180E+03, 4.165E+00, 6.388E+00, 1.025E+01, 1.439E+01, 2.171E+01, 3.099E+01, 4.112E+01, 1.069E+00, 9.956E-01,-4.945E-01,-5.012E-01
 3.240E+03, 4.261E+00, 6.507E+00, 1.039E+01, 1.454E+01, 2.186E+01, 3.111E+01, 4.122E+01, 1.072E+00, 9.987E-01,-4.975E-01,-5.044E-01
 3.300E+03, 4.353E+00, 6.622E+00, 1.052E+01, 1.468E+01, 2.200E+01, 3.124E+01, 4.132E+01, 1.076E+00, 1.002E+00,-5.006E-01,-5.076E-01
 3.360E+03, 4.444E+00, 6.735E+00, 1.065E+01, 1.482E+01, 2.213E+01, 3.136E+01, 4.142E+01, 1.079E+00, 1.004E+00,-5.033E-01,-5.105E-01
 3.420E+03, 4.532E+00, 6.844E+00, 1.078E+01, 1.495E+01, 2.226E+01, 3.147E+01, 4.151E+01, 1.081E+00, 1.007E+00,-5.061E-01,-5.134E-01
 3.480E+03, 4.615E+00, 6.950E+00, 1.091E+01, 1.508E+01, 2.240E+01, 3.158E+01, 4.159E+01, 1.084E+00, 1.009E+00,-5.093E-01,-5.166E-01
 3.540E+03, 4.697E+00, 7.053E+00, 1.103E+01, 1.521E+01, 2.252E+01, 3.169E+01, 4.168E+01, 1.087E+00, 1.012E+00,-5.113E-01,-5.187E-01
 3.600E+03, 4.779E+00, 7.154E+00, 1.114E+01, 1.533E+01, 2.263E+01, 3.179E+01, 4.176E+01, 1.087E+00, 1.012E+00,-5.161E-01,-5.235E-01
 3.660E+03, 4.823E+00, 7.198E+00, 1.118E+01, 1.535E+01, 2.262E+01, 3.168E+01, 4.086E+01, 8.096E-01, 7.183E-01,-7.599E-01,-7.650E-01
 3.720E+03, 4.796E+00, 7.192E+00, 1.114E+01, 1.527E+01, 2.245E+01, 3.106E+01, 3.896E+01, 7.923E-01, 7.088E-01,-7.475E-01,-7.526E-01
 3.780E+03, 4.767E+00, 7.180E+00, 1.111E+01, 1.519E+01, 2.221E+01, 3.029E+01, 3.728E+01, 7.774E-01, 6.995E-01,-7.356E-01,-7.408E-01
 3.840E+03, 4.745E+00, 7.167E+00, 1.107E+01, 1.510E+01, 2.191E+01, 2.949E+01, 3.578E+01, 7.640E-01, 6.906E-01,-7.245E-01,-7.297E-01
 3.900E+03, 4.732E+00, 7.154E+00, 1.104E+01, 1.500E+01, 2.157E+01, 2.868E+01, 3.444E+01, 7.517E-01, 6.818E-01,-7.140E-01,-7.192E-01
 3.960E+03, 4.724E+00, 7.142E+00, 1.099E+01, 1.487E+01, 2.120E+01, 2.790E+01, 3.321E+01, 7.402E-01, 6.733E-01,-7.040E-01,-7.092E-01
 4.020E+03, 4.722E+00, 7.130E+00, 1.094E+01, 1.474E+01, 2.082E+01, 2.714E+01, 3.209E+01, 7.294E-01, 6.654E-01,-6.946E-01,-6.999E-01
 4.080E+03, 4.722E+00, 7.118E+00, 1.088E+01, 1.458E+01, 2.043E+01, 2.642E+01, 3.105E+01, 7.189E-01, 6.576E-01,-6.855E-01,-6.908E-01
 4.140E+03, 4.726E+00, 7.105E+00, 1.081E+01, 1.442E+01, 2.004E+01, 2.572E+01, 3.008E+01, 7.096E-01, 6.499E-01,-6.770E-01,-6.823E-01
 4.200E+03, 4.731E+00, 7.091E+00, 1.074E+01, 1.425E+01, 1.966E+01, 2.506E+01, 2.918E+01, 7.004E-01, 6.424E-01,-6.686E-01,-6.740E-01
 4.260E+03, 4.738E+00, 7.075E+00, 1.066E+01, 1.408E+01, 1.928E+01, 2.443E+01, 2.833E+01, 6.916E-01, 6.353E-01,-6.607E-01,-6.661E-01
 4.320E+03, 4.745E+00, 7.058E+00, 1.058E+01, 1.390E+01, 1.891E+01, 2.382E+01, 2.754E+01, 6.830E-01, 6.286E-01,-6.530E-01,-6.585E-01
 4.380E+03, 4.753E+00, 7.038E+00, 1.049E+01, 1.372E+01, 1.854E+01, 2.325E+01, 2.678E+01, 6.749E-01, 6.218E-01,-6.455E-01,-6.511E-01
 4.440E+03, 4.760E+00, 7.017E+00, 1.040E+01, 1.353E+01, 1.819E+01, 2.270E+01, 2.607E+01, 6.672E-01, 6.154E-01,-6.384E-01,-6.440E-01
 4.500E+03, 4.767E+00, 6.993E+00, 1.030E+01, 1.335E+01, 1.784E+01, 2.217E+01, 2.540E+01, 6.596E-01, 6.093E-01,-6.315E-01,-6.372E-01
 4.560E+03, 4.773E+00, 6.968E+00, 1.021E+01, 1.317E+01, 1.751E+01, 2.166E+01, 2.476E+01, 6.522E-01, 6.030E-01,-6.247E-01,-6.304E-01
 4.620E+03, 4.778E+00, 6.940E+00, 1.011E+01, 1.299E+01, 1.718E+01, 2.118E+01, 2.415E+01, 6.454E-01, 5.971E-01,-6.184E-01,-6.241E-01
 4.680E+03, 4.782E+00, 6.912E+00, 1.001E+01, 1.281E+01, 1.686E+01, 2.071E+01, 2.356E+01, 6.385E-01, 5.913E-01,-6.120E-01,-6.177E-01
 4.740E+03, 4.785E+00, 6.882E+00, 9.912E+00, 1.263E+01, 1.655E+01, 2.026E+01, 2.301E+01, 6.318E-01, 5.858E-01,-6.059E-01,-6.117E-01
 4.800E+03, 4.787E+00, 6.850E+00, 9.813E+00, 1.246E+01, 1.625E+01, 1.983E+01, 2.248E+01, 6.254E-01, 5.803E-01,-5.999E-01,-6.058E-01
 4.860E+03, 4.788E+00, 6.817E+00, 9.714E+00, 1.229E+01, 1.596E+01, 1.942E+01, 2.197E+01, 6.192E-01, 5.750E-01,-5.941E-01,-6.000E-01
 4.920E+03, 4.787E+00, 6.783E+00, 9.616E+00, 1.212E+01, 1.568E+01, 1.902E+01, 2.148E+01, 6.132E-01, 5.698E-01,-5.885E-01,-5.944E-01
 4.980E+03, 4.785E+00, 6.749E+00, 9.518E+00, 1.195E+01, 1.541E+01, 1.864E+01, 2.101E+01, 6.072E-01, 5.648E-01,-5.829E-01,-5.889E-01
 5.040E+03, 4.781E+00, 6.713E+00, 9.421E+00, 1.179E+01, 1.514E+01, 1.827E+01, 2.056E+01, 6.015E-01, 5.598E-01,-5.776E-01,-5.837E-01
 5.100E+03, 4.777E+00, 6.676E+00, 9.325E+00, 1.163E+01, 1.489E+01, 1.791E+01, 2.013E+01, 5.960E-01, 5.550E-01,-5.724E-01,-5.786E-01
 5.160E+03, 4.771E+00, 6.639E+00, 9.229E+00, 1.148E+01, 1.464E+01, 1.757E+01, 1.971E+01, 5.906E-01, 5.503E-01,-5.672E-01,-5.735E-01
 5.220E+03, 4.764E+00, 6.600E+00, 9.135E+00, 1.133E+01, 1.440E+01, 1.724E+01, 1.931E+01, 5.854E-01, 5.457E-01,-5.624E-01,-5.687E-01
 5.280E+03, 4.756E+00, 6.562E+00, 9.042E+00, 1.118E+01, 1.416E+01, 1.691E+01, 1.893E+01, 5.804E-01, 5.412E-01,-5.575E-01,-5.640E-01
 5.340E+03, 4.746E+00, 6.523E+00, 8.949E+00, 1.103E+01, 1.393E+01, 1.660E+01, 1.855E+01, 5.751E-01, 5.370E-01,-5.527E-01,-5.593E-01
 5.400E+03, 4.736E+00, 6.483E+00, 8.858E+00, 1.089E+01, 1.371E+01, 1.630E+01, 1.819E+01, 5.703E-01, 5.325E-01,-5.480E-01,-5.548E-01
 5.460E+03, 4.725E+00, 6.443E+00, 8.768E+00, 1.075E+01, 1.349E+01, 1.601E+01, 1.785E+01, 5.655E-01, 5.285E-01,-5.435E-01,-5.504E-01
 5.520E+03, 4.713E+00, 6.403E+00, 8.680E+00, 1.061E+01, 1.328E+01, 1.573E+01, 1.751E+01, 5.608E-01, 5.243E-01,-5.390E-01,-5.461E-01
 5.580E+03, 4.700E+00, 6.363E+00, 8.592E+00, 1.048E+01, 1.308E+01, 1.546E+01, 1.719E+01, 5.564E-01, 5.202E-01,-5.346E-01,-5.418E-01
 5.640E+03, 4.686E+00, 6.322E+00, 8.506E+00, 1.035E+01, 1.288E+01, 1.520E+01, 1.687E+01, 5.518E-01, 5.163E-01,-5.304E-01,-5.377E-01
 5.700E+03, 4.671E+00, 6.281E+00, 8.421E+00, 1.022E+01, 1.269E+01, 1.494E+01, 1.657E+01, 5.477E-01, 5.124E-01,-5.263E-01,-5.337E-01
 5.760E+03, 4.655E+00, 6.239E+00, 8.336E+00, 1.009E+01, 1.250E+01, 1.469E+01, 1.628E+01, 5.433E-01, 5.087E-01,-5.223E-01,-5.297E-01
 5.820E+03, 4.638E+00, 6.198E+00, 8.254E+00, 9.970E+00, 1.232E+01, 1.445E+01, 1.599E+01, 5.390E-01, 5.052E-01,-5.184E-01,-5.258E-01
 5.880E+03, 4.621E+00, 6.156E+00, 8.172E+00, 9.850E+00, 1.214E+01, 1.422E+01, 1.571E+01, 5.350E-01, 5.016E-01,-5.145E-01,-5.220E-01
 5.940E+03, 4.603E+00, 6.114E+00, 8.091E+00, 9.732E+00, 1.197E+01, 1.399E+01, 1.545E+01, 5.313E-01, 4.979E-01,-5.108E-01,-5.183E-01
 6.000E+03, 4.585E+00, 6.073E+00, 8.012E+00, 9.617E+00, 1.180E+01, 1.377E+01, 1.519E+01, 5.272E-01, 4.946E-01,-5.072E-01,-5.146E-01
 6.060E+03, 4.566E+00, 6.031E+00, 7.933E+00, 9.503E+00, 1.163E+01, 1.355E+01, 1.494E+01, 5.234E-01, 4.912E-01,-5.035E-01,-5.110E-01
 6.120E+03, 4.547E+00, 5.989E+00, 7.856E+00, 9.392E+00, 1.147E+01, 1.335E+01, 1.469E+01, 5.196E-01, 4.879E-01,-5.000E-01,-5.075E-01
 6.180E+03, 4.528E+00, 5.947E+00, 7.779E+00, 9.283E+00, 1.132E+01, 1.314E+01, 1.445E+01, 5.161E-01, 4.844E-01,-4.965E-01,-5.040E-01
 6.240E+03, 4.508E+00, 5.906E+00, 7.704E+00, 9.177E+00, 1.116E+01, 1.295E+01, 1.422E+01, 5.124E-01, 4.813E-01,-4.931E-01,-5.006E-01
 6.300E+03, 4.487E+00, 5.864E+00, 7.630E+00, 9.072E+00, 1.101E+01, 1.275E+01, 1.400E+01, 5.088E-01, 4.783E-01,-4.898E-01,-4.973E-01
 6.360E+03, 4.467E+00, 5.823E+00, 7.557E+00, 8.969E+00, 1.087E+01, 1.257E+01, 1.378E+01, 5.053E-01, 4.751E-01,-4.865E-01,-4.939E-01
 6.420E+03, 4.446E+00, 5.782E+00, 7.485E+00, 8.869E+00, 1.072E+01, 1.238E+01, 1.357E+01, 5.021E-01, 4.720E-01,-4.833E-01,-4.907E-01
 6.480E+03, 4.425E+00, 5.741E+00, 7.414E+00, 8.770E+00, 1.059E+01, 1.221E+01, 1.336E+01, 4.986E-01, 4.692E-01,-4.801E-01,-4.875E-01
 6.540E+03, 4.404E+00, 5.700E+00, 7.344E+00, 8.673E+00, 1.045E+01, 1.203E+01, 1.316E+01, 4.955E-01, 4.661E-01,-4.771E-01,-4.845E-01
 6.600E+03, 4.382E+00, 5.660E+00, 7.275E+00, 8.578E+00, 1.032E+01, 1.186E+01, 1.297E+01, 4.922E-01, 4.632E-01,-4.740E-01,-4.813E-01
 6.660E+03, 4.360E+00, 5.619E+00, 7.207E+00, 8.484E+00, 1.019E+01, 1.170E+01, 1.278E+01, 4.891E-01, 4.603E-01,-4.710E-01,-4.783E-01
 6.720E+03, 4.339E+00, 5.579E+00, 7.139E+00, 8.393E+00, 1.006E+01, 1.154E+01, 1.259E+01, 4.860E-01, 4.575E-01,-4.681E-01,-4.754E-01
 6.780E+03, 4.317E+00, 5.539E+00, 7.073E+00, 8.303E+00, 9.935E+00, 1.138E+01, 1.241E+01, 4.828E-01, 4.549E-01,-4.652E-01,-4.724E-01
 6.840E+03, 4.294E+00, 5.500E+00, 7.008E+00, 8.214E+00, 9.814E+00, 1.123E+01, 1.223E+01, 4.800E-01, 4.520E-01,-4.623E-01,-4.696E-01
 6.900E+03, 4.272E+00, 5.460E+00, 6.944E+00, 8.128E+00, 9.695E+00, 1.108E+01, 1.206E+01, 4.771E-01, 4.493E-01,-4.595E-01,-4.667E-01
 6.960E+03, 4.250E+00, 5.421E+00, 6.880E+00, 8.042E+00, 9.579E+00, 1.093E+01, 1.189E+01, 4.741E-01, 4.468E-01,-4.568E-01,-4.640E-01
 7.020E+03, 4.227E+00, 5.382E+00, 6.818E+00, 7.959E+00, 9.465E+00, 1.079E+01, 1.173E+01, 4.712E-01, 4.442E-01,-4.541E-01,-4.612E-01
 7.080E+03, 4.205E+00, 5.344E+00, 6.756E+00, 7.877E+00, 9.353E+00, 1.065E+01, 1.157E+01, 4.684E-01, 4.416E-01,-4.514E-01,-4.585E-01
 7.140E+03, 4.182E+00, 5.306E+00, 6.695E+00, 7.796E+00, 9.244E+00, 1.052E+01, 1.142E+01, 4.656E-01, 4.391E-01,-4.488E-01,-4.558E-01
 7.200E+03, 4.160E+00, 5.268E+00, 6.635E+00, 7.716E+00, 9.137E+00, 1.038E+01, 1.126E+01, 4.630E-01, 4.366E-01,-4.462E-01,-4.533E-01
 7.200E+03, 4.149E+00, 5.248E+00, 6.607E+00, 7.676E+00, 9.084E+00, 1.032E+01, 1.119E+01, 4.662E-01, 4.364E-01,-4.438E-01,-4.505E-01
