s,%,%,%,%,%,%,%,m/s,m/s
 9.599E+02, 4.197E+00, 8.537E+00, 1.299E+01, 1.492E+01, 1.603E+01, 1.665E+01, 1.692E+01, 2.941E-01, 2.370E-01
 1.020E+03, 4.859E+00, 9.219E+00, 1.371E+01, 1.566E+01, 1.677E+01, 1.748E+01, 1.776E+01, 2.955E-01, 2.355E-01
 1.080E+03, 5.515E+00, 9.889E+00, 1.439E+01, 1.636E+01, 1.755E+01, 1.829E+01, 1.860E+01, 2.971E-01, 2.340E-01
 1.140E+03, 6.165E+00, 1.054E+01, 1.509E+01, 1.708E+01, 1.833E+01, 1.908E+01, 1.941E+01, 2.986E-01, 2.325E-01
 1.200E+03, 6.820E+00, 1.119E+01, 1.581E+01, 1.782E+01, 1.910E+01, 1.986E+01, 2.019E+01, 3.004E-01, 2.307E-01
 1.260E+03, 7.476E+00, 1.188E+01, 1.654E+01, 1.858E+01, 1.986E+01, 2.059E+01, 2.090E+01, 3.022E-01, 2.288E-01
 1.320E+03, 8.143E+00, 1.258E+01, 1.730E+01, 1.936E+01, 2.061E+01, 2.130E+01, 2.157E+01, 3.039E-01, 2.271E-01
 1.380E+03, 8.815E+00, 1.328E+01, 1.807E+01, 2.015E+01, 2.134E+01, 2.197E+01, 2.223E+01, 3.058E-01, 2.253E-01
 1.440E+03, 9.494E+00, 1.400E+01, 1.885E+01, 2.089E+01, 2.204E+01, 2.263E+01, 2.288E+01, 3.072E-01, 2.238E-01
 1.500E+03, 1.020E+01, 1.473E+01, 1.956E+01, 2.159E+01, 2.270E+01, 2.329E+01, 2.355E+01, 3.089E-01, 2.221E-01
 1.560E+03, 1.089E+01, 1.544E+01, 2.023E+01, 2.226E+01, 2.335E+01, 2.398E+01, 2.424E+01, 3.107E-01, 2.204E-01
 1.620E+03, 1.160E+01, 1.612E+01, 2.085E+01, 2.287E+01, 2.400E+01, 2.468E+01, 2.498E+01, 3.122E-01, 2.189E-01
 1.680E+03, 1.231E+01, 1.679E+01, 2.148E+01, 2.349E+01, 2.466E+01, 2.538E+01, 2.568E+01, 3.138E-01, 2.173E-01
 1.740E+03, 1.301E+01, 1.745E+01, 2.213E+01, 2.415E+01, 2.535E+01, 2.603E+01, 2.632E+01, 3.154E-01, 2.157E-01
 1.800E+03, 1.371E+01, 1.813E+01, 2.281E+01, 2.484E+01, 2.601E+01, 2.666E+01, 2.691E+01, 3.172E-01, 2.139E-01
 1.860E+03, 1.442E+01, 1.881E+01, 2.351E+01, 2.553E+01, 2.666E+01, 2.727E+01, 2.751E+01, 3.190E-01, 2.121E-01
 1.920E+03, 1.512E+01, 1.951E+01, 2.424E+01, 2.623E+01, 2.731E+01, 2.786E+01, 2.805E+01, 3.208E-01, 2.102E-01
 1.980E+03, 1.583E+01, 2.023E+01, 2.492E+01, 2.688E+01, 2.790E+01, 2.841E+01, 2.862E+01, 3.223E-01, 2.087E-01
 2.040E+03, 1.655E+01, 2.094E+01, 2.554E+01, 2.748E+01, 2.847E+01, 2.901E+01, 2.925E+01, 3.240E-01, 2.071E-01
 2.100E+03, 1.726E+01, 2.159E+01, 2.610E+01, 2.803E+01, 2.906E+01, 2.964E+01, 2.990E+01, 3.256E-01, 2.055E-01
 2.160E+03, 1.799E+01, 2.223E+01, 2.665E+01, 2.857E+01, 2.964E+01, 3.028E+01, 3.057E+01, 3.272E-01, 2.039E-01
 2.220E+03, 1.867E+01, 2.284E+01, 2.721E+01, 2.912E+01, 3.025E+01, 3.092E+01, 3.119E+01, 3.288E-01, 2.023E-01
 2.280E+03, 1.937E+01, 2.347E+01, 2.779E+01, 2.972E+01, 3.087E+01, 3.151E+01, 3.178E+01, 3.304E-01, 2.007E-01
 2.340E+03, 2.005E+01, 2.408E+01, 2.840E+01, 3.034E+01, 3.147E+01, 3.210E+01, 3.235E+01, 3.323E-01, 1.988E-01
 2.400E+03, 2.073E+01, 2.473E+01, 2.903E+01, 3.094E+01, 3.206E+01, 3.265E+01, 3.290E+01, 3.341E-01, 1.970E-01
 2.460E+03, 2.141E+01, 2.537E+01, 2.966E+01, 3.158E+01, 3.265E+01, 3.320E+01, 3.341E+01, 3.358E-01, 1.952E-01
 2.520E+03, 2.208E+01, 2.603E+01, 3.030E+01, 3.219E+01, 3.322E+01, 3.372E+01, 3.391E+01, 3.376E-01, 1.935E-01
 2.580E+03, 2.277E+01, 2.669E+01, 3.089E+01, 3.275E+01, 3.373E+01, 3.426E+01, 3.447E+01, 3.394E-01, 1.917E-01
 2.640E+03, 2.344E+01, 2.731E+01, 3.143E+01, 3.326E+01, 3.426E+01, 3.483E+01, 3.507E+01, 3.410E-01, 1.901E-01
 2.700E+03, 2.412E+01, 2.792E+01, 3.195E+01, 3.377E+01, 3.481E+01, 3.540E+01, 3.565E+01, 3.426E-01, 1.885E-01
 2.760E+03, 2.479E+01, 2.851E+01, 3.249E+01, 3.430E+01, 3.537E+01, 3.596E+01, 3.621E+01, 3.444E-01, 1.867E-01
 2.820E+03, 2.543E+01, 2.909E+01, 3.305E+01, 3.486E+01, 3.594E+01, 3.650E+01, 3.673E+01, 3.460E-01, 1.851E-01
 2.880E+03, 2.609E+01, 2.969E+01, 3.365E+01, 3.547E+01, 3.650E+01, 3.701E+01, 3.719E+01, 3.481E-01, 1.830E-01
 2.940E+03, 2.672E+01, 3.029E+01, 3.427E+01, 3.607E+01, 3.703E+01, 3.750E+01, 3.768E+01, 3.500E-01, 1.811E-01
 3.000E+03, 2.736E+01, 3.092E+01, 3.485E+01, 3.661E+01, 3.753E+01, 3.799E+01, 3.818E+01, 3.517E-01, 1.794E-01
 3.060E+03, 2.801E+01, 3.154E+01, 3.540E+01, 3.712E+01, 3.803E+01, 3.850E+01, 3.869E+01, 3.535E-01, 1.775E-01
 3.120E+03, 2.864E+01, 3.212E+01, 3.590E+01, 3.760E+01, 3.852E+01, 3.902E+01, 3.925E+01, 3.551E-01, 1.760E-01
 3.180E+03, 2.928E+01, 3.269E+01, 3.638E+01, 3.805E+01, 3.901E+01, 3.957E+01, 3.982E+01, 3.567E-01, 1.743E-01
 3.240E+03, 2.991E+01, 3.325E+01, 3.685E+01, 3.851E+01, 3.952E+01, 4.011E+01, 4.039E+01, 3.584E-01, 1.726E-01
 3.300E+03, 3.052E+01, 3.378E+01, 3.735E+01, 3.901E+01, 4.004E+01, 4.064E+01, 4.090E+01, 3.604E-01, 1.707E-01
 3.360E+03, 3.113E+01, 3.433E+01, 3.786E+01, 3.953E+01, 4.057E+01, 4.114E+01, 4.137E+01, 3.622E-01, 1.689E-01
 3.420E+03, 3.173E+01, 3.488E+01, 3.841E+01, 4.008E+01, 4.108E+01, 4.161E+01, 4.183E+01, 3.643E-01, 1.667E-01
 3.480E+03, 3.232E+01, 3.546E+01, 3.900E+01, 4.066E+01, 4.162E+01, 4.206E+01, 4.220E+01, 3.664E-01, 1.647E-01
 3.540E+03, 3.292E+01, 3.606E+01, 3.957E+01, 4.119E+01, 4.206E+01, 4.248E+01, 4.265E+01, 3.682E-01, 1.629E-01
 3.600E+03, 3.353E+01, 3.664E+01, 4.007E+01, 4.164E+01, 4.249E+01, 4.294E+01, 4.316E+01, 3.692E-01, 1.602E-01
 3.660E+03, 3.416E+01, 3.668E+01, 3.986E+01, 4.158E+01, 4.268E+01, 4.319E+01, 4.345E+01, 2.093E-01,-2.093E-01
 3.720E+03, 3.455E+01, 3.637E+01, 3.916E+01, 4.103E+01, 4.250E+01, 4.311E+01, 4.340E+01, 2.075E-01,-2.076E-01
 3.780E+03, 3.477E+01, 3.618E+01, 3.866E+01, 4.055E+01, 4.224E+01, 4.301E+01, 4.334E+01, 2.065E-01,-2.065E-01
 3.840E+03, 3.493E+01, 3.605E+01, 3.828E+01, 4.015E+01, 4.197E+01, 4.288E+01, 4.326E+01, 2.056E-01,-2.057E-01
 3.900E+03, 3.504E+01, 3.596E+01, 3.799E+01, 3.980E+01, 4.170E+01, 4.272E+01, 4.317E+01, 2.045E-01,-2.045E-01
 3.960E+03, 3.508E+01, 3.591E+01, 3.777E+01, 3.951E+01, 4.145E+01, 4.256E+01, 4.307E+01, 2.037E-01,-2.037E-01
 4.020E+03, 3.508E+01, 3.585E+01, 3.758E+01, 3.926E+01, 4.121E+01, 4.238E+01, 4.295E+01, 2.036E-01,-2.036E-01
 4.080E+03, 3.506E+01, 3.578E+01, 3.742E+01, 3.904E+01, 4.099E+01, 4.221E+01, 4.282E+01, 2.032E-01,-2.032E-01
 4.140E+03, 3.502E+01, 3.570E+01, 3.727E+01, 3.885E+01, 4.078E+01, 4.204E+01, 4.269E+01, 2.025E-01,-2.025E-01
 4.200E+03, 3.496E+01, 3.563E+01, 3.714E+01, 3.867E+01, 4.059E+01, 4.186E+01, 4.255E+01, 2.015E-01,-2.015E-01
 4.260E+03, 3.489E+01, 3.555E+01, 3.702E+01, 3.851E+01, 4.040E+01, 4.170E+01, 4.240E+01, 2.015E-01,-2.015E-01
 4.320E+03, 3.481E+01, 3.547E+01, 3.690E+01, 3.836E+01, 4.023E+01, 4.153E+01, 4.225E+01, 2.006E-01,-2.006E-01
 4.380E+03, 3.473E+01, 3.538E+01, 3.678E+01, 3.822E+01, 4.007E+01, 4.137E+01, 4.210E+01, 2.003E-01,-2.004E-01
 4.440E+03, 3.464E+01, 3.529E+01, 3.667E+01, 3.808E+01, 3.991E+01, 4.121E+01, 4.194E+01, 1.995E-01,-1.995E-01
 4.500E+03, 3.455E+01, 3.519E+01, 3.656E+01, 3.795E+01, 3.976E+01, 4.105E+01, 4.179E+01, 1.994E-01,-1.994E-01
 4.560E+03, 3.446E+01, 3.510E+01, 3.645E+01, 3.782E+01, 3.961E+01, 4.089E+01, 4.163E+01, 1.994E-01,-1.994E-01
 4.620E+03, 3.437E+01, 3.500E+01, 3.633E+01, 3.769E+01, 3.947E+01, 4.074E+01, 4.148E+01, 1.983E-01,-1.983E-01
 4.680E+03, 3.428E+01, 3.490E+01, 3.622E+01, 3.757E+01, 3.932E+01, 4.059E+01, 4.133E+01, 1.982E-01,-1.982E-01
 4.740E+03, 3.418E+01, 3.480E+01, 3.611E+01, 3.744E+01, 3.918E+01, 4.044E+01, 4.117E+01, 1.978E-01,-1.978E-01
 4.800E+03, 3.409E+01, 3.471E+01, 3.600E+01, 3.732E+01, 3.905E+01, 4.030E+01, 4.102E+01, 1.973E-01,-1.973E-01
 4.860E+03, 3.398E+01, 3.460E+01, 3.590E+01, 3.720E+01, 3.891E+01, 4.015E+01, 4.087E+01, 1.970E-01,-1.970E-01
 4.920E+03, 3.389E+01, 3.450E+01, 3.579E+01, 3.708E+01, 3.878E+01, 4.001E+01, 4.073E+01, 1.966E-01,-1.966E-01
 4.980E+03, 3.379E+01, 3.440E+01, 3.568E+01, 3.697E+01, 3.865E+01, 3.987E+01, 4.058E+01, 1.962E-01,-1.962E-01
 5.040E+03, 3.369E+01, 3.430E+01, 3.557E+01, 3.685E+01, 3.851E+01, 3.973E+01, 4.043E+01, 1.957E-01,-1.957E-01
 5.100E+03, 3.359E+01, 3.420E+01, 3.546E+01, 3.673E+01, 3.838E+01, 3.959E+01, 4.029E+01, 1.957E-01,-1.957E-01
 5.160E+03, 3.349E+01, 3.410E+01, 3.535E+01, 3.661E+01, 3.826E+01, 3.945E+01, 4.015E+01, 1.952E-01,-1.952E-01
 5.220E+03, 3.339E+01, 3.400E+01, 3.524E+01, 3.650E+01, 3.813E+01, 3.931E+01, 4.001E+01, 1.946E-01,-1.946E-01
 5.280E+03, 3.329E+01, 3.390E+01, 3.514E+01, 3.638E+01, 3.800E+01, 3.918E+01, 3.987E+01, 1.943E-01,-1.943E-01
 5.340E+03, 3.319E+01, 3.380E+01, 3.503E+01, 3.627E+01, 3.787E+01, 3.904E+01, 3.973E+01, 1.938E-01,-1.938E-01
 5.400E+03, 3.309E+01, 3.370E+01, 3.492E+01, 3.615E+01, 3.775E+01, 3.891E+01, 3.959E+01, 1.936E-01,-1.936E-01
 5.460E+03, 3.299E+01, 3.359E+01, 3.482E+01, 3.604E+01, 3.763E+01, 3.878E+01, 3.945E+01, 1.933E-01,-1.933E-01
 5.520E+03, 3.289E+01, 3.349E+01, 3.471E+01, 3.592E+01, 3.750E+01, 3.865E+01, 3.932E+01, 1.931E-01,-1.931E-01
 5.580E+03, 3.280E+01, 3.339E+01, 3.460E+01, 3.581E+01, 3.738E+01, 3.852E+01, 3.918E+01, 1.924E-01,-1.924E-01
 5.640E+03, 3.269E+01, 3.329E+01, 3.450E+01, 3.570E+01, 3.726E+01, 3.839E+01, 3.905E+01, 1.923E-01,-1.923E-01
 5.700E+03, 3.260E+01, 3.319E+01, 3.439E+01, 3.558E+01, 3.714E+01, 3.826E+01, 3.892E+01, 1.918E-01,-1.918E-01
 5.760E+03, 3.250E+01, 3.309E+01, 3.428E+01, 3.547E+01, 3.702E+01, 3.813E+01, 3.879E+01, 1.915E-01,-1.915E-01
 5.820E+03, 3.240E+01, 3.299E+01, 3.418E+01, 3.536E+01, 3.690E+01, 3.801E+01, 3.866E+01, 1.910E-01,-1.910E-01
 5.880E+03, 3.230E+01, 3.289E+01, 3.407E+01, 3.525E+01, 3.678E+01, 3.788E+01, 3.853E+01, 1.910E-01,-1.910E-01
 5.940E+03, 3.221E+01, 3.279E+01, 3.397E+01, 3.514E+01, 3.666E+01, 3.776E+01, 3.840E+01, 1.905E-01,-1.905E-01
 6.000E+03, 3.211E+01, 3.269E+01, 3.386E+01, 3.503E+01, 3.654E+01, 3.763E+01, 3.827E+01, 1.901E-01,-1.901E-01
 6.060E+03, 3.201E+01, 3.259E+01, 3.376E+01, 3.492E+01, 3.642E+01, 3.751E+01, 3.815E+01, 1.897E-01,-1.897E-01
 6.120E+03, 3.192E+01, 3.249E+01, 3.366E+01, 3.481E+01, 3.631E+01, 3.739E+01, 3.802E+01, 1.893E-01,-1.893E-01
 6.180E+03, 3.182E+01, 3.240E+01, 3.355E+01, 3.470E+01, 3.619E+01, 3.727E+01, 3.790E+01, 1.890E-01,-1.890E-01
 6.240E+03, 3.172E+01, 3.230E+01, 3.345E+01, 3.459E+01, 3.608E+01, 3.715E+01, 3.777E+01, 1.887E-01,-1.887E-01
 6.300E+03, 3.163E+01, 3.220E+01, 3.335E+01, 3.449E+01, 3.596E+01, 3.703E+01, 3.765E+01, 1.886E-01,-1.886E-01
 6.360E+03, 3.153E+01, 3.210E+01, 3.325E+01, 3.438E+01, 3.585E+01, 3.691E+01, 3.753E+01, 1.880E-01,-1.880E-01
 6.420E+03, 3.144E+01, 3.201E+01, 3.315E+01, 3.427E+01, 3.574E+01, 3.679E+01, 3.741E+01, 1.878E-01,-1.878E-01
 6.480E+03, 3.134E+01, 3.191E+01, 3.305E+01, 3.417E+01, 3.562E+01, 3.667E+01, 3.729E+01, 1.873E-01,-1.873E-01
 6.540E+03, 3.124E+01, 3.181E+01, 3.295E+01, 3.406E+01, 3.551E+01, 3.656E+01, 3.717E+01, 1.869E-01,-1.869E-01
 6.600E+03, 3.115E+01, 3.172E+01, 3.285E+01, 3.396E+01, 3.540E+01, 3.644E+01, 3.705E+01, 1.865E-01,-1.865E-01
 6.660E+03, 3.106E+01, 3.162E+01, 3.275E+01, 3.386E+01, 3.529E+01, 3.633E+01, 3.693E+01, 1.862E-01,-1.862E-01
 6.720E+03, 3.096E+01, 3.153E+01, 3.265E+01, 3.375E+01, 3.518E+01, 3.621E+01, 3.681E+01, 1.860E-01,-1.860E-01
 6.780E+03, 3.087E+01, 3.143E+01, 3.255E+01, 3.365E+01, 3.507E+01, 3.610E+01, 3.669E+01, 1.857E-01,-1.857E-01
 6.840E+03, 3.078E+01, 3.134E+01, 3.245E+01, 3.354E+01, 3.496E+01, 3.598E+01, 3.658E+01, 1.853E-01,-1.853E-01
 6.900E+03, 3.069E+01, 3.124E+01, 3.235E+01, 3.344E+01, 3.485E+01, 3.587E+01, 3.646E+01, 1.849E-01,-1.849E-01
 6.960E+03, 3.059E+01, 3.115E+01, 3.225E+01, 3.334E+01, 3.474E+01, 3.576E+01, 3.635E+01, 1.846E-01,-1.846E-01
 7.020E+03, 3.050E+01, 3.106E+01, 3.215E+01, 3.324E+01, 3.464E+01, 3.565E+01, 3.623E+01, 1.844E-01,-1.844E-01
 7.080E+03, 3.041E+01, 3.096E+01, 3.206E+01, 3.314E+01, 3.453E+01, 3.554E+01, 3.612E+01, 1.840E-01,-1.840E-01
 7.140E+03, 3.032E+01, 3.087E+01, 3.196E+01, 3.304E+01, 3.442E+01, 3.543E+01, 3.601E+01, 1.839E-01,-1.839E-01
 7.200E+03, 3.023E+01, 3.078E+01, 3.186E+01, 3.293E+01, 3.432E+01, 3.532E+01, 3.590E+01, 1.833E-01,-1.833E-01
 7.200E+03, 3.018E+01, 3.073E+01, 3.181E+01, 3.288E+01, 3.426E+01, 3.527E+01, 3.584E+01, 1.822E-01,-1.822E-01
