s,%,%,%,%,%,%,%,m/s,m/s,m/s,m/s
 8.399E+02, 2.424E+00, 5.819E+00, 1.026E+01, 1.254E+01, 1.409E+01, 1.519E+01, 1.547E+01, 7.629E-01, 7.386E-01,-2.138E-01,-2.187E-01
 8.999E+02, 2.836E+00, 6.429E+00, 1.102E+01, 1.334E+01, 1.488E+01, 1.594E+01, 1.621E+01, 7.845E-01, 7.604E-01,-2.352E-01,-2.408E-01
 9.599E+02, 3.264E+00, 7.039E+00, 1.176E+01, 1.410E+01, 1.564E+01, 1.668E+01, 1.695E+01, 8.054E-01, 7.804E-01,-2.554E-01,-2.615E-01
 1.020E+03, 3.699E+00, 7.618E+00, 1.248E+01, 1.485E+01, 1.636E+01, 1.739E+01, 1.768E+01, 8.246E-01, 7.990E-01,-2.740E-01,-2.807E-01
 1.080E+03, 4.138E+00, 8.193E+00, 1.318E+01, 1.557E+01, 1.707E+01, 1.808E+01, 1.836E+01, 8.429E-01, 8.168E-01,-2.917E-01,-2.990E-01
 1.140E+03, 4.572E+00, 8.761E+00, 1.386E+01, 1.626E+01, 1.777E+01, 1.876E+01, 1.903E+01, 8.609E-01, 8.337E-01,-3.090E-01,-3.167E-01
 1.200E+03, 5.017E+00, 9.309E+00, 1.453E+01, 1.695E+01, 1.844E+01, 1.941E+01, 1.966E+01, 8.781E-01, 8.501E-01,-3.255E-01,-3.337E-01
 1.260E+03, 5.447E+00, 9.869E+00, 1.516E+01, 1.762E+01, 1.908E+01, 2.005E+01, 2.029E+01, 8.941E-01, 8.655E-01,-3.410E-01,-3.496E-01
 1.320E+03, 5.880E+00, 1.040E+01, 1.579E+01, 1.826E+01, 1.974E+01, 2.067E+01, 2.091E+01, 9.087E-01, 8.809E-01,-3.558E-01,-3.648E-01
 1.380E+03, 6.302E+00, 1.092E+01, 1.640E+01, 1.888E+01, 2.035E+01, 2.127E+01, 2.151E+01, 9.240E-01, 8.948E-01,-3.702E-01,-3.797E-01
 1.440E+03, 6.721E+00, 1.144E+01, 1.699E+01, 1.948E+01, 2.095E+01, 2.185E+01, 2.209E+01, 9.381E-01, 9.087E-01,-3.840E-01,-3.938E-01
 1.500E+03, 7.132E+00, 1.193E+01, 1.758E+01, 2.008E+01, 2.154E+01, 2.243E+01, 2.264E+01, 9.522E-01, 9.215E-01,-3.973E-01,-4.074E-01
 1.560E+03, 7.542E+00, 1.242E+01, 1.814E+01, 2.066E+01, 2.210E+01, 2.299E+01, 2.320E+01, 9.642E-01, 9.350E-01,-4.099E-01,-4.204E-01
 1.620E+03, 7.924E+00, 1.290E+01, 1.868E+01, 2.122E+01, 2.266E+01, 2.353E+01, 2.374E+01, 9.777E-01, 9.472E-01,-4.226E-01,-4.334E-01
 1.680E+03, 8.317E+00, 1.337E+01, 1.922E+01, 2.176E+01, 2.320E+01, 2.405E+01, 2.425E+01, 9.899E-01, 9.588E-01,-4.343E-01,-4.454E-01
 1.740E+03, 8.690E+00, 1.382E+01, 1.973E+01, 2.230E+01, 2.373E+01, 2.456E+01, 2.476E+01, 1.002E+00, 9.693E-01,-4.458E-01,-4.571E-01
 1.800E+03, 9.058E+00, 1.426E+01, 2.023E+01, 2.281E+01, 2.425E+01, 2.506E+01, 2.528E+01, 1.014E+00, 9.804E-01,-4.568E-01,-4.683E-01
 1.860E+03, 9.410E+00, 1.469E+01, 2.072E+01, 2.331E+01, 2.473E+01, 2.556E+01, 2.575E+01, 1.024E+00, 9.916E-01,-4.673E-01,-4.790E-01
 1.920E+03, 9.754E+00, 1.511E+01, 2.120E+01, 2.380E+01, 2.522E+01, 2.603E+01, 2.621E+01, 1.034E+00, 1.001E+00,-4.771E-01,-4.891E-01
 1.980E+03, 1.009E+01, 1.552E+01, 2.167E+01, 2.429E+01, 2.569E+01, 2.648E+01, 2.667E+01, 1.044E+00, 1.011E+00,-4.869E-01,-4.991E-01
 2.040E+03, 1.041E+01, 1.590E+01, 2.213E+01, 2.475E+01, 2.616E+01, 2.694E+01, 2.710E+01, 1.055E+00, 1.021E+00,-4.969E-01,-5.093E-01
 2.100E+03, 1.072E+01, 1.629E+01, 2.256E+01, 2.519E+01, 2.658E+01, 2.739E+01, 2.754E+01, 1.064E+00, 1.030E+00,-5.063E-01,-5.188E-01
 2.160E+03, 1.103E+01, 1.666E+01, 2.299E+01, 2.563E+01, 2.702E+01, 2.779E+01, 2.798E+01, 1.073E+00, 1.039E+00,-5.151E-01,-5.278E-01
 2.220E+03, 1.132E+01, 1.701E+01, 2.340E+01, 2.606E+01, 2.746E+01, 2.821E+01, 2.839E+01, 1.081E+00, 1.047E+00,-5.234E-01,-5.362E-01
 2.280E+03, 1.160E+01, 1.736E+01, 2.380E+01, 2.647E+01, 2.787E+01, 2.861E+01, 2.879E+01, 1.090E+00, 1.055E+00,-5.320E-01,-5.447E-01
 2.340E+03, 1.187E+01, 1.770E+01, 2.418E+01, 2.688E+01, 2.828E+01, 2.901E+01, 2.917E+01, 1.099E+00, 1.063E+00,-5.402E-01,-5.530E-01
 2.400E+03, 1.213E+01, 1.801E+01, 2.457E+01, 2.727E+01, 2.867E+01, 2.940E+01, 2.956E+01, 1.106E+00, 1.071E+00,-5.478E-01,-5.607E-01
 2.460E+03, 1.238E+01, 1.833E+01, 2.495E+01, 2.767E+01, 2.906E+01, 2.972E+01, 2.993E+01, 1.114E+00, 1.079E+00,-5.553E-01,-5.683E-01
 2.520E+03, 1.263E+01, 1.864E+01, 2.530E+01, 2.804E+01, 2.941E+01, 3.012E+01, 3.027E+01, 1.121E+00, 1.086E+00,-5.625E-01,-5.755E-01
 2.580E+03, 1.287E+01, 1.893E+01, 2.565E+01, 2.841E+01, 2.978E+01, 3.047E+01, 3.060E+01, 1.128E+00, 1.093E+00,-5.696E-01,-5.827E-01
 2.640E+03, 1.310E+01, 1.922E+01, 2.600E+01, 2.876E+01, 3.012E+01, 3.079E+01, 3.095E+01, 1.136E+00, 1.099E+00,-5.765E-01,-5.897E-01
 2.700E+03, 1.332E+01, 1.950E+01, 2.633E+01, 2.909E+01, 3.046E+01, 3.112E+01, 3.128E+01, 1.142E+00, 1.106E+00,-5.829E-01,-5.963E-01
 2.760E+03, 1.352E+01, 1.977E+01, 2.664E+01, 2.942E+01, 3.079E+01, 3.145E+01, 3.160E+01, 1.150E+00, 1.112E+00,-5.895E-01,-6.030E-01
 2.820E+03, 1.373E+01, 2.002E+01, 2.694E+01, 2.972E+01, 3.112E+01, 3.177E+01, 3.191E+01, 1.156E+00, 1.118E+00,-5.956E-01,-6.091E-01
 2.880E+03, 1.392E+01, 2.027E+01, 2.722E+01, 3.005E+01, 3.143E+01, 3.207E+01, 3.221E+01, 1.162E+00, 1.124E+00,-6.017E-01,-6.153E-01
 2.940E+03, 1.411E+01, 2.051E+01, 2.751E+01, 3.035E+01, 3.174E+01, 3.237E+01, 3.250E+01, 1.167E+00, 1.129E+00,-6.070E-01,-6.207E-01
 3.000E+03, 1.428E+01, 2.074E+01, 2.780E+01, 3.063E+01, 3.203E+01, 3.266E+01, 3.279E+01, 1.173E+00, 1.135E+00,-6.127E-01,-6.264E-01
 3.060E+03, 1.446E+01, 2.096E+01, 2.806E+01, 3.094E+01, 3.232E+01, 3.291E+01, 3.308E+01, 1.179E+00, 1.140E+00,-6.182E-01,-6.320E-01
 3.120E+03, 1.462E+01, 2.118E+01, 2.833E+01, 3.119E+01, 3.261E+01, 3.319E+01, 3.333E+01, 1.184E+00, 1.146E+00,-6.233E-01,-6.372E-01
 3.180E+03, 1.479E+01, 2.138E+01, 2.859E+01, 3.149E+01, 3.286E+01, 3.346E+01, 3.360E+01, 1.189E+00, 1.150E+00,-6.282E-01,-6.422E-01
 3.240E+03, 1.494E+01, 2.159E+01, 2.884E+01, 3.172E+01, 3.315E+01, 3.369E+01, 3.383E+01, 1.194E+00, 1.155E+00,-6.328E-01,-6.468E-01
 3.300E+03, 1.508E+01, 2.179E+01, 2.907E+01, 3.198E+01, 3.337E+01, 3.397E+01, 3.408E+01, 1.199E+00, 1.160E+00,-6.376E-01,-6.517E-01
 3.360E+03, 1.522E+01, 2.197E+01, 2.929E+01, 3.223E+01, 3.363E+01, 3.420E+01, 3.432E+01, 1.204E+00, 1.164E+00,-6.424E-01,-6.565E-01
 3.420E+03, 1.535E+01, 2.215E+01, 2.952E+01, 3.246E+01, 3.388E+01, 3.443E+01, 3.455E+01, 1.208E+00, 1.169E+00,-6.466E-01,-6.608E-01
 3.480E+03, 1.548E+01, 2.231E+01, 2.974E+01, 3.270E+01, 3.410E+01, 3.466E+01, 3.477E+01, 1.213E+00, 1.172E+00,-6.509E-01,-6.651E-01
 3.540E+03, 1.561E+01, 2.249E+01, 2.994E+01, 3.292E+01, 3.434E+01, 3.486E+01, 3.497E+01, 1.216E+00, 1.176E+00,-6.546E-01,-6.689E-01
 3.600E+03, 1.572E+01, 2.266E+01, 3.015E+01, 3.312E+01, 3.455E+01, 3.508E+01, 3.518E+01, 1.220E+00, 1.180E+00,-6.594E-01,-6.737E-01
 3.660E+03, 1.570E+01, 2.237E+01, 2.946E+01, 3.269E+01, 3.450E+01, 3.508E+01, 3.530E+01, 9.481E-01, 8.961E-01,-9.161E-01,-9.279E-01
 3.720E+03, 1.536E+01, 2.164E+01, 2.814E+01, 3.161E+01, 3.402E+01, 3.493E+01, 3.521E+01, 9.388E-01, 8.866E-01,-9.068E-01,-9.185E-01
 3.780E+03, 1.499E+01, 2.089E+01, 2.707E+01, 3.061E+01, 3.344E+01, 3.468E+01, 3.513E+01, 9.299E-01, 8.767E-01,-8.975E-01,-9.091E-01
 3.840E+03, 1.460E+01, 2.020E+01, 2.613E+01, 2.970E+01, 3.282E+01, 3.437E+01, 3.500E+01, 9.206E-01, 8.674E-01,-8.882E-01,-8.997E-01
 3.900E+03, 1.422E+01, 1.956E+01, 2.528E+01, 2.885E+01, 3.218E+01, 3.401E+01, 3.483E+01, 9.116E-01, 8.576E-01,-8.789E-01,-8.902E-01
 3.960E+03, 1.384E+01, 1.896E+01, 2.451E+01, 2.807E+01, 3.154E+01, 3.360E+01, 3.461E+01, 9.023E-01, 8.483E-01,-8.697E-01,-8.808E-01
 4.020E+03, 1.346E+01, 1.840E+01, 2.379E+01, 2.733E+01, 3.091E+01, 3.317E+01, 3.435E+01, 8.927E-01, 8.393E-01,-8.604E-01,-8.714E-01
 4.080E+03, 1.310E+01, 1.787E+01, 2.312E+01, 2.663E+01, 3.029E+01, 3.271E+01, 3.404E+01, 8.838E-01, 8.299E-01,-8.514E-01,-8.622E-01
 4.140E+03, 1.276E+01, 1.737E+01, 2.249E+01, 2.597E+01, 2.969E+01, 3.225E+01, 3.371E+01, 8.746E-01, 8.206E-01,-8.422E-01,-8.529E-01
 4.200E+03, 1.244E+01, 1.690E+01, 2.189E+01, 2.534E+01, 2.910E+01, 3.177E+01, 3.335E+01, 8.657E-01, 8.120E-01,-8.329E-01,-8.447E-01
 4.260E+03, 1.214E+01, 1.647E+01, 2.134E+01, 2.474E+01, 2.853E+01, 3.129E+01, 3.297E+01, 8.567E-01, 8.032E-01,-8.237E-01,-8.361E-01
 4.320E+03, 1.182E+01, 1.605E+01, 2.081E+01, 2.417E+01, 2.798E+01, 3.081E+01, 3.257E+01, 8.476E-01, 7.946E-01,-8.149E-01,-8.271E-01
 4.380E+03, 1.152E+01, 1.565E+01, 2.031E+01, 2.363E+01, 2.744E+01, 3.033E+01, 3.216E+01, 8.388E-01, 7.858E-01,-8.062E-01,-8.183E-01
 4.440E+03, 1.123E+01, 1.526E+01, 1.983E+01, 2.310E+01, 2.691E+01, 2.984E+01, 3.173E+01, 8.298E-01, 7.774E-01,-7.976E-01,-8.095E-01
 4.500E+03, 1.096E+01, 1.490E+01, 1.937E+01, 2.260E+01, 2.640E+01, 2.937E+01, 3.130E+01, 8.210E-01, 7.691E-01,-7.892E-01,-8.009E-01
 4.560E+03, 1.070E+01, 1.454E+01, 1.893E+01, 2.212E+01, 2.591E+01, 2.889E+01, 3.085E+01, 8.124E-01, 7.609E-01,-7.808E-01,-7.924E-01
 4.620E+03, 1.046E+01, 1.421E+01, 1.851E+01, 2.166E+01, 2.542E+01, 2.842E+01, 3.041E+01, 8.037E-01, 7.530E-01,-7.726E-01,-7.840E-01
 4.680E+03, 1.022E+01, 1.389E+01, 1.811E+01, 2.121E+01, 2.495E+01, 2.796E+01, 2.996E+01, 7.957E-01, 7.448E-01,-7.645E-01,-7.758E-01
 4.740E+03, 1.000E+01, 1.358E+01, 1.772E+01, 2.078E+01, 2.449E+01, 2.750E+01, 2.952E+01, 7.873E-01, 7.372E-01,-7.566E-01,-7.678E-01
 4.800E+03, 9.789E+00, 1.328E+01, 1.735E+01, 2.036E+01, 2.404E+01, 2.704E+01, 2.907E+01, 7.793E-01, 7.294E-01,-7.488E-01,-7.598E-01
 4.860E+03, 9.586E+00, 1.300E+01, 1.699E+01, 1.996E+01, 2.360E+01, 2.659E+01, 2.863E+01, 7.714E-01, 7.219E-01,-7.411E-01,-7.521E-01
 4.920E+03, 9.393E+00, 1.273E+01, 1.664E+01, 1.957E+01, 2.318E+01, 2.615E+01, 2.819E+01, 7.633E-01, 7.147E-01,-7.336E-01,-7.444E-01
 4.980E+03, 9.208E+00, 1.248E+01, 1.631E+01, 1.919E+01, 2.276E+01, 2.572E+01, 2.775E+01, 7.557E-01, 7.074E-01,-7.261E-01,-7.368E-01
 5.040E+03, 9.032E+00, 1.223E+01, 1.599E+01, 1.883E+01, 2.236E+01, 2.529E+01, 2.731E+01, 7.483E-01, 7.004E-01,-7.190E-01,-7.296E-01
 5.100E+03, 8.863E+00, 1.199E+01, 1.568E+01, 1.848E+01, 2.196E+01, 2.488E+01, 2.688E+01, 7.409E-01, 6.935E-01,-7.119E-01,-7.224E-01
 5.160E+03, 8.701E+00, 1.176E+01, 1.538E+01, 1.813E+01, 2.157E+01, 2.446E+01, 2.646E+01, 7.333E-01, 6.868E-01,-7.048E-01,-7.152E-01
 5.220E+03, 8.546E+00, 1.154E+01, 1.510E+01, 1.780E+01, 2.120E+01, 2.406E+01, 2.604E+01, 7.263E-01, 6.800E-01,-6.980E-01,-7.082E-01
 5.280E+03, 8.398E+00, 1.133E+01, 1.482E+01, 1.748E+01, 2.083E+01, 2.366E+01, 2.563E+01, 7.195E-01, 6.734E-01,-6.913E-01,-7.015E-01
 5.340E+03, 8.255E+00, 1.113E+01, 1.455E+01, 1.717E+01, 2.047E+01, 2.327E+01, 2.522E+01, 7.124E-01, 6.672E-01,-6.846E-01,-6.948E-01
 5.400E+03, 8.119E+00, 1.093E+01, 1.429E+01, 1.687E+01, 2.013E+01, 2.289E+01, 2.482E+01, 7.055E-01, 6.610E-01,-6.782E-01,-6.882E-01
 5.460E+03, 7.987E+00, 1.074E+01, 1.404E+01, 1.657E+01, 1.978E+01, 2.252E+01, 2.442E+01, 6.990E-01, 6.548E-01,-6.718E-01,-6.818E-01
 5.520E+03, 7.861E+00, 1.056E+01, 1.380E+01, 1.629E+01, 1.945E+01, 2.215E+01, 2.404E+01, 6.924E-01, 6.489E-01,-6.657E-01,-6.756E-01
 5.580E+03, 7.739E+00, 1.039E+01, 1.356E+01, 1.601E+01, 1.913E+01, 2.179E+01, 2.365E+01, 6.858E-01, 6.431E-01,-6.595E-01,-6.693E-01
 5.640E+03, 7.622E+00, 1.022E+01, 1.334E+01, 1.574E+01, 1.881E+01, 2.144E+01, 2.328E+01, 6.798E-01, 6.373E-01,-6.536E-01,-6.633E-01
 5.700E+03, 7.509E+00, 1.005E+01, 1.312E+01, 1.548E+01, 1.850E+01, 2.109E+01, 2.291E+01, 6.736E-01, 6.314E-01,-6.476E-01,-6.573E-01
 5.760E+03, 7.400E+00, 9.896E+00, 1.290E+01, 1.523E+01, 1.820E+01, 2.076E+01, 2.255E+01, 6.675E-01, 6.258E-01,-6.418E-01,-6.514E-01
 5.820E+03, 7.295E+00, 9.744E+00, 1.270E+01, 1.498E+01, 1.791E+01, 2.043E+01, 2.219E+01, 6.619E-01, 6.203E-01,-6.363E-01,-6.458E-01
 5.880E+03, 7.194E+00, 9.596E+00, 1.249E+01, 1.474E+01, 1.762E+01, 2.010E+01, 2.184E+01, 6.558E-01, 6.151E-01,-6.307E-01,-6.402E-01
 5.940E+03, 7.095E+00, 9.453E+00, 1.230E+01, 1.451E+01, 1.734E+01, 1.978E+01, 2.150E+01, 6.501E-01, 6.099E-01,-6.252E-01,-6.346E-01
 6.000E+03, 7.001E+00, 9.314E+00, 1.211E+01, 1.428E+01, 1.707E+01, 1.947E+01, 2.117E+01, 6.445E-01, 6.047E-01,-6.199E-01,-6.292E-01
 6.060E+03, 6.909E+00, 9.180E+00, 1.193E+01, 1.406E+01, 1.680E+01, 1.917E+01, 2.084E+01, 6.391E-01, 5.997E-01,-6.147E-01,-6.240E-01
 6.120E+03, 6.820E+00, 9.049E+00, 1.175E+01, 1.384E+01, 1.654E+01, 1.887E+01, 2.051E+01, 6.339E-01, 5.945E-01,-6.095E-01,-6.188E-01
 6.180E+03, 6.734E+00, 8.923E+00, 1.157E+01, 1.363E+01, 1.629E+01, 1.858E+01, 2.020E+01, 6.283E-01, 5.898E-01,-6.044E-01,-6.136E-01
 6.240E+03, 6.650E+00, 8.800E+00, 1.140E+01, 1.343E+01, 1.604E+01, 1.830E+01, 1.989E+01, 6.230E-01, 5.852E-01,-5.995E-01,-6.086E-01
 6.300E+03, 6.569E+00, 8.681E+00, 1.124E+01, 1.323E+01, 1.580E+01, 1.802E+01, 1.958E+01, 6.181E-01, 5.802E-01,-5.946E-01,-6.037E-01
 6.360E+03, 6.491E+00, 8.565E+00, 1.108E+01, 1.303E+01, 1.556E+01, 1.774E+01, 1.928E+01, 6.131E-01, 5.757E-01,-5.899E-01,-5.989E-01
 6.420E+03, 6.414E+00, 8.453E+00, 1.092E+01, 1.284E+01, 1.533E+01, 1.748E+01, 1.899E+01, 6.083E-01, 5.710E-01,-5.851E-01,-5.941E-01
 6.480E+03, 6.340E+00, 8.343E+00, 1.077E+01, 1.266E+01, 1.510E+01, 1.722E+01, 1.871E+01, 6.031E-01, 5.669E-01,-5.805E-01,-5.894E-01
 6.540E+03, 6.268E+00, 8.236E+00, 1.062E+01, 1.248E+01, 1.488E+01, 1.696E+01, 1.842E+01, 5.985E-01, 5.624E-01,-5.759E-01,-5.848E-01
 6.600E+03, 6.198E+00, 8.133E+00, 1.048E+01, 1.230E+01, 1.466E+01, 1.671E+01, 1.815E+01, 5.940E-01, 5.580E-01,-5.716E-01,-5.804E-01
 6.660E+03, 6.129E+00, 8.032E+00, 1.034E+01, 1.213E+01, 1.445E+01, 1.646E+01, 1.788E+01, 5.893E-01, 5.538E-01,-5.672E-01,-5.759E-01
 6.720E+03, 6.063E+00, 7.933E+00, 1.020E+01, 1.196E+01, 1.424E+01, 1.622E+01, 1.762E+01, 5.848E-01, 5.496E-01,-5.628E-01,-5.715E-01
 6.780E+03, 5.998E+00, 7.837E+00, 1.006E+01, 1.180E+01, 1.404E+01, 1.599E+01, 1.736E+01, 5.805E-01, 5.456E-01,-5.587E-01,-5.673E-01
 6.840E+03, 5.934E+00, 7.743E+00, 9.934E+00, 1.164E+01, 1.384E+01, 1.576E+01, 1.710E+01, 5.760E-01, 5.417E-01,-5.545E-01,-5.631E-01
 6.900E+03, 5.873E+00, 7.652E+00, 9.806E+00, 1.148E+01, 1.365E+01, 1.553E+01, 1.686E+01, 5.716E-01, 5.377E-01,-5.504E-01,-5.589E-01
 6.960E+03, 5.812E+00, 7.563E+00, 9.681E+00, 1.133E+01, 1.346E+01, 1.531E+01, 1.661E+01, 5.674E-01, 5.339E-01,-5.464E-01,-5.548E-01
 7.020E+03, 5.754E+00, 7.476E+00, 9.559E+00, 1.118E+01, 1.328E+01, 1.509E+01, 1.637E+01, 5.634E-01, 5.300E-01,-5.424E-01,-5.508E-01
 7.080E+03, 5.696E+00, 7.391E+00, 9.440E+00, 1.103E+01, 1.310E+01, 1.488E+01, 1.614E+01, 5.592E-01, 5.263E-01,-5.385E-01,-5.469E-01
 7.140E+03, 5.640E+00, 7.308E+00, 9.324E+00, 1.089E+01, 1.292E+01, 1.468E+01, 1.591E+01, 5.552E-01, 5.228E-01,-5.348E-01,-5.431E-01
 7.200E+03, 5.585E+00, 7.227E+00, 9.210E+00, 1.075E+01, 1.274E+01, 1.447E+01, 1.569E+01, 5.512E-01, 5.190E-01,-5.309E-01,-5.392E-01
 7.200E+03, 5.559E+00, 7.186E+00, 9.155E+00, 1.068E+01, 1.266E+01, 1.437E+01, 1.558E+01, 5.447E-01, 5.120E-01,-5.333E-01,-5.418E-01
