s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
 1.650E+02, 4.556E+02, 2.153E+02, 5.581E+02, 2.333E+02, 4.836E+02, 3.005E+02, 1.151E+02, 3.553E+02, 1.146E+02, 2.844E+02, 4.804E+02, 5.574E+02, 4.852E+02, 4.688E+02, 6.194E+02, 6.123E+02, 6.874E+02, 2.571E+02, 2.795E+02, 4.071E+02, 3.580E+02, 2.072E+02, 3.502E+02, 1.176E+02, 6.634E+02, 6.479E+02, 6.270E+02, 6.312E+02, 5.707E+02, 8.475E+01, 6.096E+01, 5.677E+01, 7.144E+01, 8.229E+01, 1.916E+02, 4.789E+02, 6.382E+02, 7.249E+02, 7.411E+02, 9.826E+01, 1.040E+02, 1.731E+02, 5.339E+02, 5.027E+02, 5.526E+02, 5.752E+02, 6.589E-02, 6.924E-02, 1.926E-01, 7.720E-02, 7.545E-02, 8.695E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.801E+02, 4.696E+02, 2.351E+02, 5.686E+02, 2.517E+02, 5.057E+02, 3.247E+02, 1.286E+02, 3.868E+02, 1.273E+02, 3.152E+02, 4.928E+02, 5.778E+02, 4.963E+02, 4.799E+02, 6.361E+02, 6.247E+02, 6.964E+02, 2.782E+02, 2.994E+02, 4.258E+02, 3.804E+02, 2.258E+02, 3.841E+02, 1.316E+02, 6.263E+02, 6.711E+02, 6.426E+02, 6.399E+02, 5.926E+02, 8.476E+01, 6.131E+01, 5.872E+01, 7.529E+01, 9.081E+01, 1.958E+02, 4.820E+02, 5.880E+02, 7.011E+02, 7.298E+02, 1.213E+02, 1.095E+02, 1.752E+02, 5.332E+02, 5.474E+02, 5.490E+02, 5.951E+02, 6.119E-02, 7.727E-02, 1.940E-01, 7.868E-02, 7.160E-02, 7.964E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.950E+02, 4.931E+02, 2.519E+02, 5.836E+02, 2.690E+02, 5.263E+02, 3.541E+02, 1.418E+02, 4.169E+02, 1.403E+02, 3.466E+02, 4.944E+02, 5.854E+02, 5.030E+02, 5.019E+02, 6.420E+02, 6.372E+02, 7.057E+02, 2.960E+02, 3.178E+02, 4.349E+02, 3.950E+02, 2.413E+02, 4.123E+02, 1.450E+02, 6.168E+02, 6.230E+02, 6.145E+02, 5.944E+02, 5.540E+02, 7.801E+01, 5.770E+01, 5.538E+01, 7.337E+01, 8.188E+01, 2.065E+02, 4.786E+02, 6.206E+02, 7.092E+02, 7.260E+02, 1.136E+02, 1.138E+02, 1.556E+02, 5.636E+02, 5.161E+02, 5.665E+02, 6.257E+02, 6.521E-02, 6.919E-02, 1.869E-01, 7.687E-02, 7.544E-02, 1.182E-02, 0.000E+00, 0.000E+00, 0.000E+00
 2.100E+02, 4.960E+02, 2.672E+02, 6.019E+02, 2.904E+02, 5.431E+02, 3.750E+02, 1.551E+02, 4.489E+02, 1.553E+02, 3.769E+02, 4.974E+02, 6.045E+02, 5.019E+02, 4.999E+02, 6.593E+02, 6.506E+02, 6.949E+02, 3.112E+02, 3.398E+02, 4.437E+02, 4.113E+02, 2.560E+02, 4.421E+02, 1.596E+02, 6.786E+02, 6.854E+02, 6.857E+02, 6.709E+02, 6.838E+02, 9.636E+01, 6.699E+01, 6.344E+01, 8.023E+01, 9.764E+01, 2.255E+02, 5.650E+02, 6.641E+02, 7.254E+02, 7.622E+02, 1.131E+02, 1.128E+02, 1.762E+02, 5.624E+02, 5.421E+02, 5.422E+02, 6.063E+02, 6.243E-02, 6.848E-02, 1.878E-01, 7.840E-02, 7.618E-02, 1.133E-02, 0.000E+00, 0.000E+00, 0.000E+00
 2.250E+02, 4.969E+02, 2.778E+02, 6.108E+02, 3.093E+02, 5.481E+02, 3.928E+02, 1.673E+02, 4.772E+02, 1.707E+02, 4.032E+02, 5.024E+02, 6.221E+02, 5.052E+02, 5.018E+02, 6.754E+02, 6.590E+02, 6.971E+02, 3.222E+02, 3.587E+02, 4.505E+02, 4.218E+02, 2.654E+02, 4.743E+02, 1.747E+02, 7.012E+02, 7.302E+02, 7.306E+02, 7.071E+02, 6.089E+02, 9.631E+01, 6.902E+01, 6.639E+01, 8.606E+01, 9.899E+01, 2.324E+02, 5.379E+02, 6.237E+02, 7.373E+02, 7.738E+02, 1.184E+02, 1.143E+02, 1.886E+02, 5.377E+02, 5.309E+02, 5.263E+02, 6.078E+02, 6.292E-02, 6.557E-02, 1.983E-01, 7.915E-02, 7.794E-02, 5.590E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.400E+02, 5.024E+02, 2.883E+02, 6.285E+02, 3.245E+02, 5.545E+02, 4.109E+02, 1.794E+02, 5.068E+02, 1.855E+02, 4.279E+02, 5.093E+02, 6.271E+02, 5.074E+02, 5.063E+02, 6.825E+02, 6.770E+02, 6.895E+02, 3.338E+02, 3.741E+02, 4.561E+02, 4.342E+02, 2.754E+02, 5.056E+02, 1.892E+02, 7.147E+02, 7.219E+02, 7.335E+02, 6.868E+02, 5.999E+02, 9.587E+01, 6.962E+01, 6.658E+01, 8.880E+01, 1.300E+02, 2.381E+02, 5.483E+02, 6.189E+02, 7.667E+02, 7.953E+02, 1.308E+02, 1.200E+02, 1.782E+02, 5.643E+02, 5.357E+02, 5.536E+02, 6.197E+02, 6.173E-02, 6.745E-02, 2.036E-01, 7.974E-02, 7.685E-02, 2.717E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.550E+02, 5.087E+02, 2.994E+02, 6.382E+02, 3.379E+02, 5.624E+02, 4.284E+02, 1.919E+02, 5.327E+02, 2.002E+02, 4.510E+02, 5.161E+02, 6.281E+02, 5.140E+02, 5.126E+02, 6.852E+02, 6.796E+02, 6.902E+02, 3.449E+02, 3.867E+02, 4.641E+02, 4.505E+02, 2.857E+02, 5.297E+02, 2.035E+02, 6.876E+02, 7.261E+02, 7.119E+02, 6.683E+02, 5.844E+02, 9.612E+01, 6.889E+01, 6.787E+01, 9.138E+01, 1.128E+02, 2.599E+02, 5.394E+02, 6.242E+02, 7.852E+02, 7.635E+02, 1.229E+02, 1.194E+02, 2.099E+02, 6.367E+02, 5.861E+02, 5.674E+02, 5.902E+02, 5.540E-02, 6.623E-02, 1.971E-01, 8.187E-02, 7.763E-02, 6.236E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.700E+02, 5.164E+02, 3.113E+02, 6.578E+02, 3.567E+02, 5.781E+02, 4.454E+02, 2.049E+02, 5.605E+02, 2.171E+02, 4.776E+02, 5.223E+02, 6.418E+02, 5.194E+02, 5.185E+02, 7.042E+02, 7.017E+02, 6.948E+02, 3.569E+02, 4.057E+02, 4.720E+02, 4.631E+02, 2.977E+02, 5.541E+02, 2.192E+02, 7.299E+02, 7.858E+02, 7.533E+02, 7.468E+02, 6.787E+02, 1.235E+02, 7.799E+01, 7.445E+01, 1.007E+02, 1.546E+02, 2.739E+02, 6.348E+02, 7.455E+02, 8.395E+02, 7.895E+02, 1.383E+02, 1.282E+02, 1.832E+02, 6.260E+02, 5.832E+02, 5.564E+02, 5.855E+02, 5.057E-02, 6.857E-02, 1.978E-01, 8.422E-02, 7.633E-02, 5.864E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.850E+02, 5.273E+02, 3.259E+02, 6.766E+02, 3.769E+02, 6.056E+02, 4.636E+02, 2.192E+02, 5.879E+02, 2.354E+02, 5.083E+02, 5.279E+02, 6.696E+02, 5.235E+02, 5.318E+02, 7.190E+02, 7.182E+02, 6.907E+02, 3.736E+02, 4.256E+02, 4.771E+02, 4.690E+02, 3.125E+02, 5.842E+02, 2.357E+02, 7.610E+02, 7.745E+02, 7.493E+02, 6.973E+02, 6.503E+02, 1.193E+02, 8.109E+01, 7.835E+01, 1.057E+02, 1.709E+02, 2.771E+02, 5.908E+02, 7.302E+02, 8.773E+02, 7.911E+02, 1.461E+02, 1.421E+02, 2.128E+02, 5.831E+02, 5.353E+02, 5.495E+02, 6.086E+02, 5.235E-02, 5.926E-02, 1.687E-01, 8.375E-02, 8.144E-02, 2.165E-02, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+02, 5.387E+02, 3.372E+02, 6.934E+02, 3.925E+02, 6.134E+02, 4.816E+02, 2.329E+02, 6.149E+02, 2.533E+02, 5.322E+02, 5.308E+02, 6.814E+02, 5.210E+02, 5.392E+02, 7.273E+02, 7.249E+02, 6.862E+02, 3.852E+02, 4.401E+02, 4.798E+02, 4.755E+02, 3.238E+02, 6.109E+02, 2.519E+02, 7.684E+02, 8.039E+02, 7.525E+02, 6.907E+02, 5.842E+02, 1.095E+02, 7.838E+01, 7.794E+01, 1.061E+02, 1.665E+02, 2.929E+02, 5.969E+02, 6.965E+02, 8.497E+02, 7.917E+02, 1.551E+02, 1.450E+02, 2.025E+02, 6.401E+02, 5.558E+02, 5.795E+02, 6.138E+02, 5.324E-02, 6.403E-02, 2.040E-01, 8.336E-02, 7.874E-02, 2.469E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.150E+02, 5.398E+02, 3.445E+02, 6.913E+02, 4.044E+02, 6.072E+02, 4.947E+02, 2.453E+02, 6.324E+02, 2.702E+02, 5.472E+02, 5.341E+02, 6.995E+02, 5.268E+02, 5.362E+02, 7.380E+02, 7.261E+02, 6.765E+02, 3.902E+02, 4.511E+02, 4.829E+02, 4.808E+02, 3.322E+02, 6.376E+02, 2.684E+02, 7.582E+02, 7.870E+02, 7.856E+02, 7.558E+02, 6.746E+02, 1.170E+02, 8.254E+01, 8.010E+01, 1.110E+02, 1.698E+02, 3.117E+02, 5.901E+02, 7.192E+02, 8.460E+02, 8.050E+02, 1.515E+02, 1.522E+02, 2.004E+02, 5.834E+02, 5.572E+02, 5.746E+02, 6.043E+02, 5.458E-02, 6.434E-02, 2.028E-01, 8.261E-02, 7.891E-02, 3.154E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.300E+02, 5.394E+02, 3.513E+02, 6.988E+02, 4.186E+02, 6.091E+02, 5.051E+02, 2.574E+02, 6.495E+02, 2.880E+02, 5.631E+02, 5.436E+02, 7.144E+02, 5.416E+02, 5.383E+02, 7.435E+02, 7.341E+02, 6.851E+02, 3.966E+02, 4.643E+02, 4.953E+02, 4.875E+02, 3.397E+02, 6.584E+02, 2.858E+02, 7.670E+02, 8.110E+02, 8.123E+02, 7.932E+02, 7.278E+02, 1.326E+02, 8.977E+01, 9.082E+01, 1.228E+02, 1.981E+02, 3.194E+02, 5.880E+02, 8.147E+02, 8.775E+02, 8.097E+02, 1.837E+02, 1.589E+02, 2.156E+02, 5.728E+02, 5.499E+02, 5.807E+02, 6.406E+02, 5.081E-02, 6.387E-02, 2.021E-01, 8.469E-02, 7.903E-02, 3.534E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.450E+02, 5.447E+02, 3.615E+02, 7.207E+02, 4.319E+02, 6.169E+02, 5.165E+02, 2.706E+02, 6.717E+02, 3.060E+02, 5.791E+02, 5.508E+02, 7.188E+02, 5.479E+02, 5.492E+02, 7.536E+02, 7.502E+02, 6.850E+02, 4.061E+02, 4.769E+02, 5.061E+02, 5.045E+02, 3.493E+02, 6.778E+02, 3.037E+02, 7.624E+02, 7.999E+02, 7.209E+02, 7.221E+02, 5.792E+02, 1.300E+02, 8.749E+01, 9.431E+01, 1.323E+02, 2.134E+02, 3.074E+02, 5.729E+02, 7.985E+02, 8.665E+02, 8.158E+02, 1.876E+02, 1.708E+02, 2.522E+02, 6.646E+02, 6.277E+02, 6.090E+02, 6.189E+02, 4.999E-02, 7.171E-02, 1.955E-01, 8.464E-02, 7.440E-02, 7.119E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.600E+02, 5.575E+02, 3.742E+02, 7.268E+02, 4.422E+02, 6.223E+02, 5.305E+02, 2.850E+02, 6.880E+02, 3.229E+02, 5.915E+02, 5.583E+02, 7.259E+02, 5.533E+02, 5.602E+02, 7.610E+02, 7.587E+02, 7.088E+02, 4.187E+02, 4.865E+02, 5.138E+02, 5.253E+02, 3.611E+02, 6.933E+02, 3.213E+02, 7.530E+02, 7.790E+02, 7.668E+02, 7.995E+02, 6.563E+02, 1.283E+02, 8.909E+01, 9.394E+01, 1.357E+02, 2.064E+02, 3.245E+02, 6.047E+02, 8.013E+02, 8.585E+02, 8.332E+02, 1.867E+02, 1.792E+02, 2.388E+02, 6.431E+02, 6.600E+02, 6.007E+02, 6.256E+02, 5.084E-02, 5.526E-02, 2.007E-01, 8.445E-02, 8.285E-02, 4.310E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.750E+02, 5.678E+02, 3.863E+02, 7.382E+02, 4.562E+02, 6.388E+02, 5.439E+02, 2.995E+02, 7.045E+02, 3.411E+02, 6.093E+02, 5.702E+02, 7.340E+02, 5.625E+02, 5.657E+02, 7.665E+02, 7.718E+02, 7.219E+02, 4.303E+02, 5.002E+02, 5.216E+02, 5.295E+02, 3.741E+02, 7.081E+02, 3.397E+02, 7.728E+02, 8.368E+02, 7.814E+02, 7.724E+02, 7.477E+02, 1.591E+02, 9.481E+01, 1.006E+02, 1.398E+02, 2.284E+02, 3.341E+02, 6.294E+02, 7.827E+02, 8.686E+02, 8.224E+02, 2.172E+02, 1.808E+02, 2.292E+02, 6.156E+02, 5.864E+02, 6.053E+02, 6.457E+02, 4.692E-02, 5.872E-02, 2.035E-01, 8.522E-02, 8.175E-02, 2.739E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.900E+02, 5.792E+02, 3.993E+02, 7.665E+02, 4.742E+02, 6.568E+02, 5.576E+02, 3.147E+02, 7.270E+02, 3.611E+02, 6.294E+02, 5.811E+02, 7.610E+02, 5.712E+02, 5.738E+02, 7.728E+02, 7.858E+02, 7.105E+02, 4.426E+02, 5.178E+02, 5.313E+02, 5.303E+02, 3.876E+02, 7.243E+02, 3.593E+02, 8.291E+02, 8.523E+02, 8.507E+02, 8.093E+02, 7.662E+02, 1.750E+02, 1.033E+02, 1.096E+02, 1.578E+02, 2.467E+02, 3.465E+02, 6.691E+02, 8.280E+02, 9.006E+02, 8.455E+02, 2.166E+02, 1.868E+02, 2.445E+02, 6.464E+02, 6.037E+02, 6.317E+02, 6.487E+02, 4.633E-02, 5.527E-02, 2.038E-01, 8.740E-02, 8.356E-02, 2.591E-03, 0.000E+00, 0.000E+00, 0.000E+00
 4.050E+02, 5.862E+02, 4.081E+02, 7.866E+02, 4.896E+02, 6.550E+02, 5.697E+02, 3.287E+02, 7.493E+02, 3.811E+02, 6.401E+02, 5.845E+02, 7.884E+02, 5.805E+02, 5.833E+02, 7.933E+02, 7.973E+02, 7.127E+02, 4.500E+02, 5.318E+02, 5.403E+02, 5.326E+02, 3.961E+02, 7.408E+02, 3.790E+02, 8.016E+02, 8.467E+02, 7.873E+02, 7.716E+02, 7.241E+02, 1.463E+02, 1.020E+02, 1.075E+02, 1.579E+02, 2.304E+02, 3.492E+02, 6.743E+02, 8.732E+02, 9.275E+02, 8.471E+02, 2.263E+02, 1.908E+02, 2.505E+02, 6.104E+02, 6.173E+02, 6.345E+02, 6.574E+02, 4.405E-02, 5.180E-02, 2.061E-01, 8.801E-02, 8.525E-02, 1.330E-03, 0.000E+00, 0.000E+00, 0.000E+00
 4.200E+02, 5.884E+02, 4.138E+02, 7.834E+02, 5.004E+02, 6.490E+02, 5.786E+02, 3.413E+02, 7.613E+02, 3.995E+02, 6.471E+02, 5.923E+02, 7.959E+02, 5.912E+02, 5.869E+02, 8.094E+02, 8.050E+02, 7.215E+02, 4.548E+02, 5.407E+02, 5.488E+02, 5.337E+02, 4.024E+02, 7.599E+02, 3.979E+02, 8.094E+02, 8.554E+02, 7.945E+02, 8.112E+02, 6.335E+02, 1.773E+02, 1.078E+02, 1.153E+02, 1.675E+02, 2.382E+02, 3.910E+02, 6.158E+02, 9.025E+02, 9.238E+02, 8.671E+02, 2.464E+02, 2.033E+02, 2.578E+02, 6.290E+02, 6.057E+02, 6.545E+02, 6.787E+02, 4.184E-02, 5.587E-02, 2.049E-01, 8.936E-02, 8.275E-02, 2.009E-03, 0.000E+00, 0.000E+00, 0.000E+00
