s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
 1.650E+02, 4.655E+02, 2.142E+02, 5.447E+02, 2.249E+02, 4.665E+02, 3.146E+02, 1.149E+02, 3.555E+02, 1.108E+02, 2.707E+02, 4.546E+02, 5.386E+02, 4.693E+02, 4.826E+02, 6.187E+02, 6.112E+02, 7.153E+02, 2.578E+02, 2.738E+02, 3.910E+02, 3.609E+02, 2.050E+02, 3.367E+02, 1.155E+02, 6.394E+02, 6.460E+02, 6.566E+02, 6.299E+02, 5.119E+02, 7.587E+01, 5.723E+01, 5.246E+01, 6.740E+01, 8.251E+01, 1.932E+02, 4.898E+02, 5.572E+02, 6.687E+02, 7.541E+02, 9.583E+01, 9.681E+01, 1.631E+02, 5.589E+02, 5.494E+02, 5.264E+02, 5.676E+02, 6.438E-02, 7.245E-02, 2.018E-01, 7.758E-02, 7.386E-02, 3.700E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.800E+02, 4.752E+02, 2.308E+02, 5.629E+02, 2.475E+02, 4.955E+02, 3.375E+02, 1.272E+02, 3.869E+02, 1.245E+02, 3.034E+02, 4.669E+02, 5.570E+02, 4.812E+02, 4.859E+02, 6.298E+02, 6.270E+02, 7.044E+02, 2.758E+02, 2.979E+02, 4.060E+02, 3.776E+02, 2.205E+02, 3.688E+02, 1.288E+02, 6.863E+02, 6.873E+02, 6.794E+02, 6.550E+02, 5.025E+02, 8.502E+01, 6.308E+01, 5.701E+01, 7.264E+01, 9.257E+01, 2.098E+02, 5.194E+02, 6.475E+02, 7.309E+02, 7.569E+02, 9.713E+01, 1.011E+02, 1.777E+02, 5.759E+02, 5.385E+02, 5.481E+02, 5.628E+02, 6.576E-02, 6.847E-02, 2.033E-01, 7.714E-02, 7.623E-02, 2.888E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.951E+02, 4.867E+02, 2.474E+02, 5.880E+02, 2.694E+02, 5.245E+02, 3.605E+02, 1.400E+02, 4.214E+02, 1.391E+02, 3.377E+02, 4.797E+02, 5.700E+02, 4.887E+02, 4.927E+02, 6.386E+02, 6.430E+02, 6.989E+02, 2.939E+02, 3.210E+02, 4.190E+02, 3.937E+02, 2.359E+02, 3.999E+02, 1.431E+02, 6.818E+02, 6.942E+02, 7.095E+02, 7.009E+02, 5.485E+02, 1.023E+02, 6.660E+01, 6.067E+01, 7.850E+01, 1.050E+02, 2.172E+02, 5.238E+02, 6.080E+02, 7.169E+02, 7.644E+02, 1.035E+02, 1.080E+02, 2.089E+02, 5.767E+02, 5.351E+02, 5.402E+02, 5.822E+02, 6.421E-02, 6.630E-02, 1.735E-01, 7.841E-02, 7.711E-02, 1.905E-02, 0.000E+00, 0.000E+00, 0.000E+00
 2.100E+02, 4.938E+02, 2.619E+02, 6.120E+02, 2.915E+02, 5.421E+02, 3.815E+02, 1.528E+02, 4.558E+02, 1.546E+02, 3.685E+02, 4.852E+02, 5.901E+02, 4.916E+02, 4.987E+02, 6.504E+02, 6.539E+02, 7.007E+02, 3.086E+02, 3.430E+02, 4.280E+02, 4.063E+02, 2.497E+02, 4.322E+02, 1.610E+02, 6.780E+02, 6.910E+02, 6.572E+02, 6.326E+02, 5.715E+02, 9.624E+01, 6.694E+01, 6.137E+01, 8.242E+01, 9.548E+01, 2.446E+02, 5.240E+02, 6.436E+02, 7.567E+02, 7.543E+02, 1.058E+02, 1.068E+02, 1.856E+02, 5.317E+02, 5.250E+02, 5.480E+02, 6.020E+02, 6.356E-02, 7.188E-02, 1.683E-01, 7.841E-02, 7.450E-02, 2.201E-02, 0.000E+00, 0.000E+00, 0.000E+00
 2.250E+02, 4.974E+02, 2.745E+02, 6.260E+02, 3.100E+02, 5.539E+02, 3.995E+02, 1.652E+02, 4.868E+02, 1.698E+02, 3.976E+02, 4.857E+02, 6.024E+02, 4.899E+02, 5.028E+02, 6.586E+02, 6.645E+02, 6.884E+02, 3.206E+02, 3.615E+02, 4.326E+02, 4.153E+02, 2.626E+02, 4.643E+02, 1.774E+02, 7.145E+02, 7.080E+02, 6.601E+02, 6.450E+02, 5.263E+02, 9.553E+01, 6.764E+01, 6.492E+01, 8.244E+01, 9.881E+01, 2.362E+02, 5.913E+02, 6.791E+02, 8.049E+02, 8.063E+02, 1.261E+02, 1.151E+02, 1.987E+02, 5.654E+02, 5.193E+02, 5.270E+02, 6.012E+02, 5.762E-02, 7.046E-02, 2.034E-01, 8.098E-02, 7.487E-02, 2.823E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.400E+02, 5.084E+02, 2.901E+02, 6.577E+02, 3.328E+02, 5.730E+02, 4.191E+02, 1.790E+02, 5.240E+02, 1.873E+02, 4.298E+02, 4.882E+02, 6.179E+02, 4.934E+02, 5.080E+02, 6.735E+02, 6.816E+02, 6.726E+02, 3.362E+02, 3.837E+02, 4.391E+02, 4.312E+02, 2.782E+02, 4.970E+02, 1.947E+02, 7.225E+02, 7.637E+02, 7.557E+02, 7.344E+02, 6.733E+02, 1.107E+02, 7.600E+01, 7.235E+01, 9.471E+01, 1.468E+02, 2.584E+02, 5.843E+02, 7.332E+02, 7.862E+02, 7.607E+02, 1.375E+02, 1.258E+02, 2.209E+02, 5.649E+02, 5.464E+02, 5.490E+02, 5.767E+02, 5.406E-02, 6.234E-02, 1.943E-01, 8.179E-02, 7.957E-02, 7.748E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.550E+02, 5.159E+02, 3.040E+02, 6.486E+02, 3.456E+02, 5.716E+02, 4.372E+02, 1.926E+02, 5.465E+02, 2.027E+02, 4.516E+02, 4.983E+02, 6.371E+02, 5.037E+02, 5.135E+02, 6.834E+02, 6.708E+02, 6.823E+02, 3.483E+02, 3.950E+02, 4.487E+02, 4.430E+02, 2.906E+02, 5.247E+02, 2.112E+02, 6.749E+02, 7.169E+02, 6.968E+02, 7.353E+02, 6.331E+02, 9.980E+01, 7.151E+01, 7.018E+01, 9.283E+01, 1.152E+02, 2.473E+02, 5.455E+02, 6.507E+02, 7.579E+02, 7.607E+02, 1.364E+02, 1.284E+02, 2.343E+02, 5.324E+02, 5.354E+02, 5.658E+02, 6.066E+02, 6.057E-02, 6.977E-02, 2.039E-01, 7.980E-02, 7.581E-02, 2.536E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.700E+02, 5.160E+02, 3.120E+02, 6.425E+02, 3.558E+02, 5.706E+02, 4.513E+02, 2.045E+02, 5.630E+02, 2.171E+02, 4.719E+02, 5.108E+02, 6.468E+02, 5.155E+02, 5.111E+02, 6.818E+02, 6.826E+02, 6.791E+02, 3.549E+02, 4.030E+02, 4.618E+02, 4.502E+02, 2.984E+02, 5.495E+02, 2.270E+02, 6.664E+02, 7.012E+02, 6.509E+02, 6.488E+02, 5.438E+02, 9.409E+01, 6.896E+01, 6.906E+01, 9.503E+01, 1.137E+02, 2.641E+02, 5.461E+02, 6.733E+02, 7.530E+02, 7.571E+02, 1.413E+02, 1.310E+02, 1.934E+02, 5.473E+02, 5.617E+02, 5.729E+02, 6.190E+02, 5.968E-02, 7.390E-02, 2.022E-01, 7.942E-02, 7.334E-02, 3.456E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.850E+02, 5.199E+02, 3.213E+02, 6.556E+02, 3.695E+02, 5.817E+02, 4.652E+02, 2.170E+02, 5.836E+02, 2.326E+02, 4.955E+02, 5.189E+02, 6.504E+02, 5.228E+02, 5.170E+02, 6.862E+02, 6.980E+02, 6.763E+02, 3.652E+02, 4.164E+02, 4.715E+02, 4.625E+02, 3.091E+02, 5.706E+02, 2.423E+02, 7.027E+02, 7.417E+02, 7.100E+02, 6.967E+02, 6.270E+02, 1.109E+02, 7.608E+01, 7.320E+01, 9.861E+01, 1.494E+02, 2.735E+02, 5.754E+02, 7.389E+02, 8.034E+02, 7.982E+02, 1.546E+02, 1.409E+02, 1.857E+02, 6.354E+02, 5.586E+02, 5.550E+02, 6.048E+02, 5.531E-02, 6.602E-02, 2.034E-01, 8.199E-02, 7.761E-02, 2.802E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+02, 5.334E+02, 3.384E+02, 6.884E+02, 3.925E+02, 6.024E+02, 4.820E+02, 2.325E+02, 6.130E+02, 2.521E+02, 5.220E+02, 5.261E+02, 6.886E+02, 5.291E+02, 5.298E+02, 7.207E+02, 7.271E+02, 6.810E+02, 3.823E+02, 4.396E+02, 4.807E+02, 4.862E+02, 3.259E+02, 6.027E+02, 2.620E+02, 7.580E+02, 8.003E+02, 7.673E+02, 7.564E+02, 6.898E+02, 1.633E+02, 9.087E+01, 8.914E+01, 1.169E+02, 1.952E+02, 3.183E+02, 5.989E+02, 7.737E+02, 8.249E+02, 7.906E+02, 1.656E+02, 1.473E+02, 2.770E+02, 6.474E+02, 5.990E+02, 5.756E+02, 6.045E+02, 5.338E-02, 6.080E-02, 1.958E-01, 8.343E-02, 8.024E-02, 6.976E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.150E+02, 5.452E+02, 3.522E+02, 6.915E+02, 4.032E+02, 6.084E+02, 4.985E+02, 2.474E+02, 6.324E+02, 2.685E+02, 5.417E+02, 5.370E+02, 6.979E+02, 5.371E+02, 5.408E+02, 7.307E+02, 7.219E+02, 6.923E+02, 3.950E+02, 4.492E+02, 4.889E+02, 4.957E+02, 3.384E+02, 6.279E+02, 2.797E+02, 7.520E+02, 7.659E+02, 7.415E+02, 7.184E+02, 6.472E+02, 1.153E+02, 7.917E+01, 8.157E+01, 1.121E+02, 1.510E+02, 3.092E+02, 5.941E+02, 6.676E+02, 8.066E+02, 7.956E+02, 1.658E+02, 1.567E+02, 2.851E+02, 5.682E+02, 5.774E+02, 6.046E+02, 6.299E+02, 5.049E-02, 6.133E-02, 2.012E-01, 8.459E-02, 8.015E-02, 4.004E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.300E+02, 5.407E+02, 3.586E+02, 6.944E+02, 4.158E+02, 6.090E+02, 5.079E+02, 2.602E+02, 6.477E+02, 2.854E+02, 5.580E+02, 5.484E+02, 7.101E+02, 5.485E+02, 5.384E+02, 7.335E+02, 7.280E+02, 6.933E+02, 3.999E+02, 4.598E+02, 4.999E+02, 4.958E+02, 3.459E+02, 6.467E+02, 2.970E+02, 7.544E+02, 8.010E+02, 7.335E+02, 7.524E+02, 7.238E+02, 1.450E+02, 8.722E+01, 8.645E+01, 1.219E+02, 1.915E+02, 3.352E+02, 6.198E+02, 8.109E+02, 8.438E+02, 8.090E+02, 1.843E+02, 1.563E+02, 2.031E+02, 5.477E+02, 5.816E+02, 5.997E+02, 6.100E+02, 5.008E-02, 5.981E-02, 1.912E-01, 8.388E-02, 8.056E-02, 9.514E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.450E+02, 5.457E+02, 3.652E+02, 7.244E+02, 4.355E+02, 6.105E+02, 5.190E+02, 2.727E+02, 6.739E+02, 3.052E+02, 5.735E+02, 5.591E+02, 7.581E+02, 5.619E+02, 5.428E+02, 7.613E+02, 7.585E+02, 6.976E+02, 4.075E+02, 4.800E+02, 5.128E+02, 5.019E+02, 3.537E+02, 6.735E+02, 3.175E+02, 7.875E+02, 8.250E+02, 7.551E+02, 7.969E+02, 7.434E+02, 1.431E+02, 9.779E+01, 9.788E+01, 1.310E+02, 2.179E+02, 3.265E+02, 6.699E+02, 9.142E+02, 9.050E+02, 8.356E+02, 1.707E+02, 1.674E+02, 2.884E+02, 6.137E+02, 5.661E+02, 5.928E+02, 6.313E+02, 4.866E-02, 5.623E-02, 2.048E-01, 8.581E-02, 8.295E-02, 2.036E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.600E+02, 5.590E+02, 3.736E+02, 7.449E+02, 4.530E+02, 6.198E+02, 5.329E+02, 2.857E+02, 6.975E+02, 3.255E+02, 5.906E+02, 5.640E+02, 7.646E+02, 5.653E+02, 5.573E+02, 7.797E+02, 7.738E+02, 7.042E+02, 4.169E+02, 4.967E+02, 5.224E+02, 5.091E+02, 3.616E+02, 6.972E+02, 3.372E+02, 7.645E+02, 8.088E+02, 7.364E+02, 7.128E+02, 6.215E+02, 1.350E+02, 9.508E+01, 9.807E+01, 1.377E+02, 2.412E+02, 3.411E+02, 6.117E+02, 7.641E+02, 8.694E+02, 8.396E+02, 1.805E+02, 1.785E+02, 2.700E+02, 6.396E+02, 5.749E+02, 5.968E+02, 6.400E+02, 4.701E-02, 6.155E-02, 1.853E-01, 8.712E-02, 8.020E-02, 1.268E-02, 0.000E+00, 0.000E+00, 0.000E+00
 3.750E+02, 5.693E+02, 3.807E+02, 7.442E+02, 4.608E+02, 6.173E+02, 5.456E+02, 2.981E+02, 7.122E+02, 3.430E+02, 5.996E+02, 5.666E+02, 7.722E+02, 5.678E+02, 5.653E+02, 7.866E+02, 7.703E+02, 7.037E+02, 4.231E+02, 5.026E+02, 5.253E+02, 5.111E+02, 3.689E+02, 7.131E+02, 3.544E+02, 7.756E+02, 7.773E+02, 7.271E+02, 7.567E+02, 6.958E+02, 1.279E+02, 9.015E+01, 9.140E+01, 1.332E+02, 2.058E+02, 3.635E+02, 6.139E+02, 7.612E+02, 8.946E+02, 8.583E+02, 1.991E+02, 1.801E+02, 2.297E+02, 5.743E+02, 5.823E+02, 6.122E+02, 6.619E+02, 5.218E-02, 6.546E-02, 2.016E-01, 8.482E-02, 7.805E-02, 3.820E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.900E+02, 5.744E+02, 3.892E+02, 7.570E+02, 4.728E+02, 6.287E+02, 5.564E+02, 3.109E+02, 7.283E+02, 3.611E+02, 6.131E+02, 5.669E+02, 7.758E+02, 5.707E+02, 5.686E+02, 7.900E+02, 7.874E+02, 7.028E+02, 4.316E+02, 5.140E+02, 5.313E+02, 5.193E+02, 3.790E+02, 7.302E+02, 3.731E+02, 8.213E+02, 8.563E+02, 8.007E+02, 7.443E+02, 5.908E+02, 1.557E+02, 1.008E+02, 1.049E+02, 1.502E+02, 2.560E+02, 3.696E+02, 6.733E+02, 9.404E+02, 8.856E+02, 8.477E+02, 2.072E+02, 1.974E+02, 2.314E+02, 6.396E+02, 6.018E+02, 6.517E+02, 6.553E+02, 4.216E-02, 4.744E-02, 2.010E-01, 8.870E-02, 8.714E-02, 4.126E-03, 0.000E+00, 0.000E+00, 0.000E+00
 4.050E+02, 5.796E+02, 4.001E+02, 7.696E+02, 4.879E+02, 6.425E+02, 5.664E+02, 3.247E+02, 7.449E+02, 3.807E+02, 6.286E+02, 5.784E+02, 7.755E+02, 5.774E+02, 5.766E+02, 8.024E+02, 7.917E+02, 7.133E+02, 4.432E+02, 5.278E+02, 5.388E+02, 5.329E+02, 3.893E+02, 7.465E+02, 3.917E+02, 8.240E+02, 8.463E+02, 7.942E+02, 7.818E+02, 6.034E+02, 1.572E+02, 1.039E+02, 1.093E+02, 1.595E+02, 2.390E+02, 3.458E+02, 6.250E+02, 8.764E+02, 9.429E+02, 8.456E+02, 2.257E+02, 2.106E+02, 2.577E+02, 6.655E+02, 6.422E+02, 6.424E+02, 6.645E+02, 4.102E-02, 6.002E-02, 2.049E-01, 9.031E-02, 8.096E-02, 1.997E-03, 0.000E+00, 0.000E+00, 0.000E+00
 4.200E+02, 5.881E+02, 4.108E+02, 7.677E+02, 4.985E+02, 6.506E+02, 5.772E+02, 3.386E+02, 7.539E+02, 3.987E+02, 6.408E+02, 5.886E+02, 7.774E+02, 5.879E+02, 5.846E+02, 8.090E+02, 7.935E+02, 7.338E+02, 4.531E+02, 5.364E+02, 5.476E+02, 5.463E+02, 3.992E+02, 7.605E+02, 4.098E+02, 7.955E+02, 8.438E+02, 8.152E+02, 7.750E+02, 6.414E+02, 1.677E+02, 1.034E+02, 1.157E+02, 1.663E+02, 2.526E+02, 3.490E+02, 6.543E+02, 8.042E+02, 9.028E+02, 8.710E+02, 2.326E+02, 2.086E+02, 2.809E+02, 6.170E+02, 6.310E+02, 6.212E+02, 6.482E+02, 4.593E-02, 5.269E-02, 2.068E-01, 8.667E-02, 8.437E-02, 9.362E-04, 0.000E+00, 0.000E+00, 0.000E+00
