s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
Time,"PT-RW-Ba-U","PT-RW-Ba-L","PT-RW-Fr-U","PT-RW-Fr-L","PT-RW-Ce","TC-RW-Ba-U","TC-RW-Ba-L","TC-RW-Fr-U","TC-RW-Fr-L","TC-RW-Ce","PT-LW-Ba-U","PT-LW-Fr-U","PT-C-Ba-L","PT-C-Ba-R","PT-C-Fr-L","PT-C-Fr-R","PT-C-Ce","PT-F-Ba-R","PT-F-Fr-R","PT-BW-U","PT-BW-M","PT-BW-L","PT-FW-Le-U","PT-FW-Le-L","TC-Door-1490","TC-Door-1350","TC-Door-1200","TC-Door-1050","TC-Door-0900","TC-Door-0600","TC-Door-0300","TC-Door-0010","TC-Front-0010","TC-Front-0300","TC-Front-0600","TC-Front-0900","TC-Front-1200","TC-Front-1500","TC-Front-1790","TC-Back-0010","TC-Back-0300","TC-Back-0600","TC-Back-0900","TC-Back-1200","TC-Back-1500","TC-Back-1790","O2-Door-100","O2-Door-200","O2-Door-800","CO2-Door-100","CO2-Door-200","CO2-Door-800","CO-Door-100","CO-Door-200","CO-Door-800"
 0.000E+00, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.078E-01, 2.078E-01, 2.078E-01, 3.869E-04, 3.869E-04, 3.869E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.503E+01, 2.024E+01, 2.023E+01, 2.028E+01, 2.022E+01, 2.066E+01, 2.007E+01, 2.007E+01, 2.006E+01, 2.005E+01, 2.020E+01, 2.021E+01, 2.024E+01, 2.027E+01, 2.044E+01, 2.031E+01, 2.026E+01, 2.060E+01, 2.017E+01, 2.018E+01, 2.023E+01, 2.026E+01, 2.015E+01, 2.006E+01, 2.005E+01, 2.014E+01, 2.016E+01, 2.018E+01, 2.020E+01, 2.022E+01, 2.023E+01, 2.021E+01, 2.012E+01, 2.041E+01, 2.081E+01, 2.123E+01, 2.111E+01, 2.087E+01, 2.059E+01, 2.039E+01, 2.039E+01, 2.081E+01, 2.145E+01, 2.135E+01, 2.089E+01, 2.058E+01, 2.037E+01, 2.078E-01, 2.078E-01, 2.078E-01, 3.869E-04, 3.869E-04, 3.869E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.002E+01, 3.741E+01, 2.895E+01, 4.399E+01, 3.002E+01, 4.750E+01, 2.558E+01, 2.286E+01, 2.605E+01, 2.261E+01, 2.829E+01, 3.653E+01, 4.296E+01, 4.155E+01, 4.216E+01, 6.562E+01, 5.841E+01, 1.969E+02, 2.944E+01, 3.095E+01, 3.412E+01, 3.157E+01, 2.842E+01, 2.643E+01, 2.270E+01, 7.696E+01, 9.977E+01, 3.467E+01, 2.936E+01, 2.879E+01, 2.704E+01, 2.543E+01, 2.417E+01, 3.017E+01, 3.581E+01, 4.488E+01, 5.544E+01, 6.794E+01, 1.550E+02, 4.700E+02, 2.975E+01, 3.498E+01, 4.144E+01, 4.669E+01, 4.953E+01, 5.556E+01, 3.745E+02, 1.886E-01, 1.942E-01, 2.041E-01, 1.088E-02, 7.868E-03, 2.437E-03, 0.000E+00, 0.000E+00, 0.000E+00
 4.506E+01, 1.335E+02, 4.882E+01, 1.494E+02, 5.438E+01, 1.034E+02, 5.814E+01, 2.968E+01, 5.846E+01, 3.000E+01, 4.743E+01, 1.050E+02, 1.366E+02, 1.302E+02, 1.718E+02, 2.173E+02, 2.035E+02, 4.670E+02, 5.763E+01, 6.420E+01, 9.199E+01, 6.430E+01, 5.069E+01, 6.299E+01, 3.034E+01, 5.422E+02, 4.919E+02, 2.651E+02, 1.557E+02, 1.462E+02, 4.069E+01, 3.578E+01, 3.282E+01, 4.506E+01, 5.449E+01, 7.233E+01, 1.523E+02, 3.851E+02, 5.591E+02, 8.477E+02, 4.545E+01, 5.311E+01, 6.238E+01, 1.164E+02, 2.340E+02, 3.942E+02, 6.660E+02, 1.240E-01, 1.310E-01, 2.033E-01, 4.630E-02, 4.251E-02, 2.890E-03, 0.000E+00, 0.000E+00, 0.000E+00
 6.001E+01, 2.422E+02, 7.335E+01, 2.603E+02, 8.075E+01, 1.706E+02, 1.030E+02, 3.890E+01, 1.014E+02, 3.915E+01, 7.211E+01, 2.185E+02, 2.305E+02, 2.754E+02, 3.006E+02, 3.361E+02, 3.480E+02, 6.421E+02, 9.123E+01, 1.000E+02, 1.843E+02, 1.117E+02, 7.495E+01, 9.954E+01, 3.998E+01, 5.580E+02, 4.561E+02, 3.913E+02, 2.703E+02, 1.318E+02, 5.401E+01, 4.584E+01, 4.196E+01, 5.877E+01, 6.777E+01, 8.337E+01, 2.131E+02, 4.204E+02, 6.653E+02, 8.521E+02, 5.801E+01, 6.741E+01, 1.041E+02, 2.641E+02, 5.016E+02, 5.768E+02, 7.122E+02, 9.210E-02, 1.094E-01, 2.077E-01, 6.370E-02, 5.429E-02, 4.499E-04, 0.000E+00, 0.000E+00, 0.000E+00
 7.502E+01, 3.178E+02, 9.592E+01, 3.351E+02, 1.012E+02, 2.191E+02, 1.422E+02, 4.849E+01, 1.402E+02, 4.747E+01, 9.396E+01, 3.163E+02, 3.205E+02, 3.862E+02, 3.665E+02, 4.327E+02, 4.422E+02, 7.057E+02, 1.201E+02, 1.273E+02, 2.568E+02, 1.636E+02, 9.445E+01, 1.351E+02, 4.902E+01, 6.271E+02, 5.997E+02, 5.373E+02, 4.660E+02, 3.481E+02, 5.765E+01, 4.721E+01, 4.307E+01, 5.764E+01, 6.967E+01, 9.153E+01, 3.058E+02, 4.511E+02, 5.934E+02, 7.624E+02, 7.065E+01, 7.956E+01, 1.150E+02, 3.808E+02, 5.323E+02, 5.783E+02, 7.320E+02, 6.860E-02, 6.463E-02, 2.068E-01, 7.631E-02, 7.813E-02, 9.437E-04, 0.000E+00, 0.000E+00, 0.000E+00
 9.000E+01, 3.647E+02, 1.165E+02, 3.952E+02, 1.219E+02, 2.687E+02, 1.758E+02, 5.818E+01, 1.767E+02, 5.638E+01, 1.183E+02, 3.679E+02, 3.859E+02, 4.313E+02, 4.205E+02, 4.997E+02, 4.967E+02, 7.420E+02, 1.465E+02, 1.539E+02, 3.048E+02, 2.058E+02, 1.136E+02, 1.703E+02, 5.815E+01, 6.127E+02, 5.754E+02, 5.399E+02, 5.270E+02, 3.709E+02, 5.445E+01, 4.584E+01, 4.178E+01, 5.160E+01, 5.991E+01, 1.115E+02, 3.914E+02, 5.181E+02, 6.364E+02, 7.684E+02, 7.941E+01, 9.005E+01, 1.146E+02, 3.634E+02, 5.055E+02, 5.480E+02, 6.793E+02, 7.535E-02, 8.302E-02, 2.013E-01, 7.262E-02, 6.854E-02, 3.925E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.050E+02, 3.926E+02, 1.387E+02, 4.340E+02, 1.435E+02, 3.210E+02, 2.037E+02, 6.890E+01, 2.077E+02, 6.604E+01, 1.470E+02, 4.002E+02, 4.381E+02, 4.527E+02, 4.412E+02, 5.469E+02, 5.265E+02, 7.518E+02, 1.726E+02, 1.801E+02, 3.333E+02, 2.490E+02, 1.350E+02, 2.036E+02, 6.846E+01, 5.915E+02, 6.005E+02, 6.087E+02, 5.468E+02, 4.349E+02, 6.356E+01, 5.014E+01, 4.597E+01, 5.548E+01, 6.192E+01, 1.394E+02, 3.953E+02, 5.066E+02, 6.175E+02, 7.515E+02, 8.396E+01, 9.375E+01, 1.187E+02, 4.803E+02, 5.722E+02, 5.300E+02, 5.993E+02, 7.136E-02, 8.380E-02, 2.060E-01, 7.411E-02, 6.812E-02, 1.399E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.201E+02, 4.107E+02, 1.595E+02, 4.743E+02, 1.664E+02, 3.686E+02, 2.274E+02, 7.999E+01, 2.402E+02, 7.693E+01, 1.763E+02, 4.281E+02, 4.824E+02, 4.631E+02, 4.479E+02, 5.742E+02, 5.529E+02, 7.453E+02, 1.962E+02, 2.071E+02, 3.534E+02, 2.805E+02, 1.546E+02, 2.368E+02, 8.025E+01, 6.071E+02, 6.403E+02, 6.618E+02, 6.394E+02, 5.231E+02, 7.307E+01, 5.292E+01, 4.813E+01, 6.081E+01, 6.955E+01, 1.452E+02, 4.773E+02, 5.469E+02, 6.629E+02, 7.496E+02, 8.087E+01, 9.756E+01, 1.306E+02, 4.777E+02, 5.068E+02, 5.198E+02, 6.068E+02, 6.562E-02, 7.023E-02, 2.043E-01, 7.727E-02, 7.512E-02, 2.303E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.351E+02, 4.283E+02, 1.777E+02, 4.989E+02, 1.858E+02, 4.034E+02, 2.503E+02, 9.067E+01, 2.696E+02, 8.755E+01, 2.047E+02, 4.408E+02, 5.000E+02, 4.647E+02, 4.502E+02, 5.841E+02, 5.654E+02, 7.110E+02, 2.165E+02, 2.288E+02, 3.693E+02, 3.042E+02, 1.714E+02, 2.642E+02, 9.131E+01, 6.295E+02, 6.046E+02, 6.106E+02, 5.634E+02, 4.867E+02, 6.934E+01, 5.173E+01, 4.799E+01, 5.925E+01, 6.714E+01, 1.629E+02, 5.045E+02, 5.652E+02, 6.233E+02, 7.169E+02, 8.981E+01, 1.011E+02, 1.443E+02, 5.220E+02, 4.897E+02, 4.863E+02, 5.396E+02, 7.189E-02, 7.777E-02, 1.993E-01, 7.410E-02, 7.131E-02, 5.071E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+02, 4.422E+02, 1.964E+02, 5.144E+02, 2.058E+02, 4.406E+02, 2.708E+02, 1.021E+02, 2.936E+02, 9.858E+01, 2.337E+02, 4.507E+02, 5.214E+02, 4.713E+02, 4.572E+02, 5.948E+02, 5.711E+02, 6.978E+02, 2.375E+02, 2.500E+02, 3.830E+02, 3.296E+02, 1.894E+02, 2.888E+02, 1.030E+02, 5.913E+02, 6.149E+02, 6.643E+02, 6.516E+02, 5.965E+02, 7.970E+01, 5.564E+01, 5.215E+01, 6.534E+01, 7.806E+01, 1.838E+02, 4.669E+02, 5.779E+02, 6.533E+02, 6.977E+02, 9.714E+01, 1.009E+02, 1.490E+02, 5.744E+02, 5.214E+02, 5.224E+02, 5.921E+02, 6.954E-02, 7.860E-02, 1.869E-01, 7.488E-02, 7.092E-02, 1.183E-02, 0.000E+00, 0.000E+00, 0.000E+00
