s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
Time,"PT-RW-Ba-U","PT-RW-Ba-L","PT-RW-Fr-U","PT-RW-Fr-L","PT-RW-Ce","TC-RW-Ba-U","TC-RW-Ba-L","TC-RW-Fr-U","TC-RW-Fr-L","TC-RW-Ce","PT-LW-Ba-U","PT-LW-Fr-U","PT-C-Ba-L","PT-C-Ba-R","PT-C-Fr-L","PT-C-Fr-R","PT-C-Ce","PT-F-Ba-R","PT-F-Fr-R","PT-BW-U","PT-BW-M","PT-BW-L","PT-FW-Le-U","PT-FW-Le-L","TC-Door-1490","TC-Door-1350","TC-Door-1200","TC-Door-1050","TC-Door-0900","TC-Door-0600","TC-Door-0300","TC-Door-0010","TC-Front-0010","TC-Front-0300","TC-Front-0600","TC-Front-0900","TC-Front-1200","TC-Front-1500","TC-Front-1790","TC-Back-0010","TC-Back-0300","TC-Back-0600","TC-Back-0900","TC-Back-1200","TC-Back-1500","TC-Back-1790","O2-Door-100","O2-Door-200","O2-Door-800","CO2-Door-100","CO2-Door-200","CO2-Door-800","CO-Door-100","CO-Door-200","CO-Door-800"
 2.850E+02, 8.028E+02, 7.109E+02, 9.648E+02, 7.982E+02, 8.266E+02, 8.180E+02, 7.301E+02, 9.774E+02, 8.081E+02, 8.454E+02, 7.997E+02, 9.783E+02, 7.966E+02, 8.003E+02, 9.692E+02, 9.583E+02, 8.610E+02, 7.243E+02, 8.085E+02, 7.860E+02, 7.518E+02, 7.154E+02, 1.037E+03, 8.220E+02, 9.353E+02, 9.781E+02, 9.869E+02, 7.663E+02, 6.799E+02, 3.145E+02, 2.277E+02, 2.295E+02, 3.605E+02, 5.636E+02, 6.610E+02, 1.030E+03, 1.083E+03, 9.853E+02, 9.778E+02, 5.309E+02, 4.872E+02, 5.459E+02, 7.974E+02, 8.132E+02, 8.300E+02, 8.328E+02, 3.521E-02, 4.252E-02, 2.072E-01, 9.308E-02, 8.884E-02, 7.528E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+02, 7.999E+02, 7.115E+02, 9.679E+02, 7.981E+02, 8.220E+02, 8.182E+02, 7.358E+02, 9.911E+02, 8.201E+02, 8.466E+02, 8.018E+02, 9.749E+02, 8.009E+02, 7.983E+02, 9.716E+02, 9.590E+02, 8.631E+02, 7.249E+02, 8.076E+02, 7.883E+02, 7.513E+02, 7.162E+02, 1.023E+03, 8.319E+02, 9.736E+02, 1.040E+03, 9.611E+02, 7.246E+02, 6.373E+02, 3.580E+02, 2.355E+02, 2.436E+02, 3.753E+02, 5.513E+02, 7.267E+02, 1.057E+03, 1.053E+03, 1.015E+03, 9.890E+02, 5.631E+02, 5.107E+02, 5.290E+02, 8.003E+02, 8.167E+02, 8.377E+02, 8.387E+02, 3.186E-02, 3.523E-02, 2.067E-01, 9.414E-02, 9.233E-02, 9.964E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.150E+02, 8.030E+02, 7.177E+02, 9.648E+02, 8.047E+02, 8.254E+02, 8.278E+02, 7.433E+02, 9.792E+02, 8.192E+02, 8.489E+02, 8.063E+02, 1.001E+03, 8.075E+02, 8.017E+02, 9.947E+02, 9.590E+02, 8.705E+02, 7.298E+02, 8.129E+02, 7.944E+02, 7.567E+02, 7.212E+02, 1.046E+03, 8.351E+02, 9.862E+02, 1.026E+03, 9.723E+02, 7.085E+02, 6.224E+02, 3.138E+02, 2.347E+02, 2.311E+02, 3.856E+02, 5.479E+02, 7.696E+02, 1.052E+03, 1.076E+03, 1.025E+03, 1.012E+03, 5.338E+02, 4.999E+02, 5.407E+02, 8.214E+02, 8.282E+02, 8.446E+02, 8.454E+02, 3.696E-02, 3.335E-02, 2.063E-01, 9.173E-02, 9.369E-02, 1.210E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.300E+02, 8.083E+02, 7.202E+02, 9.616E+02, 8.060E+02, 8.258E+02, 8.319E+02, 7.425E+02, 9.834E+02, 8.229E+02, 8.504E+02, 8.104E+02, 9.851E+02, 8.101E+02, 8.066E+02, 9.784E+02, 9.628E+02, 8.705E+02, 7.310E+02, 8.140E+02, 7.975E+02, 7.595E+02, 7.222E+02, 1.026E+03, 8.361E+02, 9.530E+02, 9.981E+02, 9.818E+02, 7.585E+02, 6.461E+02, 3.161E+02, 2.377E+02, 2.445E+02, 3.803E+02, 5.566E+02, 6.933E+02, 1.050E+03, 1.016E+03, 9.834E+02, 9.779E+02, 5.341E+02, 5.213E+02, 5.393E+02, 7.876E+02, 8.237E+02, 8.455E+02, 8.478E+02, 3.643E-02, 4.518E-02, 2.071E-01, 9.312E-02, 8.788E-02, 7.693E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.450E+02, 8.115E+02, 7.244E+02, 9.724E+02, 8.131E+02, 8.346E+02, 8.367E+02, 7.534E+02, 1.002E+03, 8.387E+02, 8.803E+02, 8.117E+02, 9.821E+02, 8.107E+02, 8.096E+02, 9.790E+02, 9.710E+02, 8.707E+02, 7.352E+02, 8.216E+02, 7.980E+02, 7.619E+02, 7.266E+02, 1.048E+03, 8.590E+02, 9.543E+02, 9.992E+02, 1.013E+03, 7.745E+02, 6.542E+02, 4.127E+02, 2.521E+02, 2.663E+02, 4.099E+02, 6.021E+02, 8.441E+02, 1.080E+03, 1.041E+03, 1.013E+03, 9.937E+02, 5.360E+02, 5.260E+02, 5.556E+02, 8.230E+02, 8.288E+02, 8.456E+02, 8.503E+02, 3.253E-02, 3.730E-02, 2.064E-01, 9.558E-02, 9.181E-02, 1.140E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.600E+02, 8.164E+02, 7.305E+02, 9.771E+02, 8.160E+02, 8.443E+02, 8.378E+02, 7.531E+02, 9.988E+02, 8.292E+02, 8.674E+02, 8.154E+02, 9.747E+02, 8.153E+02, 8.146E+02, 9.770E+02, 9.667E+02, 8.763E+02, 7.427E+02, 8.234E+02, 8.025E+02, 7.675E+02, 7.329E+02, 1.020E+03, 8.339E+02, 9.476E+02, 9.953E+02, 1.001E+03, 8.767E+02, 6.416E+02, 3.221E+02, 2.421E+02, 2.490E+02, 3.936E+02, 5.531E+02, 6.691E+02, 1.059E+03, 1.089E+03, 1.005E+03, 9.849E+02, 5.444E+02, 5.253E+02, 5.916E+02, 8.177E+02, 8.399E+02, 8.476E+02, 8.553E+02, 3.915E-02, 4.226E-02, 2.068E-01, 9.093E-02, 8.857E-02, 9.246E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.750E+02, 8.124E+02, 7.293E+02, 9.774E+02, 8.112E+02, 8.373E+02, 8.266E+02, 7.474E+02, 9.959E+02, 8.236E+02, 8.511E+02, 8.134E+02, 9.627E+02, 8.122E+02, 8.123E+02, 9.601E+02, 9.718E+02, 8.714E+02, 7.416E+02, 8.192E+02, 8.020E+02, 7.659E+02, 7.325E+02, 1.019E+03, 8.339E+02, 9.644E+02, 1.005E+03, 9.871E+02, 7.229E+02, 6.273E+02, 3.290E+02, 2.364E+02, 2.511E+02, 3.838E+02, 5.557E+02, 6.673E+02, 1.063E+03, 1.075E+03, 1.007E+03, 9.842E+02, 5.509E+02, 5.169E+02, 5.426E+02, 7.992E+02, 8.215E+02, 8.399E+02, 8.453E+02, 3.523E-02, 4.106E-02, 2.070E-01, 9.261E-02, 9.017E-02, 8.584E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.900E+02, 8.085E+02, 7.274E+02, 9.620E+02, 8.082E+02, 8.302E+02, 8.250E+02, 7.412E+02, 9.668E+02, 8.110E+02, 8.484E+02, 8.135E+02, 9.788E+02, 8.108E+02, 8.075E+02, 9.740E+02, 9.597E+02, 8.705E+02, 7.388E+02, 8.147E+02, 7.999E+02, 7.639E+02, 7.313E+02, 1.035E+03, 8.353E+02, 9.484E+02, 9.862E+02, 9.907E+02, 7.625E+02, 6.156E+02, 3.371E+02, 2.385E+02, 2.452E+02, 3.722E+02, 5.530E+02, 6.732E+02, 1.060E+03, 1.085E+03, 9.971E+02, 9.846E+02, 5.234E+02, 4.990E+02, 5.413E+02, 8.077E+02, 8.245E+02, 8.412E+02, 8.449E+02, 3.423E-02, 5.156E-02, 2.072E-01, 9.299E-02, 8.440E-02, 7.155E-04, 0.000E+00, 0.000E+00, 0.000E+00
 4.050E+02, 8.054E+02, 7.236E+02, 9.462E+02, 8.031E+02, 8.224E+02, 8.239E+02, 7.419E+02, 9.619E+02, 8.192E+02, 8.454E+02, 8.111E+02, 9.915E+02, 8.097E+02, 8.041E+02, 9.847E+02, 9.410E+02, 8.658E+02, 7.337E+02, 8.081E+02, 7.972E+02, 7.577E+02, 7.277E+02, 1.052E+03, 8.429E+02, 9.530E+02, 9.920E+02, 1.028E+03, 7.622E+02, 6.400E+02, 3.417E+02, 2.386E+02, 2.552E+02, 3.811E+02, 5.346E+02, 8.170E+02, 1.115E+03, 1.035E+03, 9.703E+02, 9.818E+02, 5.153E+02, 5.149E+02, 5.426E+02, 7.737E+02, 8.196E+02, 8.364E+02, 8.428E+02, 4.274E-02, 3.911E-02, 2.070E-01, 8.978E-02, 9.104E-02, 8.219E-04, 0.000E+00, 0.000E+00, 0.000E+00
 4.200E+02, 8.056E+02, 7.230E+02, 9.499E+02, 8.018E+02, 8.227E+02, 8.277E+02, 7.424E+02, 9.758E+02, 8.109E+02, 8.500E+02, 8.095E+02, 9.765E+02, 8.074E+02, 8.032E+02, 9.817E+02, 9.461E+02, 8.636E+02, 7.321E+02, 8.089E+02, 7.952E+02, 7.553E+02, 7.271E+02, 1.001E+03, 8.257E+02, 9.650E+02, 1.021E+03, 9.543E+02, 8.127E+02, 5.832E+02, 3.352E+02, 2.359E+02, 2.399E+02, 3.775E+02, 5.508E+02, 6.788E+02, 1.124E+03, 1.053E+03, 1.025E+03, 9.811E+02, 5.025E+02, 5.011E+02, 5.337E+02, 7.956E+02, 8.130E+02, 8.287E+02, 8.418E+02, 3.684E-02, 4.275E-02, 2.074E-01, 9.183E-02, 8.948E-02, 6.114E-04, 0.000E+00, 0.000E+00, 0.000E+00
 4.350E+02, 8.078E+02, 7.239E+02, 9.725E+02, 8.017E+02, 8.231E+02, 8.302E+02, 7.474E+02, 1.009E+03, 8.274E+02, 8.630E+02, 8.048E+02, 9.653E+02, 8.045E+02, 8.053E+02, 9.637E+02, 9.696E+02, 8.674E+02, 7.334E+02, 8.124E+02, 7.941E+02, 7.568E+02, 7.283E+02, 1.026E+03, 8.467E+02, 9.626E+02, 1.001E+03, 9.715E+02, 7.436E+02, 6.564E+02, 3.658E+02, 2.416E+02, 2.369E+02, 3.762E+02, 5.774E+02, 7.461E+02, 1.152E+03, 1.083E+03, 1.011E+03, 9.907E+02, 5.277E+02, 4.951E+02, 6.012E+02, 7.515E+02, 8.141E+02, 8.365E+02, 8.472E+02, 3.257E-02, 3.435E-02, 2.062E-01, 9.344E-02, 9.143E-02, 1.252E-03, 0.000E+00, 0.000E+00, 0.000E+00
 4.500E+02, 8.109E+02, 7.279E+02, 9.657E+02, 8.094E+02, 8.349E+02, 8.353E+02, 7.501E+02, 9.710E+02, 8.312E+02, 8.694E+02, 8.066E+02, 9.982E+02, 8.086E+02, 8.094E+02, 9.830E+02, 9.584E+02, 8.716E+02, 7.374E+02, 8.189E+02, 7.980E+02, 7.636E+02, 7.326E+02, 1.057E+03, 8.581E+02, 9.644E+02, 9.992E+02, 1.039E+03, 8.711E+02, 6.316E+02, 3.447E+02, 2.515E+02, 2.484E+02, 3.866E+02, 5.610E+02, 8.973E+02, 1.116E+03, 1.034E+03, 9.896E+02, 9.865E+02, 5.350E+02, 5.125E+02, 5.701E+02, 8.077E+02, 8.211E+02, 8.419E+02, 8.550E+02, 3.897E-02, 4.203E-02, 2.068E-01, 9.146E-02, 8.962E-02, 9.702E-04, 0.000E+00, 0.000E+00, 0.000E+00
 4.650E+02, 8.169E+02, 7.299E+02, 9.763E+02, 8.135E+02, 8.364E+02, 8.444E+02, 7.551E+02, 1.015E+03, 8.329E+02, 8.581E+02, 8.116E+02, 9.873E+02, 8.126E+02, 8.158E+02, 9.765E+02, 9.638E+02, 8.725E+02, 7.409E+02, 8.219E+02, 8.023E+02, 7.664E+02, 7.337E+02, 1.030E+03, 8.445E+02, 9.726E+02, 1.014E+03, 9.610E+02, 7.716E+02, 6.460E+02, 3.457E+02, 2.476E+02, 2.530E+02, 3.892E+02, 5.723E+02, 8.335E+02, 1.080E+03, 1.035E+03, 1.019E+03, 9.936E+02, 5.102E+02, 5.248E+02, 5.461E+02, 8.137E+02, 8.317E+02, 8.462E+02, 8.546E+02, 3.557E-02, 4.369E-02, 2.055E-01, 9.261E-02, 8.790E-02, 1.655E-03, 0.000E+00, 0.000E+00, 0.000E+00
 4.800E+02, 8.268E+02, 7.383E+02, 9.959E+02, 8.283E+02, 8.422E+02, 8.550E+02, 7.693E+02, 1.016E+03, 8.589E+02, 8.869E+02, 8.178E+02, 9.983E+02, 8.192E+02, 8.235E+02, 9.850E+02, 9.780E+02, 8.795E+02, 7.497E+02, 8.372E+02, 8.085E+02, 7.745E+02, 7.434E+02, 1.043E+03, 8.687E+02, 9.781E+02, 9.941E+02, 9.617E+02, 7.777E+02, 6.627E+02, 3.634E+02, 2.607E+02, 2.703E+02, 4.152E+02, 5.811E+02, 8.304E+02, 1.096E+03, 1.054E+03, 1.016E+03, 1.003E+03, 5.414E+02, 5.121E+02, 6.234E+02, 8.263E+02, 8.399E+02, 8.623E+02, 8.628E+02, 3.650E-02, 5.161E-02, 2.048E-01, 9.304E-02, 8.536E-02, 2.040E-03, 0.000E+00, 0.000E+00, 0.000E+00
 4.950E+02, 8.315E+02, 7.434E+02, 9.752E+02, 8.263E+02, 8.456E+02, 8.521E+02, 7.645E+02, 9.761E+02, 8.347E+02, 8.663E+02, 8.240E+02, 1.014E+03, 8.269E+02, 8.301E+02, 9.926E+02, 9.616E+02, 8.848E+02, 7.565E+02, 8.340E+02, 8.163E+02, 7.787E+02, 7.484E+02, 1.054E+03, 8.526E+02, 9.683E+02, 1.030E+03, 1.023E+03, 8.137E+02, 6.570E+02, 3.293E+02, 2.489E+02, 2.526E+02, 3.889E+02, 5.559E+02, 7.161E+02, 1.115E+03, 1.051E+03, 1.015E+03, 9.951E+02, 5.807E+02, 5.477E+02, 5.701E+02, 8.375E+02, 8.526E+02, 8.646E+02, 8.661E+02, 3.668E-02, 3.263E-02, 2.070E-01, 9.232E-02, 9.407E-02, 8.482E-04, 0.000E+00, 0.000E+00, 0.000E+00
 5.100E+02, 8.282E+02, 7.419E+02, 9.791E+02, 8.221E+02, 8.402E+02, 8.479E+02, 7.617E+02, 1.011E+03, 8.392E+02, 8.725E+02, 8.241E+02, 9.940E+02, 8.244E+02, 8.282E+02, 9.875E+02, 9.711E+02, 8.795E+02, 7.532E+02, 8.299E+02, 8.175E+02, 7.787E+02, 7.443E+02, 1.042E+03, 8.462E+02, 1.004E+03, 1.033E+03, 9.713E+02, 7.920E+02, 7.028E+02, 3.416E+02, 2.496E+02, 2.476E+02, 3.904E+02, 5.930E+02, 6.950E+02, 1.095E+03, 1.055E+03, 1.025E+03, 1.007E+03, 5.576E+02, 5.431E+02, 5.613E+02, 8.287E+02, 8.453E+02, 8.545E+02, 8.533E+02, 2.964E-02, 4.578E-02, 2.068E-01, 9.573E-02, 8.710E-02, 9.480E-04, 0.000E+00, 0.000E+00, 0.000E+00
 5.250E+02, 8.305E+02, 7.430E+02, 9.883E+02, 8.209E+02, 8.503E+02, 8.535E+02, 7.622E+02, 1.006E+03, 8.296E+02, 8.867E+02, 8.233E+02, 9.677E+02, 8.213E+02, 8.276E+02, 9.678E+02, 9.858E+02, 8.841E+02, 7.554E+02, 8.313E+02, 8.161E+02, 7.800E+02, 7.474E+02, 9.895E+02, 8.355E+02, 9.969E+02, 1.023E+03, 9.890E+02, 7.319E+02, 5.860E+02, 3.194E+02, 2.443E+02, 2.512E+02, 3.820E+02, 5.799E+02, 7.221E+02, 1.016E+03, 1.097E+03, 1.038E+03, 1.009E+03, 5.780E+02, 5.320E+02, 5.740E+02, 8.211E+02, 8.417E+02, 8.537E+02, 8.579E+02, 3.505E-02, 2.791E-02, 2.072E-01, 9.030E-02, 9.507E-02, 7.340E-04, 0.000E+00, 0.000E+00, 0.000E+00
 5.400E+02, 8.294E+02, 7.421E+02, 9.951E+02, 8.203E+02, 8.537E+02, 8.497E+02, 7.630E+02, 1.028E+03, 8.423E+02, 8.916E+02, 8.219E+02, 9.630E+02, 8.188E+02, 8.270E+02, 9.607E+02, 9.894E+02, 8.781E+02, 7.549E+02, 8.323E+02, 8.140E+02, 7.794E+02, 7.479E+02, 1.040E+03, 8.511E+02, 9.859E+02, 1.029E+03, 1.010E+03, 7.825E+02, 6.461E+02, 3.579E+02, 2.546E+02, 2.534E+02, 3.898E+02, 5.634E+02, 7.693E+02, 1.111E+03, 1.029E+03, 9.997E+02, 9.940E+02, 5.485E+02, 5.458E+02, 5.673E+02, 8.264E+02, 8.349E+02, 8.474E+02, 8.562E+02, 3.524E-02, 4.083E-02, 2.058E-01, 9.352E-02, 9.086E-02, 1.471E-03, 0.000E+00, 0.000E+00, 0.000E+00
 5.550E+02, 8.273E+02, 7.406E+02, 1.007E+03, 8.225E+02, 8.561E+02, 8.454E+02, 7.565E+02, 1.024E+03, 8.327E+02, 8.781E+02, 8.221E+02, 9.585E+02, 8.186E+02, 8.273E+02, 9.562E+02, 9.873E+02, 8.793E+02, 7.529E+02, 8.330E+02, 8.123E+02, 7.780E+02, 7.469E+02, 9.944E+02, 8.340E+02, 9.395E+02, 9.792E+02, 9.465E+02, 7.403E+02, 5.866E+02, 3.062E+02, 2.422E+02, 2.398E+02, 3.846E+02, 5.468E+02, 6.781E+02, 1.070E+03, 1.067E+03, 9.935E+02, 9.809E+02, 5.642E+02, 5.329E+02, 5.603E+02, 8.115E+02, 8.334E+02, 8.544E+02, 8.595E+02, 3.323E-02, 4.025E-02, 2.069E-01, 9.310E-02, 8.979E-02, 8.931E-04, 0.000E+00, 0.000E+00, 0.000E+00
 5.700E+02, 8.225E+02, 7.352E+02, 1.010E+03, 8.129E+02, 8.433E+02, 8.393E+02, 7.524E+02, 1.028E+03, 8.258E+02, 8.611E+02, 8.193E+02, 9.402E+02, 8.172E+02, 8.231E+02, 9.424E+02, 9.922E+02, 8.767E+02, 7.493E+02, 8.255E+02, 8.093E+02, 7.723E+02, 7.418E+02, 9.943E+02, 8.296E+02, 9.852E+02, 1.032E+03, 9.899E+02, 7.747E+02, 6.125E+02, 3.223E+02, 2.376E+02, 2.427E+02, 3.723E+02, 5.452E+02, 6.706E+02, 1.015E+03, 1.107E+03, 1.032E+03, 1.002E+03, 5.606E+02, 5.137E+02, 5.398E+02, 7.715E+02, 8.329E+02, 8.511E+02, 8.518E+02, 2.982E-02, 3.279E-02, 2.059E-01, 9.476E-02, 9.381E-02, 1.434E-03, 0.000E+00, 0.000E+00, 0.000E+00
 5.850E+02, 8.210E+02, 7.361E+02, 1.003E+03, 8.191E+02, 8.373E+02, 8.424E+02, 7.609E+02, 1.017E+03, 8.448E+02, 8.537E+02, 8.194E+02, 9.682E+02, 8.174E+02, 8.209E+02, 9.743E+02, 9.925E+02, 8.776E+02, 7.486E+02, 8.289E+02, 8.084E+02, 7.736E+02, 7.400E+02, 1.045E+03, 8.553E+02, 9.710E+02, 1.035E+03, 1.002E+03, 7.760E+02, 6.251E+02, 3.883E+02, 2.570E+02, 2.721E+02, 4.092E+02, 6.062E+02, 7.134E+02, 1.087E+03, 1.040E+03, 1.014E+03, 1.006E+03, 5.390E+02, 5.282E+02, 5.532E+02, 8.021E+02, 8.326E+02, 8.495E+02, 8.551E+02, 3.189E-02, 3.792E-02, 2.061E-01, 9.439E-02, 9.032E-02, 1.340E-03, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+02, 8.242E+02, 7.442E+02, 9.925E+02, 8.350E+02, 8.439E+02, 8.501E+02, 7.746E+02, 1.020E+03, 8.630E+02, 8.836E+02, 8.266E+02, 9.856E+02, 8.241E+02, 8.250E+02, 9.879E+02, 9.811E+02, 8.858E+02, 7.560E+02, 8.413E+02, 8.141E+02, 7.794E+02, 7.498E+02, 1.033E+03, 8.583E+02, 9.515E+02, 9.913E+02, 1.053E+03, 8.400E+02, 6.464E+02, 3.547E+02, 2.622E+02, 2.564E+02, 4.085E+02, 5.938E+02, 8.704E+02, 1.116E+03, 1.095E+03, 1.014E+03, 9.990E+02, 6.069E+02, 5.555E+02, 5.686E+02, 8.275E+02, 8.414E+02, 8.620E+02, 8.701E+02, 4.116E-02, 3.944E-02, 2.065E-01, 9.063E-02, 9.134E-02, 1.086E-03, 0.000E+00, 0.000E+00, 0.000E+00
 6.150E+02, 8.300E+02, 7.487E+02, 9.883E+02, 8.317E+02, 8.438E+02, 8.550E+02, 7.695E+02, 9.894E+02, 8.392E+02, 8.664E+02, 8.298E+02, 9.856E+02, 8.289E+02, 8.309E+02, 9.869E+02, 9.811E+02, 8.872E+02, 7.595E+02, 8.392E+02, 8.195E+02, 7.834E+02, 7.546E+02, 1.033E+03, 8.548E+02, 9.622E+02, 1.033E+03, 9.864E+02, 8.339E+02, 6.542E+02, 3.390E+02, 2.494E+02, 2.516E+02, 3.928E+02, 5.635E+02, 7.855E+02, 1.110E+03, 1.084E+03, 1.026E+03, 9.996E+02, 5.698E+02, 5.535E+02, 5.649E+02, 8.337E+02, 8.462E+02, 8.652E+02, 8.675E+02, 3.594E-02, 3.509E-02, 2.068E-01, 9.289E-02, 9.284E-02, 9.320E-04, 0.000E+00, 0.000E+00, 0.000E+00
 6.300E+02, 8.310E+02, 7.473E+02, 9.656E+02, 8.270E+02, 8.427E+02, 8.515E+02, 7.683E+02, 9.848E+02, 8.456E+02, 8.733E+02, 8.287E+02, 1.005E+03, 8.297E+02, 8.294E+02, 9.948E+02, 9.629E+02, 8.887E+02, 7.568E+02, 8.332E+02, 8.199E+02, 7.818E+02, 7.504E+02, 1.055E+03, 8.624E+02, 9.862E+02, 1.031E+03, 1.006E+03, 8.335E+02, 6.890E+02, 3.902E+02, 2.532E+02, 2.574E+02, 3.971E+02, 5.950E+02, 7.137E+02, 1.089E+03, 1.081E+03, 1.064E+03, 1.008E+03, 5.625E+02, 5.359E+02, 5.590E+02, 8.287E+02, 8.438E+02, 8.605E+02, 8.642E+02, 3.568E-02, 4.014E-02, 2.062E-01, 9.331E-02, 9.024E-02, 1.267E-03, 0.000E+00, 0.000E+00, 0.000E+00
 6.450E+02, 8.313E+02, 7.477E+02, 9.764E+02, 8.275E+02, 8.500E+02, 8.533E+02, 7.682E+02, 1.003E+03, 8.410E+02, 8.795E+02, 8.324E+02, 9.962E+02, 8.337E+02, 8.300E+02, 9.880E+02, 9.750E+02, 8.959E+02, 7.594E+02, 8.342E+02, 8.229E+02, 7.844E+02, 7.504E+02, 1.033E+03, 8.523E+02, 1.008E+03, 1.026E+03, 9.346E+02, 7.389E+02, 5.939E+02, 3.837E+02, 2.506E+02, 2.573E+02, 3.987E+02, 5.937E+02, 7.256E+02, 1.109E+03, 1.100E+03, 1.039E+03, 1.014E+03, 6.105E+02, 5.329E+02, 5.595E+02, 8.126E+02, 8.442E+02, 8.630E+02, 8.685E+02, 3.315E-02, 4.220E-02, 2.070E-01, 9.340E-02, 8.756E-02, 8.301E-04, 0.000E+00, 0.000E+00, 0.000E+00
 6.600E+02, 8.313E+02, 7.465E+02, 9.755E+02, 8.238E+02, 8.462E+02, 8.522E+02, 7.672E+02, 9.934E+02, 8.409E+02, 8.714E+02, 8.330E+02, 9.937E+02, 8.324E+02, 8.289E+02, 9.847E+02, 9.716E+02, 8.901E+02, 7.583E+02, 8.309E+02, 8.231E+02, 7.816E+02, 7.499E+02, 1.063E+03, 8.613E+02, 9.829E+02, 1.026E+03, 1.015E+03, 7.638E+02, 6.060E+02, 3.494E+02, 2.484E+02, 2.566E+02, 3.911E+02, 5.933E+02, 7.916E+02, 1.104E+03, 1.057E+03, 1.008E+03, 9.904E+02, 5.621E+02, 5.360E+02, 5.598E+02, 8.321E+02, 8.449E+02, 8.600E+02, 8.582E+02, 3.511E-02, 4.373E-02, 2.074E-01, 9.370E-02, 8.912E-02, 6.361E-04, 0.000E+00, 0.000E+00, 0.000E+00
 6.750E+02, 8.314E+02, 7.471E+02, 9.734E+02, 8.256E+02, 8.455E+02, 8.547E+02, 7.678E+02, 9.936E+02, 8.432E+02, 8.709E+02, 8.315E+02, 1.012E+03, 8.317E+02, 8.282E+02, 1.002E+03, 9.709E+02, 8.888E+02, 7.571E+02, 8.324E+02, 8.227E+02, 7.815E+02, 7.501E+02, 1.077E+03, 8.598E+02, 1.004E+03, 1.050E+03, 1.022E+03, 7.531E+02, 6.530E+02, 3.556E+02, 2.576E+02, 2.576E+02, 3.989E+02, 5.824E+02, 6.964E+02, 1.101E+03, 1.053E+03, 1.035E+03, 1.029E+03, 5.553E+02, 5.522E+02, 5.530E+02, 8.239E+02, 8.477E+02, 8.624E+02, 8.660E+02, 3.756E-02, 3.600E-02, 2.066E-01, 9.249E-02, 9.340E-02, 1.031E-03, 0.000E+00, 0.000E+00, 0.000E+00
 6.900E+02, 8.322E+02, 7.455E+02, 9.748E+02, 8.246E+02, 8.454E+02, 8.519E+02, 7.654E+02, 9.977E+02, 8.416E+02, 8.702E+02, 8.283E+02, 9.891E+02, 8.293E+02, 8.293E+02, 9.906E+02, 9.767E+02, 8.871E+02, 7.564E+02, 8.322E+02, 8.208E+02, 7.816E+02, 7.488E+02, 1.036E+03, 8.535E+02, 9.834E+02, 1.033E+03, 9.649E+02, 7.642E+02, 6.374E+02, 3.691E+02, 2.505E+02, 2.500E+02, 3.920E+02, 5.779E+02, 7.068E+02, 1.076E+03, 1.107E+03, 1.036E+03, 1.016E+03, 5.622E+02, 5.384E+02, 5.514E+02, 8.168E+02, 8.429E+02, 8.553E+02, 8.628E+02, 3.432E-02, 3.985E-02, 2.068E-01, 9.281E-02, 8.941E-02, 9.413E-04, 0.000E+00, 0.000E+00, 0.000E+00
 7.050E+02, 8.316E+02, 7.470E+02, 9.796E+02, 8.285E+02, 8.507E+02, 8.552E+02, 7.721E+02, 1.010E+03, 8.539E+02, 8.925E+02, 8.267E+02, 9.840E+02, 8.270E+02, 8.287E+02, 9.762E+02, 9.792E+02, 8.831E+02, 7.570E+02, 8.364E+02, 8.194E+02, 7.820E+02, 7.504E+02, 1.052E+03, 8.630E+02, 9.769E+02, 1.039E+03, 1.029E+03, 7.868E+02, 6.342E+02, 3.792E+02, 2.600E+02, 2.601E+02, 4.050E+02, 5.936E+02, 7.879E+02, 1.114E+03, 1.045E+03, 1.008E+03, 9.995E+02, 5.621E+02, 5.484E+02, 5.729E+02, 8.054E+02, 8.432E+02, 8.559E+02, 8.590E+02, 3.538E-02, 3.736E-02, 2.072E-01, 9.393E-02, 9.306E-02, 7.257E-04, 0.000E+00, 0.000E+00, 0.000E+00
