s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 4.1932955E-001, 0.0000000E+000
 1.0012013E-001, 4.1932955E-001, 0.0000000E+000
 2.0014250E-001, 4.1932955E-001, 2.1800707E-006
 3.0001866E-001, 4.1932955E-001, 4.8384741E-006
 4.0010370E-001, 4.1932955E-001, 3.6996703E-006
 5.0010794E-001, 4.1932955E-001, 4.0524674E-006
 6.0014992E-001, 4.1932955E-001, 4.2544761E-006
 7.0002931E-001, 4.1932955E-001, 4.1258622E-006
 8.0016902E-001, 4.1932955E-001, 4.1161117E-006
 9.0015282E-001, 4.1932955E-001, 4.0663573E-006
 1.0001250E+000, 4.1932955E-001, 4.1665755E-006
 1.1001288E+000, 4.1932955E-001, 4.2146436E-006
 1.2000483E+000, 4.1932955E-001, 4.2524058E-006
 1.3000340E+000, 4.1932955E-001, 4.4765548E-006
 1.4001862E+000, 4.1932955E-001, 4.6059887E-006
 1.5001917E+000, 4.1932955E-001, 4.4649278E-006
 1.6001031E+000, 4.1932955E-001, 4.6705299E-006
 1.7001100E+000, 4.1932955E-001, 4.5375190E-006
 1.8000951E+000, 4.1932955E-001, 4.5587750E-006
 1.9000163E+000, 4.1932955E-001, 4.6719534E-006
 2.0001261E+000, 4.1932955E-001, 4.5876970E-006
 2.1000644E+000, 4.1932955E-001, 4.7096078E-006
 2.2000516E+000, 4.1932955E-001, 4.6167818E-006
 2.3000804E+000, 4.1933288E-001, 4.6321559E-006
 2.4000150E+000, 4.1940114E-001, 4.6580657E-006
 2.5001598E+000, 4.1956165E-001, 4.6686177E-006
 2.6001385E+000, 4.1975828E-001, 4.6240104E-006
 2.7001766E+000, 4.1997673E-001, 4.6694599E-006
 2.8000535E+000, 4.2020880E-001, 4.6146603E-006
 2.9001807E+000, 4.2044842E-001, 4.6215041E-006
 3.0000679E+000, 4.2069145E-001, 4.6591976E-006
 3.1000736E+000, 4.2093573E-001, 4.5678838E-006
 3.2001155E+000, 4.2118055E-001, 4.6405001E-006
