s,kg/kg,mol/mol,kW
Time,"Y_He","X_He","Flame detector"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.3888604E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.7065366E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0024342E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.3229993E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.6555609E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9855371E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.3118015E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6415975E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.9751700E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.3029721E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.6348607E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9628367E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.2943069E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.6211755E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.9520003E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.2823037E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.6105632E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.9404145E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.2720096E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.6013447E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.9303655E-001, 0.0000000E+000, 0.0000000E+000, 1.4746765E-005
 7.2604117E-001, 0.0000000E+000, 0.0000000E+000, 2.3111941E-005
 7.5900522E-001, 0.0000000E+000, 0.0000000E+000, 2.1945904E-005
 7.9200795E-001, 0.0000000E+000, 0.0000000E+000, 1.7601921E-005
 8.2501068E-001, 0.0000000E+000, 0.0000000E+000, 1.5675616E-005
 8.5801341E-001, 0.0000000E+000, 0.0000000E+000, 1.7519495E-005
 8.9101614E-001, 0.0000000E+000, 0.0000000E+000, 1.8520657E-005
 9.2401887E-001, 0.0000000E+000, 0.0000000E+000, 1.6289443E-005
 9.5702160E-001, 0.0000000E+000, 0.0000000E+000, 1.5929775E-005
 9.9002433E-001, 0.0000000E+000, 0.0000000E+000, 1.5942065E-005
 1.0230271E+000, 0.0000000E+000, 0.0000000E+000, 1.8518701E-005
 1.0560298E+000, 0.0000000E+000, 0.0000000E+000, 2.2142020E-005
 1.0890325E+000, 0.0000000E+000, 0.0000000E+000, 2.0241634E-005
 1.1220353E+000, 0.0000000E+000, 0.0000000E+000, 1.8886692E-005
 1.1550380E+000, 0.0000000E+000, 0.0000000E+000, 1.8820241E-005
 1.1880407E+000, 0.0000000E+000, 0.0000000E+000, 2.0348210E-005
 1.2210434E+000, 0.0000000E+000, 0.0000000E+000, 1.9314248E-005
 1.2540462E+000, 0.0000000E+000, 0.0000000E+000, 1.9559952E-005
 1.2870185E+000, 0.0000000E+000, 0.0000000E+000, 1.9988090E-005
 1.3200456E+000, 0.0000000E+000, 0.0000000E+000, 1.9102564E-005
 1.3530057E+000, 0.0000000E+000, 0.0000000E+000, 1.9852930E-005
 1.3860328E+000, 0.0000000E+000, 0.0000000E+000, 1.9645780E-005
 1.4190598E+000, 0.0000000E+000, 0.0000000E+000, 1.9539916E-005
 1.4520200E+000, 0.0000000E+000, 0.0000000E+000, 1.9924341E-005
 1.4850471E+000, 0.0000000E+000, 0.0000000E+000, 1.9742908E-005
 1.5180072E+000, 0.0000000E+000, 0.0000000E+000, 1.9793835E-005
 1.5510343E+000, 0.0000000E+000, 0.0000000E+000, 2.0067181E-005
 1.5840613E+000, 0.0000000E+000, 0.0000000E+000, 1.9767785E-005
 1.6170215E+000, 0.0000000E+000, 0.0000000E+000, 2.0156607E-005
 1.6500486E+000, 0.0000000E+000, 0.0000000E+000, 2.0023822E-005
 1.6830087E+000, 0.0000000E+000, 0.0000000E+000, 2.0183040E-005
 1.7160358E+000, 0.0000000E+000, 0.0000000E+000, 2.0146253E-005
 1.7490628E+000, 0.0000000E+000, 0.0000000E+000, 2.0236897E-005
 1.7820230E+000, 0.0000000E+000, 0.0000000E+000, 2.0178661E-005
 1.8150500E+000, 0.0000000E+000, 0.0000000E+000, 2.0277926E-005
 1.8480102E+000, 0.0000000E+000, 0.0000000E+000, 2.0367586E-005
 1.8810373E+000, 0.0000000E+000, 0.0000000E+000, 2.0426260E-005
 1.9140643E+000, 0.0000000E+000, 0.0000000E+000, 2.0459364E-005
 1.9470245E+000, 0.0000000E+000, 0.0000000E+000, 2.0479225E-005
 1.9800515E+000, 0.0000000E+000, 0.0000000E+000, 2.0479256E-005
 2.0130117E+000, 0.0000000E+000, 0.0000000E+000, 2.0581273E-005
 2.0460388E+000, 0.0000000E+000, 0.0000000E+000, 2.0529114E-005
 2.0790658E+000, 0.0000000E+000, 0.0000000E+000, 2.0595216E-005
 2.1120260E+000, 0.0000000E+000, 0.0000000E+000, 2.0595908E-005
 2.1450530E+000, 0.0000000E+000, 0.0000000E+000, 2.0633911E-005
 2.1780132E+000, 0.0000000E+000, 0.0000000E+000, 2.0623888E-005
 2.2110403E+000, 0.0000000E+000, 0.0000000E+000, 2.0652298E-005
 2.2440005E+000, 0.0000000E+000, 0.0000000E+000, 2.0627829E-005
 2.2770275E+000, 0.0000000E+000, 0.0000000E+000, 2.0666714E-005
 2.3100545E+000, 0.0000000E+000, 0.0000000E+000, 2.0652151E-005
 2.3430147E+000, 0.0000000E+000, 0.0000000E+000, 2.0681618E-005
 2.3760418E+000, 0.0000000E+000, 0.0000000E+000, 2.0685330E-005
 2.4090020E+000, 0.0000000E+000, 0.0000000E+000, 2.0700326E-005
 2.4420290E+000, 0.0000000E+000, 0.0000000E+000, 2.0713080E-005
 2.4750560E+000, 0.0000000E+000, 0.0000000E+000, 2.0700974E-005
 2.5080162E+000, 0.0000000E+000, 0.0000000E+000, 2.0710723E-005
 2.5410433E+000, 0.0000000E+000, 0.0000000E+000, 2.0690955E-005
 2.5740034E+000, 0.0000000E+000, 0.0000000E+000, 2.0715624E-005
 2.6070305E+000, 0.0000000E+000, 0.0000000E+000, 2.0695515E-005
 2.6400575E+000, 0.0000000E+000, 0.0000000E+000, 2.0715707E-005
 2.6730177E+000, 0.0000000E+000, 0.0000000E+000, 2.0708752E-005
 2.7060448E+000, 0.0000000E+000, 0.0000000E+000, 2.0719039E-005
 2.7390049E+000, 0.0000000E+000, 0.0000000E+000, 2.0722022E-005
 2.7720320E+000, 0.0000000E+000, 0.0000000E+000, 2.0721969E-005
 2.8050590E+000, 0.0000000E+000, 0.0000000E+000, 2.0731334E-005
 2.8380192E+000, 0.0000000E+000, 0.0000000E+000, 2.0748527E-005
 2.8710463E+000, 0.0000000E+000, 0.0000000E+000, 2.0736262E-005
 2.9040064E+000, 1.1565539E-172, 8.3114724E-172, 2.0746213E-005
 2.9370335E+000, 2.3811381E-070, 1.7111849E-069, 2.0768667E-005
 2.9700605E+000, 2.2735053E-049, 1.6338334E-048, 2.0743283E-005
 3.0030207E+000, 3.4915856E-038, 2.5091941E-037, 2.0723764E-005
 3.0360478E+000, 4.6970559E-031, 3.3754902E-030, 2.0716687E-005
 3.0690079E+000, 4.1008455E-026, 2.9470343E-025, 2.0741522E-005
 3.1020350E+000, 1.6510943E-022, 1.1865438E-021, 2.0746861E-005
 3.1350620E+000, 8.4743715E-020, 6.0900291E-019, 2.0756276E-005
 3.1680222E+000, 1.3422728E-017, 9.6461204E-017, 2.0754602E-005
 3.2010492E+000, 3.5010582E-015, 2.5160027E-014, 2.0749167E-005
 3.2340094E+000, 7.2802556E-013, 5.2318885E-012, 2.0748242E-005
 3.2670365E+000, 6.3192678E-011, 4.5412827E-010, 2.0748604E-005
 3.3000635E+000, 2.6319204E-009, 1.8914051E-008, 2.0746519E-005
 3.3330237E+000, 5.8581020E-008, 4.2098678E-007, 2.0749290E-005
 3.3660507E+000, 7.7111808E-007, 5.5415304E-006, 2.0749474E-005
 3.3990109E+000, 6.4683297E-006, 4.6481632E-005, 2.0747140E-005
 3.4320380E+000, 3.7143650E-005, 2.6685558E-004, 2.0754465E-005
 3.4650650E+000, 1.5481741E-004, 1.1113715E-003, 2.0754768E-005
 3.4980252E+000, 4.9111509E-004, 3.5177184E-003, 2.0764572E-005
 3.5310522E+000, 1.2347772E-003, 8.8026073E-003, 2.0766027E-005
 3.5640124E+000, 2.5380475E-003, 1.7948194E-002, 2.0753668E-005
 3.5970395E+000, 4.4001233E-003, 3.0766934E-002, 2.0675574E-005
 3.6300665E+000, 6.6569039E-003, 4.5924684E-002, 2.0404282E-005
 3.6630267E+000, 9.0366132E-003, 6.1473879E-002, 2.0185886E-005
 3.6960537E+000, 1.1268510E-002, 7.5660682E-002, 1.9880566E-005
 3.7290139E+000, 1.3176249E-002, 8.7487811E-002, 1.9384950E-005
