s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 2.0474053E-001, 0.0000000E+000
 1.0007630E-001, 2.0474053E-001, 0.0000000E+000
 2.0018613E-001, 2.0474053E-001, 1.6665875E-006
 3.0008508E-001, 2.0474053E-001, 1.6561849E-005
 4.0003545E-001, 2.0474053E-001, 6.3412186E-006
 5.0011685E-001, 2.0474053E-001, 6.5119504E-006
 6.0009830E-001, 2.0474053E-001, 6.7685189E-006
 7.0000379E-001, 2.0474053E-001, 6.9804294E-006
 8.0002629E-001, 2.0474053E-001, 6.7508599E-006
 9.0006401E-001, 2.0474053E-001, 6.7021669E-006
 1.0001271E+000, 2.0474053E-001, 6.8532778E-006
 1.1001079E+000, 2.0474053E-001, 7.5701647E-006
 1.2000350E+000, 2.0474053E-001, 7.5890359E-006
 1.3001736E+000, 2.0474053E-001, 6.6902188E-006
 1.4001332E+000, 2.0474053E-001, 5.8147604E-006
 1.5000779E+000, 2.0474053E-001, 7.3028044E-006
 1.6000188E+000, 2.0474053E-001, 7.8597787E-006
 1.7000236E+000, 2.0474053E-001, 6.1676539E-006
 1.8001420E+000, 2.0474053E-001, 5.8334398E-006
 1.9000444E+000, 2.0474053E-001, 7.2028519E-006
 2.0000690E+000, 2.0474052E-001, 7.2424782E-006
 2.1000394E+000, 2.0474053E-001, 6.5004020E-006
 2.2000703E+000, 2.0474053E-001, 8.1044916E-006
 2.3001442E+000, 2.0475046E-001, 1.4482118E-005
 2.4000215E+000, 2.0491828E-001, 7.0405435E-006
 2.5000078E+000, 2.0524005E-001, 6.9163409E-006
 2.6001312E+000, 2.0558904E-001, 7.1328872E-006
 2.7000820E+000, 2.0595172E-001, 1.0462647E-005
 2.8000806E+000, 2.0634559E-001, 3.4445818E-005
 2.9001222E+000, 2.0676213E-001, 4.7904758E-005
 3.0001246E+000, 2.0716183E-001, 9.0663838E-006
 3.1000020E+000, 2.0754822E-001, 7.4683491E-006
 3.2001072E+000, 2.0796441E-001, 2.1626903E-005
 3.3000677E+000, 2.0839781E-001, 1.0579017E-005
 3.4000527E+000, 2.0882790E-001, 6.0441294E-006
 3.5001257E+000, 2.0924748E-001, 6.7333608E-006
 3.6001508E+000, 2.0964979E-001, 6.6463031E-006
 3.7000733E+000, 2.1007031E-001, 1.4623719E-005
 3.8000537E+000, 2.1050327E-001, 6.7741701E-006
 3.9001272E+000, 2.1092490E-001, 7.0408565E-006
 4.0001165E+000, 2.1132649E-001, 6.1601866E-006
 4.1001871E+000, 2.1172249E-001, 3.1020831E-005
 4.2000124E+000, 2.1210629E-001, 2.4910396E-005
 4.3001827E+000, 2.1252240E-001, 2.3092964E-005
 4.4000252E+000, 2.1294023E-001, 9.3354825E-006
 4.5001443E+000, 2.1334060E-001, 6.3897862E-006
 4.6000889E+000, 2.1373936E-001, 9.4063991E-006
 4.7000840E+000, 2.1414862E-001, 4.8568483E-005
 4.8000508E+000, 2.1453745E-001, 1.9382677E-005
 4.9001394E+000, 2.1493923E-001, 7.2376989E-006
 5.0001416E+000, 2.1538317E-001, 2.2726344E-005
 5.1001876E+000, 2.1580530E-001, 1.1735749E-005
 5.2001324E+000, 2.1618460E-001, 6.2021456E-006
 5.3001818E+000, 2.1656954E-001, 1.3981525E-005
 5.4002144E+000, 2.1698063E-001, 3.3164481E-005
 5.5001928E+000, 2.1739341E-001, 8.3302824E-006
 5.6001950E+000, 2.1781384E-001, 6.7416240E-006
 5.7000604E+000, 2.1823983E-001, 7.7251070E-006
 5.8001334E+000, 2.1864403E-001, 6.0251829E-006
 5.9001498E+000, 2.1905135E-001, 7.8063602E-006
 6.0000145E+000, 2.1947773E-001, 1.0353889E-005
 6.1001593E+000, 2.1991520E-001, 9.2942140E-006
 6.2000231E+000, 2.2029686E-001, 7.1163949E-006
 6.3001931E+000, 2.2069076E-001, 8.2090418E-006
 6.4000586E+000, 2.2108355E-001, 1.8801109E-005
 6.5001615E+000, 2.2152632E-001, 1.6880875E-005
 6.6001101E+000, 2.2186864E-001, 9.3762789E-006
 6.7000975E+000, 2.2231724E-001, 6.0898552E-006
 6.8001803E+000, 2.2270418E-001, 1.6363576E-005
 6.9000889E+000, 2.2312232E-001, 3.2709042E-005
 7.0000156E+000, 2.2354791E-001, 2.0396564E-005
 7.1000216E+000, 2.2396182E-001, 5.3314848E-006
 7.2001269E+000, 2.2435341E-001, 1.1664002E-005
 7.3000278E+000, 2.2474651E-001, 9.9493806E-006
 7.4002034E+000, 2.2516058E-001, 3.0857295E-005
 7.5002139E+000, 2.2556022E-001, 3.1520055E-005
 7.6002190E+000, 2.2592874E-001, 7.2350835E-006
 7.7002038E+000, 2.2630258E-001, 1.8774846E-005
 7.8000870E+000, 2.2672999E-001, 1.7927759E-005
 7.9000251E+000, 2.2717095E-001, 2.6245047E-005
 8.0000474E+000, 2.2757695E-001, 7.5968382E-006
 8.1001154E+000, 2.2796238E-001, 7.9997188E-006
 8.2000392E+000, 2.2838111E-001, 2.7783601E-005
 8.3001608E+000, 2.2881256E-001, 1.0739084E-005
 8.4000729E+000, 2.2924394E-001, 6.9224667E-006
 8.5000445E+000, 2.2964976E-001, 6.1237503E-006
 8.6001631E+000, 2.3003659E-001, 1.4922842E-005
 8.7001077E+000, 2.3044170E-001, 1.0090257E-005
 8.8000998E+000, 2.3085574E-001, 3.3390646E-005
 8.9000573E+000, 2.3124334E-001, 1.3106884E-005
 9.0000269E+000, 2.3161074E-001, 9.2283556E-006
 9.1002717E+000, 2.3200713E-001, 1.8723388E-005
 9.2001043E+000, 2.3246353E-001, 1.8484758E-005
 9.3002172E+000, 2.3288086E-001, 2.0204331E-005
 9.4000401E+000, 2.3326770E-001, 6.6781476E-006
 9.5000909E+000, 2.3364277E-001, 1.3488937E-005
 9.6001232E+000, 2.3405495E-001, 3.3860529E-005
 9.7000052E+000, 2.3446898E-001, 1.0822068E-005
 9.8001124E+000, 2.3488796E-001, 6.8881854E-006
 9.9001213E+000, 2.3531978E-001, 9.0066230E-006
 1.0000003E+001, 2.3572634E-001, 5.5620624E-006
 1.0100064E+001, 2.3612790E-001, 6.4864468E-006
 1.0200166E+001, 2.3654833E-001, 1.1976133E-005
 1.0300059E+001, 2.3698827E-001, 1.1950112E-005
 1.0400183E+001, 2.3735177E-001, 7.7134707E-006
 1.0500189E+001, 2.3777342E-001, 6.5466486E-006
 1.0600008E+001, 2.3816880E-001, 1.4821143E-005
 1.0700041E+001, 2.3860255E-001, 1.5415441E-005
