s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 1.9401361E-001, 0.0000000E+000
 1.0079016E-001, 1.9401361E-001, 0.0000000E+000
 2.0026648E-001, 1.9401361E-001, 0.0000000E+000
 3.0010256E-001, 1.9401361E-001, 2.3325996E-006
 4.0018201E-001, 1.9401361E-001, 2.6783760E-006
 5.0003357E-001, 1.9401361E-001, 3.2431855E-006
 6.0016991E-001, 1.9401361E-001, 4.4168450E-006
 7.0015904E-001, 1.9401361E-001, 5.0130360E-007
 8.0002616E-001, 1.9401361E-001, 0.0000000E+000
 9.0014992E-001, 1.9401361E-001, 0.0000000E+000
 1.0001117E+000, 1.9400198E-001, 7.3633602E-007
 1.1000912E+000, 1.9362385E-001, 5.1697468E-006
 1.2001252E+000, 1.9346979E-001, 4.4597602E-006
 1.3000131E+000, 1.9372088E-001, 4.1256766E-006
 1.4000298E+000, 1.9351621E-001, 2.7647136E-006
 1.5000685E+000, 1.9232703E-001, 3.0745116E-006
 1.6000366E+000, 1.9125282E-001, 5.3899081E-006
 1.7001584E+000, 1.9125282E-001, 4.7247525E-006
 1.8001177E+000, 1.9125282E-001, 3.7385344E-006
 1.9002054E+000, 1.9125282E-001, 3.1083773E-006
 2.0001716E+000, 1.9125282E-001, 1.1052114E-005
 2.1002034E+000, 1.9125282E-001, 3.3282260E-006
 2.2000872E+000, 1.9125282E-001, 8.6262602E-006
 2.3002119E+000, 1.9125282E-001, 1.9295667E-005
 2.4000259E+000, 1.9125282E-001, 3.6514372E-006
 2.5001288E+000, 1.9125282E-001, 7.3107283E-006
 2.6002188E+000, 1.9125282E-001, 2.8909738E-006
 2.7001069E+000, 1.9125282E-001, 3.2990247E-006
 2.8000252E+000, 1.9125282E-001, 1.8555314E-005
 2.9000660E+000, 1.9125282E-001, 5.2174872E-006
 3.0000959E+000, 1.9125282E-001, 5.9066156E-006
 3.1001377E+000, 1.9125282E-001, 7.5468034E-006
 3.2002070E+000, 1.9125282E-001, 1.4903070E-005
 3.3002600E+000, 1.9125282E-001, 2.0293838E-005
 3.4001288E+000, 1.9125282E-001, 4.9007901E-006
 3.5000833E+000, 1.9125282E-001, 6.8420713E-006
 3.6001881E+000, 1.9125282E-001, 3.0451444E-006
 3.7000285E+000, 1.9125282E-001, 1.9902998E-005
 3.8002031E+000, 1.9125282E-001, 1.2871629E-005
 3.9000877E+000, 1.9125282E-001, 3.5661117E-006
