s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 2.7997907E-001, 0.0000000E+000
 1.0022278E-001, 2.7997907E-001, 0.0000000E+000
 2.0020225E-001, 2.7997907E-001, 0.0000000E+000
 3.0023473E-001, 2.7997907E-001, 4.5434983E-007
 4.0003630E-001, 2.7997907E-001, 2.1327307E-006
 5.0015853E-001, 2.7997907E-001, 3.6459760E-006
 6.0011864E-001, 2.7997907E-001, 4.0318321E-006
 7.0005039E-001, 2.7997907E-001, 4.2813295E-006
 8.0005889E-001, 2.7997907E-001, 4.8711504E-006
 9.0017164E-001, 2.7997907E-001, 4.9885433E-006
 1.0000422E+000, 2.7997907E-001, 5.3297920E-006
 1.1000667E+000, 2.7997907E-001, 5.9152442E-006
 1.2000680E+000, 2.7997907E-001, 5.5910819E-006
 1.3000488E+000, 2.7997907E-001, 6.2456584E-006
 1.4000102E+000, 2.7997907E-001, 6.5784561E-006
 1.5001779E+000, 2.7997907E-001, 6.4167837E-006
 1.6001468E+000, 2.7997907E-001, 6.7184621E-006
 1.7001158E+000, 2.7997907E-001, 6.6428895E-006
 1.8000232E+000, 2.7997907E-001, 6.7277165E-006
 1.9000712E+000, 2.7997907E-001, 6.3967235E-006
 2.0000043E+000, 2.7997907E-001, 6.7405233E-006
 2.1000577E+000, 2.7997907E-001, 6.5529904E-006
 2.2000614E+000, 2.7997909E-001, 6.6504638E-006
 2.3000595E+000, 2.7999755E-001, 6.6038683E-006
 2.4001092E+000, 2.8016353E-001, 7.0872178E-006
 2.5001473E+000, 2.8042490E-001, 6.7958666E-006
 2.6001161E+000, 2.8070064E-001, 6.8450011E-006
 2.7001020E+000, 2.8098389E-001, 6.9345252E-006
 2.8000067E+000, 2.8127104E-001, 6.6927394E-006
 2.9001674E+000, 2.8156000E-001, 6.9680063E-006
 3.0002021E+000, 2.8184976E-001, 6.7086734E-006
 3.1000465E+000, 2.8213905E-001, 6.9997482E-006
 3.2000539E+000, 2.8242825E-001, 6.8544887E-006
 3.3000397E+000, 2.8271762E-001, 6.8952006E-006
 3.4001941E+000, 2.8300711E-001, 6.9554584E-006
 3.5001213E+000, 2.8329639E-001, 6.8660507E-006
 3.6000723E+000, 2.8358533E-001, 6.9865422E-006
 3.7000174E+000, 2.8387432E-001, 6.8598329E-006
 3.8000192E+000, 2.8416333E-001, 6.9875863E-006
 3.9000741E+000, 2.8445252E-001, 6.8766532E-006
 4.0000552E+000, 2.8474172E-001, 6.9719179E-006
 4.1000916E+000, 2.8503084E-001, 6.8971694E-006
 4.2000526E+000, 2.8532003E-001, 6.9624461E-006
 4.3000357E+000, 2.8560916E-001, 6.9190257E-006
 4.4001821E+000, 2.8589859E-001, 6.9601985E-006
 4.5001308E+000, 2.8618799E-001, 6.9433374E-006
 4.6000358E+000, 2.8647708E-001, 6.9623141E-006
 4.7002025E+000, 2.8676655E-001, 6.9672284E-006
 4.8001283E+000, 2.8705612E-001, 6.9455146E-006
 4.9000541E+000, 2.8734533E-001, 6.9659778E-006
 5.0001916E+000, 2.8763501E-001, 6.9407740E-006
 5.1001174E+000, 2.8792469E-001, 6.9595643E-006
 5.2000432E+000, 2.8821409E-001, 6.9386534E-006
 5.3001807E+000, 2.8850389E-001, 6.9531871E-006
 5.4001065E+000, 2.8879371E-001, 6.9382981E-006
 5.5000323E+000, 2.8908330E-001, 6.9417628E-006
 5.6001698E+000, 2.8937326E-001, 6.9355534E-006
 5.7000956E+000, 2.8966325E-001, 6.9368824E-006
 5.8000214E+000, 2.8995301E-001, 6.9363862E-006
 5.9001589E+000, 2.9024313E-001, 6.9336883E-006
 6.0000847E+000, 2.9053330E-001, 6.9801158E-006
 6.1000105E+000, 2.9082320E-001, 6.9921237E-006
 6.2000722E+000, 2.9111338E-001, 7.0282699E-006
 6.3000144E+000, 2.9140366E-001, 7.0090122E-006
 6.4001000E+000, 2.9169400E-001, 7.0169170E-006
 6.5000079E+000, 2.9198437E-001, 7.0035877E-006
 6.6000739E+000, 2.9227476E-001, 7.0183558E-006
 6.7000081E+000, 2.9256528E-001, 6.9979416E-006
 6.8001140E+000, 2.9285590E-001, 7.0045429E-006
 6.9000100E+000, 2.9314651E-001, 7.0006629E-006
 7.0001159E+000, 2.9343714E-001, 7.0003012E-006
 7.1000119E+000, 2.9372786E-001, 6.9978909E-006
 7.2001178E+000, 2.9401866E-001, 6.9939828E-006
 7.3000139E+000, 2.9430948E-001, 6.9973942E-006
 7.4001198E+000, 2.9460039E-001, 6.9913721E-006
 7.5000158E+000, 2.9489133E-001, 7.0465682E-006
 7.6001217E+000, 2.9518236E-001, 7.0866188E-006
 7.7001116E+000, 2.9547355E-001, 7.0681009E-006
 7.8000387E+000, 2.9576457E-001, 7.0767201E-006
 7.9001736E+000, 2.9605583E-001, 7.0371392E-006
 8.0001007E+000, 2.9634717E-001, 6.7081764E-006
 8.1001668E+000, 2.9663833E-001, 6.2274713E-006
 8.2001082E+000, 2.9692979E-001, 5.8910413E-006
 8.3001001E+000, 2.9722133E-001, 6.0611715E-006
 8.4000774E+000, 2.9751290E-001, 6.5988524E-006
 8.5000258E+000, 2.9780441E-001, 6.7573560E-006
 8.6000182E+000, 2.9809598E-001, 6.3454896E-006
 8.7001770E+000, 2.9838787E-001, 7.0524852E-006
 8.8001574E+000, 2.9867973E-001, 6.7061736E-006
 8.9000375E+000, 2.9897131E-001, 7.2380206E-006
 9.0002040E+000, 2.9926320E-001, 6.8901147E-006
 9.1001986E+000, 2.9955524E-001, 6.7949826E-006
 9.2000005E+000, 2.9984697E-001, 7.1531523E-006
 9.3001265E+000, 3.0013890E-001, 6.9653675E-006
 9.4000071E+000, 3.0043087E-001, 6.5685486E-006
 9.5000873E+000, 3.0072298E-001, 6.9797991E-006
 9.6001456E+000, 3.0101541E-001, 7.2427397E-006
 9.7002038E+000, 3.0130773E-001, 6.1373684E-006
 9.8001694E+000, 3.0160008E-001, 7.2326820E-006
 9.9000070E+000, 3.0189219E-001, 7.2497578E-006
 1.0000048E+001, 3.0218442E-001, 6.0980721E-006
 1.0100032E+001, 3.0247698E-001, 7.4566087E-006
 1.0200075E+001, 3.0276956E-001, 6.8931214E-006
 1.0300119E+001, 3.0306228E-001, 5.8559436E-006
 1.0400124E+001, 3.0335497E-001, 7.6147330E-006
 1.0500152E+001, 3.0364770E-001, 6.7166195E-006
 1.0600180E+001, 3.0394071E-001, 6.7595221E-006
 1.0700073E+001, 3.0423337E-001, 6.8721890E-006
 1.0800164E+001, 3.0452620E-001, 6.6936500E-006
 1.0900004E+001, 3.0481917E-001, 6.6906784E-006
 1.1000207E+001, 3.0511220E-001, 6.8430523E-006
 1.1100180E+001, 3.0540547E-001, 6.9047520E-006
 1.1200096E+001, 3.0569856E-001, 6.6792012E-006
 1.1300074E+001, 3.0599157E-001, 6.9293931E-006
 1.1400068E+001, 3.0628452E-001, 6.1379280E-006
 1.1500047E+001, 3.0657793E-001, 7.1236844E-006
 1.1600017E+001, 3.0687127E-001, 7.1395939E-006
 1.1700191E+001, 3.0716492E-001, 5.9926281E-006
 1.1800144E+001, 3.0745858E-001, 7.2902222E-006
 1.1900168E+001, 3.0775207E-001, 6.9359859E-006
 1.2000192E+001, 3.0804578E-001, 6.4645952E-006
 1.2100039E+001, 3.0833923E-001, 7.3106571E-006
 1.2200142E+001, 3.0863289E-001, 6.5495450E-006
 1.2300039E+001, 3.0892674E-001, 6.2207554E-006
 1.2400005E+001, 3.0922033E-001, 7.2158236E-006
 1.2500025E+001, 3.0951419E-001, 6.5861303E-006
 1.2600119E+001, 3.0980839E-001, 6.7154921E-006
 1.2700138E+001, 3.1010253E-001, 6.5931725E-006
 1.2800128E+001, 3.1039664E-001, 6.9401280E-006
 1.2900046E+001, 3.1069062E-001, 6.6066253E-006
 1.3000078E+001, 3.1098473E-001, 6.4793378E-006
 1.3100109E+001, 3.1127910E-001, 7.2786824E-006
 1.3200140E+001, 3.1157346E-001, 6.5859401E-006
 1.3300171E+001, 3.1186801E-001, 6.1289747E-006
 1.3400203E+001, 3.1216245E-001, 6.6439555E-006
 1.3500044E+001, 3.1245683E-001, 6.3452765E-006
 1.3600155E+001, 3.1275131E-001, 6.6011710E-006
 1.3700080E+001, 3.1304588E-001, 6.7786008E-006
 1.3800021E+001, 3.1334046E-001, 6.6842729E-006
 1.3900158E+001, 3.1363533E-001, 5.7721419E-006
 1.4000117E+001, 3.1393019E-001, 7.1672084E-006
 1.4100153E+001, 3.1422508E-001, 6.8481239E-006
 1.4200190E+001, 3.1452011E-001, 6.3556477E-006
 1.4300026E+001, 3.1481486E-001, 6.9369670E-006
 1.4400063E+001, 3.1510974E-001, 6.4004450E-006
 1.4500099E+001, 3.1540500E-001, 6.5361045E-006
 1.4600136E+001, 3.1570025E-001, 6.6598004E-006
 1.4700172E+001, 3.1599553E-001, 6.3764801E-006
 1.4800009E+001, 3.1629068E-001, 6.6739269E-006
 1.4900045E+001, 3.1658572E-001, 5.3529076E-006
 1.5000117E+001, 3.1688138E-001, 6.9861750E-006
 1.5100195E+001, 3.1717700E-001, 6.9722750E-006
 1.5200064E+001, 3.1747241E-001, 6.4977479E-006
 1.5300145E+001, 3.1776780E-001, 6.0687440E-006
 1.5400057E+001, 3.1795679E-001, 5.2537395E-006
 1.5500011E+001, 3.1795679E-001, 6.2492420E-006
