s,kg/kg,mol/mol,kW
Time,"Y_Ar","X_Ar","Flame detector"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.3888604E-002, 0.0000000E+000, 0.0000000E+000,-3.7162294E-023
 6.6163465E-002, 0.0000000E+000, 0.0000000E+000,-3.7730046E-023
 1.0005207E-001, 0.0000000E+000, 0.0000000E+000, 2.4334321E-024
 1.3232693E-001, 0.0000000E+000, 0.0000000E+000,-3.5619235E-023
 1.6621554E-001, 0.0000000E+000, 0.0000000E+000, 1.3702751E-023
 1.9849040E-001, 0.0000000E+000, 0.0000000E+000,-5.2360104E-023
 2.3237900E-001, 0.0000000E+000, 0.0000000E+000,-7.3847512E-023
 2.6465386E-001, 0.0000000E+000, 0.0000000E+000,-1.3113160E-022
 2.9854247E-001, 0.0000000E+000, 0.0000000E+000, 5.3560868E-023
 3.3081733E-001, 0.0000000E+000, 0.0000000E+000,-1.3824267E-022
 3.6309219E-001, 0.0000000E+000, 0.0000000E+000,-8.8777085E-023
 3.9616929E-001, 0.0000000E+000, 0.0000000E+000, 8.8714351E-023
 4.2936208E-001, 0.0000000E+000, 0.0000000E+000,-1.4671191E-022
 4.6230231E-001, 0.0000000E+000, 0.0000000E+000,-8.0782481E-023
 4.9560067E-001, 0.0000000E+000, 0.0000000E+000, 2.8043958E-024
 5.2827349E-001, 0.0000000E+000, 0.0000000E+000,-1.1738349E-022
 5.6143336E-001, 0.0000000E+000, 0.0000000E+000,-1.8290041E-022
 5.9447599E-001, 0.0000000E+000, 0.0000000E+000,-1.6440457E-022
 6.2707623E-001, 0.0000000E+000, 0.0000000E+000,-3.9276916E-023
 6.6021225E-001, 0.0000000E+000, 0.0000000E+000,-3.9564119E-024
 6.9314465E-001, 0.0000000E+000, 0.0000000E+000, 1.4253892E-005
 7.2606445E-001, 0.0000000E+000, 0.0000000E+000, 2.3120305E-005
 7.5913107E-001, 0.0000000E+000, 0.0000000E+000, 2.1764815E-005
 7.9205924E-001, 0.0000000E+000, 0.0000000E+000, 1.7447106E-005
 8.2505637E-001, 0.0000000E+000, 0.0000000E+000, 1.5575059E-005
 8.5801928E-001, 0.0000000E+000, 0.0000000E+000, 1.7357853E-005
 8.9111288E-001, 0.0000000E+000, 0.0000000E+000, 1.8500947E-005
 9.2401771E-001, 0.0000000E+000, 0.0000000E+000, 1.6291140E-005
 9.5708227E-001, 0.0000000E+000, 0.0000000E+000, 1.5886822E-005
 9.9014683E-001, 0.0000000E+000, 0.0000000E+000, 1.5882200E-005
 1.0230517E+000, 0.0000000E+000, 0.0000000E+000, 1.8625337E-005
 1.0560825E+000, 0.0000000E+000, 0.0000000E+000, 2.1795359E-005
 1.0891434E+000, 0.0000000E+000, 0.0000000E+000, 2.0036571E-005
 1.1220289E+000, 0.0000000E+000, 0.0000000E+000, 1.8627036E-005
 1.1551138E+000, 0.0000000E+000, 0.0000000E+000, 1.8607775E-005
 1.1880064E+000, 0.0000000E+000, 0.0000000E+000, 2.0193083E-005
 1.2210934E+000, 0.0000000E+000, 0.0000000E+000, 1.9127534E-005
 1.2540836E+000, 0.0000000E+000, 0.0000000E+000, 1.9388463E-005
 1.2870727E+000, 0.0000000E+000, 0.0000000E+000, 1.9799959E-005
 1.3200201E+000, 0.0000000E+000, 0.0000000E+000, 1.8961385E-005
 1.3530034E+000, 0.0000000E+000, 0.0000000E+000, 1.9657546E-005
 1.3860140E+000, 0.0000000E+000, 0.0000000E+000, 1.9437289E-005
 1.4190167E+000, 0.0000000E+000, 0.0000000E+000, 1.9385078E-005
 1.4520618E+000, 0.0000000E+000, 0.0000000E+000, 1.9697910E-005
 1.4851069E+000, 0.0000000E+000, 0.0000000E+000, 1.9557712E-005
 1.5180171E+000, 0.0000000E+000, 0.0000000E+000, 1.9640090E-005
 1.5510622E+000, 0.0000000E+000, 0.0000000E+000, 1.9882948E-005
 1.5841313E+000, 0.0000000E+000, 0.0000000E+000, 1.9668885E-005
 1.6170761E+000, 0.0000000E+000, 0.0000000E+000, 1.9971058E-005
 1.6500876E+000, 0.0000000E+000, 0.0000000E+000, 1.9865836E-005
 1.6830101E+000, 0.0000000E+000, 0.0000000E+000, 1.9985166E-005
 1.7160074E+000, 0.0000000E+000, 0.0000000E+000, 1.9925884E-005
 1.7491248E+000, 0.0000000E+000, 0.0000000E+000, 1.9998847E-005
 1.7820128E+000, 0.0000000E+000, 0.0000000E+000, 2.0119249E-005
 1.8151204E+000, 0.0000000E+000, 0.0000000E+000, 2.0222300E-005
 1.8481281E+000, 0.0000000E+000, 0.0000000E+000, 2.0245186E-005
 1.8811357E+000, 0.0000000E+000, 0.0000000E+000, 2.0209947E-005
 1.9140010E+000, 0.0000000E+000, 0.0000000E+000, 2.0271241E-005
 1.9470087E+000, 0.0000000E+000, 0.0000000E+000, 2.0296595E-005
