s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 7.8043504E-002, 0.0000000E+000
 1.0020117E-001, 7.8043504E-002, 0.0000000E+000
 2.0000156E-001, 7.8043504E-002, 7.6399616E-007
 3.0009201E-001, 7.8043504E-002, 8.6981436E-006
 4.0015574E-001, 7.8043504E-002, 5.5553754E-006
 5.0003763E-001, 7.8043504E-002, 6.3611775E-006
 6.0016668E-001, 7.8043504E-002, 6.8405078E-006
 7.0017306E-001, 7.8043504E-002, 6.8033385E-006
 8.0003301E-001, 7.8043504E-002, 7.0336966E-006
 9.0005256E-001, 7.8043504E-002, 7.1837971E-006
 1.0000284E+000, 7.8043504E-002, 7.3398558E-006
 1.1000736E+000, 7.8043504E-002, 7.6636238E-006
 1.2000851E+000, 7.8043504E-002, 7.4782298E-006
 1.3000084E+000, 7.8043504E-002, 7.8499339E-006
 1.4001616E+000, 7.8043504E-002, 7.7296391E-006
 1.5000877E+000, 7.8043504E-002, 7.6021133E-006
 1.6001814E+000, 7.8043504E-002, 7.6755476E-006
 1.7000072E+000, 7.8043504E-002, 7.8352647E-006
 1.8000101E+000, 7.8043504E-002, 7.7191777E-006
 1.9000772E+000, 7.8043504E-002, 7.6827114E-006
 2.0001212E+000, 7.8043504E-002, 7.7285401E-006
 2.1000698E+000, 7.8043504E-002, 7.8133593E-006
 2.2000128E+000, 7.8043504E-002, 7.7270508E-006
 2.3000597E+000, 7.8044664E-002, 7.7092033E-006
 2.4000377E+000, 7.8079778E-002, 7.6630141E-006
 2.5001485E+000, 7.8163558E-002, 7.7181286E-006
 2.6000021E+000, 7.8261203E-002, 7.6389956E-006
 2.7000321E+000, 7.8367430E-002, 7.6188243E-006
 2.8000258E+000, 7.8479958E-002, 7.6377702E-006
 2.9000886E+000, 7.8596685E-002, 7.6990277E-006
 3.0000235E+000, 7.8715810E-002, 7.6023804E-006
 3.1001795E+000, 7.8836213E-002, 7.6622343E-006
 3.2001257E+000, 7.8957187E-002, 7.6480945E-006
 3.3000663E+000, 7.9078265E-002, 7.7008315E-006
 3.4000934E+000, 7.9199413E-002, 7.5910934E-006
 3.5001492E+000, 7.9320687E-002, 7.6600747E-006
 3.6001860E+000, 7.9442000E-002, 7.6793045E-006
 3.7001879E+000, 7.9563328E-002, 7.6957235E-006
 3.8000454E+000, 7.9684546E-002, 7.5767899E-006
 3.9001336E+000, 7.9805907E-002, 7.6760929E-006
 4.0001232E+000, 7.9927399E-002, 7.6755051E-006
 4.1000657E+000, 8.0048867E-002, 7.6129221E-006
