s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 1.7931940E-001, 0.0000000E+000
 1.0024066E-001, 1.7931940E-001, 0.0000000E+000
 2.0008780E-001, 1.7931940E-001, 6.4499394E-007
 3.0017568E-001, 1.7931940E-001, 1.3405957E-005
 4.0026357E-001, 1.7931940E-001, 7.1026541E-006
 5.0017450E-001, 1.7931940E-001, 5.7187572E-006
 6.0000136E-001, 1.7931940E-001, 6.0624239E-006
 7.0017833E-001, 1.7931940E-001, 6.8319905E-006
 8.0011249E-001, 1.7931940E-001, 6.8562676E-006
 9.0004685E-001, 1.7931940E-001, 7.1889534E-006
 1.0002009E+000, 1.7931940E-001, 7.2210987E-006
 1.1000205E+000, 1.7931940E-001, 7.0164583E-006
 1.2000393E+000, 1.7931940E-001, 5.9385058E-006
 1.3000938E+000, 1.7931940E-001, 6.9854490E-006
 1.4000132E+000, 1.7931940E-001, 7.6361245E-006
 1.5000732E+000, 1.7931940E-001, 7.1701889E-006
 1.6000432E+000, 1.7931940E-001, 5.8733405E-006
 1.7000303E+000, 1.7931940E-001, 7.3480263E-006
 1.8000421E+000, 1.7931940E-001, 1.0085310E-005
 1.9001707E+000, 1.7931916E-001, 7.0490737E-006
 2.0001783E+000, 1.7931939E-001, 6.4400226E-006
 2.1000267E+000, 1.7931940E-001, 9.3748949E-006
 2.2000371E+000, 1.7931940E-001, 2.1702194E-005
 2.3001021E+000, 1.7932649E-001, 2.0209795E-005
 2.4001338E+000, 1.7944924E-001, 1.4202767E-005
 2.5000352E+000, 1.7968452E-001, 6.1613158E-006
 2.6000864E+000, 1.7995235E-001, 6.5192232E-006
 2.7000179E+000, 1.8025025E-001, 2.6575028E-005
 2.8001681E+000, 1.8054511E-001, 1.0243998E-005
 2.9001710E+000, 1.8083959E-001, 9.2867773E-006
 3.0001976E+000, 1.8114722E-001, 8.0158312E-006
 3.1000261E+000, 1.8145655E-001, 1.3848418E-005
 3.2000193E+000, 1.8175863E-001, 1.1602441E-005
 3.3001317E+000, 1.8203558E-001, 1.4257670E-005
 3.4001500E+000, 1.8231165E-001, 1.1903595E-005
 3.5002132E+000, 1.8262793E-001, 9.3162618E-006
 3.6001767E+000, 1.8290914E-001, 1.2838740E-005
 3.7001537E+000, 1.8322355E-001, 1.5815241E-005
 3.8000775E+000, 1.8348501E-001, 2.2474685E-005
 3.9000964E+000, 1.8374298E-001, 3.4026712E-005
 4.0001242E+000, 1.8401721E-001, 4.9142510E-005
 4.1002025E+000, 1.8431154E-001, 3.2281616E-005
 4.2001672E+000, 1.8461573E-001, 1.2948729E-005
 4.3000673E+000, 1.8492342E-001, 6.2466716E-006
 4.4000102E+000, 1.8522765E-001, 5.6589439E-006
