s,kW,C,kg/s,m,kW/m2
 1.500E+002, 6.704E+002, 5.335E+002, 0.000E+000, 1.900E-002, 6.608E+001
 1.520E+002, 6.767E+002, 5.398E+002, 0.000E+000, 1.900E-002, 6.530E+001
 1.540E+002, 6.912E+002, 5.504E+002, 0.000E+000, 1.900E-002, 6.721E+001
 1.560E+002, 6.868E+002, 5.549E+002, 0.000E+000, 1.900E-002, 6.521E+001
 1.580E+002, 6.993E+002, 5.700E+002, 0.000E+000, 1.900E-002, 6.762E+001
 1.600E+002, 6.696E+002, 5.763E+002, 0.000E+000, 1.900E-002, 6.501E+001
 1.620E+002, 6.489E+002, 5.857E+002, 0.000E+000, 1.901E-002, 6.636E+001
 1.640E+002, 6.306E+002, 5.867E+002, 0.000E+000, 1.901E-002, 6.523E+001
 1.660E+002, 6.176E+002, 5.923E+002, 0.000E+000, 1.901E-002, 6.602E+001
 1.680E+002, 6.203E+002, 5.949E+002, 0.000E+000, 1.901E-002, 6.651E+001
 1.700E+002, 6.231E+002, 5.999E+002, 0.000E+000, 1.901E-002, 6.625E+001
 1.720E+002, 6.457E+002, 6.076E+002, 0.000E+000, 1.901E-002, 6.880E+001
 1.740E+002, 6.143E+002, 6.116E+002, 0.000E+000, 1.901E-002, 6.682E+001
 1.760E+002, 6.211E+002, 6.196E+002, 0.000E+000, 1.901E-002, 6.937E+001
 1.780E+002, 5.907E+002, 6.205E+002, 0.000E+000, 1.901E-002, 6.639E+001
 1.800E+002, 5.858E+002, 6.234E+002, 0.000E+000, 1.901E-002, 6.736E+001
 1.820E+002, 5.793E+002, 6.295E+002, 0.000E+000, 1.901E-002, 6.788E+001
 1.840E+002, 5.835E+002, 6.271E+002, 0.000E+000, 1.901E-002, 6.603E+001
 1.860E+002, 5.767E+002, 6.303E+002, 0.000E+000, 1.901E-002, 6.725E+001
 1.880E+002, 5.840E+002, 6.323E+002, 0.000E+000, 1.901E-002, 6.685E+001
 1.900E+002, 5.718E+002, 6.331E+002, 0.000E+000, 1.901E-002, 6.633E+001
 1.920E+002, 5.698E+002, 6.382E+002, 0.000E+000, 1.901E-002, 6.780E+001
 1.940E+002, 5.599E+002, 6.439E+002, 0.000E+000, 1.901E-002, 6.849E+001
 1.960E+002, 5.453E+002, 6.451E+002, 0.000E+000, 1.901E-002, 6.811E+001
 1.980E+002, 5.347E+002, 6.484E+002, 0.000E+000, 1.901E-002, 6.833E+001
 2.000E+002, 5.222E+002, 6.614E+002, 0.000E+000, 1.901E-002, 7.251E+001
 2.020E+002, 5.175E+002, 6.605E+002, 0.000E+000, 1.901E-002, 6.969E+001
 2.040E+002, 5.160E+002, 6.534E+002, 0.000E+000, 1.901E-002, 6.704E+001
 2.060E+002, 5.109E+002, 6.522E+002, 0.000E+000, 1.901E-002, 6.694E+001
 2.080E+002, 5.014E+002, 6.506E+002, 0.000E+000, 1.901E-002, 6.561E+001
 2.100E+002, 4.909E+002, 6.534E+002, 0.000E+000, 1.901E-002, 6.696E+001
 2.120E+002, 4.839E+002, 6.620E+002, 0.000E+000, 1.901E-002, 7.035E+001
 2.140E+002, 4.729E+002, 6.654E+002, 0.000E+000, 1.901E-002, 6.938E+001
 2.160E+002, 4.593E+002, 6.677E+002, 0.000E+000, 1.901E-002, 6.973E+001
 2.180E+002, 4.635E+002, 6.645E+002, 0.000E+000, 1.901E-002, 6.801E+001
 2.200E+002, 4.494E+002, 6.719E+002, 0.000E+000, 1.902E-002, 7.094E+001
 2.220E+002, 4.480E+002, 6.737E+002, 0.000E+000, 1.902E-002, 6.963E+001
 2.240E+002, 4.394E+002, 6.829E+002, 0.000E+000, 1.902E-002, 7.338E+001
 2.260E+002, 4.359E+002, 6.769E+002, 0.000E+000, 1.902E-002, 6.968E+001
 2.280E+002, 4.240E+002, 6.708E+002, 0.000E+000, 1.902E-002, 6.777E+001
 2.300E+002, 4.149E+002, 6.800E+002, 0.000E+000, 1.902E-002, 7.142E+001
 2.320E+002, 4.049E+002, 6.753E+002, 0.000E+000, 1.902E-002, 6.797E+001
 2.340E+002, 4.001E+002, 6.728E+002, 0.000E+000, 1.902E-002, 6.797E+001
 2.360E+002, 3.905E+002, 6.766E+002, 0.000E+000, 1.902E-002, 6.917E+001
 2.380E+002, 3.794E+002, 6.757E+002, 0.000E+000, 1.902E-002, 6.769E+001
 2.400E+002, 3.797E+002, 6.720E+002, 0.000E+000, 1.902E-002, 6.664E+001
 2.420E+002, 3.742E+002, 6.782E+002, 0.000E+000, 1.902E-002, 6.992E+001
 2.440E+002, 3.655E+002, 6.933E+002, 0.000E+000, 1.902E-002, 7.384E+001
 2.460E+002, 3.576E+002, 6.856E+002, 0.000E+000, 1.902E-002, 6.915E+001
 2.480E+002, 3.505E+002, 6.884E+002, 0.000E+000, 1.902E-002, 7.154E+001
 2.500E+002, 3.494E+002, 6.918E+002, 0.000E+000, 1.902E-002, 7.084E+001
 2.520E+002, 3.409E+002, 6.819E+002, 0.000E+000, 1.902E-002, 6.715E+001
 2.540E+002, 3.311E+002, 6.851E+002, 0.000E+000, 1.902E-002, 6.952E+001
 2.560E+002, 3.276E+002, 6.855E+002, 0.000E+000, 1.902E-002, 6.955E+001
 2.580E+002, 3.229E+002, 6.927E+002, 0.000E+000, 1.902E-002, 7.182E+001
 2.600E+002, 3.136E+002, 6.922E+002, 0.000E+000, 1.902E-002, 6.979E+001
 2.620E+002, 3.083E+002, 6.858E+002, 0.000E+000, 1.902E-002, 6.755E+001
 2.640E+002, 3.061E+002, 6.851E+002, 0.000E+000, 1.902E-002, 6.799E+001
 2.660E+002, 2.972E+002, 6.871E+002, 0.000E+000, 1.902E-002, 6.839E+001
 2.680E+002, 2.936E+002, 6.858E+002, 0.000E+000, 1.902E-002, 6.796E+001
 2.700E+002, 2.851E+002, 6.859E+002, 0.000E+000, 1.902E-002, 6.742E+001
 2.720E+002, 2.801E+002, 6.855E+002, 0.000E+000, 1.902E-002, 6.756E+001
 2.740E+002, 2.745E+002, 6.911E+002, 0.000E+000, 1.902E-002, 7.007E+001
 2.760E+002, 2.671E+002, 6.984E+002, 0.000E+000, 1.902E-002, 7.187E+001
 2.780E+002, 2.615E+002, 7.013E+002, 0.000E+000, 1.902E-002, 7.185E+001
 2.800E+002, 2.583E+002, 6.971E+002, 0.000E+000, 1.902E-002, 6.915E+001
 2.820E+002, 2.522E+002, 7.000E+002, 0.000E+000, 1.902E-002, 7.190E+001
 2.840E+002, 2.459E+002, 7.054E+002, 0.000E+000, 1.902E-002, 7.250E+001
 2.860E+002, 2.396E+002, 7.008E+002, 0.000E+000, 1.903E-002, 7.060E+001
 2.880E+002, 2.332E+002, 7.141E+002, 0.000E+000, 1.903E-002, 7.486E+001
 2.900E+002, 2.262E+002, 7.060E+002, 0.000E+000, 1.903E-002, 7.084E+001
 2.920E+002, 2.203E+002, 7.066E+002, 0.000E+000, 1.903E-002, 7.188E+001
 2.940E+002, 2.153E+002, 7.093E+002, 0.000E+000, 1.903E-002, 7.358E+001
 2.960E+002, 2.055E+002, 7.092E+002, 0.000E+000, 1.903E-002, 7.102E+001
 2.980E+002, 2.006E+002, 6.984E+002, 0.000E+000, 1.903E-002, 6.762E+001
 3.000E+002, 1.935E+002, 7.073E+002, 0.000E+000, 1.903E-002, 7.312E+001
