s,kW,C,kg/s,m,kW/m2
Time,"HRR","temp","MLR","thick","flux"
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 1.900E-002,-4.813E-011
 2.012E+000, 0.000E+000, 3.628E+001, 0.000E+000, 1.900E-002, 3.502E+001
 4.003E+000, 0.000E+000, 5.873E+001, 0.000E+000, 1.900E-002, 3.510E+001
 6.012E+000, 0.000E+000, 7.501E+001, 0.000E+000, 1.900E-002, 3.519E+001
 8.021E+000, 0.000E+000, 8.847E+001, 0.000E+000, 1.900E-002, 3.523E+001
 1.001E+001, 0.000E+000, 1.001E+002, 0.000E+000, 1.900E-002, 3.526E+001
 1.200E+001, 0.000E+000, 1.103E+002, 0.000E+000, 1.900E-002, 3.527E+001
 1.402E+001, 0.000E+000, 1.197E+002, 0.000E+000, 1.900E-002, 3.528E+001
 1.601E+001, 0.000E+000, 1.284E+002, 0.000E+000, 1.900E-002, 3.530E+001
 1.801E+001, 0.000E+000, 1.365E+002, 0.000E+000, 1.900E-002, 3.533E+001
 2.001E+001, 0.000E+000, 1.440E+002, 0.000E+000, 1.900E-002, 3.535E+001
 2.201E+001, 9.864E-011, 1.512E+002, 0.000E+000, 1.900E-002, 3.541E+001
 2.400E+001, 1.132E-008, 1.581E+002, 0.000E+000, 1.900E-002, 3.549E+001
 2.601E+001, 5.630E-008, 1.645E+002, 0.000E+000, 1.900E-002, 3.543E+001
 2.801E+001, 1.689E-007, 1.708E+002, 0.000E+000, 1.900E-002, 3.547E+001
 3.000E+001, 4.049E-007, 1.768E+002, 0.000E+000, 1.900E-002, 3.551E+001
 3.201E+001, 8.705E-007, 1.829E+002, 0.000E+000, 1.900E-002, 3.564E+001
 3.401E+001, 1.774E-006, 1.886E+002, 0.000E+000, 1.900E-002, 3.557E+001
 3.600E+001, 3.454E-006, 1.941E+002, 0.000E+000, 1.900E-002, 3.559E+001
 3.800E+001, 6.509E-006, 1.996E+002, 0.000E+000, 1.900E-002, 3.571E+001
 4.001E+001, 1.190E-005, 2.049E+002, 0.000E+000, 1.900E-002, 3.564E+001
 4.201E+001, 2.122E-005, 2.101E+002, 0.000E+000, 1.900E-002, 3.570E+001
 4.401E+001, 3.691E-005, 2.152E+002, 0.000E+000, 1.900E-002, 3.567E+001
 4.601E+001, 6.289E-005, 2.204E+002, 0.000E+000, 1.900E-002, 3.582E+001
 4.800E+001, 1.052E-004, 2.253E+002, 0.000E+000, 1.900E-002, 3.577E+001
 5.001E+001, 1.729E-004, 2.302E+002, 0.000E+000, 1.900E-002, 3.581E+001
 5.200E+001, 2.800E-004, 2.350E+002, 0.000E+000, 1.900E-002, 3.582E+001
 5.401E+001, 4.468E-004, 2.399E+002, 0.000E+000, 1.900E-002, 3.591E+001
 5.600E+001, 7.022E-004, 2.445E+002, 0.000E+000, 1.900E-002, 3.582E+001
 5.801E+001, 1.089E-003, 2.490E+002, 0.000E+000, 1.900E-002, 3.585E+001
 6.000E+001, 1.668E-003, 2.535E+002, 0.000E+000, 1.900E-002, 3.581E+001
 6.200E+001, 2.525E-003, 2.582E+002, 0.000E+000, 1.900E-002, 3.601E+001
 6.401E+001, 3.784E-003, 2.626E+002, 0.000E+000, 1.900E-002, 3.590E+001
 6.601E+001, 5.601E-003, 2.671E+002, 0.000E+000, 1.900E-002, 3.593E+001
 6.800E+001, 8.209E-003, 2.712E+002, 0.000E+000, 1.900E-002, 3.586E+001
 7.001E+001, 1.191E-002, 2.757E+002, 0.000E+000, 1.900E-002, 3.606E+001
 7.201E+001, 1.714E-002, 2.799E+002, 0.000E+000, 1.900E-002, 3.593E+001
 7.401E+001, 2.440E-002, 2.840E+002, 0.000E+000, 1.900E-002, 3.597E+001
 7.600E+001, 3.439E-002, 2.879E+002, 0.000E+000, 1.900E-002, 3.584E+001
 7.800E+001, 4.808E-002, 2.919E+002, 0.000E+000, 1.900E-002, 3.594E+001
 8.001E+001, 6.681E-002, 2.961E+002, 0.000E+000, 1.900E-002, 3.606E+001
 8.201E+001, 9.213E-002, 3.002E+002, 0.000E+000, 1.900E-002, 3.608E+001
 8.401E+001, 1.260E-001, 3.044E+002, 0.000E+000, 1.900E-002, 3.616E+001
 8.600E+001, 1.711E-001, 3.084E+002, 0.000E+000, 1.900E-002, 3.618E+001
 8.801E+001, 2.304E-001, 3.122E+002, 0.000E+000, 1.900E-002, 3.621E+001
 9.000E+001, 3.086E-001, 3.160E+002, 0.000E+000, 1.900E-002, 3.609E+001
 9.201E+001, 4.111E-001, 3.196E+002, 0.000E+000, 1.900E-002, 3.615E+001
 9.401E+001, 5.445E-001, 3.234E+002, 0.000E+000, 1.900E-002, 3.628E+001
 9.601E+001, 7.176E-001, 3.271E+002, 0.000E+000, 1.900E-002, 3.632E+001
 9.800E+001, 9.408E-001, 3.308E+002, 0.000E+000, 1.900E-002, 3.642E+001
 1.000E+002, 1.227E+000, 3.349E+002, 0.000E+000, 1.900E-002, 3.671E+001
 1.020E+002, 1.592E+000, 3.388E+002, 0.000E+000, 1.900E-002, 3.701E+001
 1.040E+002, 2.064E+000, 3.428E+002, 0.000E+000, 1.900E-002, 3.717E+001
 1.060E+002, 2.661E+000, 3.467E+002, 0.000E+000, 1.900E-002, 3.747E+001
 1.080E+002, 3.428E+000, 3.510E+002, 0.000E+000, 1.900E-002, 3.811E+001
 1.100E+002, 4.416E+000, 3.558E+002, 0.000E+000, 1.900E-002, 3.901E+001
 1.120E+002, 5.681E+000, 3.609E+002, 0.000E+000, 1.900E-002, 3.986E+001
 1.140E+002, 7.317E+000, 3.666E+002, 0.000E+000, 1.900E-002, 4.199E+001
 1.160E+002, 9.464E+000, 3.725E+002, 0.000E+000, 1.900E-002, 4.316E+001
 1.180E+002, 1.233E+001, 3.789E+002, 0.000E+000, 1.900E-002, 4.507E+001
 1.200E+002, 1.635E+001, 3.867E+002, 0.000E+000, 1.900E-002, 4.922E+001
 1.220E+002, 2.240E+001, 4.003E+002, 0.000E+000, 1.900E-002, 5.864E+001
 1.240E+002, 3.196E+001, 4.119E+002, 0.000E+000, 1.900E-002, 6.068E+001
 1.260E+002, 4.711E+001, 4.233E+002, 0.000E+000, 1.900E-002, 6.630E+001
 1.280E+002, 6.955E+001, 4.337E+002, 0.000E+000, 1.900E-002, 6.870E+001
 1.300E+002, 1.030E+002, 4.407E+002, 0.000E+000, 1.900E-002, 6.843E+001
 1.320E+002, 1.442E+002, 4.449E+002, 0.000E+000, 1.900E-002, 6.673E+001
 1.340E+002, 1.970E+002, 4.499E+002, 0.000E+000, 1.900E-002, 6.716E+001
 1.360E+002, 2.566E+002, 4.542E+002, 0.000E+000, 1.900E-002, 6.501E+001
 1.380E+002, 3.324E+002, 4.589E+002, 0.000E+000, 1.900E-002, 6.428E+001
 1.400E+002, 4.138E+002, 4.683E+002, 0.000E+000, 1.900E-002, 6.553E+001
 1.420E+002, 4.896E+002, 4.783E+002, 0.000E+000, 1.900E-002, 6.427E+001
 1.440E+002, 5.630E+002, 4.960E+002, 0.000E+000, 1.900E-002, 6.538E+001
 1.460E+002, 6.085E+002, 5.142E+002, 0.000E+000, 1.900E-002, 6.445E+001
 1.480E+002, 6.382E+002, 5.274E+002, 0.000E+000, 1.900E-002, 6.590E+001
