s,kW,C,kg/m2/s,m,kW/m2
Time,"HRR","temp","MLR","thick","flux"
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 2.040E-002,-4.653E-011
 2.012E+000, 0.000E+000, 6.038E+001, 2.531E-026, 2.040E-002, 7.505E+001
 4.013E+000, 0.000E+000, 1.199E+002, 5.600E-021, 2.040E-002, 7.533E+001
 6.007E+000, 0.000E+000, 1.644E+002, 1.490E-017, 2.040E-002, 7.551E+001
 8.008E+000, 0.000E+000, 2.010E+002, 4.335E-015, 2.040E-002, 7.556E+001
 1.000E+001, 2.110E-011, 2.327E+002, 3.457E-013, 2.040E-002, 7.579E+001
 1.201E+001, 1.378E-007, 2.608E+002, 1.161E-011, 2.040E-002, 7.597E+001
 1.401E+001, 2.902E-006, 2.856E+002, 2.003E-010, 2.040E-002, 7.597E+001
 1.601E+001, 3.177E-005, 3.077E+002, 2.141E-009, 2.040E-002, 7.603E+001
 1.801E+001, 2.399E-004, 3.285E+002, 1.677E-008, 2.040E-002, 7.631E+001
 2.001E+001, 1.366E-003, 3.472E+002, 9.768E-008, 2.040E-002, 7.635E+001
 2.201E+001, 6.200E-003, 3.641E+002, 4.426E-007, 2.040E-002, 7.634E+001
 2.401E+001, 2.342E-002, 3.804E+002, 1.730E-006, 2.040E-002, 7.678E+001
 2.600E+001, 7.610E-002, 3.952E+002, 5.797E-006, 2.040E-002, 7.676E+001
 2.800E+001, 2.174E-001, 4.092E+002, 1.709E-005, 2.040E-002, 7.712E+001
 3.001E+001, 5.612E-001, 4.219E+002, 4.477E-005, 2.040E-002, 7.722E+001
 3.200E+001, 1.331E+000, 4.346E+002, 1.115E-004, 2.040E-002, 7.817E+001
 3.401E+001, 2.971E+000, 4.479E+002, 2.774E-004, 2.040E-002, 8.031E+001
 3.600E+001, 6.408E+000, 4.634E+002, 7.603E-004, 2.040E-002, 8.508E+001
 3.800E+001, 1.409E+001, 4.824E+002, 2.439E-003, 2.040E-002, 9.263E+001
 4.000E+001, 3.458E+001, 5.068E+002, 9.423E-003, 2.040E-002, 1.044E+002
 4.200E+001, 8.802E+001, 5.221E+002, 1.905E-002, 2.040E-002, 1.062E+002
 4.400E+001, 1.844E+002, 5.274E+002, 2.259E-002, 2.040E-002, 1.054E+002
 4.600E+001, 3.102E+002, 5.319E+002, 2.393E-002, 2.040E-002, 1.068E+002
 4.800E+001, 4.174E+002, 5.373E+002, 2.481E-002, 2.040E-002, 1.077E+002
 5.000E+001, 4.759E+002, 5.429E+002, 2.428E-002, 2.040E-002, 1.078E+002
 5.200E+001, 5.029E+002, 5.480E+002, 2.193E-002, 2.040E-002, 1.058E+002
 5.400E+001, 4.898E+002, 5.553E+002, 1.981E-002, 2.040E-002, 1.042E+002
 5.600E+001, 4.578E+002, 5.656E+002, 1.873E-002, 2.040E-002, 1.061E+002
 5.800E+001, 4.405E+002, 5.728E+002, 1.850E-002, 2.040E-002, 1.051E+002
 6.000E+001, 4.197E+002, 5.767E+002, 1.937E-002, 2.040E-002, 1.047E+002
 6.200E+001, 4.266E+002, 5.807E+002, 2.013E-002, 2.040E-002, 1.066E+002
 6.400E+001, 4.281E+002, 5.855E+002, 2.087E-002, 2.040E-002, 1.076E+002
 6.600E+001, 4.136E+002, 5.875E+002, 1.966E-002, 2.040E-002, 1.045E+002
 6.800E+001, 3.994E+002, 5.915E+002, 1.824E-002, 2.040E-002, 1.041E+002
 7.000E+001, 3.853E+002, 5.977E+002, 1.741E-002, 2.040E-002, 1.040E+002
 7.200E+001, 3.816E+002, 6.066E+002, 1.767E-002, 2.040E-002, 1.066E+002
 7.400E+001, 3.877E+002, 6.143E+002, 1.902E-002, 2.040E-002, 1.085E+002
 7.600E+001, 3.956E+002, 6.143E+002, 1.947E-002, 2.040E-002, 1.053E+002
 7.800E+001, 4.003E+002, 6.150E+002, 1.912E-002, 2.040E-002, 1.047E+002
 8.000E+001, 4.022E+002, 6.191E+002, 1.931E-002, 2.040E-002, 1.056E+002
 8.200E+001, 3.914E+002, 6.228E+002, 1.898E-002, 2.040E-002, 1.062E+002
 8.400E+001, 3.847E+002, 6.279E+002, 1.867E-002, 2.040E-002, 1.063E+002
 8.600E+001, 3.790E+002, 6.301E+002, 1.756E-002, 2.040E-002, 1.045E+002
 8.800E+001, 3.753E+002, 6.344E+002, 1.722E-002, 2.040E-002, 1.044E+002
 9.000E+001, 3.883E+002, 6.453E+002, 1.870E-002, 2.040E-002, 1.110E+002
 9.200E+001, 3.935E+002, 6.481E+002, 2.028E-002, 2.040E-002, 1.072E+002
 9.400E+001, 4.010E+002, 6.482E+002, 1.971E-002, 2.040E-002, 1.077E+002
 9.600E+001, 3.966E+002, 6.525E+002, 2.005E-002, 2.040E-002, 1.085E+002
 9.800E+001, 3.999E+002, 6.528E+002, 1.932E-002, 2.040E-002, 1.066E+002
 1.000E+002, 3.895E+002, 6.566E+002, 1.871E-002, 2.040E-002, 1.077E+002
 1.020E+002, 3.891E+002, 6.666E+002, 1.936E-002, 2.040E-002, 1.109E+002
 1.040E+002, 3.936E+002, 6.672E+002, 1.900E-002, 2.040E-002, 1.089E+002
 1.060E+002, 3.944E+002, 6.685E+002, 1.929E-002, 2.040E-002, 1.067E+002
 1.080E+002, 4.046E+002, 6.691E+002, 1.936E-002, 2.040E-002, 1.067E+002
 1.100E+002, 4.076E+002, 6.743E+002, 1.996E-002, 2.040E-002, 1.082E+002
 1.120E+002, 4.035E+002, 6.757E+002, 1.993E-002, 2.040E-002, 1.077E+002
 1.140E+002, 4.031E+002, 6.779E+002, 1.973E-002, 2.040E-002, 1.075E+002
 1.160E+002, 4.117E+002, 6.834E+002, 1.968E-002, 2.040E-002, 1.097E+002
 1.180E+002, 4.072E+002, 6.840E+002, 1.945E-002, 2.040E-002, 1.067E+002
 1.200E+002, 4.066E+002, 6.859E+002, 1.928E-002, 2.040E-002, 1.067E+002
 1.220E+002, 4.145E+002, 6.902E+002, 1.979E-002, 2.040E-002, 1.083E+002
 1.240E+002, 4.122E+002, 6.905E+002, 2.015E-002, 2.040E-002, 1.068E+002
 1.260E+002, 4.207E+002, 6.952E+002, 2.046E-002, 2.040E-002, 1.091E+002
 1.280E+002, 4.203E+002, 6.975E+002, 2.086E-002, 2.040E-002, 1.082E+002
 1.300E+002, 4.227E+002, 6.974E+002, 2.048E-002, 2.040E-002, 1.070E+002
 1.320E+002, 4.310E+002, 7.007E+002, 2.024E-002, 2.040E-002, 1.088E+002
 1.340E+002, 4.257E+002, 7.065E+002, 2.069E-002, 2.040E-002, 1.089E+002
 1.360E+002, 4.371E+002, 7.046E+002, 2.061E-002, 2.040E-002, 1.070E+002
 1.380E+002, 4.379E+002, 7.073E+002, 2.080E-002, 2.040E-002, 1.076E+002
 1.400E+002, 4.310E+002, 7.097E+002, 2.133E-002, 2.040E-002, 1.070E+002
 1.420E+002, 4.448E+002, 7.108E+002, 2.135E-002, 2.040E-002, 1.078E+002
 1.440E+002, 4.421E+002, 7.130E+002, 2.143E-002, 2.040E-002, 1.081E+002
 1.460E+002, 4.457E+002, 7.147E+002, 2.151E-002, 2.040E-002, 1.068E+002
 1.480E+002, 4.496E+002, 7.153E+002, 2.129E-002, 2.040E-002, 1.068E+002
 1.500E+002, 4.582E+002, 7.169E+002, 2.137E-002, 2.040E-002, 1.063E+002
 1.520E+002, 4.600E+002, 7.186E+002, 2.157E-002, 2.040E-002, 1.060E+002
 1.540E+002, 4.596E+002, 7.214E+002, 2.189E-002, 2.040E-002, 1.069E+002
 1.560E+002, 4.660E+002, 7.227E+002, 2.221E-002, 2.040E-002, 1.065E+002
 1.580E+002, 4.660E+002, 7.272E+002, 2.249E-002, 2.040E-002, 1.087E+002
 1.600E+002, 4.658E+002, 7.274E+002, 2.264E-002, 2.040E-002, 1.070E+002
 1.620E+002, 4.809E+002, 7.291E+002, 2.257E-002, 2.040E-002, 1.078E+002
 1.640E+002, 4.795E+002, 7.310E+002, 2.266E-002, 2.040E-002, 1.071E+002
 1.660E+002, 4.781E+002, 7.316E+002, 2.272E-002, 2.040E-002, 1.068E+002
 1.680E+002, 4.832E+002, 7.401E+002, 2.305E-002, 2.040E-002, 1.123E+002
 1.700E+002, 4.801E+002, 7.383E+002, 2.364E-002, 2.040E-002, 1.071E+002
 1.720E+002, 4.875E+002, 7.379E+002, 2.347E-002, 2.040E-002, 1.075E+002
 1.740E+002, 4.862E+002, 7.377E+002, 2.334E-002, 2.040E-002, 1.063E+002
 1.760E+002, 4.916E+002, 7.397E+002, 2.318E-002, 2.040E-002, 1.076E+002
 1.780E+002, 4.847E+002, 7.425E+002, 2.314E-002, 2.040E-002, 1.084E+002
 1.800E+002, 4.940E+002, 7.436E+002, 2.325E-002, 2.040E-002, 1.071E+002
 1.820E+002, 4.902E+002, 7.450E+002, 2.325E-002, 2.040E-002, 1.077E+002
 1.840E+002, 4.887E+002, 7.460E+002, 2.326E-002, 2.040E-002, 1.077E+002
 1.860E+002, 4.896E+002, 7.464E+002, 2.325E-002, 2.040E-002, 1.066E+002
 1.880E+002, 4.908E+002, 7.482E+002, 2.314E-002, 2.040E-002, 1.079E+002
 1.900E+002, 4.842E+002, 7.524E+002, 2.309E-002, 2.040E-002, 1.090E+002
 1.920E+002, 4.900E+002, 7.522E+002, 2.309E-002, 2.040E-002, 1.079E+002
 1.940E+002, 4.842E+002, 7.510E+002, 2.286E-002, 2.040E-002, 1.063E+002
 1.960E+002, 4.819E+002, 7.543E+002, 2.265E-002, 2.040E-002, 1.084E+002
 1.980E+002, 4.837E+002, 7.566E+002, 2.263E-002, 2.040E-002, 1.093E+002
 2.000E+002, 4.775E+002, 7.570E+002, 2.262E-002, 2.040E-002, 1.081E+002
 2.020E+002, 4.781E+002, 7.574E+002, 2.248E-002, 2.040E-002, 1.082E+002
 2.040E+002, 4.755E+002, 7.608E+002, 2.233E-002, 2.040E-002, 1.089E+002
 2.060E+002, 4.733E+002, 7.587E+002, 2.219E-002, 2.040E-002, 1.074E+002
 2.080E+002, 4.638E+002, 7.619E+002, 2.192E-002, 2.040E-002, 1.090E+002
 2.100E+002, 4.672E+002, 7.641E+002, 2.181E-002, 2.040E-002, 1.095E+002
 2.120E+002, 4.634E+002, 7.650E+002, 2.175E-002, 2.040E-002, 1.098E+002
 2.140E+002, 4.599E+002, 7.703E+002, 2.169E-002, 2.040E-002, 1.115E+002
 2.160E+002, 4.614E+002, 7.692E+002, 2.174E-002, 2.040E-002, 1.102E+002
 2.180E+002, 4.526E+002, 7.670E+002, 2.156E-002, 2.040E-002, 1.076E+002
 2.200E+002, 4.475E+002, 7.671E+002, 2.122E-002, 2.040E-002, 1.082E+002
 2.220E+002, 4.468E+002, 7.683E+002, 2.093E-002, 2.040E-002, 1.086E+002
 2.240E+002, 4.422E+002, 7.684E+002, 2.073E-002, 2.040E-002, 1.076E+002
 2.260E+002, 4.406E+002, 7.696E+002, 2.055E-002, 2.040E-002, 1.083E+002
 2.280E+002, 4.388E+002, 7.717E+002, 2.040E-002, 2.040E-002, 1.093E+002
 2.300E+002, 4.344E+002, 7.737E+002, 2.031E-002, 2.040E-002, 1.103E+002
 2.320E+002, 4.319E+002, 7.736E+002, 2.023E-002, 2.040E-002, 1.082E+002
 2.340E+002, 4.281E+002, 7.737E+002, 2.008E-002, 2.040E-002, 1.086E+002
 2.360E+002, 4.202E+002, 7.756E+002, 1.987E-002, 2.040E-002, 1.098E+002
 2.380E+002, 4.191E+002, 7.805E+002, 1.974E-002, 2.040E-002, 1.122E+002
 2.400E+002, 4.187E+002, 7.816E+002, 1.971E-002, 2.040E-002, 1.121E+002
 2.420E+002, 4.092E+002, 7.826E+002, 1.965E-002, 2.040E-002, 1.111E+002
 2.440E+002, 4.129E+002, 7.811E+002, 1.956E-002, 2.040E-002, 1.097E+002
 2.460E+002, 4.066E+002, 7.797E+002, 1.937E-002, 2.040E-002, 1.081E+002
 2.480E+002, 4.031E+002, 7.779E+002, 1.909E-002, 2.040E-002, 1.070E+002
 2.500E+002, 3.973E+002, 7.824E+002, 1.879E-002, 2.040E-002, 1.110E+002
 2.520E+002, 3.951E+002, 7.796E+002, 1.859E-002, 2.040E-002, 1.076E+002
 2.540E+002, 3.861E+002, 7.819E+002, 1.835E-002, 2.040E-002, 1.093E+002
 2.560E+002, 3.888E+002, 7.820E+002, 1.815E-002, 2.040E-002, 1.086E+002
 2.580E+002, 3.784E+002, 7.829E+002, 1.796E-002, 2.040E-002, 1.087E+002
 2.600E+002, 3.762E+002, 7.859E+002, 1.777E-002, 2.040E-002, 1.111E+002
 2.620E+002, 3.732E+002, 7.880E+002, 1.762E-002, 2.040E-002, 1.106E+002
 2.640E+002, 3.620E+002, 7.866E+002, 1.749E-002, 2.040E-002, 1.086E+002
 2.660E+002, 3.647E+002, 7.876E+002, 1.726E-002, 2.040E-002, 1.105E+002
 2.680E+002, 3.525E+002, 7.882E+002, 1.697E-002, 2.040E-002, 1.094E+002
 2.700E+002, 3.472E+002, 7.893E+002, 1.669E-002, 2.040E-002, 1.102E+002
 2.720E+002, 3.342E+002, 7.924E+002, 1.639E-002, 2.040E-002, 1.123E+002
 2.740E+002, 3.196E+002, 7.931E+002, 1.610E-002, 2.040E-002, 1.101E+002
 2.760E+002, 3.047E+002, 7.907E+002, 1.578E-002, 2.040E-002, 1.090E+002
 2.780E+002, 2.732E+002, 7.912E+002, 1.528E-002, 2.040E-002, 1.093E+002
 2.800E+002, 2.470E+002, 7.921E+002, 1.468E-002, 2.040E-002, 1.098E+002
 2.820E+002, 2.310E+002, 7.923E+002, 1.397E-002, 2.040E-002, 1.102E+002
 2.840E+002, 2.119E+002, 7.957E+002, 1.308E-002, 2.040E-002, 1.127E+002
 2.860E+002, 1.880E+002, 7.988E+002, 1.193E-002, 2.040E-002, 1.120E+002
 2.880E+002, 1.666E+002, 7.970E+002, 1.023E-002, 2.040E-002, 1.113E+002
