s,kW,C,kg/m2/s,m,kW/m2
Time,"HRR","temp","MLR","thick","flux"
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 2.390E-002,-4.653E-011
 2.012E+000, 0.000E+000, 6.011E+001, 2.332E-026, 2.390E-002, 7.505E+001
 4.013E+000, 0.000E+000, 1.194E+002, 5.162E-021, 2.390E-002, 7.532E+001
 6.011E+000, 0.000E+000, 1.639E+002, 1.395E-017, 2.390E-002, 7.551E+001
 8.009E+000, 0.000E+000, 2.005E+002, 4.090E-015, 2.390E-002, 7.556E+001
 1.000E+001, 0.000E+000, 2.321E+002, 3.236E-013, 2.390E-002, 7.578E+001
 1.200E+001, 1.285E-007, 2.602E+002, 1.095E-011, 2.390E-002, 7.596E+001
 1.401E+001, 2.754E-006, 2.849E+002, 1.900E-010, 2.390E-002, 7.597E+001
 1.600E+001, 3.029E-005, 3.070E+002, 2.036E-009, 2.390E-002, 7.602E+001
 1.800E+001, 2.297E-004, 3.278E+002, 1.604E-008, 2.390E-002, 7.631E+001
 2.000E+001, 1.312E-003, 3.466E+002, 9.354E-008, 2.390E-002, 7.634E+001
 2.200E+001, 5.986E-003, 3.635E+002, 4.265E-007, 2.390E-002, 7.633E+001
 2.400E+001, 2.267E-002, 3.797E+002, 1.667E-006, 2.390E-002, 7.678E+001
 2.600E+001, 7.388E-002, 3.948E+002, 5.671E-006, 2.390E-002, 7.680E+001
 2.800E+001, 2.116E-001, 4.084E+002, 1.646E-005, 2.390E-002, 7.692E+001
 3.001E+001, 5.476E-001, 4.217E+002, 4.429E-005, 2.390E-002, 7.747E+001
 3.200E+001, 1.302E+000, 4.343E+002, 1.106E-004, 2.390E-002, 7.819E+001
 3.400E+001, 2.903E+000, 4.474E+002, 2.719E-004, 2.390E-002, 8.010E+001
 3.600E+001, 6.253E+000, 4.623E+002, 7.167E-004, 2.390E-002, 8.456E+001
 3.800E+001, 1.376E+001, 4.828E+002, 2.517E-003, 2.390E-002, 9.513E+001
 4.000E+001, 3.402E+001, 5.088E+002, 1.025E-002, 2.390E-002, 1.055E+002
 4.200E+001, 8.475E+001, 5.209E+002, 1.846E-002, 2.390E-002, 1.043E+002
 4.400E+001, 1.777E+002, 5.259E+002, 2.154E-002, 2.390E-002, 1.032E+002
 4.600E+001, 2.944E+002, 5.288E+002, 2.174E-002, 2.390E-002, 1.022E+002
 4.800E+001, 4.065E+002, 5.335E+002, 2.261E-002, 2.390E-002, 1.039E+002
 5.000E+001, 4.644E+002, 5.382E+002, 2.242E-002, 2.390E-002, 1.032E+002
 5.200E+001, 4.933E+002, 5.440E+002, 2.166E-002, 2.390E-002, 1.045E+002
 5.400E+001, 4.855E+002, 5.527E+002, 2.140E-002, 2.390E-002, 1.065E+002
 5.600E+001, 4.617E+002, 5.612E+002, 1.907E-002, 2.390E-002, 1.053E+002
 5.800E+001, 4.345E+002, 5.720E+002, 1.870E-002, 2.390E-002, 1.068E+002
 6.000E+001, 4.202E+002, 5.749E+002, 1.852E-002, 2.390E-002, 1.039E+002
 6.200E+001, 4.174E+002, 5.776E+002, 1.905E-002, 2.390E-002, 1.041E+002
 6.400E+001, 4.217E+002, 5.815E+002, 1.973E-002, 2.390E-002, 1.052E+002
 6.600E+001, 4.157E+002, 5.853E+002, 1.969E-002, 2.390E-002, 1.055E+002
 6.800E+001, 3.945E+002, 5.884E+002, 1.862E-002, 2.390E-002, 1.043E+002
 7.000E+001, 3.741E+002, 5.940E+002, 1.767E-002, 2.390E-002, 1.045E+002
 7.200E+001, 3.659E+002, 6.006E+002, 1.672E-002, 2.390E-002, 1.055E+002
 7.400E+001, 3.669E+002, 6.120E+002, 1.775E-002, 2.390E-002, 1.098E+002
 7.600E+001, 3.692E+002, 6.152E+002, 1.878E-002, 2.390E-002, 1.067E+002
 7.800E+001, 3.791E+002, 6.161E+002, 1.863E-002, 2.390E-002, 1.069E+002
 8.000E+001, 3.788E+002, 6.191E+002, 1.898E-002, 2.390E-002, 1.073E+002
 8.200E+001, 3.753E+002, 6.217E+002, 1.874E-002, 2.390E-002, 1.071E+002
 8.400E+001, 3.671E+002, 6.245E+002, 1.812E-002, 2.390E-002, 1.069E+002
 8.600E+001, 3.493E+002, 6.286E+002, 1.736E-002, 2.390E-002, 1.067E+002
 8.800E+001, 3.379E+002, 6.320E+002, 1.630E-002, 2.390E-002, 1.058E+002
 9.000E+001, 3.439E+002, 6.359E+002, 1.576E-002, 2.390E-002, 1.059E+002
 9.200E+001, 3.417E+002, 6.431E+002, 1.654E-002, 2.390E-002, 1.083E+002
 9.400E+001, 3.391E+002, 6.493E+002, 1.788E-002, 2.390E-002, 1.106E+002
 9.600E+001, 3.479E+002, 6.503E+002, 1.821E-002, 2.390E-002, 1.089E+002
 9.800E+001, 3.414E+002, 6.484E+002, 1.746E-002, 2.390E-002, 1.061E+002
 1.000E+002, 3.372E+002, 6.490E+002, 1.659E-002, 2.390E-002, 1.062E+002
 1.020E+002, 3.319E+002, 6.577E+002, 1.697E-002, 2.390E-002, 1.108E+002
 1.040E+002, 3.249E+002, 6.565E+002, 1.616E-002, 2.390E-002, 1.065E+002
 1.060E+002, 3.192E+002, 6.619E+002, 1.573E-002, 2.390E-002, 1.081E+002
 1.080E+002, 3.213E+002, 6.627E+002, 1.512E-002, 2.390E-002, 1.069E+002
 1.100E+002, 3.140E+002, 6.659E+002, 1.526E-002, 2.390E-002, 1.072E+002
 1.120E+002, 3.148E+002, 6.732E+002, 1.607E-002, 2.390E-002, 1.110E+002
 1.140E+002, 3.202E+002, 6.743E+002, 1.665E-002, 2.390E-002, 1.098E+002
 1.160E+002, 3.157E+002, 6.763E+002, 1.663E-002, 2.390E-002, 1.101E+002
 1.180E+002, 3.136E+002, 6.759E+002, 1.630E-002, 2.390E-002, 1.075E+002
 1.200E+002, 3.068E+002, 6.765E+002, 1.560E-002, 2.390E-002, 1.076E+002
 1.220E+002, 3.074E+002, 6.770E+002, 1.495E-002, 2.390E-002, 1.071E+002
 1.240E+002, 3.056E+002, 6.805E+002, 1.468E-002, 2.390E-002, 1.074E+002
 1.260E+002, 3.032E+002, 6.826E+002, 1.437E-002, 2.390E-002, 1.075E+002
 1.280E+002, 3.028E+002, 6.874E+002, 1.441E-002, 2.390E-002, 1.097E+002
 1.300E+002, 2.985E+002, 6.882E+002, 1.478E-002, 2.390E-002, 1.069E+002
 1.320E+002, 3.011E+002, 6.905E+002, 1.480E-002, 2.390E-002, 1.085E+002
 1.340E+002, 2.946E+002, 6.895E+002, 1.483E-002, 2.390E-002, 1.068E+002
 1.360E+002, 2.960E+002, 6.905E+002, 1.468E-002, 2.390E-002, 1.067E+002
 1.380E+002, 2.915E+002, 6.918E+002, 1.453E-002, 2.390E-002, 1.069E+002
 1.400E+002, 2.860E+002, 6.924E+002, 1.426E-002, 2.390E-002, 1.063E+002
 1.420E+002, 2.850E+002, 6.953E+002, 1.408E-002, 2.390E-002, 1.074E+002
 1.440E+002, 2.885E+002, 6.977E+002, 1.394E-002, 2.390E-002, 1.078E+002
 1.460E+002, 2.849E+002, 7.008E+002, 1.390E-002, 2.390E-002, 1.079E+002
 1.480E+002, 2.838E+002, 7.011E+002, 1.366E-002, 2.390E-002, 1.077E+002
 1.500E+002, 2.830E+002, 7.042E+002, 1.372E-002, 2.390E-002, 1.082E+002
 1.520E+002, 2.818E+002, 7.028E+002, 1.377E-002, 2.390E-002, 1.057E+002
 1.540E+002, 2.806E+002, 7.061E+002, 1.372E-002, 2.390E-002, 1.087E+002
 1.560E+002, 2.800E+002, 7.147E+002, 1.427E-002, 2.390E-002, 1.133E+002
 1.580E+002, 2.763E+002, 7.119E+002, 1.476E-002, 2.390E-002, 1.074E+002
 1.600E+002, 2.749E+002, 7.103E+002, 1.410E-002, 2.390E-002, 1.083E+002
 1.620E+002, 2.717E+002, 7.106E+002, 1.385E-002, 2.390E-002, 1.068E+002
 1.640E+002, 2.724E+002, 7.128E+002, 1.351E-002, 2.390E-002, 1.089E+002
 1.660E+002, 2.731E+002, 7.141E+002, 1.352E-002, 2.390E-002, 1.075E+002
 1.680E+002, 2.736E+002, 7.214E+002, 1.353E-002, 2.390E-002, 1.121E+002
 1.700E+002, 2.754E+002, 7.251E+002, 1.381E-002, 2.390E-002, 1.128E+002
 1.720E+002, 2.742E+002, 7.239E+002, 1.399E-002, 2.390E-002, 1.101E+002
 1.740E+002, 2.735E+002, 7.221E+002, 1.379E-002, 2.390E-002, 1.086E+002
 1.760E+002, 2.696E+002, 7.203E+002, 1.363E-002, 2.390E-002, 1.065E+002
 1.780E+002, 2.684E+002, 7.255E+002, 1.356E-002, 2.390E-002, 1.109E+002
 1.800E+002, 2.707E+002, 7.275E+002, 1.386E-002, 2.390E-002, 1.105E+002
 1.820E+002, 2.685E+002, 7.239E+002, 1.372E-002, 2.390E-002, 1.074E+002
 1.840E+002, 2.655E+002, 7.258E+002, 1.341E-002, 2.390E-002, 1.086E+002
 1.860E+002, 2.665E+002, 7.263E+002, 1.327E-002, 2.390E-002, 1.079E+002
 1.880E+002, 2.662E+002, 7.270E+002, 1.312E-002, 2.390E-002, 1.079E+002
 1.900E+002, 2.651E+002, 7.301E+002, 1.304E-002, 2.390E-002, 1.095E+002
 1.920E+002, 2.679E+002, 7.325E+002, 1.313E-002, 2.390E-002, 1.098E+002
 1.940E+002, 2.666E+002, 7.327E+002, 1.320E-002, 2.390E-002, 1.088E+002
 1.960E+002, 2.688E+002, 7.330E+002, 1.319E-002, 2.390E-002, 1.090E+002
 1.980E+002, 2.667E+002, 7.377E+002, 1.325E-002, 2.390E-002, 1.125E+002
 2.000E+002, 2.641E+002, 7.468E+002, 1.382E-002, 2.390E-002, 1.148E+002
 2.020E+002, 2.683E+002, 7.383E+002, 1.406E-002, 2.390E-002, 1.087E+002
 2.040E+002, 2.619E+002, 7.391E+002, 1.367E-002, 2.390E-002, 1.091E+002
 2.060E+002, 2.665E+002, 7.397E+002, 1.349E-002, 2.390E-002, 1.094E+002
 2.080E+002, 2.648E+002, 7.393E+002, 1.342E-002, 2.390E-002, 1.082E+002
 2.100E+002, 2.636E+002, 7.378E+002, 1.315E-002, 2.390E-002, 1.078E+002
 2.120E+002, 2.631E+002, 7.384E+002, 1.297E-002, 2.390E-002, 1.076E+002
 2.140E+002, 2.652E+002, 7.401E+002, 1.288E-002, 2.390E-002, 1.088E+002
 2.160E+002, 2.645E+002, 7.410E+002, 1.291E-002, 2.390E-002, 1.080E+002
