s,kW,C,kg/s,m,kW/m2
Time,"HRR","temp","MLR","thick","flux"
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 1.900E-002,-4.813E-011
 2.012E+000, 0.000E+000, 5.255E+001, 0.000E+000, 1.900E-002, 7.004E+001
 4.011E+000, 0.000E+000, 9.743E+001, 0.000E+000, 1.900E-002, 7.025E+001
 6.014E+000, 0.000E+000, 1.297E+002, 0.000E+000, 1.900E-002, 7.037E+001
 8.010E+000, 1.465E-008, 1.562E+002, 0.000E+000, 1.900E-002, 7.045E+001
 1.001E+001, 6.235E-007, 1.788E+002, 0.000E+000, 1.900E-002, 7.049E+001
 1.200E+001, 6.725E-006, 1.990E+002, 0.000E+000, 1.900E-002, 7.065E+001
 1.400E+001, 4.789E-005, 2.170E+002, 0.000E+000, 1.900E-002, 7.060E+001
 1.600E+001, 2.556E-004, 2.335E+002, 0.000E+000, 1.900E-002, 7.068E+001
 1.800E+001, 1.094E-003, 2.489E+002, 0.000E+000, 1.900E-002, 7.088E+001
 2.001E+001, 3.960E-003, 2.634E+002, 0.000E+000, 1.900E-002, 7.096E+001
 2.201E+001, 1.245E-002, 2.766E+002, 0.000E+000, 1.900E-002, 7.090E+001
 2.401E+001, 3.490E-002, 2.890E+002, 0.000E+000, 1.900E-002, 7.092E+001
 2.601E+001, 8.915E-002, 3.013E+002, 0.000E+000, 1.900E-002, 7.126E+001
 2.801E+001, 2.107E-001, 3.128E+002, 0.000E+000, 1.900E-002, 7.129E+001
 3.000E+001, 4.654E-001, 3.240E+002, 0.000E+000, 1.900E-002, 7.158E+001
 3.201E+001, 9.769E-001, 3.344E+002, 0.000E+000, 1.900E-002, 7.171E+001
 3.401E+001, 1.962E+000, 3.454E+002, 0.000E+000, 1.900E-002, 7.291E+001
 3.600E+001, 3.812E+000, 3.568E+002, 0.000E+000, 1.900E-002, 7.456E+001
 3.800E+001, 7.275E+000, 3.690E+002, 0.000E+000, 1.900E-002, 7.719E+001
 4.001E+001, 1.392E+001, 3.843E+002, 0.000E+000, 1.900E-002, 8.514E+001
 4.200E+001, 2.782E+001, 4.061E+002, 0.000E+000, 1.900E-002, 9.718E+001
 4.400E+001, 5.996E+001, 4.270E+002, 0.000E+000, 1.900E-002, 1.015E+002
 4.600E+001, 1.276E+002, 4.386E+002, 0.000E+000, 1.900E-002, 9.825E+001
 4.800E+001, 2.472E+002, 4.469E+002, 0.000E+000, 1.900E-002, 9.738E+001
 5.000E+001, 4.255E+002, 4.568E+002, 0.000E+000, 1.900E-002, 1.000E+002
 5.200E+001, 6.608E+002, 4.692E+002, 0.000E+000, 1.900E-002, 1.023E+002
 5.400E+001, 8.712E+002, 4.913E+002, 0.000E+000, 1.900E-002, 1.051E+002
 5.600E+001, 9.419E+002, 5.452E+002, 0.000E+000, 1.900E-002, 1.041E+002
 5.800E+001, 8.170E+002, 5.710E+002, 0.000E+000, 1.900E-002, 1.009E+002
 6.000E+001, 7.452E+002, 5.791E+002, 0.000E+000, 1.900E-002, 1.007E+002
 6.200E+001, 7.764E+002, 5.969E+002, 0.000E+000, 1.900E-002, 1.050E+002
 6.400E+001, 7.297E+002, 6.175E+002, 0.000E+000, 1.900E-002, 1.088E+002
 6.600E+001, 7.332E+002, 6.340E+002, 0.000E+000, 1.900E-002, 1.047E+002
 6.800E+001, 6.145E+002, 6.636E+002, 0.000E+000, 1.901E-002, 1.071E+002
 7.000E+001, 5.554E+002, 6.716E+002, 0.000E+000, 1.901E-002, 1.040E+002
 7.200E+001, 6.254E+002, 6.716E+002, 0.000E+000, 1.901E-002, 1.025E+002
 7.400E+001, 6.518E+002, 6.727E+002, 0.000E+000, 1.901E-002, 1.014E+002
 7.600E+001, 6.414E+002, 6.782E+002, 0.000E+000, 1.901E-002, 1.021E+002
 7.800E+001, 6.539E+002, 6.852E+002, 0.000E+000, 1.901E-002, 1.023E+002
 8.000E+001, 6.553E+002, 6.941E+002, 0.000E+000, 1.901E-002, 1.032E+002
 8.200E+001, 5.827E+002, 7.045E+002, 0.000E+000, 1.901E-002, 1.030E+002
 8.400E+001, 5.917E+002, 7.143E+002, 0.000E+000, 1.901E-002, 1.030E+002
 8.600E+001, 6.599E+002, 7.190E+002, 0.000E+000, 1.901E-002, 1.029E+002
 8.800E+001, 7.122E+002, 7.300E+002, 0.000E+000, 1.901E-002, 1.065E+002
 9.000E+001, 7.108E+002, 7.275E+002, 0.000E+000, 1.901E-002, 1.029E+002
 9.200E+001, 7.078E+002, 7.307E+002, 0.000E+000, 1.901E-002, 1.041E+002
 9.400E+001, 6.913E+002, 7.342E+002, 0.000E+000, 1.901E-002, 1.030E+002
 9.600E+001, 6.585E+002, 7.415E+002, 0.000E+000, 1.901E-002, 1.047E+002
 9.800E+001, 6.731E+002, 7.427E+002, 0.000E+000, 1.901E-002, 1.023E+002
 1.000E+002, 7.254E+002, 7.491E+002, 0.000E+000, 1.901E-002, 1.036E+002
 1.020E+002, 7.518E+002, 7.549E+002, 0.000E+000, 1.901E-002, 1.045E+002
 1.040E+002, 7.710E+002, 7.659E+002, 0.000E+000, 1.901E-002, 1.096E+002
 1.060E+002, 7.560E+002, 7.651E+002, 0.000E+000, 1.901E-002, 1.054E+002
 1.080E+002, 7.266E+002, 7.643E+002, 0.000E+000, 1.901E-002, 1.054E+002
 1.100E+002, 7.022E+002, 7.647E+002, 0.000E+000, 1.901E-002, 1.042E+002
 1.120E+002, 6.877E+002, 7.681E+002, 0.000E+000, 1.901E-002, 1.043E+002
 1.140E+002, 7.110E+002, 7.732E+002, 0.000E+000, 1.902E-002, 1.050E+002
 1.160E+002, 7.339E+002, 7.756E+002, 0.000E+000, 1.902E-002, 1.054E+002
 1.180E+002, 7.306E+002, 7.750E+002, 0.000E+000, 1.902E-002, 1.036E+002
 1.200E+002, 6.974E+002, 7.761E+002, 0.000E+000, 1.902E-002, 1.036E+002
 1.220E+002, 6.760E+002, 7.801E+002, 0.000E+000, 1.902E-002, 1.056E+002
 1.240E+002, 6.359E+002, 7.802E+002, 0.000E+000, 1.902E-002, 1.039E+002
 1.260E+002, 6.334E+002, 7.807E+002, 0.000E+000, 1.902E-002, 1.035E+002
 1.280E+002, 6.351E+002, 7.860E+002, 0.000E+000, 1.902E-002, 1.058E+002
 1.300E+002, 6.485E+002, 7.855E+002, 0.000E+000, 1.902E-002, 1.036E+002
 1.320E+002, 6.327E+002, 7.884E+002, 0.000E+000, 1.902E-002, 1.045E+002
 1.340E+002, 6.153E+002, 7.902E+002, 0.000E+000, 1.902E-002, 1.048E+002
 1.360E+002, 5.883E+002, 7.941E+002, 0.000E+000, 1.902E-002, 1.062E+002
 1.380E+002, 5.596E+002, 7.921E+002, 0.000E+000, 1.902E-002, 1.043E+002
 1.400E+002, 5.495E+002, 7.964E+002, 0.000E+000, 1.902E-002, 1.063E+002
 1.420E+002, 5.499E+002, 7.988E+002, 0.000E+000, 1.902E-002, 1.067E+002
 1.440E+002, 5.482E+002, 8.023E+002, 0.000E+000, 1.902E-002, 1.072E+002
 1.460E+002, 5.331E+002, 8.021E+002, 0.000E+000, 1.902E-002, 1.057E+002
 1.480E+002, 5.256E+002, 8.010E+002, 0.000E+000, 1.902E-002, 1.053E+002
