s,kW,C,kg/s,m,kW/m2
 1.500E+002, 5.089E+002, 8.015E+002, 0.000E+000, 1.902E-002, 1.053E+002
 1.520E+002, 4.847E+002, 8.041E+002, 0.000E+000, 1.902E-002, 1.059E+002
 1.540E+002, 4.690E+002, 8.023E+002, 0.000E+000, 1.902E-002, 1.048E+002
 1.560E+002, 4.699E+002, 8.096E+002, 0.000E+000, 1.902E-002, 1.087E+002
 1.580E+002, 4.533E+002, 8.062E+002, 0.000E+000, 1.903E-002, 1.044E+002
 1.600E+002, 4.473E+002, 8.071E+002, 0.000E+000, 1.903E-002, 1.058E+002
 1.620E+002, 4.315E+002, 8.118E+002, 0.000E+000, 1.903E-002, 1.077E+002
 1.640E+002, 4.149E+002, 8.166E+002, 0.000E+000, 1.903E-002, 1.095E+002
 1.660E+002, 3.930E+002, 8.178E+002, 0.000E+000, 1.903E-002, 1.078E+002
 1.680E+002, 3.843E+002, 8.126E+002, 0.000E+000, 1.903E-002, 1.058E+002
 1.700E+002, 3.711E+002, 8.100E+002, 0.000E+000, 1.903E-002, 1.049E+002
 1.720E+002, 3.451E+002, 8.121E+002, 0.000E+000, 1.903E-002, 1.054E+002
 1.740E+002, 3.164E+002, 8.129E+002, 0.000E+000, 1.903E-002, 1.054E+002
 1.760E+002, 2.875E+002, 8.113E+002, 0.000E+000, 1.903E-002, 1.039E+002
 1.780E+002, 2.462E+002, 8.141E+002, 0.000E+000, 1.903E-002, 1.066E+002
 1.800E+002, 2.000E+002, 8.211E+002, 0.000E+000, 1.903E-002, 1.086E+002
 1.820E+002, 1.606E+002, 8.206E+002, 0.000E+000, 1.903E-002, 1.079E+002
 1.840E+002, 1.319E+002, 8.188E+002, 0.000E+000, 1.903E-002, 1.066E+002
 1.860E+002, 1.167E+002, 8.006E+002, 0.000E+000, 1.904E-002, 9.816E+001
 1.880E+002, 1.085E+002, 7.871E+002, 0.000E+000, 1.904E-002, 9.505E+001
 1.900E+002, 1.012E+002, 7.791E+002, 0.000E+000, 1.904E-002, 9.162E+001
 1.920E+002, 9.404E+001, 7.691E+002, 0.000E+000, 1.904E-002, 8.743E+001
 1.940E+002, 8.843E+001, 7.638E+002, 0.000E+000, 1.904E-002, 8.689E+001
 1.960E+002, 8.277E+001, 7.593E+002, 0.000E+000, 1.904E-002, 8.472E+001
 1.980E+002, 7.634E+001, 7.615E+002, 0.000E+000, 1.904E-002, 8.654E+001
 2.000E+002, 6.885E+001, 7.619E+002, 0.000E+000, 1.904E-002, 8.586E+001
 2.020E+002, 6.026E+001, 7.567E+002, 0.000E+000, 1.904E-002, 8.338E+001
 2.040E+002, 5.076E+001, 7.507E+002, 0.000E+000, 1.904E-002, 8.133E+001
 2.060E+002, 3.962E+001, 7.453E+002, 0.000E+000, 1.904E-002, 7.976E+001
 2.080E+002, 2.781E+001, 7.328E+002, 0.000E+000, 1.904E-002, 7.526E+001
 2.100E+002, 1.872E+001, 7.174E+002, 0.000E+000, 1.904E-002, 7.253E+001
 2.120E+002, 1.304E+001, 7.139E+002, 0.000E+000, 1.904E-002, 7.231E+001
 2.140E+002, 8.977E+000, 7.160E+002, 0.000E+000, 1.904E-002, 7.268E+001
 2.160E+002, 6.507E+000, 7.111E+002, 0.000E+000, 1.904E-002, 7.206E+001
 2.180E+002, 5.305E+000, 7.177E+002, 0.000E+000, 1.904E-002, 7.314E+001
 2.200E+002, 4.300E+000, 7.161E+002, 0.000E+000, 1.904E-002, 7.288E+001
 2.220E+002, 3.149E+000, 7.177E+002, 0.000E+000, 1.904E-002, 7.311E+001
 2.240E+002, 1.783E+000, 7.184E+002, 0.000E+000, 1.904E-002, 7.315E+001
 2.260E+002, 5.988E-001, 7.194E+002, 0.000E+000, 1.904E-002, 7.336E+001
 2.280E+002, 8.508E-002, 7.195E+002, 0.000E+000, 1.904E-002, 7.344E+001
 2.300E+002, 4.082E-003, 7.225E+002, 0.000E+000, 1.904E-002, 7.392E+001
 2.320E+002, 6.255E-005, 7.219E+002, 0.000E+000, 1.904E-002, 7.366E+001
 2.340E+002, 2.616E-007, 7.225E+002, 0.000E+000, 1.904E-002, 7.401E+001
 2.360E+002, 0.000E+000, 7.223E+002, 0.000E+000, 1.904E-002, 7.374E+001
 2.380E+002, 0.000E+000, 7.214E+002, 0.000E+000, 1.904E-002, 7.354E+001
 2.400E+002, 0.000E+000, 7.207E+002, 0.000E+000, 1.904E-002, 7.355E+001
 2.420E+002, 0.000E+000, 7.216E+002, 0.000E+000, 1.904E-002, 7.378E+001
 2.440E+002, 0.000E+000, 7.201E+002, 0.000E+000, 1.904E-002, 7.350E+001
 2.460E+002, 0.000E+000, 7.219E+002, 0.000E+000, 1.904E-002, 7.376E+001
 2.480E+002, 0.000E+000, 7.191E+002, 0.000E+000, 1.904E-002, 7.325E+001
 2.500E+002, 0.000E+000, 7.212E+002, 0.000E+000, 1.904E-002, 7.367E+001
 2.520E+002, 0.000E+000, 7.234E+002, 0.000E+000, 1.904E-002, 7.411E+001
 2.540E+002, 0.000E+000, 7.209E+002, 0.000E+000, 1.904E-002, 7.342E+001
 2.560E+002, 0.000E+000, 7.202E+002, 0.000E+000, 1.904E-002, 7.345E+001
 2.580E+002, 0.000E+000, 7.205E+002, 0.000E+000, 1.904E-002, 7.349E+001
 2.600E+002, 0.000E+000, 7.194E+002, 0.000E+000, 1.904E-002, 7.336E+001
 2.620E+002, 0.000E+000, 7.227E+002, 0.000E+000, 1.904E-002, 7.398E+001
 2.640E+002, 0.000E+000, 7.209E+002, 0.000E+000, 1.904E-002, 7.356E+001
 2.660E+002, 0.000E+000, 7.201E+002, 0.000E+000, 1.904E-002, 7.343E+001
 2.680E+002, 0.000E+000, 7.195E+002, 0.000E+000, 1.904E-002, 7.342E+001
 2.700E+002, 0.000E+000, 7.217E+002, 0.000E+000, 1.904E-002, 7.383E+001
 2.720E+002, 0.000E+000, 7.205E+002, 0.000E+000, 1.904E-002, 7.349E+001
 2.740E+002, 0.000E+000, 7.234E+002, 0.000E+000, 1.904E-002, 7.414E+001
 2.760E+002, 0.000E+000, 7.236E+002, 0.000E+000, 1.904E-002, 7.417E+001
 2.780E+002, 0.000E+000, 7.227E+002, 0.000E+000, 1.904E-002, 7.404E+001
 2.800E+002, 0.000E+000, 7.204E+002, 0.000E+000, 1.904E-002, 7.331E+001
 2.820E+002, 0.000E+000, 7.228E+002, 0.000E+000, 1.904E-002, 7.420E+001
 2.840E+002, 0.000E+000, 7.233E+002, 0.000E+000, 1.904E-002, 7.395E+001
 2.860E+002, 0.000E+000, 7.251E+002, 0.000E+000, 1.904E-002, 7.447E+001
 2.880E+002, 0.000E+000, 7.230E+002, 0.000E+000, 1.904E-002, 7.389E+001
 2.900E+002, 0.000E+000, 7.220E+002, 0.000E+000, 1.904E-002, 7.368E+001
 2.920E+002, 0.000E+000, 7.207E+002, 0.000E+000, 1.904E-002, 7.347E+001
 2.940E+002, 0.000E+000, 7.196E+002, 0.000E+000, 1.904E-002, 7.343E+001
 2.960E+002, 0.000E+000, 7.240E+002, 0.000E+000, 1.904E-002, 7.431E+001
 2.980E+002, 0.000E+000, 7.211E+002, 0.000E+000, 1.904E-002, 7.349E+001
 3.000E+002, 0.000E+000, 7.220E+002, 0.000E+000, 1.904E-002, 7.387E+001
