s,kW,C,kg/m2/s,m,kW/m2
Time,"HRR","temp","MLR","thick","flux"
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 1.800E-002,-4.653E-011
 2.012E+000, 0.000E+000, 6.038E+001, 2.531E-026, 1.800E-002, 7.505E+001
 4.013E+000, 0.000E+000, 1.199E+002, 5.600E-021, 1.800E-002, 7.533E+001
 6.007E+000, 0.000E+000, 1.644E+002, 1.490E-017, 1.800E-002, 7.551E+001
 8.008E+000, 0.000E+000, 2.010E+002, 4.341E-015, 1.800E-002, 7.556E+001
 1.000E+001, 2.119E-011, 2.327E+002, 3.470E-013, 1.800E-002, 7.579E+001
 1.200E+001, 1.393E-007, 2.609E+002, 1.172E-011, 1.800E-002, 7.597E+001
 1.400E+001, 2.956E-006, 2.857E+002, 2.039E-010, 1.800E-002, 7.598E+001
 1.600E+001, 3.293E-005, 3.080E+002, 2.219E-009, 1.800E-002, 7.603E+001
 1.801E+001, 2.559E-004, 3.291E+002, 1.790E-008, 1.800E-002, 7.631E+001
 2.000E+001, 1.513E-003, 3.483E+002, 1.082E-007, 1.800E-002, 7.636E+001
 2.201E+001, 7.247E-003, 3.658E+002, 5.175E-007, 1.800E-002, 7.634E+001
 2.400E+001, 2.909E-002, 3.829E+002, 2.151E-006, 1.800E-002, 7.680E+001
 2.601E+001, 1.015E-001, 3.987E+002, 7.736E-006, 1.800E-002, 7.680E+001
 2.801E+001, 3.157E-001, 4.137E+002, 2.457E-005, 1.800E-002, 7.702E+001
 3.000E+001, 8.932E-001, 4.285E+002, 7.272E-005, 1.800E-002, 7.787E+001
 3.200E+001, 2.362E+000, 4.436E+002, 2.104E-004, 1.800E-002, 7.956E+001
 3.400E+001, 6.026E+000, 4.603E+002, 6.422E-004, 1.800E-002, 8.366E+001
 3.600E+001, 1.578E+001, 4.832E+002, 2.641E-003, 1.800E-002, 9.489E+001
 3.800E+001, 4.802E+001, 5.122E+002, 1.237E-002, 1.800E-002, 1.065E+002
 4.000E+001, 1.386E+002, 5.237E+002, 2.151E-002, 1.800E-002, 1.034E+002
 4.200E+001, 3.024E+002, 5.287E+002, 2.475E-002, 1.800E-002, 1.020E+002
 4.400E+001, 4.723E+002, 5.337E+002, 2.653E-002, 1.800E-002, 1.032E+002
 4.600E+001, 5.716E+002, 5.394E+002, 2.768E-002, 1.800E-002, 1.041E+002
 4.800E+001, 6.195E+002, 5.465E+002, 2.806E-002, 1.800E-002, 1.054E+002
 5.000E+001, 6.238E+002, 5.561E+002, 2.759E-002, 1.800E-002, 1.060E+002
 5.200E+001, 6.145E+002, 5.677E+002, 2.604E-002, 1.800E-002, 1.057E+002
 5.400E+001, 5.961E+002, 5.795E+002, 2.700E-002, 1.800E-002, 1.068E+002
 5.600E+001, 6.202E+002, 5.877E+002, 3.011E-002, 1.800E-002, 1.097E+002
 5.800E+001, 6.259E+002, 5.895E+002, 2.989E-002, 1.800E-002, 1.056E+002
 6.000E+001, 6.293E+002, 5.949E+002, 2.920E-002, 1.800E-002, 1.053E+002
 6.200E+001, 6.323E+002, 6.037E+002, 2.862E-002, 1.800E-002, 1.061E+002
 6.400E+001, 6.204E+002, 6.130E+002, 2.915E-002, 1.800E-002, 1.047E+002
 6.600E+001, 6.662E+002, 6.197E+002, 3.099E-002, 1.800E-002, 1.063E+002
 6.800E+001, 6.878E+002, 6.244E+002, 3.246E-002, 1.800E-002, 1.068E+002
 7.000E+001, 6.837E+002, 6.274E+002, 3.237E-002, 1.800E-002, 1.046E+002
 7.200E+001, 6.882E+002, 6.356E+002, 3.237E-002, 1.800E-002, 1.069E+002
 7.400E+001, 6.939E+002, 6.428E+002, 3.233E-002, 1.800E-002, 1.060E+002
 7.600E+001, 7.232E+002, 6.485E+002, 3.347E-002, 1.800E-002, 1.062E+002
 7.800E+001, 7.423E+002, 6.540E+002, 3.488E-002, 1.800E-002, 1.069E+002
