s,C,kg/m2/s,m
Time,"temp","MLR","thick"
 0.0000000E+000, 2.0000000E+001, 0.0000000E+000, 3.1534300E-002
 5.1000000E+000, 6.3171418E+001, 0.0000000E+000, 3.1534300E-002
 1.0100000E+001, 1.2561314E+002, 0.0000000E+000, 3.1534300E-002
 1.5100000E+001, 1.6283313E+002, 7.8784878E-020, 3.1534300E-002
 2.0000000E+001, 1.9333900E+002, 5.5868251E-017, 3.1534300E-002
 2.5000000E+001, 2.2470040E+002, 1.1883344E-014, 3.1534300E-002
 3.0000000E+001, 2.5280325E+002, 8.9080738E-013, 3.1534300E-002
 3.5000000E+001, 2.7779436E+002, 2.9895492E-011, 3.1534300E-002
 4.0000000E+001, 3.0019052E+002, 5.4788863E-010, 3.1534300E-002
 4.5000000E+001, 3.2045283E+002, 6.4491833E-009, 3.1534300E-002
 5.0000000E+001, 3.3877078E+002, 5.3369757E-008, 3.1534300E-002
 5.5000000E+001, 3.5540068E+002, 3.2920675E-007, 3.1534299E-002
 6.0000000E+001, 3.7063554E+002, 1.6157780E-006, 3.1534294E-002
 6.5000000E+001, 3.8457496E+002, 6.5494883E-006, 3.1534274E-002
 7.0000000E+001, 3.9736855E+002, 2.2555298E-005, 3.1534202E-002
 7.5000000E+001, 4.0911484E+002, 6.7678739E-005, 3.1533971E-002
 8.0100000E+001, 4.1988897E+002, 1.8033581E-004, 3.1533319E-002
 8.5100000E+001, 4.2947871E+002, 4.2111853E-004, 3.1531715E-002
 9.0100000E+001, 4.3757940E+002, 8.5217681E-004, 3.1528292E-002
 9.5100000E+001, 4.4409113E+002, 1.4945632E-003, 3.1521899E-002
 1.0010000E+002, 4.4900417E+002, 2.2855330E-003, 3.1511514E-002
 1.0510000E+002, 4.5256040E+002, 3.1180255E-003, 3.1496620E-002
 1.1010000E+002, 4.5512409E+002, 3.9119803E-003, 3.1477235E-002
 1.1510000E+002, 4.5702038E+002, 4.6360075E-003, 3.1453678E-002
 1.2010000E+002, 4.5847678E+002, 5.2885483E-003, 3.1426346E-002
 1.2510000E+002, 4.5901415E+002, 5.7577167E-003, 3.1395770E-002
 1.3010000E+002, 4.5951420E+002, 6.2557207E-003, 3.1362943E-002
 1.3510000E+002, 4.6052232E+002, 6.8222372E-003, 3.1326939E-002
 1.4010000E+002, 4.6134979E+002, 7.3278614E-003, 3.1288021E-002
 1.4510000E+002, 4.6207832E+002, 7.8119005E-003, 3.1246397E-002
 1.5010000E+002, 4.6273776E+002, 8.2891713E-003, 3.1202135E-002
 1.5510000E+002, 4.6333995E+002, 8.7641772E-003, 3.1155259E-002
 1.6010000E+002, 4.6386619E+002, 9.2373857E-003, 3.1105777E-002
 1.6510000E+002, 4.6309881E+002, 9.5412567E-003, 3.1054165E-002
 1.7010000E+002, 4.6371548E+002, 1.0062327E-002, 3.1000313E-002
 1.7510000E+002, 4.6430025E+002, 1.0580004E-002, 3.0943563E-002
 1.8010000E+002, 4.6481996E+002, 1.1074687E-002, 3.0884036E-002
 1.8510000E+002, 4.6528569E+002, 1.1554022E-002, 3.0821837E-002
 1.9010000E+002, 4.6494968E+002, 1.1907598E-002, 3.0757240E-002
 1.9510000E+002, 4.6503490E+002, 1.2352689E-002, 3.0690720E-002
 2.0010000E+002, 4.6552856E+002, 1.2871995E-002, 3.0621374E-002
 2.0510000E+002, 4.6596345E+002, 1.3358665E-002, 3.0549274E-002
 2.1010000E+002, 4.6612682E+002, 1.3791670E-002, 3.0474578E-002
 2.1510000E+002, 4.6568658E+002, 1.4123848E-002, 3.0397981E-002
 2.2010000E+002, 4.6613513E+002, 1.4649902E-002, 3.0318887E-002
 2.2510000E+002, 4.6653326E+002, 1.5135289E-002, 3.0237018E-002
 2.3010000E+002, 4.6654228E+002, 1.5533886E-002, 3.0152619E-002
 2.3510000E+002, 4.6628459E+002, 1.5906866E-002, 3.0066375E-002
 2.4010000E+002, 4.6668692E+002, 1.6416373E-002, 2.9977521E-002
 2.4510000E+002, 4.6703906E+002, 1.6879423E-002, 2.9886008E-002
 2.5010000E+002, 4.6658523E+002, 1.7182398E-002, 2.9792366E-002
 2.5510000E+002, 4.6682689E+002, 1.7654965E-002, 2.9696697E-002
 2.6010000E+002, 4.6717411E+002, 1.8104735E-002, 2.9598405E-002
 2.6510000E+002, 4.6693604E+002, 1.8408828E-002, 2.9497962E-002
 2.7010000E+002, 4.6696715E+002, 1.8796135E-002, 2.9395851E-002
 2.7510000E+002, 4.6730255E+002, 1.9192639E-002, 2.9291428E-002
 2.8010000E+002, 4.6709262E+002, 1.9431464E-002, 2.9185186E-002
 2.8510000E+002, 4.6710566E+002, 1.9735635E-002, 2.9077681E-002
 2.9010000E+002, 4.6742551E+002, 2.0038083E-002, 2.8968357E-002
 2.9510000E+002, 4.6712738E+002, 2.0168508E-002, 2.8857805E-002
 3.0010000E+002, 4.6724149E+002, 2.0402655E-002, 2.8746411E-002
 3.0500000E+002, 4.6754387E+002, 2.0605276E-002, 2.8634836E-002
 3.1000000E+002, 4.6711334E+002, 2.0637372E-002, 2.8522654E-002
 3.1500000E+002, 4.6737152E+002, 2.0830340E-002, 2.8408731E-002
 3.2000000E+002, 4.6753437E+002, 2.0940320E-002, 2.8293885E-002
 3.2500000E+002, 4.6719710E+002, 2.0963275E-002, 2.8178867E-002
 3.3000000E+002, 4.6752375E+002, 2.1120607E-002, 2.8063202E-002
 3.3500000E+002, 4.6745811E+002, 2.1146375E-002, 2.7946971E-002
 3.4000000E+002, 4.6738117E+002, 2.1219643E-002, 2.7830707E-002
 3.4500000E+002, 4.6770902E+002, 2.1328709E-002, 2.7713772E-002
 3.5000000E+002, 4.6743307E+002, 2.1300971E-002, 2.7596617E-002
 3.5500000E+002, 4.6761419E+002, 2.1405423E-002, 2.7479339E-002
 3.6000000E+002, 4.6786938E+002, 2.1452092E-002, 2.7361535E-002
 3.6500000E+002, 4.6755923E+002, 2.1422320E-002, 2.7243834E-002
 3.7000000E+002, 4.6795124E+002, 2.1505484E-002, 2.7125841E-002
 3.7500000E+002, 4.6800199E+002, 2.1472200E-002, 2.7007698E-002
 3.8000000E+002, 4.6803545E+002, 2.1481881E-002, 2.6889775E-002
 3.8500000E+002, 4.6850635E+002, 2.1479638E-002, 2.6771712E-002
 3.9000000E+002, 4.6845906E+002, 2.1390777E-002, 2.6653923E-002
 3.9500000E+002, 4.6892809E+002, 2.1356001E-002, 2.6536493E-002
 4.0000000E+002, 4.6955447E+002, 2.1263020E-002, 2.6419378E-002
 4.0500000E+002, 4.6986584E+002, 2.1089036E-002, 2.6303059E-002
 4.1000000E+002, 4.7096762E+002, 2.0954704E-002, 2.6187525E-002
 4.1500000E+002, 4.7223658E+002, 2.0699146E-002, 2.6072982E-002
 4.2000000E+002, 4.7400149E+002, 2.0411796E-002, 2.5960151E-002
 4.2500000E+002, 4.7664764E+002, 2.0128632E-002, 2.5848746E-002
 4.3000000E+002, 4.8111664E+002, 1.9530648E-002, 2.5739591E-002
 4.3500000E+002, 4.8731464E+002, 1.9069007E-002, 2.5633730E-002
 4.4000000E+002, 4.9732180E+002, 1.8306232E-002, 2.5530794E-002
 4.4500000E+002, 5.1530630E+002, 8.5063492E-003, 2.5446027E-002
 4.5000000E+002, 5.1346879E+002, 0.0000000E+000, 2.5434300E-002
 4.5500000E+002, 5.1126357E+002, 0.0000000E+000, 2.5434300E-002
 4.6000000E+002, 5.1081893E+002, 0.0000000E+000, 2.5434300E-002
 4.6500000E+002, 5.1110198E+002, 0.0000000E+000, 2.5434300E-002
 4.7000000E+002, 5.1172583E+002, 0.0000000E+000, 2.5434300E-002
 4.7500000E+002, 5.1251587E+002, 0.0000000E+000, 2.5434300E-002
 4.8000000E+002, 5.1338295E+002, 0.0000000E+000, 2.5434300E-002
 4.8500000E+002, 5.1427861E+002, 0.0000000E+000, 2.5434300E-002
 4.9000000E+002, 5.1517543E+002, 0.0000000E+000, 2.5434300E-002
 4.9500000E+002, 5.1605754E+002, 0.0000000E+000, 2.5434300E-002
 5.0000000E+002, 5.1691573E+002, 0.0000000E+000, 2.5434300E-002
 5.0500000E+002, 5.1774473E+002, 0.0000000E+000, 2.5434300E-002
 5.1000000E+002, 5.1854172E+002, 0.0000000E+000, 2.5434300E-002
 5.1500000E+002, 5.1930541E+002, 0.0000000E+000, 2.5434300E-002
 5.2000000E+002, 5.2003546E+002, 0.0000000E+000, 2.5434300E-002
 5.2500000E+002, 5.2073217E+002, 0.0000000E+000, 2.5434300E-002
 5.3000000E+002, 5.2139621E+002, 0.0000000E+000, 2.5434300E-002
 5.3500000E+002, 5.2202847E+002, 0.0000000E+000, 2.5434300E-002
 5.4000000E+002, 5.2263002E+002, 0.0000000E+000, 2.5434300E-002
 5.4500000E+002, 5.2320197E+002, 0.0000000E+000, 2.5434300E-002
 5.5000000E+002, 5.2374550E+002, 0.0000000E+000, 2.5434300E-002
 5.5500000E+002, 5.2426179E+002, 0.0000000E+000, 2.5434300E-002
 5.6000000E+002, 5.2475200E+002, 0.0000000E+000, 2.5434300E-002
 5.6500000E+002, 5.2521728E+002, 0.0000000E+000, 2.5434300E-002
 5.7000000E+002, 5.2565876E+002, 0.0000000E+000, 2.5434300E-002
 5.7500000E+002, 5.2607753E+002, 0.0000000E+000, 2.5434300E-002
 5.8000000E+002, 5.2647466E+002, 0.0000000E+000, 2.5434300E-002
 5.8500000E+002, 5.2685118E+002, 0.0000000E+000, 2.5434300E-002
 5.9000000E+002, 5.2720803E+002, 0.0000000E+000, 2.5434300E-002
 5.9500000E+002, 5.2754619E+002, 0.0000000E+000, 2.5434300E-002
 6.0000000E+002, 5.2786657E+002, 0.0000000E+000, 2.5434300E-002
 6.0500000E+002, 5.2817005E+002, 0.0000000E+000, 2.5434300E-002
 6.1000000E+002, 5.2845746E+002, 0.0000000E+000, 2.5434300E-002
 6.1500000E+002, 5.2872961E+002, 0.0000000E+000, 2.5434300E-002
 6.2000000E+002, 5.2898727E+002, 0.0000000E+000, 2.5434300E-002
 6.2500000E+002, 5.2923117E+002, 0.0000000E+000, 2.5434300E-002
 6.3000000E+002, 5.2946200E+002, 0.0000000E+000, 2.5434300E-002
 6.3500000E+002, 5.2968044E+002, 0.0000000E+000, 2.5434300E-002
 6.4000000E+002, 5.2988713E+002, 0.0000000E+000, 2.5434300E-002
 6.4500000E+002, 5.3008267E+002, 0.0000000E+000, 2.5434300E-002
 6.5000000E+002, 5.3026765E+002, 0.0000000E+000, 2.5434300E-002
 6.5500000E+002, 5.3044260E+002, 0.0000000E+000, 2.5434300E-002
 6.6000000E+002, 5.3060807E+002, 0.0000000E+000, 2.5434300E-002
 6.6500000E+002, 5.3076454E+002, 0.0000000E+000, 2.5434300E-002
 6.7000000E+002, 5.3091250E+002, 0.0000000E+000, 2.5434300E-002
 6.7500000E+002, 5.3105240E+002, 0.0000000E+000, 2.5434300E-002
 6.8000000E+002, 5.3118466E+002, 0.0000000E+000, 2.5434300E-002
 6.8500000E+002, 5.3130970E+002, 0.0000000E+000, 2.5434300E-002
 6.9000000E+002, 5.3142789E+002, 0.0000000E+000, 2.5434300E-002
 6.9500000E+002, 5.3153960E+002, 0.0000000E+000, 2.5434300E-002
 7.0000000E+002, 5.3164518E+002, 0.0000000E+000, 2.5434300E-002
