s,kW
Time,"HRR"
 0.000E+000, 0.000E+000
 2.000E+000, 0.000E+000
 4.001E+000, 0.000E+000
 6.004E+000, 0.000E+000
 8.002E+000, 0.000E+000
 1.001E+001, 0.000E+000
 1.201E+001, 0.000E+000
 1.401E+001, 0.000E+000
 1.601E+001, 0.000E+000
 1.801E+001, 0.000E+000
 2.000E+001, 0.000E+000
 2.201E+001, 0.000E+000
 2.401E+001, 0.000E+000
 2.600E+001, 0.000E+000
 2.800E+001, 0.000E+000
 3.001E+001, 0.000E+000
 3.200E+001, 0.000E+000
 3.400E+001, 0.000E+000
 3.600E+001, 0.000E+000
 3.801E+001, 0.000E+000
 4.000E+001, 0.000E+000
 4.200E+001, 1.222E-010
 4.401E+001, 6.303E-009
 4.600E+001, 5.498E-008
 4.801E+001, 2.491E-007
 5.001E+001, 8.282E-007
 5.201E+001, 2.364E-006
 5.401E+001, 6.231E-006
 5.601E+001, 1.553E-005
 5.800E+001, 3.700E-005
 6.000E+001, 8.468E-005
 6.200E+001, 1.866E-004
 6.401E+001, 3.969E-004
 6.600E+001, 8.215E-004
 6.800E+001, 1.653E-003
 7.000E+001, 3.230E-003
 7.201E+001, 6.174E-003
 7.400E+001, 1.160E-002
 7.601E+001, 2.126E-002
 7.801E+001, 3.806E-002
 8.001E+001, 6.674E-002
 8.200E+001, 1.153E-001
 8.400E+001, 1.963E-001
 8.600E+001, 3.285E-001
 8.801E+001, 5.423E-001
 9.001E+001, 8.905E-001
 9.201E+001, 1.456E+000
 9.400E+001, 2.388E+000
 9.601E+001, 3.984E+000
 9.800E+001, 6.885E+000
 1.000E+002, 1.299E+001
 1.020E+002, 2.836E+001
 1.040E+002, 6.137E+001
 1.060E+002, 1.109E+002
 1.080E+002, 1.708E+002
 1.100E+002, 2.338E+002
 1.120E+002, 2.868E+002
 1.140E+002, 3.088E+002
 1.160E+002, 3.146E+002
 1.180E+002, 3.091E+002
 1.200E+002, 3.113E+002
 1.220E+002, 3.085E+002
 1.240E+002, 2.902E+002
 1.260E+002, 2.831E+002
 1.280E+002, 2.972E+002
 1.300E+002, 2.987E+002
 1.320E+002, 2.916E+002
 1.340E+002, 2.920E+002
 1.360E+002, 3.031E+002
 1.380E+002, 3.121E+002
 1.400E+002, 3.062E+002
 1.420E+002, 3.104E+002
 1.440E+002, 3.244E+002
 1.460E+002, 3.251E+002
 1.480E+002, 3.207E+002
 1.500E+002, 3.363E+002
 1.520E+002, 3.516E+002
 1.540E+002, 3.549E+002
 1.560E+002, 3.563E+002
 1.580E+002, 3.579E+002
 1.600E+002, 3.550E+002
 1.620E+002, 3.698E+002
 1.640E+002, 3.736E+002
 1.660E+002, 3.736E+002
 1.680E+002, 3.719E+002
 1.700E+002, 3.807E+002
 1.720E+002, 3.809E+002
 1.740E+002, 3.714E+002
 1.760E+002, 3.810E+002
 1.780E+002, 3.753E+002
 1.800E+002, 3.707E+002
 1.820E+002, 3.775E+002
 1.840E+002, 3.756E+002
 1.860E+002, 3.672E+002
 1.880E+002, 3.600E+002
 1.900E+002, 3.443E+002
 1.920E+002, 3.005E+002
 1.940E+002, 2.819E+002
 1.960E+002, 2.774E+002
 1.980E+002, 2.751E+002
 2.000E+002, 2.686E+002
 2.020E+002, 2.663E+002
 2.040E+002, 2.632E+002
 2.060E+002, 2.510E+002
 2.080E+002, 2.361E+002
 2.100E+002, 2.244E+002
 2.120E+002, 2.130E+002
 2.140E+002, 2.057E+002
 2.160E+002, 1.998E+002
 2.180E+002, 1.900E+002
 2.200E+002, 1.789E+002
 2.220E+002, 1.749E+002
 2.240E+002, 1.708E+002
 2.260E+002, 1.650E+002
 2.280E+002, 1.609E+002
 2.300E+002, 1.545E+002
 2.320E+002, 1.499E+002
 2.340E+002, 1.429E+002
 2.360E+002, 1.369E+002
 2.380E+002, 1.323E+002
 2.400E+002, 1.275E+002
 2.420E+002, 1.239E+002
 2.440E+002, 1.188E+002
 2.460E+002, 1.135E+002
 2.480E+002, 1.077E+002
 2.500E+002, 1.005E+002
 2.520E+002, 9.166E+001
 2.540E+002, 8.454E+001
 2.560E+002, 7.827E+001
 2.580E+002, 7.398E+001
 2.600E+002, 6.884E+001
 2.620E+002, 6.455E+001
 2.640E+002, 6.116E+001
 2.660E+002, 5.810E+001
 2.680E+002, 5.441E+001
 2.700E+002, 5.123E+001
 2.720E+002, 4.912E+001
 2.740E+002, 4.768E+001
 2.760E+002, 4.642E+001
 2.780E+002, 4.499E+001
 2.800E+002, 4.348E+001
 2.820E+002, 4.210E+001
 2.840E+002, 4.047E+001
 2.860E+002, 3.866E+001
 2.880E+002, 3.708E+001
 2.900E+002, 3.593E+001
 2.920E+002, 3.508E+001
 2.940E+002, 3.423E+001
 2.960E+002, 3.340E+001
 2.980E+002, 3.269E+001
 3.000E+002, 3.196E+001
 3.020E+002, 3.127E+001
 3.040E+002, 3.059E+001
 3.060E+002, 2.992E+001
 3.080E+002, 2.933E+001
 3.100E+002, 2.868E+001
 3.120E+002, 2.804E+001
 3.140E+002, 2.750E+001
 3.160E+002, 2.692E+001
 3.180E+002, 2.641E+001
 3.200E+002, 2.593E+001
 3.220E+002, 2.543E+001
 3.240E+002, 2.493E+001
 3.260E+002, 2.445E+001
 3.280E+002, 2.400E+001
 3.300E+002, 2.360E+001
 3.320E+002, 2.315E+001
 3.340E+002, 2.276E+001
 3.360E+002, 2.234E+001
 3.380E+002, 2.198E+001
 3.400E+002, 2.160E+001
 3.420E+002, 2.125E+001
 3.440E+002, 2.092E+001
 3.460E+002, 2.060E+001
 3.480E+002, 2.027E+001
 3.500E+002, 1.997E+001
 3.520E+002, 1.967E+001
 3.540E+002, 1.939E+001
 3.560E+002, 1.911E+001
 3.580E+002, 1.882E+001
 3.600E+002, 1.857E+001
 3.620E+002, 1.832E+001
 3.640E+002, 1.812E+001
 3.660E+002, 1.789E+001
 3.680E+002, 1.766E+001
 3.700E+002, 1.744E+001
 3.720E+002, 1.722E+001
 3.740E+002, 1.697E+001
 3.760E+002, 1.676E+001
 3.780E+002, 1.661E+001
 3.800E+002, 1.640E+001
 3.820E+002, 1.621E+001
 3.840E+002, 1.604E+001
 3.860E+002, 1.587E+001
 3.880E+002, 1.568E+001
 3.900E+002, 1.552E+001
 3.920E+002, 1.537E+001
 3.940E+002, 1.523E+001
 3.960E+002, 1.507E+001
 3.980E+002, 1.491E+001
 4.000E+002, 1.475E+001
 4.020E+002, 1.463E+001
 4.040E+002, 1.449E+001
 4.060E+002, 1.436E+001
 4.080E+002, 1.424E+001
 4.100E+002, 1.412E+001
 4.120E+002, 1.400E+001
 4.140E+002, 1.387E+001
 4.160E+002, 1.376E+001
 4.180E+002, 1.364E+001
 4.200E+002, 1.353E+001
 4.220E+002, 1.343E+001
 4.240E+002, 1.335E+001
 4.260E+002, 1.326E+001
 4.280E+002, 1.315E+001
 4.300E+002, 1.308E+001
 4.320E+002, 1.299E+001
 4.340E+002, 1.291E+001
 4.360E+002, 1.282E+001
 4.380E+002, 1.273E+001
 4.400E+002, 1.264E+001
 4.420E+002, 1.254E+001
 4.440E+002, 1.245E+001
 4.460E+002, 1.237E+001
 4.480E+002, 1.232E+001
 4.500E+002, 1.227E+001
 4.520E+002, 1.218E+001
 4.540E+002, 1.210E+001
 4.560E+002, 1.203E+001
 4.580E+002, 1.197E+001
 4.600E+002, 1.192E+001
 4.620E+002, 1.187E+001
 4.640E+002, 1.179E+001
 4.660E+002, 1.172E+001
 4.680E+002, 1.166E+001
 4.700E+002, 1.160E+001
 4.720E+002, 1.153E+001
 4.740E+002, 1.147E+001
 4.760E+002, 1.144E+001
 4.780E+002, 1.141E+001
 4.800E+002, 1.135E+001
 4.820E+002, 1.130E+001
 4.840E+002, 1.124E+001
 4.860E+002, 1.120E+001
 4.880E+002, 1.114E+001
 4.900E+002, 1.111E+001
 4.920E+002, 1.107E+001
 4.940E+002, 1.102E+001
 4.960E+002, 1.097E+001
 4.980E+002, 1.095E+001
 5.000E+002, 1.091E+001
 5.020E+002, 1.088E+001
 5.040E+002, 1.084E+001
 5.060E+002, 1.079E+001
 5.080E+002, 1.076E+001
 5.100E+002, 1.074E+001
 5.120E+002, 1.069E+001
 5.140E+002, 1.064E+001
 5.160E+002, 1.062E+001
 5.180E+002, 1.056E+001
 5.200E+002, 1.054E+001
 5.220E+002, 1.052E+001
 5.240E+002, 1.049E+001
 5.260E+002, 1.046E+001
 5.280E+002, 1.044E+001
 5.300E+002, 1.040E+001
 5.320E+002, 1.035E+001
 5.340E+002, 1.034E+001
 5.360E+002, 1.030E+001
 5.380E+002, 1.026E+001
 5.400E+002, 1.023E+001
 5.420E+002, 1.021E+001
 5.440E+002, 1.020E+001
 5.460E+002, 1.018E+001
 5.480E+002, 1.015E+001
 5.500E+002, 1.013E+001
 5.520E+002, 1.013E+001
 5.540E+002, 1.010E+001
 5.560E+002, 1.008E+001
 5.580E+002, 1.005E+001
 5.600E+002, 1.004E+001
 5.620E+002, 1.002E+001
 5.640E+002, 9.992E+000
 5.660E+002, 9.974E+000
 5.680E+002, 9.942E+000
 5.700E+002, 9.915E+000
 5.720E+002, 9.907E+000
 5.740E+002, 9.885E+000
 5.760E+002, 9.856E+000
 5.780E+002, 9.857E+000
 5.800E+002, 9.840E+000
 5.820E+002, 9.831E+000
 5.840E+002, 9.820E+000
 5.860E+002, 9.797E+000
 5.880E+002, 9.782E+000
 5.900E+002, 9.757E+000
 5.920E+002, 9.733E+000
 5.940E+002, 9.700E+000
 5.960E+002, 9.674E+000
 5.980E+002, 9.660E+000
 6.000E+002, 9.652E+000
