s,kW,C,kg/m2/s,m,kW/m2
Time,"HRR","temp","MLR","thick","flux"
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 2.390E-002,-4.653E-011
 2.012E+000, 0.000E+000, 6.706E+001, 2.525E-020, 2.390E-002, 7.506E+001
 4.011E+000, 0.000E+000, 1.358E+002, 2.619E-013, 2.390E-002, 7.538E+001
 6.002E+000, 7.521E-006, 1.866E+002, 5.743E-009, 2.390E-002, 7.561E+001
 8.007E+000, 8.851E-003, 2.278E+002, 6.576E-006, 2.390E-002, 7.565E+001
 1.000E+001, 1.770E+000, 2.634E+002, 1.384E-003, 2.390E-002, 7.663E+001
 1.200E+001, 5.749E+001, 2.967E+002, 5.417E-002, 2.390E-002, 9.643E+001
 1.400E+001, 1.453E+002, 3.213E+002, 7.280E-002, 2.390E-002, 9.869E+001
 1.600E+001, 1.374E+002, 3.699E+002, 8.597E-002, 2.390E-002, 9.835E+001
 1.800E+001, 1.174E+002, 4.153E+002, 4.324E-002, 2.390E-002, 1.010E+002
 2.000E+001, 1.002E+002, 4.542E+002, 6.768E-002, 2.390E-002, 1.045E+002
 2.200E+001, 1.167E+002, 4.847E+002, 3.790E-002, 2.390E-002, 1.027E+002
 2.400E+001, 1.292E+002, 5.077E+002, 6.880E-002, 2.390E-002, 1.052E+002
 2.600E+001, 1.292E+002, 5.191E+002, 1.996E-002, 2.390E-002, 1.050E+002
 2.800E+001, 1.807E+002, 5.299E+002, 4.317E-002, 2.390E-002, 1.065E+002
 3.000E+001, 1.884E+002, 5.367E+002, 5.359E-002, 2.390E-002, 1.061E+002
 3.200E+001, 2.062E+002, 5.398E+002, 2.981E-002, 2.390E-002, 1.036E+002
 3.400E+001, 2.413E+002, 5.493E+002, 2.229E-002, 2.390E-002, 1.053E+002
 3.600E+001, 2.464E+002, 5.604E+002, 3.989E-002, 2.390E-002, 1.066E+002
 3.800E+001, 2.354E+002, 5.715E+002, 4.598E-002, 2.390E-002, 1.081E+002
 4.000E+001, 2.392E+002, 5.789E+002, 3.157E-002, 2.390E-002, 1.059E+002
 4.200E+001, 2.494E+002, 5.896E+002, 2.017E-002, 2.390E-002, 1.086E+002
 4.400E+001, 2.493E+002, 5.922E+002, 3.580E-002, 2.390E-002, 1.047E+002
 4.600E+001, 2.398E+002, 5.988E+002, 4.201E-002, 2.390E-002, 1.066E+002
 4.800E+001, 2.206E+002, 6.026E+002, 3.623E-002, 2.390E-002, 1.056E+002
 5.000E+001, 2.195E+002, 6.116E+002, 1.766E-002, 2.390E-002, 1.074E+002
 5.200E+001, 2.294E+002, 6.255E+002, 2.915E-002, 2.390E-002, 1.117E+002
 5.400E+001, 2.291E+002, 6.293E+002, 3.854E-002, 2.390E-002, 1.084E+002
 5.600E+001, 2.219E+002, 6.314E+002, 3.910E-002, 2.390E-002, 1.071E+002
 5.800E+001, 2.018E+002, 6.359E+002, 2.521E-002, 2.390E-002, 1.086E+002
 6.000E+001, 2.032E+002, 6.393E+002, 2.059E-002, 2.390E-002, 1.076E+002
 6.200E+001, 2.103E+002, 6.451E+002, 3.128E-002, 2.390E-002, 1.088E+002
 6.400E+001, 2.099E+002, 6.499E+002, 3.612E-002, 2.390E-002, 1.079E+002
 6.600E+001, 2.073E+002, 6.528E+002, 3.426E-002, 2.390E-002, 1.073E+002
 6.800E+001, 1.943E+002, 6.584E+002, 2.106E-002, 2.390E-002, 1.088E+002
 7.000E+001, 1.954E+002, 6.616E+002, 2.126E-002, 2.390E-002, 1.074E+002
 7.200E+001, 1.972E+002, 6.666E+002, 3.006E-002, 2.390E-002, 1.089E+002
 7.400E+001, 1.993E+002, 6.703E+002, 3.380E-002, 2.390E-002, 1.097E+002
 7.600E+001, 1.924E+002, 6.738E+002, 3.248E-002, 2.390E-002, 1.087E+002
 7.800E+001, 1.881E+002, 6.823E+002, 2.247E-002, 2.390E-002, 1.131E+002
 8.000E+001, 1.863E+002, 6.841E+002, 1.940E-002, 2.390E-002, 1.110E+002
 8.200E+001, 1.850E+002, 6.831E+002, 2.725E-002, 2.390E-002, 1.079E+002
 8.400E+001, 1.847E+002, 6.879E+002, 3.120E-002, 2.390E-002, 1.100E+002
 8.600E+001, 1.837E+002, 6.881E+002, 3.124E-002, 2.390E-002, 1.078E+002
 8.800E+001, 1.804E+002, 6.896E+002, 2.540E-002, 2.390E-002, 1.092E+002
 9.000E+001, 1.797E+002, 6.997E+002, 1.722E-002, 2.390E-002, 1.132E+002
 9.200E+001, 1.781E+002, 7.055E+002, 2.309E-002, 2.390E-002, 1.146E+002
 9.400E+001, 1.751E+002, 7.073E+002, 2.838E-002, 2.390E-002, 1.123E+002
 9.600E+001, 1.708E+002, 7.107E+002, 3.023E-002, 2.390E-002, 1.137E+002
 9.800E+001, 1.671E+002, 7.157E+002, 2.875E-002, 2.390E-002, 1.143E+002
 1.000E+002, 1.670E+002, 7.111E+002, 2.144E-002, 2.390E-002, 1.109E+002
 1.020E+002, 1.702E+002, 7.152E+002, 1.789E-002, 2.390E-002, 1.125E+002
 1.040E+002, 1.711E+002, 7.137E+002, 2.381E-002, 2.390E-002, 1.094E+002
 1.060E+002, 1.677E+002, 7.125E+002, 2.710E-002, 2.390E-002, 1.091E+002
 1.080E+002, 1.630E+002, 7.164E+002, 2.785E-002, 2.390E-002, 1.103E+002
 1.100E+002, 1.587E+002, 7.190E+002, 2.581E-002, 2.390E-002, 1.113E+002
 1.120E+002, 1.568E+002, 7.231E+002, 1.976E-002, 2.390E-002, 1.116E+002
 1.140E+002, 1.586E+002, 7.234E+002, 1.722E-002, 2.390E-002, 1.109E+002
 1.160E+002, 1.638E+002, 7.241E+002, 2.212E-002, 2.390E-002, 1.112E+002
 1.180E+002, 1.624E+002, 7.287E+002, 2.532E-002, 2.390E-002, 1.117E+002
 1.200E+002, 1.584E+002, 7.303E+002, 2.646E-002, 2.390E-002, 1.117E+002
 1.220E+002, 1.519E+002, 7.335E+002, 2.530E-002, 2.390E-002, 1.140E+002
 1.240E+002, 1.488E+002, 7.350E+002, 2.103E-002, 2.390E-002, 1.113E+002
 1.260E+002, 1.497E+002, 7.328E+002, 1.669E-002, 2.390E-002, 1.106E+002
 1.280E+002, 1.513E+002, 7.354E+002, 2.006E-002, 2.390E-002, 1.124E+002
 1.300E+002, 1.536E+002, 7.369E+002, 2.345E-002, 2.390E-002, 1.109E+002
 1.320E+002, 1.541E+002, 7.365E+002, 2.493E-002, 2.390E-002, 1.104E+002
 1.340E+002, 1.496E+002, 7.378E+002, 2.467E-002, 2.390E-002, 1.105E+002
 1.360E+002, 1.435E+002, 7.416E+002, 2.223E-002, 2.390E-002, 1.128E+002
 1.380E+002, 1.423E+002, 7.407E+002, 1.769E-002, 2.390E-002, 1.107E+002
 1.400E+002, 1.441E+002, 7.418E+002, 1.727E-002, 2.390E-002, 1.114E+002
 1.420E+002, 1.454E+002, 7.472E+002, 2.097E-002, 2.390E-002, 1.131E+002
 1.440E+002, 1.464E+002, 7.453E+002, 2.330E-002, 2.390E-002, 1.101E+002
 1.460E+002, 1.476E+002, 7.467E+002, 2.406E-002, 2.390E-002, 1.120E+002
 1.480E+002, 1.433E+002, 7.477E+002, 2.328E-002, 2.390E-002, 1.113E+002
 1.500E+002, 1.407E+002, 7.505E+002, 2.050E-002, 2.390E-002, 1.133E+002
 1.520E+002, 1.374E+002, 7.510E+002, 1.694E-002, 2.390E-002, 1.114E+002
 1.540E+002, 1.378E+002, 7.494E+002, 1.802E-002, 2.390E-002, 1.099E+002
 1.560E+002, 1.395E+002, 7.511E+002, 2.106E-002, 2.390E-002, 1.119E+002
 1.580E+002, 1.412E+002, 7.524E+002, 2.278E-002, 2.390E-002, 1.114E+002
 1.600E+002, 1.408E+002, 7.552E+002, 2.322E-002, 2.390E-002, 1.117E+002
 1.620E+002, 1.397E+002, 7.541E+002, 2.229E-002, 2.390E-002, 1.107E+002
 1.640E+002, 1.371E+002, 7.556E+002, 1.968E-002, 2.390E-002, 1.118E+002
 1.660E+002, 1.353E+002, 7.587E+002, 1.696E-002, 2.390E-002, 1.123E+002
 1.680E+002, 1.349E+002, 7.567E+002, 1.840E-002, 2.390E-002, 1.110E+002
 1.700E+002, 1.364E+002, 7.614E+002, 2.104E-002, 2.390E-002, 1.143E+002
 1.720E+002, 1.362E+002, 7.634E+002, 2.254E-002, 2.390E-002, 1.136E+002
 1.740E+002, 1.369E+002, 7.654E+002, 2.287E-002, 2.390E-002, 1.141E+002
 1.760E+002, 1.354E+002, 7.647E+002, 2.196E-002, 2.390E-002, 1.120E+002
 1.780E+002, 1.353E+002, 7.635E+002, 1.960E-002, 2.390E-002, 1.117E+002
 1.800E+002, 1.338E+002, 7.651E+002, 1.744E-002, 2.390E-002, 1.134E+002
 1.820E+002, 1.321E+002, 7.663E+002, 1.895E-002, 2.390E-002, 1.118E+002
 1.840E+002, 1.337E+002, 7.647E+002, 2.129E-002, 2.390E-002, 1.118E+002
 1.860E+002, 1.328E+002, 7.696E+002, 2.251E-002, 2.390E-002, 1.134E+002
 1.880E+002, 1.327E+002, 7.722E+002, 2.268E-002, 2.390E-002, 1.153E+002
 1.900E+002, 1.333E+002, 7.724E+002, 2.173E-002, 2.390E-002, 1.135E+002
 1.920E+002, 1.326E+002, 7.698E+002, 1.962E-002, 2.390E-002, 1.117E+002
 1.940E+002, 1.316E+002, 7.704E+002, 1.812E-002, 2.390E-002, 1.124E+002
 1.960E+002, 1.319E+002, 7.736E+002, 1.974E-002, 2.390E-002, 1.141E+002
 1.980E+002, 1.329E+002, 7.772E+002, 2.179E-002, 2.390E-002, 1.156E+002
 2.000E+002, 1.322E+002, 7.748E+002, 2.281E-002, 2.390E-002, 1.129E+002
 2.020E+002, 1.315E+002, 7.744E+002, 2.276E-002, 2.390E-002, 1.122E+002
 2.040E+002, 1.315E+002, 7.778E+002, 2.162E-002, 2.390E-002, 1.144E+002
 2.060E+002, 1.315E+002, 7.803E+002, 1.972E-002, 2.390E-002, 1.160E+002
 2.080E+002, 1.323E+002, 7.800E+002, 1.917E-002, 2.390E-002, 1.139E+002
 2.100E+002, 1.310E+002, 7.806E+002, 2.105E-002, 2.390E-002, 1.143E+002
 2.120E+002, 1.330E+002, 7.792E+002, 2.271E-002, 2.390E-002, 1.132E+002
 2.140E+002, 1.318E+002, 7.797E+002, 2.331E-002, 2.390E-002, 1.134E+002
 2.160E+002, 1.318E+002, 7.808E+002, 2.290E-002, 2.390E-002, 1.139E+002
