s,kW,C,kg/s,m,kW/m2
 1.580E+002, 6.213E+002, 4.366E+002, 0.000E+000, 1.834E-002, 6.636E+001
 1.600E+002, 6.782E+002, 4.389E+002, 0.000E+000, 1.828E-002, 6.728E+001
 1.620E+002, 7.229E+002, 4.385E+002, 0.000E+000, 1.821E-002, 6.508E+001
 1.640E+002, 7.578E+002, 4.374E+002, 0.000E+000, 1.814E-002, 6.698E+001
 1.660E+002, 7.845E+002, 4.372E+002, 0.000E+000, 1.807E-002, 6.525E+001
 1.680E+002, 8.303E+002, 4.389E+002, 0.000E+000, 1.800E-002, 6.769E+001
 1.700E+002, 8.378E+002, 4.416E+002, 0.000E+000, 1.793E-002, 6.964E+001
 1.720E+002, 8.891E+002, 4.400E+002, 0.000E+000, 1.785E-002, 6.778E+001
 1.740E+002, 9.013E+002, 4.386E+002, 0.000E+000, 1.777E-002, 6.591E+001
 1.760E+002, 9.206E+002, 4.393E+002, 0.000E+000, 1.769E-002, 6.628E+001
 1.780E+002, 9.525E+002, 4.404E+002, 0.000E+000, 1.761E-002, 6.606E+001
 1.800E+002, 9.626E+002, 4.393E+002, 0.000E+000, 1.753E-002, 6.596E+001
 1.820E+002, 1.006E+003, 4.399E+002, 0.000E+000, 1.745E-002, 6.748E+001
 1.840E+002, 1.033E+003, 4.407E+002, 0.000E+000, 1.736E-002, 6.685E+001
 1.860E+002, 1.038E+003, 4.415E+002, 0.000E+000, 1.727E-002, 6.701E+001
 1.880E+002, 1.066E+003, 4.401E+002, 0.000E+000, 1.717E-002, 6.753E+001
 1.900E+002, 1.087E+003, 4.415E+002, 0.000E+000, 1.708E-002, 6.795E+001
 1.920E+002, 1.116E+003, 4.420E+002, 0.000E+000, 1.698E-002, 6.679E+001
 1.940E+002, 1.157E+003, 4.414E+002, 0.000E+000, 1.688E-002, 6.770E+001
 1.960E+002, 1.187E+003, 4.410E+002, 0.000E+000, 1.678E-002, 6.641E+001
 1.980E+002, 1.194E+003, 4.426E+002, 0.000E+000, 1.668E-002, 6.820E+001
 2.000E+002, 1.245E+003, 4.423E+002, 0.000E+000, 1.658E-002, 6.802E+001
 2.020E+002, 1.257E+003, 4.422E+002, 0.000E+000, 1.647E-002, 6.766E+001
 2.040E+002, 1.257E+003, 4.431E+002, 0.000E+000, 1.637E-002, 6.712E+001
 2.060E+002, 1.297E+003, 4.427E+002, 0.000E+000, 1.626E-002, 6.784E+001
 2.080E+002, 1.305E+003, 4.433E+002, 0.000E+000, 1.615E-002, 6.823E+001
 2.100E+002, 1.328E+003, 4.447E+002, 0.000E+000, 1.604E-002, 6.823E+001
 2.120E+002, 1.332E+003, 4.443E+002, 0.000E+000, 1.593E-002, 6.781E+001
 2.140E+002, 1.343E+003, 4.451E+002, 0.000E+000, 1.582E-002, 6.819E+001
 2.160E+002, 1.343E+003, 4.470E+002, 0.000E+000, 1.571E-002, 6.765E+001
 2.180E+002, 1.385E+003, 4.477E+002, 0.000E+000, 1.560E-002, 6.846E+001
 2.200E+002, 1.382E+003, 4.501E+002, 0.000E+000, 1.549E-002, 6.841E+001
 2.220E+002, 1.374E+003, 4.540E+002, 0.000E+000, 1.539E-002, 6.885E+001
 2.240E+002, 1.325E+003, 4.577E+002, 0.000E+000, 1.529E-002, 6.747E+001
 2.260E+002, 1.290E+003, 4.644E+002, 0.000E+000, 1.519E-002, 6.832E+001
 2.280E+002, 1.263E+003, 4.750E+002, 0.000E+000, 1.511E-002, 6.935E+001
 2.300E+002, 1.124E+003, 4.956E+002, 0.000E+000, 1.503E-002, 6.817E+001
 2.320E+002, 8.522E+002, 6.518E+002, 0.000E+000, 1.500E-002, 7.149E+001
 2.340E+002, 5.924E+002, 6.958E+002, 0.000E+000, 1.500E-002, 7.204E+001
 2.360E+002, 4.351E+002, 7.000E+002, 0.000E+000, 1.500E-002, 7.136E+001
 2.380E+002, 4.009E+002, 7.152E+002, 0.000E+000, 1.500E-002, 7.491E+001
 2.400E+002, 3.718E+002, 7.120E+002, 0.000E+000, 1.500E-002, 7.296E+001
 2.420E+002, 3.582E+002, 7.087E+002, 0.000E+000, 1.500E-002, 7.093E+001
 2.440E+002, 3.464E+002, 7.159E+002, 0.000E+000, 1.500E-002, 7.293E+001
 2.460E+002, 3.280E+002, 7.186E+002, 0.000E+000, 1.500E-002, 7.332E+001
 2.480E+002, 3.027E+002, 7.127E+002, 0.000E+000, 1.500E-002, 7.129E+001
 2.500E+002, 2.682E+002, 7.120E+002, 0.000E+000, 1.500E-002, 7.065E+001
 2.520E+002, 2.098E+002, 7.060E+002, 0.000E+000, 1.500E-002, 6.921E+001
 2.540E+002, 1.570E+002, 6.598E+002, 0.000E+000, 1.500E-002, 5.791E+001
 2.560E+002, 1.317E+002, 6.130E+002, 0.000E+000, 1.500E-002, 4.899E+001
 2.580E+002, 1.067E+002, 5.771E+002, 0.000E+000, 1.500E-002, 4.310E+001
 2.600E+002, 8.824E+001, 5.579E+002, 0.000E+000, 1.500E-002, 4.078E+001
 2.620E+002, 8.214E+001, 5.413E+002, 0.000E+000, 1.500E-002, 3.924E+001
 2.640E+002, 6.625E+001, 5.412E+002, 0.000E+000, 1.500E-002, 3.917E+001
 2.660E+002, 4.024E+001, 5.291E+002, 0.000E+000, 1.500E-002, 3.766E+001
 2.680E+002, 3.419E+001, 5.257E+002, 0.000E+000, 1.500E-002, 3.741E+001
 2.700E+002, 3.444E+001, 5.232E+002, 0.000E+000, 1.500E-002, 3.721E+001
 2.720E+002, 3.270E+001, 5.173E+002, 0.000E+000, 1.500E-002, 3.691E+001
 2.740E+002, 2.998E+001, 5.211E+002, 0.000E+000, 1.500E-002, 3.727E+001
 2.760E+002, 2.900E+001, 5.197E+002, 0.000E+000, 1.500E-002, 3.714E+001
 2.780E+002, 2.755E+001, 5.193E+002, 0.000E+000, 1.500E-002, 3.702E+001
 2.800E+002, 2.385E+001, 5.167E+002, 0.000E+000, 1.500E-002, 3.690E+001
 2.820E+002, 1.833E+001, 5.195E+002, 0.000E+000, 1.500E-002, 3.703E+001
 2.840E+002, 9.562E+000, 5.187E+002, 0.000E+000, 1.500E-002, 3.681E+001
 2.860E+002, 2.222E+000, 5.188E+002, 0.000E+000, 1.500E-002, 3.676E+001
 2.880E+002, 4.916E-002, 5.254E+002, 0.000E+000, 1.500E-002, 3.724E+001
 2.900E+002, 0.000E+000, 5.275E+002, 0.000E+000, 1.500E-002, 3.730E+001
 2.920E+002, 0.000E+000, 5.280E+002, 0.000E+000, 1.500E-002, 3.734E+001
 2.940E+002, 0.000E+000, 5.278E+002, 0.000E+000, 1.500E-002, 3.736E+001
 2.960E+002, 0.000E+000, 5.281E+002, 0.000E+000, 1.500E-002, 3.731E+001
 2.980E+002, 0.000E+000, 5.242E+002, 0.000E+000, 1.500E-002, 3.703E+001
 3.000E+002, 0.000E+000, 5.261E+002, 0.000E+000, 1.500E-002, 3.718E+001
