s,kW,C,kg/s,m,kW/m2
Time,"HRR","temp","MLR","thick","flux"
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 1.900E-002,-4.759E-011
 2.012E+000, 0.000E+000, 3.597E+001, 0.000E+000, 1.900E-002, 3.502E+001
 4.003E+000, 0.000E+000, 5.862E+001, 0.000E+000, 1.900E-002, 3.510E+001
 6.017E+000, 0.000E+000, 7.539E+001, 0.000E+000, 1.900E-002, 3.519E+001
 8.009E+000, 0.000E+000, 8.929E+001, 0.000E+000, 1.900E-002, 3.523E+001
 1.002E+001, 0.000E+000, 1.014E+002, 0.000E+000, 1.900E-002, 3.526E+001
 1.202E+001, 0.000E+000, 1.121E+002, 0.000E+000, 1.900E-002, 3.528E+001
 1.401E+001, 0.000E+000, 1.219E+002, 0.000E+000, 1.900E-002, 3.528E+001
 1.600E+001, 0.000E+000, 1.309E+002, 0.000E+000, 1.900E-002, 3.531E+001
 1.800E+001, 0.000E+000, 1.393E+002, 0.000E+000, 1.900E-002, 3.534E+001
 2.001E+001, 0.000E+000, 1.472E+002, 0.000E+000, 1.900E-002, 3.536E+001
 2.200E+001, 3.162E-009, 1.546E+002, 0.000E+000, 1.900E-002, 3.542E+001
 2.401E+001, 3.286E-008, 1.618E+002, 0.000E+000, 1.900E-002, 3.550E+001
 2.601E+001, 1.224E-007, 1.684E+002, 0.000E+000, 1.900E-002, 3.546E+001
 2.801E+001, 3.238E-007, 1.748E+002, 0.000E+000, 1.900E-002, 3.546E+001
 3.001E+001, 7.313E-007, 1.809E+002, 0.000E+000, 1.900E-002, 3.552E+001
 3.200E+001, 1.531E-006, 1.869E+002, 0.000E+000, 1.900E-002, 3.560E+001
 3.400E+001, 3.052E-006, 1.927E+002, 0.000E+000, 1.900E-002, 3.562E+001
 3.601E+001, 5.827E-006, 1.981E+002, 0.000E+000, 1.900E-002, 3.560E+001
 3.801E+001, 1.072E-005, 2.034E+002, 0.000E+000, 1.900E-002, 3.565E+001
 4.001E+001, 1.908E-005, 2.087E+002, 0.000E+000, 1.900E-002, 3.570E+001
 4.201E+001, 3.300E-005, 2.137E+002, 0.000E+000, 1.900E-002, 3.570E+001
 4.401E+001, 5.561E-005, 2.188E+002, 0.000E+000, 1.900E-002, 3.578E+001
 4.601E+001, 9.183E-005, 2.235E+002, 0.000E+000, 1.900E-002, 3.571E+001
 4.801E+001, 1.484E-004, 2.281E+002, 0.000E+000, 1.900E-002, 3.571E+001
 5.001E+001, 2.355E-004, 2.328E+002, 0.000E+000, 1.900E-002, 3.586E+001
 5.201E+001, 3.676E-004, 2.374E+002, 0.000E+000, 1.900E-002, 3.589E+001
 5.401E+001, 5.644E-004, 2.418E+002, 0.000E+000, 1.900E-002, 3.582E+001
 5.601E+001, 8.550E-004, 2.462E+002, 0.000E+000, 1.900E-002, 3.598E+001
 5.801E+001, 1.278E-003, 2.506E+002, 0.000E+000, 1.900E-002, 3.593E+001
 6.000E+001, 1.885E-003, 2.548E+002, 0.000E+000, 1.900E-002, 3.597E+001
 6.201E+001, 2.751E-003, 2.590E+002, 0.000E+000, 1.900E-002, 3.602E+001
 6.400E+001, 3.970E-003, 2.632E+002, 0.000E+000, 1.900E-002, 3.604E+001
 6.600E+001, 5.666E-003, 2.671E+002, 0.000E+000, 1.900E-002, 3.597E+001
 6.801E+001, 8.015E-003, 2.710E+002, 0.000E+000, 1.900E-002, 3.600E+001
 7.001E+001, 1.124E-002, 2.748E+002, 0.000E+000, 1.900E-002, 3.592E+001
 7.200E+001, 1.558E-002, 2.786E+002, 0.000E+000, 1.900E-002, 3.598E+001
 7.400E+001, 2.144E-002, 2.822E+002, 0.000E+000, 1.900E-002, 3.591E+001
 7.601E+001, 2.928E-002, 2.857E+002, 0.000E+000, 1.900E-002, 3.592E+001
 7.801E+001, 3.973E-002, 2.896E+002, 0.000E+000, 1.900E-002, 3.602E+001
 8.001E+001, 5.348E-002, 2.932E+002, 0.000E+000, 1.900E-002, 3.602E+001
 8.200E+001, 7.141E-002, 2.971E+002, 0.000E+000, 1.900E-002, 3.623E+001
 8.400E+001, 9.486E-002, 3.009E+002, 0.000E+000, 1.900E-002, 3.624E+001
 8.600E+001, 1.253E-001, 3.041E+002, 0.000E+000, 1.900E-002, 3.603E+001
 8.801E+001, 1.643E-001, 3.076E+002, 0.000E+000, 1.900E-002, 3.613E+001
 9.001E+001, 2.143E-001, 3.112E+002, 0.000E+000, 1.900E-002, 3.623E+001
 9.201E+001, 2.782E-001, 3.143E+002, 0.000E+000, 1.900E-002, 3.607E+001
 9.401E+001, 3.594E-001, 3.178E+002, 0.000E+000, 1.900E-002, 3.624E+001
 9.600E+001, 4.620E-001, 3.211E+002, 0.000E+000, 1.900E-002, 3.630E+001
 9.800E+001, 5.905E-001, 3.240E+002, 0.000E+000, 1.900E-002, 3.607E+001
 1.000E+002, 7.528E-001, 3.278E+002, 0.000E+000, 1.900E-002, 3.663E+001
 1.020E+002, 9.559E-001, 3.310E+002, 0.000E+000, 1.900E-002, 3.649E+001
 1.040E+002, 1.208E+000, 3.348E+002, 0.000E+000, 1.900E-002, 3.701E+001
 1.060E+002, 1.522E+000, 3.381E+002, 0.000E+000, 1.900E-002, 3.672E+001
 1.080E+002, 1.912E+000, 3.414E+002, 0.000E+000, 1.900E-002, 3.719E+001
 1.100E+002, 2.392E+000, 3.452E+002, 0.000E+000, 1.900E-002, 3.761E+001
 1.120E+002, 2.993E+000, 3.487E+002, 0.000E+000, 1.900E-002, 3.757E+001
 1.140E+002, 3.747E+000, 3.532E+002, 0.000E+000, 1.900E-002, 3.929E+001
 1.160E+002, 4.693E+000, 3.574E+002, 0.000E+000, 1.900E-002, 3.919E+001
 1.180E+002, 5.869E+000, 3.623E+002, 0.000E+000, 1.900E-002, 4.068E+001
 1.200E+002, 7.363E+000, 3.667E+002, 0.000E+000, 1.900E-002, 4.082E+001
 1.220E+002, 9.255E+000, 3.710E+002, 0.000E+000, 1.899E-002, 4.155E+001
 1.240E+002, 1.170E+001, 3.761E+002, 0.000E+000, 1.899E-002, 4.462E+001
 1.260E+002, 1.495E+001, 3.841E+002, 0.000E+000, 1.899E-002, 4.787E+001
 1.280E+002, 1.956E+001, 3.937E+002, 0.000E+000, 1.898E-002, 5.461E+001
 1.300E+002, 2.656E+001, 4.058E+002, 0.000E+000, 1.898E-002, 6.032E+001
 1.320E+002, 3.752E+001, 4.161E+002, 0.000E+000, 1.896E-002, 6.363E+001
 1.340E+002, 5.306E+001, 4.251E+002, 0.000E+000, 1.894E-002, 6.712E+001
 1.360E+002, 7.492E+001, 4.300E+002, 0.000E+000, 1.891E-002, 6.781E+001
 1.380E+002, 1.034E+002, 4.334E+002, 0.000E+000, 1.887E-002, 6.792E+001
 1.400E+002, 1.394E+002, 4.345E+002, 0.000E+000, 1.883E-002, 6.706E+001
 1.420E+002, 1.794E+002, 4.340E+002, 0.000E+000, 1.878E-002, 6.797E+001
 1.440E+002, 2.267E+002, 4.349E+002, 0.000E+000, 1.873E-002, 6.651E+001
 1.460E+002, 2.842E+002, 4.364E+002, 0.000E+000, 1.868E-002, 6.907E+001
 1.480E+002, 3.431E+002, 4.362E+002, 0.000E+000, 1.862E-002, 6.496E+001
 1.500E+002, 4.048E+002, 4.362E+002, 0.000E+000, 1.857E-002, 6.486E+001
 1.520E+002, 4.664E+002, 4.375E+002, 0.000E+000, 1.851E-002, 6.544E+001
 1.540E+002, 5.297E+002, 4.349E+002, 0.000E+000, 1.846E-002, 6.569E+001
 1.560E+002, 5.792E+002, 4.350E+002, 0.000E+000, 1.840E-002, 6.394E+001
