s,kW,C,kg/m2/s,m,kW/m2
Time,"HRR","temp","MLR","thick","flux"
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 1.790E-002,-4.653E-011
 2.012E+000, 0.000E+000, 6.738E+001, 2.850E-020, 1.790E-002, 7.506E+001
 4.006E+000, 0.000E+000, 1.362E+002, 2.851E-013, 1.790E-002, 7.538E+001
 6.010E+000, 8.514E-006, 1.872E+002, 6.510E-009, 1.790E-002, 7.561E+001
 8.010E+000, 9.769E-003, 2.286E+002, 7.268E-006, 1.790E-002, 7.565E+001
 1.001E+001, 1.918E+000, 2.642E+002, 1.506E-003, 1.790E-002, 7.671E+001
 1.200E+001, 5.947E+001, 2.973E+002, 5.558E-002, 1.790E-002, 9.679E+001
 1.400E+001, 1.445E+002, 3.228E+002, 7.272E-002, 1.790E-002, 9.819E+001
 1.600E+001, 1.384E+002, 3.707E+002, 8.257E-002, 1.790E-002, 9.946E+001
 1.800E+001, 1.190E+002, 4.192E+002, 5.138E-002, 1.790E-002, 1.015E+002
 2.000E+001, 9.905E+001, 4.556E+002, 5.618E-002, 1.790E-002, 1.049E+002
 2.200E+001, 1.280E+002, 4.925E+002, 5.614E-002, 1.790E-002, 1.051E+002
 2.400E+001, 1.267E+002, 5.122E+002, 5.504E-002, 1.790E-002, 1.087E+002
 2.600E+001, 1.580E+002, 5.238E+002, 3.327E-002, 1.790E-002, 1.048E+002
 2.800E+001, 1.980E+002, 5.302E+002, 5.836E-002, 1.790E-002, 1.040E+002
 3.000E+001, 2.051E+002, 5.379E+002, 3.951E-002, 1.790E-002, 1.061E+002
 3.200E+001, 2.537E+002, 5.454E+002, 3.619E-002, 1.790E-002, 1.044E+002
 3.400E+001, 2.772E+002, 5.548E+002, 5.602E-002, 1.790E-002, 1.056E+002
 3.600E+001, 2.823E+002, 5.660E+002, 4.456E-002, 1.790E-002, 1.068E+002
 3.800E+001, 3.100E+002, 5.767E+002, 4.475E-002, 1.790E-002, 1.063E+002
 4.000E+001, 3.145E+002, 5.858E+002, 6.157E-002, 1.790E-002, 1.050E+002
 4.200E+001, 3.068E+002, 5.935E+002, 4.774E-002, 1.790E-002, 1.057E+002
 4.400E+001, 3.452E+002, 6.005E+002, 6.405E-002, 1.790E-002, 1.063E+002
 4.600E+001, 3.384E+002, 6.129E+002, 6.490E-002, 1.790E-002, 1.091E+002
 4.800E+001, 3.442E+002, 6.180E+002, 6.490E-002, 1.790E-002, 1.067E+002
 5.000E+001, 3.589E+002, 6.280E+002, 6.993E-002, 1.790E-002, 1.083E+002
 5.200E+001, 3.526E+002, 6.357E+002, 6.162E-002, 1.790E-002, 1.075E+002
 5.400E+001, 3.547E+002, 6.425E+002, 6.460E-002, 1.790E-002, 1.085E+002
 5.600E+001, 3.494E+002, 6.431E+002, 5.203E-002, 1.790E-002, 1.057E+002
 5.800E+001, 3.136E+002, 6.513E+002, 2.240E-002, 1.790E-002, 1.065E+002
 6.000E+001, 3.083E+002, 6.583E+002, 1.003E-002, 1.790E-002, 1.076E+002
 6.200E+001, 3.011E+002, 6.646E+002, 1.148E-002, 1.790E-002, 1.060E+002
 6.400E+001, 3.043E+002, 6.701E+002, 1.266E-002, 1.790E-002, 1.064E+002
 6.600E+001, 3.087E+002, 6.774E+002, 1.366E-002, 1.790E-002, 1.070E+002
 6.800E+001, 3.326E+002, 6.813E+002, 1.394E-002, 1.790E-002, 1.061E+002
 7.000E+001, 3.505E+002, 6.898E+002, 1.426E-002, 1.790E-002, 1.078E+002
 7.200E+001, 3.662E+002, 6.925E+002, 1.434E-002, 1.790E-002, 1.055E+002
 7.400E+001, 3.685E+002, 6.980E+002, 1.419E-002, 1.790E-002, 1.068E+002
 7.600E+001, 3.764E+002, 7.064E+002, 1.413E-002, 1.790E-002, 1.092E+002
 7.800E+001, 3.727E+002, 7.108E+002, 1.393E-002, 1.790E-002, 1.085E+002
 8.000E+001, 3.748E+002, 7.164E+002, 1.372E-002, 1.790E-002, 1.096E+002
 8.200E+001, 3.655E+002, 7.203E+002, 1.355E-002, 1.790E-002, 1.080E+002
 8.400E+001, 3.631E+002, 7.216E+002, 1.307E-002, 1.790E-002, 1.085E+002
 8.600E+001, 3.496E+002, 7.307E+002, 1.289E-002, 1.790E-002, 1.105E+002
 8.800E+001, 3.419E+002, 7.328E+002, 1.269E-002, 1.790E-002, 1.099E+002
 9.000E+001, 3.394E+002, 7.433E+002, 1.250E-002, 1.790E-002, 1.144E+002
 9.200E+001, 3.258E+002, 7.442E+002, 1.237E-002, 1.790E-002, 1.104E+002
 9.400E+001, 3.202E+002, 7.416E+002, 1.184E-002, 1.790E-002, 1.079E+002
 9.600E+001, 3.099E+002, 7.459E+002, 1.135E-002, 1.790E-002, 1.099E+002
 9.800E+001, 3.023E+002, 7.488E+002, 1.102E-002, 1.790E-002, 1.098E+002
 1.000E+002, 2.964E+002, 7.562E+002, 1.073E-002, 1.790E-002, 1.126E+002
 1.020E+002, 2.844E+002, 7.610E+002, 1.047E-002, 1.790E-002, 1.127E+002
 1.040E+002, 2.720E+002, 7.631E+002, 1.003E-002, 1.790E-002, 1.126E+002
 1.060E+002, 2.571E+002, 7.661E+002, 9.496E-003, 1.790E-002, 1.105E+002
 1.080E+002, 2.421E+002, 7.656E+002, 8.747E-003, 1.790E-002, 1.103E+002
 1.100E+002, 2.169E+002, 7.702E+002, 7.774E-003, 1.790E-002, 1.116E+002
 1.120E+002, 1.808E+002, 7.737E+002, 6.499E-003, 1.790E-002, 1.104E+002
 1.140E+002, 1.520E+002, 7.775E+002, 4.389E-003, 1.790E-002, 1.113E+002
 1.160E+002, 1.343E+002, 7.744E+002, 1.373E-003, 1.790E-002, 1.061E+002
 1.180E+002, 1.185E+002, 7.800E+002, 3.643E-005, 1.790E-002, 1.053E+002
 1.200E+002, 1.020E+002, 7.698E+002, 5.549E-009, 1.790E-002, 9.335E+001
 1.220E+002, 9.059E+001, 7.647E+002, 1.071E-015, 1.790E-002, 9.092E+001
 1.240E+002, 8.206E+001, 7.639E+002, 0.000E+000, 1.790E-002, 8.999E+001
 1.260E+002, 7.539E+001, 7.650E+002, 0.000E+000, 1.790E-002, 9.005E+001
 1.280E+002, 7.029E+001, 7.647E+002, 0.000E+000, 1.790E-002, 8.841E+001
 1.300E+002, 6.504E+001, 7.659E+002, 0.000E+000, 1.790E-002, 8.951E+001
 1.320E+002, 5.902E+001, 7.671E+002, 0.000E+000, 1.790E-002, 8.880E+001
 1.340E+002, 5.338E+001, 7.670E+002, 0.000E+000, 1.790E-002, 8.864E+001
 1.360E+002, 4.766E+001, 7.663E+002, 0.000E+000, 1.790E-002, 8.739E+001
 1.380E+002, 4.068E+001, 7.626E+002, 0.000E+000, 1.790E-002, 8.508E+001
 1.400E+002, 3.197E+001, 7.561E+002, 0.000E+000, 1.790E-002, 8.186E+001
 1.420E+002, 2.221E+001, 7.524E+002, 0.000E+000, 1.790E-002, 8.070E+001
 1.440E+002, 1.366E+001, 7.448E+002, 0.000E+000, 1.790E-002, 7.820E+001
 1.460E+002, 7.961E+000, 7.396E+002, 0.000E+000, 1.790E-002, 7.740E+001
 1.480E+002, 4.721E+000, 7.361E+002, 0.000E+000, 1.790E-002, 7.689E+001
 1.500E+002, 3.031E+000, 7.373E+002, 0.000E+000, 1.790E-002, 7.789E+001
